pseudo_treated_state,period_date,event_time,augmented_gap
AC,2011-09-01,-31,-0.8620435346545587
AC,2011-10-01,-30,0.8640376390609839
AC,2011-11-01,-29,-0.18040616518193553
AC,2011-12-01,-28,-0.9800342701401987
AC,2012-01-01,-27,-0.8812575112296887
AC,2012-02-01,-26,3.213663882311035
AC,2012-03-01,-25,-1.6298651987027308
AC,2012-04-01,-24,-0.21469967974935422
AC,2012-05-01,-23,0.9547968746709695
AC,2012-06-01,-22,0.7567245472087487
AC,2012-07-01,-21,-0.26869929735621634
AC,2012-08-01,-20,-3.1656486569683424
AC,2012-09-01,-19,2.0420846352070416
AC,2012-10-01,-18,0.1654204372332848
AC,2012-11-01,-17,-0.4756242689754592
AC,2012-12-01,-16,-2.0559107423945857
AC,2013-01-01,-15,0.15119862982808385
AC,2013-02-01,-14,0.5015255533992313
AC,2013-03-01,-13,-0.1095182872688234
AC,2013-04-01,-12,-1.5160138310215703
AC,2013-05-01,-11,-0.5723663023980716
AC,2013-06-01,-10,3.29434095571023
AC,2013-07-01,-9,0.7549703108522842
AC,2013-08-01,-8,-1.042448871167126
AC,2013-09-01,-7,-1.1203758560912853
AC,2013-10-01,-6,1.3047590958178192
AC,2013-11-01,-5,0.3299827509343126
AC,2013-12-01,-4,-0.33725832772458
AC,2014-01-01,-3,0.38716643236743475
AC,2014-02-01,-2,1.6377557095887758
AC,2014-03-01,-1,0.4976204760471663
AC,2014-04-01,0,-1.9215851812507452
AC,2014-05-01,1,-3.1388298940557577
AC,2014-06-01,2,-0.9537568234524437
AC,2014-07-01,3,-0.8519017706880924
AC,2014-08-01,4,-1.8553793356253834
AC,2014-09-01,5,-0.17179206722007656
AC,2014-10-01,6,0.8615194487311835
AC,2014-11-01,7,0.9237947591513526
AC,2014-12-01,8,0.5357045538665166
AC,2015-01-01,9,-0.00613436106786569
AC,2015-02-01,10,0.9042620167793278
AC,2015-03-01,11,1.1070018734724472
AC,2015-04-01,12,1.083712552159945
AC,2015-05-01,13,1.5531250529333427
AC,2015-06-01,14,2.4726533610805927
AC,2015-07-01,15,2.5579750088697404
AC,2015-08-01,16,3.793081093855254
AC,2015-09-01,17,3.5936508144536212
AC,2015-10-01,18,3.3002020336353493
AC,2015-11-01,19,2.8817802280731266
AC,2015-12-01,20,2.077031911307321
AC,2016-01-01,21,2.3703346200406608
AC,2016-02-01,22,1.417208038615791
AC,2016-03-01,23,2.2376154907678547
AL,2011-09-01,-31,-1.897096433193859
AL,2011-10-01,-30,0.9919279330259023
AL,2011-11-01,-29,-0.48532066797286255
AL,2011-12-01,-28,-3.0271241949775547
AL,2012-01-01,-27,-0.23507721774197243
AL,2012-02-01,-26,4.974983860877307
AL,2012-03-01,-25,-2.9127285694159633
AL,2012-04-01,-24,-2.2459226844824443
AL,2012-05-01,-23,0.36628937022761043
AL,2012-06-01,-22,0.12299559344565303
AL,2012-07-01,-21,-1.9824884241171752
AL,2012-08-01,-20,-5.217970636532317
AL,2012-09-01,-19,1.6880089884240594
AL,2012-10-01,-18,1.2814559173364195
AL,2012-11-01,-17,-0.5734851666127767
AL,2012-12-01,-16,-1.3797980571921524
AL,2013-01-01,-15,1.2581195080801564
AL,2013-02-01,-14,3.991604942260169
AL,2013-03-01,-13,-1.4241407548502574
AL,2013-04-01,-12,-1.607711932874233
AL,2013-05-01,-11,0.10962168725552068
AL,2013-06-01,-10,2.799270718781818
AL,2013-07-01,-9,0.6912149579534166
AL,2013-08-01,-8,-2.0480550351463
AL,2013-09-01,-7,-1.037261725389881
AL,2013-10-01,-6,2.5215248016173373
AL,2013-11-01,-5,0.6447408798905911
AL,2013-12-01,-4,-1.5107032048962896
AL,2014-01-01,-3,-2.446692897409749
AL,2014-02-01,-2,2.163745475356901
AL,2014-03-01,-1,0.789399688070092
