period_date,event_time,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2018-01-01,-31,4.617091294323566,4.57989785198255,0.0329295868431281,0.615848211066026,4.612827438825678,0.037193442341015626,0.004263855497887548,retail_ma6_log
2018-02-01,-30,4.616387242070592,4.578541173540473,0.03290849428612324,0.2069138081114788,4.611449667826596,0.037846068530118515,0.004937574243995435,retail_ma6_log
2018-03-01,-29,4.6197818608987,4.581886509632142,0.036740077469453784,2.9763514416313193e-4,4.618626587101596,0.03789535126655785,0.001155273797103895,retail_ma6_log
2018-04-01,-28,4.627131699143261,4.592888966015057,0.03773996854846275,2.9763514416313193e-4,4.63062893456352,0.03424273312820425,-0.003497235420258704,retail_ma6_log
2018-05-01,-27,4.634344913586607,4.59784140132951,0.0465733681860915,1e-4,4.644414769515602,0.036503512257096915,-0.010069855928994897,retail_ma6_log
2018-06-01,-26,4.639684403531764,4.599462067342535,0.04009053896484973,0.0026366508987303583,4.639552606307385,0.040222336189229324,1.3179722437950403e-4,retail_ma6_log
2018-07-01,-25,4.635809490590336,4.599533406492458,0.028486681524510758,8.858667904100823e-4,4.628020088016968,0.03627608409787886,0.007789402573368243,retail_ma6_log
2018-08-01,-24,4.637998313481304,4.60522721258747,0.035947075414122724,0.023357214690901212,4.641174288001593,0.03277110089383406,-0.00317597452028906,retail_ma6_log
2018-09-01,-23,4.631059573292687,4.602088865901635,0.03591144495483463,0.0026366508987303583,4.638000310856469,0.028970707391051675,-0.006940737563782662,retail_ma6_log
2018-10-01,-22,4.623305378567521,4.592930622233907,0.03409065697360853,0.0026366508987303583,4.627021279207516,0.03037475633361364,-0.003715900639995162,retail_ma6_log
2018-11-01,-21,4.622174796326647,4.591704551985824,0.025937758412816272,2.9763514416313193e-4,4.61764231039864,0.03047024434082246,0.00453248592800648,retail_ma6_log
2018-12-01,-20,4.6208113707243035,4.591737544673855,0.026378821342358826,2.9763514416313193e-4,4.6181163660162134,0.029073826050448837,0.002695004708090032,retail_ma6_log
2019-01-01,-19,4.625715177653363,4.59576581745729,0.03388943623418429,1e-4,4.629655253691475,0.029949360196072305,-0.003940076038111862,retail_ma6_log
2019-02-01,-18,4.629525725364837,4.597344664937014,0.03569472503068892,2.9763514416313193e-4,4.633039389967704,0.03218106042782232,-0.0035136646028668395,retail_ma6_log
2019-03-01,-17,4.633168923078027,4.601485084082096,0.0288366799332297,1e-4,4.630321764015326,0.031683838995930635,0.0028471590627008325,retail_ma6_log
2019-04-01,-16,4.63316670178674,4.605911541978545,0.025336194536407355,1e-4,4.631247736514952,0.027255159808195373,0.0019189652717876982,retail_ma6_log
2019-05-01,-15,4.628367093800248,4.605098147294931,0.023062840063334745,2.9763514416313193e-4,4.628160987358266,0.023268946505317523,2.0610644198271189e-4,retail_ma6_log
2019-06-01,-14,4.628252528618206,4.605495947609708,0.023101230461819743,2.9763514416313193e-4,4.628597178071528,0.022756581008497534,-3.446494533223543e-4,retail_ma6_log
2019-07-01,-13,4.628058093439637,4.6029499130108364,0.027295906412487976,0.007847599703514606,4.630245819423324,0.025108180428800253,-0.0021877259836875496,retail_ma6_log
2019-08-01,-12,4.624442027844792,4.5967885065772505,0.020852346608589038,0.0026366508987303583,4.61764085318584,0.027653521267541947,0.006801174658952469,retail_ma6_log
2019-09-01,-11,4.623735846830178,4.597284085374658,0.028003252265286764,1e-4,4.625287337639945,0.02645176145552064,-0.0015514908097662428,retail_ma6_log
2019-10-01,-10,4.627552816595896,4.5972553436356955,0.0316649153410417,8.858667904100823e-4,4.628920258976737,0.0302974729602008,-0.0013674423808405223,retail_ma6_log
2019-11-01,-9,4.629791760853483,4.601469317916038,0.04013667247964196,8.858667904100823e-4,4.64160599039568,0.028322442937445125,-0.011814229542197019,retail_ma6_log
2019-12-01,-8,4.641601153345938,4.606142594687819,0.03654697315057059,0.0026366508987303583,4.6426895678383895,0.03545855865811909,-0.0010884144924512285,retail_ma6_log
2020-01-01,-7,4.6469020565664545,4.609160019918527,0.02853957321904134,8.858667904100823e-4,4.637699593137569,0.03774203664792708,0.009202463428885643,retail_ma6_log
2020-02-01,-6,4.654256235570215,4.615316151331535,0.034892947610205824,0.06951927961775606,4.65020909894174,0.03894008423868023,0.004047136628474668,retail_ma6_log
2020-03-01,-5,4.65007719755243,4.609584511810674,0.03599545251481361,0.007847599703514606,4.645579964325488,0.04049268574175624,0.004497233226942399,retail_ma6_log
2020-04-01,-4,4.6220352647702985,4.5799593118980875,0.04401925665877849,8.858667904100823e-4,4.623978568556866,0.042075952872211,-0.001943303786567263,retail_ma6_log
2020-05-01,-3,4.607455380971806,4.561894303825387,0.04949393793927525,0.0026366508987303583,4.611388241764662,0.045561077146419215,-0.003932860792856374,retail_ma6_log
2020-06-01,-2,4.5951182465238505,4.551159957103127,0.04219965911435219,0.023357214690901212,4.593359616217479,0.04395828942072377,0.001758630306371245,retail_ma6_log
2020-07-01,-1,4.597926449898046,4.55165718856764,0.04133332830517107,0.2069138081114788,4.592990516872812,0.046269261330405875,0.00493593302523454,retail_ma6_log
2020-08-01,0,4.605993786816496,4.557691094132065,0.03151358206680918,0.615848211066026,4.589204676198874,0.048302692684431214,0.016789110617621894,retail_ma6_log
2020-09-01,1,4.618131548298148,4.573723953966885,0.0230202430314733,1.8329807108324339,4.596744196998358,0.044407594331262956,0.02138735129978997,retail_ma6_log
2020-10-01,2,4.655096360434632,4.6141911532292905,0.013886073674414492,5.455594781168514,4.628077226903705,0.0409052072053413,0.027019133530926887,retail_ma6_log
2020-11-01,3,4.682271449121454,4.634433123780624,5.837453896121929e-4,5.455594781168514,4.6350168691702365,0.047838325340829435,0.0472545799512174,retail_ma6_log
2020-12-01,4,4.6930638769758595,4.6437637368155285,-0.0012074567560954696,5.455594781168514,4.642556280059433,0.04930014016033102,0.050507596916426145,retail_ma6_log
2021-01-01,5,4.68634860666597,4.646803707733954,0.0014851436320537505,16.23776739188721,4.648288851366008,0.03954489893201529,0.03805975529996175,retail_ma6_log
