outcome,short,channel,transform,gap_post,effect_label,mag_sd,persistence,pre_trend_p,pre_fit_corr,pre_fit_r2,poor_fit,inspace_rank,inspace_n_units,inspace_p,loo_rank,loo_p,loo_frac,tier,considerable
retail_ma6_log,Varejo MA6 (log),consumption,log,0.01351589240999637,+5.0%,0.2838680318131051,0.6842105263157895,0.3366324961241276,0.9967364994548639,0.9935184386500424,FALSE,6/23,23,0.2608695652173913,1/23,0.043,1,weak,FALSE
formal_hiring_6m_per1k,Emprego formal 6m (per 1k),labor,level,2.410013840456581,+4.8,0.4150893955516949,0.9473684210526315,0.5367919508826619,0.9809110586437144,0.9628431768011023,FALSE,9/23,23,0.391304347826087,1/23,0.043,1,weak,FALSE
icms_conf6m_pc_log,ICMS CONFAZ 6m pc (log),fiscal,log,-0.01991262097792189,-2.3%,0.328660527756636,0.7368421052631579,0.7470174572821746,0.9761700215373642,0.9536435249793914,FALSE,6/23,23,0.2608695652173913,1/23,0.043,0,weak,FALSE
