state_group,analysis_period,rows,states,formal_hiring_balance_mean,retail_volume_index_mean,services_volume_index_mean,unemployment_rate_pnadc_mean,formalization_rate_pnadc_mean
main_donor_pool,post,576,24,590.6059027777778,95.75545385416666,88.10132585069445,0.129484375,0.5578385416666667
main_donor_pool,pre,840,24,-863.1059523809524,91.3783190595238,96.81270077380952,0.12227380952380952,0.5565642857142857
treated_rr,post,24,1,220.5,83.69056666666667,76.70008458333334,0.159375,0.533875
treated_rr,pre,35,1,47,77.11465942857143,82.88908942857142,0.1036,0.5621428571428572
