pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2000-01-01,pre,1.4210854715202004e-14
AC,retail,consumption,2000-02-01,pre,-0.5029733363288074
AC,retail,consumption,2000-03-01,pre,-1.8685477121576923
AC,retail,consumption,2000-04-01,pre,0.6796395283096928
AC,retail,consumption,2000-05-01,pre,-1.6705511696266768
AC,retail,consumption,2000-06-01,pre,1.7811691396687053
AC,retail,consumption,2000-07-01,pre,1.584903131151421
AC,retail,consumption,2000-08-01,pre,-4.647656259942536
AC,retail,consumption,2000-09-01,pre,4.883474089428148
AC,retail,consumption,2000-10-01,pre,-2.450962377968253
AC,retail,consumption,2000-11-01,pre,4.4446719251336475
AC,retail,consumption,2000-12-01,pre,-0.7050012816747113
AC,retail,consumption,2001-01-01,pre,0.756012016306741
AC,retail,consumption,2001-02-01,pre,-0.9535621744518465
AC,retail,consumption,2001-03-01,pre,-3.6770514818885687
AC,retail,consumption,2001-04-01,pre,-1.1302766098979902
AC,retail,consumption,2001-05-01,pre,3.8072169393178257
AC,retail,consumption,2001-06-01,pre,-2.9718335904538833
AC,retail,consumption,2001-07-01,pre,1.4052506008755898
AC,retail,consumption,2001-08-01,pre,-5.987741125344954
AC,retail,consumption,2001-09-01,pre,2.31832838076204
AC,retail,consumption,2001-10-01,pre,2.0121160082880607
AC,retail,consumption,2001-11-01,post,11.20362011620307
AC,retail,consumption,2001-12-01,post,38.71028887212222
AC,retail,consumption,2002-01-01,post,-14.541550338012755
AC,retail,consumption,2002-02-01,post,14.170142458091377
AC,retail,consumption,2002-03-01,post,-10.691059865901806
AC,retail,consumption,2002-04-01,post,-12.769362282145153
AC,retail,consumption,2002-05-01,post,-17.30553191882069
AC,retail,consumption,2002-06-01,post,-10.24302309311652
AC,retail,consumption,2002-07-01,post,1.2839461853153153
AC,retail,consumption,2002-08-01,post,0.6335694454688365
AC,retail,consumption,2002-09-01,post,-21.03256719033162
AC,retail,consumption,2002-10-01,post,-15.718899308922786
AC,retail,consumption,2002-11-01,post,-14.470464861013241
AC,retail,consumption,2002-12-01,post,-18.122018630559197
AC,retail,consumption,2003-01-01,post,-11.428403724432926
AC,retail,consumption,2003-02-01,post,-16.838386664099076
AC,retail,consumption,2003-03-01,post,-12.865189541328064
AC,retail,consumption,2003-04-01,post,0.5073383860907512
AC,retail,consumption,2003-05-01,post,-10.316327058828435
AC,retail,consumption,2003-06-01,post,-27.414166757758395
AC,retail,consumption,2003-07-01,post,42.73709447764548
AC,retail,consumption,2003-08-01,post,-20.290146084835
AC,retail,consumption,2003-09-01,post,-20.354135170788766
AC,retail,consumption,2003-10-01,post,-14.997275974352277
AC,icms_confaz,public_sector,2000-01-01,pre,-14.676641527510544
AC,icms_confaz,public_sector,2000-02-01,pre,21.81689684327649
AC,icms_confaz,public_sector,2000-03-01,pre,-4.258553148530321
AC,icms_confaz,public_sector,2000-04-01,pre,-13.037700145122319
AC,icms_confaz,public_sector,2000-05-01,pre,-17.624399730902503
AC,icms_confaz,public_sector,2000-06-01,pre,12.83620136890584
AC,icms_confaz,public_sector,2000-07-01,pre,13.102874921846361
AC,icms_confaz,public_sector,2000-08-01,pre,4.429111116908047
AC,icms_confaz,public_sector,2000-09-01,pre,0.9936414436181771
AC,icms_confaz,public_sector,2000-10-01,pre,-69.76740567474263
AC,icms_confaz,public_sector,2000-11-01,pre,15.828150721370708
AC,icms_confaz,public_sector,2000-12-01,pre,4.435476399147667
AC,icms_confaz,public_sector,2001-01-01,pre,6.489169587382698
AC,icms_confaz,public_sector,2001-02-01,pre,15.673730795290789
AC,icms_confaz,public_sector,2001-03-01,pre,-13.426019159111014
AC,icms_confaz,public_sector,2001-04-01,pre,-13.834184292611166
AC,icms_confaz,public_sector,2001-05-01,pre,3.022155446067357
AC,icms_confaz,public_sector,2001-06-01,pre,-3.607481250748947
AC,icms_confaz,public_sector,2001-07-01,pre,12.990162148605506
