year,bimester,uf,annex_name,no_anexo,rows,status,error_message,downloaded_at
2017,2,43,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2017,2,50,annex01,RREO-Anexo 01,487,downloaded,,2026-05-28
2017,2,50,annex02,RREO-Anexo 02,1455,downloaded,,2026-05-28
2017,2,50,annex06,RREO-Anexo 06,158,downloaded,,2026-05-28
2017,2,51,annex01,RREO-Anexo 01,726,downloaded,,2026-05-28
2017,2,51,annex02,RREO-Anexo 02,1760,downloaded,,2026-05-28
2017,2,51,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2017,2,52,annex01,RREO-Anexo 01,461,downloaded,,2026-05-28
2017,2,52,annex02,RREO-Anexo 02,1339,downloaded,,2026-05-28
2017,2,52,annex06,RREO-Anexo 06,160,downloaded,,2026-05-28
2017,2,53,annex01,RREO-Anexo 01,526,downloaded,,2026-05-28
2017,2,53,annex02,RREO-Anexo 02,1734,downloaded,,2026-05-28
2017,2,53,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2017,3,11,annex01,RREO-Anexo 01,445,downloaded,,2026-05-28
2017,3,11,annex02,RREO-Anexo 02,1218,downloaded,,2026-05-28
2017,3,11,annex06,RREO-Anexo 06,151,downloaded,,2026-05-28
2017,3,12,annex01,RREO-Anexo 01,528,downloaded,,2026-05-28
2017,3,12,annex02,RREO-Anexo 02,1929,downloaded,,2026-05-28
2017,3,12,annex06,RREO-Anexo 06,160,downloaded,,2026-05-28
2017,3,13,annex01,RREO-Anexo 01,541,downloaded,,2026-05-28
2017,3,13,annex02,RREO-Anexo 02,1623,downloaded,,2026-05-28
2017,3,13,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,3,14,annex01,RREO-Anexo 01,447,downloaded,,2026-05-28
2017,3,14,annex02,RREO-Anexo 02,1483,downloaded,,2026-05-28
2017,3,14,annex06,RREO-Anexo 06,158,downloaded,,2026-05-28
2017,3,15,annex01,RREO-Anexo 01,493,downloaded,,2026-05-28
2017,3,15,annex02,RREO-Anexo 02,2039,downloaded,,2026-05-28
2017,3,15,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,3,16,annex01,RREO-Anexo 01,436,downloaded,,2026-05-28
2017,3,16,annex02,RREO-Anexo 02,1181,downloaded,,2026-05-28
2017,3,16,annex06,RREO-Anexo 06,141,downloaded,,2026-05-28
2017,3,17,annex01,RREO-Anexo 01,551,downloaded,,2026-05-28
2017,3,17,annex02,RREO-Anexo 02,1694,downloaded,,2026-05-28
2017,3,17,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2017,3,21,annex01,RREO-Anexo 01,453,downloaded,,2026-05-28
2017,3,21,annex02,RREO-Anexo 02,1743,downloaded,,2026-05-28
2017,3,21,annex06,RREO-Anexo 06,154,downloaded,,2026-05-28
2017,3,22,annex01,RREO-Anexo 01,466,downloaded,,2026-05-28
2017,3,22,annex02,RREO-Anexo 02,1299,downloaded,,2026-05-28
2017,3,22,annex06,RREO-Anexo 06,157,downloaded,,2026-05-28
2017,3,23,annex01,RREO-Anexo 01,557,downloaded,,2026-05-28
2017,3,23,annex02,RREO-Anexo 02,2159,downloaded,,2026-05-28
2017,3,23,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,3,24,annex01,RREO-Anexo 01,452,downloaded,,2026-05-28
2017,3,24,annex02,RREO-Anexo 02,1586,downloaded,,2026-05-28
2017,3,24,annex06,RREO-Anexo 06,160,downloaded,,2026-05-28
2017,3,25,annex01,RREO-Anexo 01,517,downloaded,,2026-05-28
2017,3,25,annex02,RREO-Anexo 02,1994,downloaded,,2026-05-28
2017,3,25,annex06,RREO-Anexo 06,167,downloaded,,2026-05-28
2017,3,26,annex01,RREO-Anexo 01,631,downloaded,,2026-05-28
2017,3,26,annex02,RREO-Anexo 02,1882,downloaded,,2026-05-28
2017,3,26,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,3,27,annex01,RREO-Anexo 01,516,downloaded,,2026-05-28
2017,3,27,annex02,RREO-Anexo 02,1790,downloaded,,2026-05-28
2017,3,27,annex06,RREO-Anexo 06,157,downloaded,,2026-05-28
2017,3,28,annex01,RREO-Anexo 01,492,downloaded,,2026-05-28
2017,3,28,annex02,RREO-Anexo 02,1709,downloaded,,2026-05-28
2017,3,28,annex06,RREO-Anexo 06,159,downloaded,,2026-05-28
2017,3,29,annex01,RREO-Anexo 01,516,downloaded,,2026-05-28
2017,3,29,annex02,RREO-Anexo 02,2155,downloaded,,2026-05-28
2017,3,29,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,3,31,annex01,RREO-Anexo 01,615,downloaded,,2026-05-28
2017,3,31,annex02,RREO-Anexo 02,1973,downloaded,,2026-05-28
2017,3,31,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,3,32,annex01,RREO-Anexo 01,582,downloaded,,2026-05-28
2017,3,32,annex02,RREO-Anexo 02,1898,downloaded,,2026-05-28
2017,3,32,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,3,33,annex01,RREO-Anexo 01,612,downloaded,,2026-05-28
2017,3,33,annex02,RREO-Anexo 02,1818,downloaded,,2026-05-28
2017,3,33,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,3,35,annex01,RREO-Anexo 01,647,downloaded,,2026-05-28
2017,3,35,annex02,RREO-Anexo 02,2023,downloaded,,2026-05-28
2017,3,35,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2017,3,41,annex01,RREO-Anexo 01,500,downloaded,,2026-05-28
2017,3,41,annex02,RREO-Anexo 02,1086,downloaded,,2026-05-28
2017,3,41,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,3,42,annex01,RREO-Anexo 01,595,downloaded,,2026-05-28
2017,3,42,annex02,RREO-Anexo 02,2025,downloaded,,2026-05-28
2017,3,42,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,3,43,annex01,RREO-Anexo 01,540,downloaded,,2026-05-28
2017,3,43,annex02,RREO-Anexo 02,1676,downloaded,,2026-05-28
2017,3,43,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2017,3,50,annex01,RREO-Anexo 01,488,downloaded,,2026-05-28
2017,3,50,annex02,RREO-Anexo 02,1450,downloaded,,2026-05-28
2017,3,50,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,3,51,annex01,RREO-Anexo 01,735,downloaded,,2026-05-28
2017,3,51,annex02,RREO-Anexo 02,1785,downloaded,,2026-05-28
2017,3,51,annex06,RREO-Anexo 06,178,downloaded,,2026-05-28
2017,3,52,annex01,RREO-Anexo 01,471,downloaded,,2026-05-28
2017,3,52,annex02,RREO-Anexo 02,1338,downloaded,,2026-05-28
2017,3,52,annex06,RREO-Anexo 06,161,downloaded,,2026-05-28
2017,3,53,annex01,RREO-Anexo 01,528,downloaded,,2026-05-28
2017,3,53,annex02,RREO-Anexo 02,1774,downloaded,,2026-05-28
2017,3,53,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,4,11,annex01,RREO-Anexo 01,436,downloaded,,2026-05-28
2017,4,11,annex02,RREO-Anexo 02,1236,downloaded,,2026-05-28
2017,4,11,annex06,RREO-Anexo 06,153,downloaded,,2026-05-28
2017,4,12,annex01,RREO-Anexo 01,535,downloaded,,2026-05-28
2017,4,12,annex02,RREO-Anexo 02,1900,downloaded,,2026-05-28
2017,4,12,annex06,RREO-Anexo 06,160,downloaded,,2026-05-28
2017,4,13,annex01,RREO-Anexo 01,535,downloaded,,2026-05-28
2017,4,13,annex02,RREO-Anexo 02,1629,downloaded,,2026-05-28
2017,4,13,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,4,14,annex01,RREO-Anexo 01,438,downloaded,,2026-05-28
2017,4,14,annex02,RREO-Anexo 02,1505,downloaded,,2026-05-28
2017,4,14,annex06,RREO-Anexo 06,157,downloaded,,2026-05-28
2017,4,15,annex01,RREO-Anexo 01,491,downloaded,,2026-05-28
2017,4,15,annex02,RREO-Anexo 02,2047,downloaded,,2026-05-28
2017,4,15,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,4,16,annex01,RREO-Anexo 01,444,downloaded,,2026-05-28
2017,4,16,annex02,RREO-Anexo 02,1203,downloaded,,2026-05-28
2017,4,16,annex06,RREO-Anexo 06,144,downloaded,,2026-05-28
2017,4,17,annex01,RREO-Anexo 01,550,downloaded,,2026-05-28
2017,4,17,annex02,RREO-Anexo 02,1698,downloaded,,2026-05-28
2017,4,17,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2017,4,21,annex01,RREO-Anexo 01,454,downloaded,,2026-05-28
2017,4,21,annex02,RREO-Anexo 02,1719,downloaded,,2026-05-28
2017,4,21,annex06,RREO-Anexo 06,157,downloaded,,2026-05-28
2017,4,22,annex01,RREO-Anexo 01,464,downloaded,,2026-05-28
2017,4,22,annex02,RREO-Anexo 02,1311,downloaded,,2026-05-28
2017,4,22,annex06,RREO-Anexo 06,159,downloaded,,2026-05-28
2017,4,23,annex01,RREO-Anexo 01,549,downloaded,,2026-05-28
2017,4,23,annex02,RREO-Anexo 02,2177,downloaded,,2026-05-28
2017,4,23,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2017,4,24,annex01,RREO-Anexo 01,461,downloaded,,2026-05-28
2017,4,24,annex02,RREO-Anexo 02,1599,downloaded,,2026-05-28
2017,4,24,annex06,RREO-Anexo 06,162,downloaded,,2026-05-28
2017,4,25,annex01,RREO-Anexo 01,522,downloaded,,2026-05-28
2017,4,25,annex02,RREO-Anexo 02,2001,downloaded,,2026-05-28
2017,4,25,annex06,RREO-Anexo 06,167,downloaded,,2026-05-28
2017,4,26,annex01,RREO-Anexo 01,632,downloaded,,2026-05-28
2017,4,26,annex02,RREO-Anexo 02,1905,downloaded,,2026-05-28
2017,4,26,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,4,27,annex01,RREO-Anexo 01,541,downloaded,,2026-05-28
2017,4,27,annex02,RREO-Anexo 02,1832,downloaded,,2026-05-28
2017,4,27,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,4,28,annex01,RREO-Anexo 01,484,downloaded,,2026-05-28
2017,4,28,annex02,RREO-Anexo 02,1708,downloaded,,2026-05-28
2017,4,28,annex06,RREO-Anexo 06,158,downloaded,,2026-05-28
2017,4,29,annex01,RREO-Anexo 01,521,downloaded,,2026-05-28
2017,4,29,annex02,RREO-Anexo 02,2237,downloaded,,2026-05-28
2017,4,29,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,4,31,annex01,RREO-Anexo 01,609,downloaded,,2026-05-28
2017,4,31,annex02,RREO-Anexo 02,1998,downloaded,,2026-05-28
2017,4,31,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,4,32,annex01,RREO-Anexo 01,590,downloaded,,2026-05-28
2017,4,32,annex02,RREO-Anexo 02,1915,downloaded,,2026-05-28
2017,4,32,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2017,4,33,annex01,RREO-Anexo 01,610,downloaded,,2026-05-28
2017,4,33,annex02,RREO-Anexo 02,1834,downloaded,,2026-05-28
2017,4,33,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,4,35,annex01,RREO-Anexo 01,637,downloaded,,2026-05-28
2017,4,35,annex02,RREO-Anexo 02,2032,downloaded,,2026-05-28
2017,4,35,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2017,4,41,annex01,RREO-Anexo 01,498,downloaded,,2026-05-28
2017,4,41,annex02,RREO-Anexo 02,1091,downloaded,,2026-05-28
2017,4,41,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2017,4,42,annex01,RREO-Anexo 01,593,downloaded,,2026-05-28
2017,4,42,annex02,RREO-Anexo 02,2022,downloaded,,2026-05-28
2017,4,42,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,4,43,annex01,RREO-Anexo 01,536,downloaded,,2026-05-28
2017,4,43,annex02,RREO-Anexo 02,1703,downloaded,,2026-05-28
2017,4,43,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2017,4,50,annex01,RREO-Anexo 01,497,downloaded,,2026-05-28
2017,4,50,annex02,RREO-Anexo 02,1440,downloaded,,2026-05-28
2017,4,50,annex06,RREO-Anexo 06,162,downloaded,,2026-05-28
2017,4,51,annex01,RREO-Anexo 01,536,downloaded,,2026-05-28
2017,4,51,annex02,RREO-Anexo 02,1776,downloaded,,2026-05-28
2017,4,51,annex06,RREO-Anexo 06,179,downloaded,,2026-05-28
2017,4,52,annex01,RREO-Anexo 01,477,downloaded,,2026-05-28
2017,4,52,annex02,RREO-Anexo 02,1350,downloaded,,2026-05-28
2017,4,52,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2017,4,53,annex01,RREO-Anexo 01,524,downloaded,,2026-05-28
2017,4,53,annex02,RREO-Anexo 02,1772,downloaded,,2026-05-28
2017,4,53,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,5,11,annex01,RREO-Anexo 01,435,downloaded,,2026-05-28
2017,5,11,annex02,RREO-Anexo 02,1235,downloaded,,2026-05-28
2017,5,11,annex06,RREO-Anexo 06,153,downloaded,,2026-05-28
2017,5,12,annex01,RREO-Anexo 01,540,downloaded,,2026-05-28
2017,5,12,annex02,RREO-Anexo 02,1934,downloaded,,2026-05-28
2017,5,12,annex06,RREO-Anexo 06,160,downloaded,,2026-05-28
2017,5,13,annex01,RREO-Anexo 01,533,downloaded,,2026-05-28
2017,5,13,annex02,RREO-Anexo 02,1627,downloaded,,2026-05-28
2017,5,13,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,5,14,annex01,RREO-Anexo 01,445,downloaded,,2026-05-28
2017,5,14,annex02,RREO-Anexo 02,1515,downloaded,,2026-05-28
2017,5,14,annex06,RREO-Anexo 06,158,downloaded,,2026-05-28
2017,5,15,annex01,RREO-Anexo 01,490,downloaded,,2026-05-28
2017,5,15,annex02,RREO-Anexo 02,2054,downloaded,,2026-05-28
2017,5,15,annex06,RREO-Anexo 06,170,downloaded,,2026-05-28
2017,5,16,annex01,RREO-Anexo 01,457,downloaded,,2026-05-28
2017,5,16,annex02,RREO-Anexo 02,1199,downloaded,,2026-05-28
2017,5,16,annex06,RREO-Anexo 06,146,downloaded,,2026-05-28
2017,5,17,annex01,RREO-Anexo 01,552,downloaded,,2026-05-28
2017,5,17,annex02,RREO-Anexo 02,1716,downloaded,,2026-05-28
2017,5,17,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2017,5,21,annex01,RREO-Anexo 01,462,downloaded,,2026-05-28
2017,5,21,annex02,RREO-Anexo 02,1787,downloaded,,2026-05-28
2017,5,21,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,5,22,annex01,RREO-Anexo 01,479,downloaded,,2026-05-28
2017,5,22,annex02,RREO-Anexo 02,1299,downloaded,,2026-05-28
2017,5,22,annex06,RREO-Anexo 06,159,downloaded,,2026-05-28
2017,5,23,annex01,RREO-Anexo 01,547,downloaded,,2026-05-28
2017,5,23,annex02,RREO-Anexo 02,2179,downloaded,,2026-05-28
2017,5,23,annex06,RREO-Anexo 06,166,downloaded,,2026-05-28
2017,5,24,annex01,RREO-Anexo 01,467,downloaded,,2026-05-28
2017,5,24,annex02,RREO-Anexo 02,1603,downloaded,,2026-05-28
2017,5,24,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,5,25,annex01,RREO-Anexo 01,522,downloaded,,2026-05-28
2017,5,25,annex02,RREO-Anexo 02,2025,downloaded,,2026-05-28
2017,5,25,annex06,RREO-Anexo 06,168,downloaded,,2026-05-28
2017,5,26,annex01,RREO-Anexo 01,633,downloaded,,2026-05-28
2017,5,26,annex02,RREO-Anexo 02,1912,downloaded,,2026-05-28
2017,5,26,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,5,27,annex01,RREO-Anexo 01,546,downloaded,,2026-05-28
2017,5,27,annex02,RREO-Anexo 02,1825,downloaded,,2026-05-28
2017,5,27,annex06,RREO-Anexo 06,163,downloaded,,2026-05-28
2017,5,28,annex01,RREO-Anexo 01,483,downloaded,,2026-05-28
2017,5,28,annex02,RREO-Anexo 02,1718,downloaded,,2026-05-28
2017,5,28,annex06,RREO-Anexo 06,158,downloaded,,2026-05-28
2017,5,29,annex01,RREO-Anexo 01,523,downloaded,,2026-05-28
2017,5,29,annex02,RREO-Anexo 02,2227,downloaded,,2026-05-28
2017,5,29,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,5,31,annex01,RREO-Anexo 01,613,downloaded,,2026-05-28
2017,5,31,annex02,RREO-Anexo 02,2000,downloaded,,2026-05-28
2017,5,31,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,5,32,annex01,RREO-Anexo 01,578,downloaded,,2026-05-28
2017,5,32,annex02,RREO-Anexo 02,1922,downloaded,,2026-05-28
2017,5,32,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2017,5,33,annex01,RREO-Anexo 01,619,downloaded,,2026-05-28
2017,5,33,annex02,RREO-Anexo 02,1826,downloaded,,2026-05-28
2017,5,33,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2017,5,35,annex01,RREO-Anexo 01,641,downloaded,,2026-05-28
2017,5,35,annex02,RREO-Anexo 02,2031,downloaded,,2026-05-28
2017,5,35,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2017,5,41,annex01,RREO-Anexo 01,498,downloaded,,2026-05-28
2017,5,41,annex02,RREO-Anexo 02,1086,downloaded,,2026-05-28
2017,5,41,annex06,RREO-Anexo 06,164,downloaded,,2026-05-28
2017,5,42,annex01,RREO-Anexo 01,596,downloaded,,2026-05-28
2017,5,42,annex02,RREO-Anexo 02,2005,downloaded,,2026-05-28
2017,5,42,annex06,RREO-Anexo 06,171,downloaded,,2026-05-28
2017,5,43,annex01,RREO-Anexo 01,542,downloaded,,2026-05-28
2017,5,43,annex02,RREO-Anexo 02,1700,downloaded,,2026-05-28
2017,5,43,annex06,RREO-Anexo 06,172,downloaded,,2026-05-28
2017,5,50,annex01,RREO-Anexo 01,496,downloaded,,2026-05-28
2017,5,50,annex02,RREO-Anexo 02,1483,downloaded,,2026-05-28
2017,5,50,annex06,RREO-Anexo 06,155,downloaded,,2026-05-28
2017,5,51,annex01,RREO-Anexo 01,783,downloaded,,2026-05-28
2017,5,51,annex02,RREO-Anexo 02,1779,downloaded,,2026-05-28
2017,5,51,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2017,5,52,annex01,RREO-Anexo 01,475,downloaded,,2026-05-28
2017,5,52,annex02,RREO-Anexo 02,1362,downloaded,,2026-05-28
2017,5,52,annex06,RREO-Anexo 06,165,downloaded,,2026-05-28
2017,5,53,annex01,RREO-Anexo 01,528,downloaded,,2026-05-28
2017,5,53,annex02,RREO-Anexo 02,1775,downloaded,,2026-05-28
2017,5,53,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,6,11,annex01,RREO-Anexo 01,462,downloaded,,2026-05-28
2017,6,11,annex02,RREO-Anexo 02,1343,downloaded,,2026-05-28
2017,6,11,annex06,RREO-Anexo 06,177,downloaded,,2026-05-28
2017,6,12,annex01,RREO-Anexo 01,551,downloaded,,2026-05-28
2017,6,12,annex02,RREO-Anexo 02,1944,downloaded,,2026-05-28
2017,6,12,annex06,RREO-Anexo 06,176,downloaded,,2026-05-28
2017,6,13,annex01,RREO-Anexo 01,550,downloaded,,2026-05-28
2017,6,13,annex02,RREO-Anexo 02,1716,downloaded,,2026-05-28
2017,6,13,annex06,RREO-Anexo 06,191,downloaded,,2026-05-28
2017,6,14,annex01,RREO-Anexo 01,482,downloaded,,2026-05-28
2017,6,14,annex02,RREO-Anexo 02,1650,downloaded,,2026-05-28
2017,6,14,annex06,RREO-Anexo 06,184,downloaded,,2026-05-28
2017,6,15,annex01,RREO-Anexo 01,506,downloaded,,2026-05-28
2017,6,15,annex02,RREO-Anexo 02,2158,downloaded,,2026-05-28
2017,6,15,annex06,RREO-Anexo 06,188,downloaded,,2026-05-28
2017,6,16,annex01,RREO-Anexo 01,484,downloaded,,2026-05-28
2017,6,16,annex02,RREO-Anexo 02,1292,downloaded,,2026-05-28
2017,6,16,annex06,RREO-Anexo 06,175,downloaded,,2026-05-28
2017,6,17,annex01,RREO-Anexo 01,568,downloaded,,2026-05-28
2017,6,17,annex02,RREO-Anexo 02,1814,downloaded,,2026-05-28
2017,6,17,annex06,RREO-Anexo 06,199,downloaded,,2026-05-28
2017,6,21,annex01,RREO-Anexo 01,492,downloaded,,2026-05-28
2017,6,21,annex02,RREO-Anexo 02,1931,downloaded,,2026-05-28
2017,6,21,annex06,RREO-Anexo 06,182,downloaded,,2026-05-28
2017,6,22,annex01,RREO-Anexo 01,495,downloaded,,2026-05-28
2017,6,22,annex02,RREO-Anexo 02,1372,downloaded,,2026-05-28
2017,6,22,annex06,RREO-Anexo 06,179,downloaded,,2026-05-28
2017,6,23,annex01,RREO-Anexo 01,569,downloaded,,2026-05-28
2017,6,23,annex02,RREO-Anexo 02,2360,downloaded,,2026-05-28
2017,6,23,annex06,RREO-Anexo 06,184,downloaded,,2026-05-28
2017,6,24,annex01,RREO-Anexo 01,481,downloaded,,2026-05-28
2017,6,24,annex02,RREO-Anexo 02,1774,downloaded,,2026-05-28
2017,6,24,annex06,RREO-Anexo 06,189,downloaded,,2026-05-28
2017,6,25,annex01,RREO-Anexo 01,570,downloaded,,2026-05-28
2017,6,25,annex02,RREO-Anexo 02,2152,downloaded,,2026-05-28
2017,6,25,annex06,RREO-Anexo 06,191,downloaded,,2026-05-28
2017,6,26,annex01,RREO-Anexo 01,629,downloaded,,2026-05-28
2017,6,26,annex02,RREO-Anexo 02,1888,downloaded,,2026-05-28
2017,6,26,annex06,RREO-Anexo 06,173,downloaded,,2026-05-28
2017,6,27,annex01,RREO-Anexo 01,563,downloaded,,2026-05-28
2017,6,27,annex02,RREO-Anexo 02,1837,downloaded,,2026-05-28
2017,6,27,annex06,RREO-Anexo 06,181,downloaded,,2026-05-28
2017,6,28,annex01,RREO-Anexo 01,489,downloaded,,2026-05-28
2017,6,28,annex02,RREO-Anexo 02,1724,downloaded,,2026-05-28
2017,6,28,annex06,RREO-Anexo 06,158,downloaded,,2026-05-28
2017,6,29,annex01,RREO-Anexo 01,534,downloaded,,2026-05-28
2017,6,29,annex02,RREO-Anexo 02,2359,downloaded,,2026-05-28
2017,6,29,annex06,RREO-Anexo 06,193,downloaded,,2026-05-28
2017,6,31,annex01,RREO-Anexo 01,648,downloaded,,2026-05-28
2017,6,31,annex02,RREO-Anexo 02,2188,downloaded,,2026-05-28
2017,6,31,annex06,RREO-Anexo 06,205,downloaded,,2026-05-28
2017,6,32,annex01,RREO-Anexo 01,599,downloaded,,2026-05-28
2017,6,32,annex02,RREO-Anexo 02,2113,downloaded,,2026-05-28
2017,6,32,annex06,RREO-Anexo 06,186,downloaded,,2026-05-28
2017,6,33,annex01,RREO-Anexo 01,646,downloaded,,2026-05-28
2017,6,33,annex02,RREO-Anexo 02,1965,downloaded,,2026-05-28
2017,6,33,annex06,RREO-Anexo 06,190,downloaded,,2026-05-28
2017,6,35,annex01,RREO-Anexo 01,666,downloaded,,2026-05-28
2017,6,35,annex02,RREO-Anexo 02,2153,downloaded,,2026-05-28
2017,6,35,annex06,RREO-Anexo 06,187,downloaded,,2026-05-28
2017,6,41,annex01,RREO-Anexo 01,515,downloaded,,2026-05-28
2017,6,41,annex02,RREO-Anexo 02,1179,downloaded,,2026-05-28
2017,6,41,annex06,RREO-Anexo 06,186,downloaded,,2026-05-28
2017,6,42,annex01,RREO-Anexo 01,610,downloaded,,2026-05-28
2017,6,42,annex02,RREO-Anexo 02,2154,downloaded,,2026-05-28
2017,6,42,annex06,RREO-Anexo 06,193,downloaded,,2026-05-28
2017,6,43,annex01,RREO-Anexo 01,564,downloaded,,2026-05-28
2017,6,43,annex02,RREO-Anexo 02,1886,downloaded,,2026-05-28
2017,6,43,annex06,RREO-Anexo 06,191,downloaded,,2026-05-28
2017,6,50,annex01,RREO-Anexo 01,510,downloaded,,2026-05-28
2017,6,50,annex02,RREO-Anexo 02,1557,downloaded,,2026-05-28
2017,6,50,annex06,RREO-Anexo 06,179,downloaded,,2026-05-28
2017,6,51,annex01,RREO-Anexo 01,826,downloaded,,2026-05-28
2017,6,51,annex02,RREO-Anexo 02,1930,downloaded,,2026-05-28
2017,6,51,annex06,RREO-Anexo 06,189,downloaded,,2026-05-28
2017,6,52,annex01,RREO-Anexo 01,505,downloaded,,2026-05-28
2017,6,52,annex02,RREO-Anexo 02,1493,downloaded,,2026-05-28
2017,6,52,annex06,RREO-Anexo 06,184,downloaded,,2026-05-28
2017,6,53,annex01,RREO-Anexo 01,545,downloaded,,2026-05-28
2017,6,53,annex02,RREO-Anexo 02,1972,downloaded,,2026-05-28
2017,6,53,annex06,RREO-Anexo 06,198,downloaded,,2026-05-28
2018,1,11,annex01,RREO-Anexo 01,469,downloaded,,2026-05-28
2018,1,11,annex02,RREO-Anexo 02,1219,downloaded,,2026-05-28
2018,1,11,annex06,RREO-Anexo 06,159,downloaded,,2026-05-28
2018,1,12,annex01,RREO-Anexo 01,521,downloaded,,2026-05-28
2018,1,12,annex02,RREO-Anexo 02,1730,downloaded,,2026-05-28
2018,1,12,annex06,RREO-Anexo 06,191,downloaded,,2026-05-28
2018,1,13,annex01,RREO-Anexo 01,511,downloaded,,2026-05-28
2018,1,13,annex02,RREO-Anexo 02,1546,downloaded,,2026-05-28
2018,1,13,annex06,RREO-Anexo 06,187,downloaded,,2026-05-28
2018,1,14,annex01,RREO-Anexo 01,417,downloaded,,2026-05-28
2018,1,14,annex02,RREO-Anexo 02,1265,downloaded,,2026-05-28
2018,1,14,annex06,RREO-Anexo 06,139,downloaded,,2026-05-28
2018,1,15,annex01,RREO-Anexo 01,478,downloaded,,2026-05-28
2018,1,15,annex02,RREO-Anexo 02,2001,downloaded,,2026-05-28
2018,1,15,annex06,RREO-Anexo 06,220,downloaded,,2026-05-28
2018,1,16,annex01,RREO-Anexo 01,434,downloaded,,2026-05-28
2018,1,16,annex02,RREO-Anexo 02,1131,downloaded,,2026-05-28
2018,1,16,annex06,RREO-Anexo 06,152,downloaded,,2026-05-28
2018,1,17,annex01,RREO-Anexo 01,528,downloaded,,2026-05-28
2018,1,17,annex02,RREO-Anexo 02,1523,downloaded,,2026-05-28
2018,1,17,annex06,RREO-Anexo 06,145,downloaded,,2026-05-28
2018,1,21,annex01,RREO-Anexo 01,469,downloaded,,2026-05-28
2018,1,21,annex02,RREO-Anexo 02,1618,downloaded,,2026-05-28
2018,1,21,annex06,RREO-Anexo 06,168,downloaded,,2026-05-28
2018,1,22,annex01,RREO-Anexo 01,487,downloaded,,2026-05-28
2018,1,22,annex02,RREO-Anexo 02,1119,downloaded,,2026-05-28
2018,1,22,annex06,RREO-Anexo 06,161,downloaded,,2026-05-28
2018,1,23,annex01,RREO-Anexo 01,517,downloaded,,2026-05-28
2018,1,23,annex02,RREO-Anexo 02,2026,downloaded,,2026-05-28
2018,1,23,annex06,RREO-Anexo 06,155,downloaded,,2026-05-28
2018,1,24,annex01,RREO-Anexo 01,447,downloaded,,2026-05-28
2018,1,24,annex02,RREO-Anexo 02,1369,downloaded,,2026-05-28
2018,1,24,annex06,RREO-Anexo 06,151,downloaded,,2026-05-28
2018,1,25,annex01,RREO-Anexo 01,544,downloaded,,2026-05-28
2018,1,25,annex02,RREO-Anexo 02,1856,downloaded,,2026-05-28
2018,1,25,annex06,RREO-Anexo 06,216,downloaded,,2026-05-28
2018,1,26,annex01,RREO-Anexo 01,654,downloaded,,2026-05-28
