pseudo_treated_state,period_date,event_time,augmented_gap
AC,2019-03-01,-31,-0.0834871879429171
AC,2019-04-01,-30,-0.029549266040972633
AC,2019-05-01,-29,-0.017804506724123925
AC,2019-06-01,-28,-0.08572089623820833
AC,2019-07-01,-27,0.030146103713049932
AC,2019-08-01,-26,0.018760367867318273
AC,2019-09-01,-25,-0.05238550390995034
AC,2019-10-01,-24,-0.007008123933379906
AC,2019-11-01,-23,-0.016386434061303135
AC,2019-12-01,-22,0.09054339366785324
AC,2020-01-01,-21,-0.010127871696016477
AC,2020-02-01,-20,-0.040588387221151656
AC,2020-03-01,-19,0.02397780144680617
AC,2020-04-01,-18,0.043893709947695925
AC,2020-05-01,-17,0.027107783539810804
AC,2020-06-01,-16,-0.06412291833301698
AC,2020-07-01,-15,-0.018091551202407352
AC,2020-08-01,-14,0.0508906108497964
AC,2020-09-01,-13,0.030629807278939936
AC,2020-10-01,-12,0.012200138568411845
AC,2020-11-01,-11,0.009959503368669687
AC,2020-12-01,-10,-0.0038354784703233946
AC,2021-01-01,-9,-0.021428210768665856
AC,2021-02-01,-8,-0.012842173230224851
AC,2021-03-01,-7,0.025114283042380947
AC,2021-04-01,-6,0.013553656274824633
AC,2021-05-01,-5,-0.017463025001303478
AC,2021-06-01,-4,0.025306105237682175
AC,2021-07-01,-3,-0.07584574434061953
AC,2021-08-01,-2,0.021647204837810463
AC,2021-09-01,-1,0.01951645398057167
AC,2021-10-01,0,0.03326195800602161
AC,2021-11-01,1,0.03577745378934161
AC,2021-12-01,2,0.08872469326678445
AC,2022-01-01,3,0.11146648716163998
AC,2022-02-01,4,0.03222945249716158
AC,2022-03-01,5,0.07148105245056602
AC,2022-04-01,6,0.07457984318605249
AC,2022-05-01,7,0.08747035581844109
AC,2022-06-01,8,0.08116436342289735
AC,2022-07-01,9,0.08841380749335048
AC,2022-08-01,10,0.17640796411814108
AC,2022-09-01,11,0.18000314489653668
AC,2022-10-01,12,0.03995015217267728
AC,2022-11-01,13,0.14346244341570458
AC,2022-12-01,14,0.16190240478251106
AC,2023-01-01,15,0.22758755970881328
AC,2023-02-01,16,0.24849252911188557
AC,2023-03-01,17,0.16514087006221878
AC,2023-04-01,18,0.1146269764492649
AC,2023-05-01,19,0.02709668593067427
AC,2023-06-01,20,-0.04652582278553208
AC,2023-07-01,21,-0.05600948011906848
AC,2023-08-01,22,-0.07587806820641063
AC,2023-09-01,23,-0.07419412947625315
AM,2019-03-01,-31,0.01954380978015724
AM,2019-04-01,-30,0.005253630150102495
AM,2019-05-01,-29,8.938770534951956e-4
AM,2019-06-01,-28,0.013079986784673814
AM,2019-07-01,-27,-0.00372855389689164
AM,2019-08-01,-26,-0.01776283747442875
AM,2019-09-01,-25,0.023449995319952066
AM,2019-10-01,-24,0.0077763615077746095
AM,2019-11-01,-23,0.014821024621455514
AM,2019-12-01,-22,-0.0353902619530535
AM,2020-01-01,-21,-0.0011227407827840707
AM,2020-02-01,-20,0.02116936868806718
AM,2020-03-01,-19,-0.0039176776543481395
AM,2020-04-01,-18,-0.02957673521818638
AM,2020-05-01,-17,-0.009265071970487426
AM,2020-06-01,-16,0.04199272682115751
AM,2020-07-01,-15,4.947800276342562e-4
AM,2020-08-01,-14,-0.03515258550494682
AM,2020-09-01,-13,-0.01596578254365344
AM,2020-10-01,-12,0.01105522409031856
AM,2020-11-01,-11,-0.018422751453753605
AM,2020-12-01,-10,0.0024892699254772666
AM,2021-01-01,-9,0.002338899243146564
AM,2021-02-01,-8,0.01729788371299623
AM,2021-03-01,-7,-0.0072943790488819715
AM,2021-04-01,-6,-0.004245477950812315
AM,2021-05-01,-5,0.012370962328760449
AM,2021-06-01,-4,-0.04242436176703457
AM,2021-07-01,-3,0.056145473248903066
AM,2021-08-01,-2,-0.013771524936196045
AM,2021-09-01,-1,-0.0028541406505997458
AM,2021-10-01,0,7.662096873524149e-4
AM,2021-11-01,1,0.018973604897231766
AM,2021-12-01,2,0.01594816157403134
AM,2022-01-01,3,-0.07500662520978896
AM,2022-02-01,4,0.03324518984436953
AM,2022-03-01,5,-0.07278518474390783
AM,2022-04-01,6,0.028291270461604512
