pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.5144382413475502,1.6084429551181656,3.1266006798112715
AM,0.5869427435056127,0.9567889724946488,1.6301231816583475
AP,0.4136537012103929,1.8470400761212715,4.46518445433135
BA,0.3449239199471687,1.2709292485597101,3.684665443771994
CE,0.3784299300846443,1.1914377757122876,3.1483708898125364
DF,1.153626054313311,1.378816705303929,1.1952024663006258
ES,1.1564709284549464,1.7383680093980547,1.5031661986700584
GO,0.4769165036221613,1.2960030328608316,2.7174631681179866
MA,0.5043691503236396,2.1420230910741385,4.246935185666415
MG,0.6271520180350999,2.4743808273326704,3.945424324847164
MS,0.5841832364912221,1.4668220830097607,2.510893828141885
MT,1.0141753282999586,2.996588014650926,2.954704113808453
PA,0.3574984148416021,1.5596098180163673,4.362564289151851
PB,0.8105482266328806,1.917155978743346,2.365258371741128
PE,0.80823162657510506,1.113843447176735,1.3781240557198497
PI,0.36250850528347695,1.6520696381215672,4.557326556599466
PR,0.5706316462644834,1.2917954163351546,2.263799115929889
RN,0.4010155734148602,1.1026716883759908,2.7496979206721495
RO,0.37566612176306124,0.7409071899074784,1.9722491515345657
RS,0.6633590703065115,2.1391849068326616,3.224776750009961
SE,0.4709596606022912,1.8735378292179972,3.97812803504658
SP,0.704027853654588,0.9260338762347933,1.3153369876316379
