pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.023857636712018092,0.18958842180098742,7.946655575716927
AL,0.00286580610255462,0.08409362622679975,29.3437948058794
AM,0.002741154258731169,0.020804138254544878,7.589553994737509
AP,0.007516383930986641,0.11054553110026373,14.707275747921106
BA,0.0018019867612992801,0.020781014745218502,11.532279366045309
CE,0.0028030108662069272,0.01282357130715884,4.574927433125464
DF,0.0037972803250326667,0.039738704054565546,10.465043571473403
ES,0.001863927226808428,0.03908666278893001,20.970058394316965
GO,0.00219053841795622,0.02348623557749484,10.721672528075349
MA,0.006512064317567286,0.04201943389410944,6.452552039566871
MG,0.0013103828436542132,0.024560711711116224,18.743157261296805
MS,0.008604594099729149,0.0453524546118737,5.2707256247335685
MT,0.004423200155994881,0.0948614597344311,21.446341198433636
PA,0.003749817874429604,0.050785054096267025,13.543338849221334
PB,0.0040492922112250395,0.0353998597357186,8.74223392364391
PE,0.002277781766853897,0.017632098287078686,7.740907642540478
PR,0.0015285062670015105,0.026879172048708554,17.585254721550967
RJ,0.00398539811018347,0.021586173618238152,5.416315515150485
RN,0.004051844780437527,0.020966189899787963,5.174480029692546
RO,0.006311107748104575,0.086896734606159,13.768856130250168
RR,0.01115421357432988,0.11528589264367503,10.335636114140046
RS,0.0031975365818898522,0.032782702035775935,10.252486936803159
SC,0.0023513247827253296,0.026881824529685162,11.43262926805351
SE,0.0029731661053296766,0.025011987186156354,8.412576458920356
SP,0.0026910440809050427,0.016434691809414582,6.107180453130044
TO,0.008267172116856817,0.04767477297352759,5.766757036099251
