pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.15747031662480643,0.9137388272085011,5.8026099571870615
AL,0.019896717773980308,0.10059040724052262,5.055628188688916
AM,0.03328446625135554,0.13830788487476897,4.1553283093171505
AP,0.02740049396836565,0.10664341001960566,3.89202509059608
BA,0.009369721014684864,0.05039634804829647,5.378639125894131
CE,0.006521461470008563,0.04331330811964225,6.641656677546141
DF,0.01744852458961863,0.09795024326798304,5.613669096483987
ES,0.025380705833169006,0.06763137688398715,2.664676755979043
GO,0.014368623004484606,0.05271380160837515,3.6686745550998583
MA,0.021137121603820676,0.10769117022726778,5.094883411552209
MG,0.014953165171206763,0.08938633638336596,5.977753563204454
MS,0.023756891676745915,0.06357156374100345,2.675920933007812
MT,0.012179879775749579,0.060531867951094324,4.9698247491419965
PA,0.011997253744001974,0.03026908006480721,2.5230007392266947
PB,0.009708247388241182,0.06292038865517913,6.481127451633498
PE,0.017203053566916485,0.04086086214115022,2.37520984179986
PR,0.017240941515810616,0.11595916768292865,6.725802507745274
RJ,0.022606823656869796,0.04660652686783667,2.061613235686642
RN,0.013155377776490796,0.02860629135676774,2.1744940998872995
RO,0.08205840839321932,0.1613138947393471,1.9658423542209094
RR,0.022154739704822363,0.13121768372920598,5.9227815572414135
RS,0.008810704256508338,0.03318505832401133,3.7664478749809374
SC,0.00974489246515411,0.08145438418797536,8.358674503514617
SE,0.013550386596337534,0.04935880781349404,3.6426125160764773
SP,0.042476295881628656,0.18126407121172017,4.267417095804682
TO,0.009488913126659365,0.11610875175790092,12.23625405861185
