donor_state,scm_weight
MG,0.30673313304584016
AC,0.29167672128525424
PI,0.1525389306687831
MS,0.10857416461402303
CE,0.1082601602890141
AP,0.03221689005118962
AL,1.0989988273194608e-11
PE,8.005914105290263e-12
MA,7.665662109557826e-12
RN,5.5319875134494134e-12
GO,5.120259155463949e-12
RS,4.723412373940881e-12
BA,3.654318728319757e-12
MT,1.7854735033322052e-13
SC,2.478764379928497e-14
DF,8.325520673705192e-16
ES,0
PA,0
PB,0
PR,0
RJ,0
RO,0
SE,0
SP,0
