rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
112.80565563752545,28.2512011957789,28.757458500885814,2.557193263527249,formal_hiring_balance_per_100k,0,0,3.9929507724570694,28.757458500885814,21.63100144358246,-13.63852527806971,71.15344227984134,0.1836976667673094,2.9608527000573996,0.3377847390292412
