period_date,analysis_period,treated_value,synthetic_value,gap,outcome,period_variance,period_se,gap_lower,gap_upper,a_star,b_star
2016-01-01,pre,-24.137931034482758,-27.64488389184865,3.506952857365892,formal_hiring_balance_per_100k_ma6_post_clean,36.83545851755151,6.069222233330356,-8.388504134131354,15.402409848863138,0,0
2016-02-01,pre,-23.99425287356322,-8.280414778985943,-15.713838094577277,formal_hiring_balance_per_100k_ma6_post_clean,45.01962379103488,6.7096664440965235,-28.864542673283392,-2.5631335158711614,0,0
2016-03-01,pre,5.076628352490423,5.750338626543311,-0.6737102740528877,formal_hiring_balance_per_100k_ma6_post_clean,87.60873061237878,9.359953558238352,-19.01888214516758,17.671461597061807,0,0
2016-04-01,pre,-0.7639573070607542,0.9611697972446649,-1.725127104305419,formal_hiring_balance_per_100k_ma6_post_clean,41.533808682615735,6.444672891824358,-14.356453864422758,10.906199655811921,0,0
2016-05-01,pre,-3.0683087027914606,-17.268565391069657,14.200256688278197,formal_hiring_balance_per_100k_ma6_post_clean,28.430121088273133,5.331990349604276,3.749747637138686,24.650765739417707,0,0
2016-06-01,pre,-13.604542966611932,-15.500238625253658,1.895695658641726,formal_hiring_balance_per_100k_ma6_post_clean,27.652434066902,5.258558173767977,-8.410888972552225,12.202280289835677,0,0
2016-07-01,pre,-13.806906573540862,-18.43000264962228,4.623096076081419,formal_hiring_balance_per_100k_ma6_post_clean,14.64421810136994,3.826776463470259,-2.877247969205844,12.12344012136868,0,0
2016-08-01,pre,-6.874064309227011,-6.371931645188084,-0.5021326640389265,formal_hiring_balance_per_100k_ma6_post_clean,6.066200327186322,2.462965758427494,-5.329456845712193,4.32519151763434,0,0
2016-09-01,pre,-1.2132796780684119,8.755071578508378,-9.96835125657679,formal_hiring_balance_per_100k_ma6_post_clean,10.194748887130226,3.19292168509192,-16.226362764813892,-3.7103397483396883,0,0
2016-10-01,pre,-7.748993963782698,-8.057263667358548,0.30826970357585015,formal_hiring_balance_per_100k_ma6_post_clean,18.802887619244153,4.336229654808904,-8.190584248544152,8.80712365569585,0,0
2016-11-01,pre,-6.766189730978465,-11.778717736714498,5.012528005736033,formal_hiring_balance_per_100k_ma6_post_clean,31.552621845603895,5.61717205056102,-5.996926908328569,16.021982919800635,0,0
