iteration,step,a_star,b_star,cv_mspe
1,a,0,0,26.10719184239051
1,a,0.1,0,30.889613244112507
1,a,0.2,0,50.27549073692644
1,a,0.30000000000000004,0,89.29543226439475
1,a,0.4,0,199.14912828040372
1,a,0.5,0,326.1217559636069
1,a,0.6000000000000001,0,680.763111403969
1,a,0.7000000000000001,0,1283.731838698686
1,a,0.8,0,1405.7187939102057
1,a,0.9,0,1458.841440191416
1,a,1,0,1466.480055977792
1,b,0,0,26.10719184239051
1,b,0,0.1,26.56650514599406
1,b,0,0.2,29.214753338809366
1,b,0,0.30000000000000004,36.31136164382512
1,b,0,0.4,51.25627111580763
1,b,0,0.5,65.19018759523271
1,b,0,0.6000000000000001,98.589237030167
1,b,0,0.7000000000000001,223.3840606382383
1,b,0,0.8,399.10793586187657
1,b,0,0.9,907.2602480717463
1,b,0,1,1648.063790384907
