scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
119.80363902592946,25.710692578693124,118.65236942459327,5.3207108469435225,20.079240079440904,4.225443315198445,16.456764038978935,-0.2547923908551566,3,18,icms_revenue_real_pc_ma4_clean,24
