scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
15.577647525264451,10.084163931046627,15.654696137750609,1.9607842393620754,-10.141387551597079,-1.3883976936484637,-10.03811500794365,0.05743743739598663,3,20,public_investment_liquidated_real_pc_ma4_clean,24
