scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_post,n_periods_pre,outcome,donor_count
65.39985867594221,64.62306001483896,52.74171949824114,3.248726700156636,-64.19424181925393,-13.676594519132811,-50.500837321254004,-0.14597394270100778,3,20,state_tax_revenue_real_pc_ma4_clean,24
