state_abbrev,period_date,icms_siconfi,tax_siconfi,investment_siconfi,totalexp_siconfi,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2018-10-01,5.763665320460977,6.098101641966912,4.753431276215929,7.459905554095393,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2018-12-01,6.174018205560126,6.358297690835763,4.4201933649720555,7.418287101604945,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2019-02-01,5.980771768301752,6.096599371367036,-0.11043348578097056,7.377178308734354,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2019-04-01,5.533644927299667,6.066049875323326,2.768603230080832,7.248724121867618,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2019-06-01,5.6939681946698615,6.05763837827914,3.4627820113665644,7.4344978129731265,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2019-08-01,5.999209356103809,6.273655989309405,3.219033095275708,7.463421879739317,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2019-10-01,5.781658985613112,6.142383702331976,3.1235882508394925,7.368280344702377,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2019-12-01,5.7146132824648035,6.0706145752420975,3.6912493252225285,7.30064456140205,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2020-02-01,5.731409598729758,6.06821884399465,4.888193760926554,7.4408661846735455,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2020-04-01,5.68566354008004,6.064785398712401,3.6705030200185043,7.338093315048199,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2020-06-01,5.48224562989598,5.8383865463912175,3.3639817016537283,7.31490511819935,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2020-08-01,5.711373244930134,6.070406245043223,3.8824034340990217,7.424553488756621,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2020-10-01,5.845818851501141,6.196705703792469,3.3601544398166157,7.30556276468853,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2020-12-01,5.807718629018466,6.165995143211798,3.6216960644381886,7.300080284945856,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2021-02-01,6.057985230959525,6.332803606979418,3.6039016504137606,7.397889828001699,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2021-04-01,5.831890668463028,6.147566272694499,3.7300577098844303,7.408258690249349,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2021-06-01,5.841163547123951,6.207103222873871,4.342603735476885,7.4534614933658245,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2021-08-01,5.787306429768124,6.142748079119056,4.077193809468057,7.260834365583852,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2021-10-01,5.870470470115258,6.170427312856294,4.196601299589837,7.363880477787834,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2021-12-01,5.644083648322301,6.146661888141219,4.243434157212171,7.491352165220602,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2022-02-01,5.923724048126588,6.291306728399978,4.096490738779973,7.495735361728251,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2022-04-01,5.91714005212893,6.2955805314748945,4.565532379613195,7.551235625576402,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2022-06-01,5.987708315040772,6.314205189571326,4.853326076048573,7.633235106193,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2022-08-01,5.90748576997787,6.2700323144034975,4.767380988542508,7.68274986268332,FALSE,TRUE,FALSE,pre,TRUE,2022-10-11,2022-10-11,
AC,2022-10-01,5.804945753297354,6.242233745780357,5.097257136010032,7.681314170575005,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2022-12-01,5.830005597445198,6.319270905710736,5.04329879818216,7.692301618965375,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2023-02-01,5.854654939772759,6.189088171273024,3.797238549309931,7.550702222066831,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2023-04-01,5.890578942760296,6.321960380762313,4.366158371485975,7.6497865644257725,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2023-06-01,5.89239827888755,6.352853811892759,4.4926639594775,7.630016798153849,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2023-08-01,5.929633020028031,6.367929644015764,3.8125115088617694,7.6238081003587395,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2023-10-01,5.927487314917051,6.34130418960509,3.8210541975145897,7.618550142314022,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2023-12-01,5.819021970798881,6.290826454621568,4.514451715693696,7.631365161838086,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2024-02-01,5.921965658738377,6.358890398908276,4.009551804468375,7.6738077241286105,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2024-04-01,5.930792746733419,6.354683989698217,4.501419164749961,7.725605605737189,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2024-06-01,5.951852137902815,6.362475849153126,4.270377043061054,7.700919431020036,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AC,2024-08-01,5.950246383543308,6.382161490587912,4.297027080277897,7.685373169999112,FALSE,TRUE,FALSE,post,FALSE,2022-10-11,2022-10-11,
AL,2018-10-01,5.347736901297304,5.53224450420214,3.848188994742944,6.635279549008592,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2018-12-01,5.29204247855244,5.585565385606524,3.895786047237182,6.350963466787363,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2019-02-01,5.305040331400621,5.518253343755586,4.858165718684867,6.51260816467641,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2019-04-01,5.303497346248023,5.548902089699524,3.7870150759043963,6.424490447388126,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2019-06-01,5.296131794768841,5.539635037046626,3.4367199141449327,6.4399798370421,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2019-08-01,5.282519703185574,5.554846008247358,2.993695770173216,6.413526079445363,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2019-10-01,5.3367284560098005,5.593276075660459,3.6077395869705744,6.4800112856111856,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2019-12-01,5.409390555972753,5.579170109556279,3.765855416198407,6.238721797949411,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2020-02-01,5.327909482053383,5.5630191995419125,3.2145180112796017,6.787680913680164,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2020-04-01,5.220042393966117,5.445709314331367,3.3745215956712267,6.367508663110167,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2020-06-01,5.116462256114029,5.502009195390605,3.5759025652569236,6.336068780951058,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2020-08-01,5.342334261426985,5.597799545811804,3.494347903719486,6.448324919069354,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2020-10-01,5.38667103996951,5.645202738325917,3.763310652367085,6.47098812001814,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2020-12-01,5.488053902084569,5.732540815546235,3.890297955711191,6.405056355907884,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2021-02-01,5.4370549686666285,5.653411525053176,3.785943315066783,6.5566101660426215,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2021-04-01,5.409683293815074,5.639786560368965,4.197990193915695,6.518687103079987,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2021-06-01,5.375482799201056,5.605207786495931,3.6080597848045963,6.500970160203668,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2021-08-01,5.47681074805983,5.706987346032651,4.577567125123729,6.632962367260462,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2021-10-01,5.463235401410422,5.694885095163695,4.427739891401533,6.627003189936342,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2021-12-01,5.434925364520077,5.699352322935338,4.513187807178378,6.749133927518333,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2022-02-01,5.500572799796486,5.779754018236542,5.350946654255354,6.702933067654124,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2022-04-01,5.535902009252016,5.746698853987587,4.8642650467351265,6.79175908858881,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2022-06-01,5.5577578434105765,5.806041965202509,4.940992974079877,6.8634699812828295,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2022-08-01,5.47088097791065,5.766600410918395,4.885784907834225,6.894133347346065,TRUE,FALSE,TRUE,pre,TRUE,2022-10-11,2022-10-11,treated_unit
AL,2022-10-01,5.489470094772733,5.802411910613298,4.576449178326375,6.867453368047477,TRUE,FALSE,TRUE,post,FALSE,2022-10-11,2022-10-11,treated_unit
AL,2022-12-01,5.439668544974165,5.777171322399358,4.431019807036638,6.870159836371869,TRUE,FALSE,TRUE,post,FALSE,2022-10-11,2022-10-11,treated_unit
