period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2015-11-01,pre,21.839080459770116,4.606330280339191,6.928088875953668,5.355666917706907,0.9216691446886444,11.53441915629286,17.232750179430926,10.304661303477257,formal_hiring_balance_per_100k_wap
2015-12-01,pre,6.896551724137931,-14.262434404781793,26.893104160192365,0.45815976690544913,0.7701427028722344,12.630669755410572,21.15898612891972,-5.734118031272642,formal_hiring_balance_per_100k_wap
2016-01-01,pre,46.83908045977011,16.788533877751505,12.587357752321864,3.7693909753883634,0.632957661858797,29.37589163007337,30.050546582018605,17.46318882969674,formal_hiring_balance_per_100k_wap
2016-02-01,pre,47.701149425287355,23.277439724092986,9.664103989201994,1e-4,0.7485678510477886,32.941543713294976,24.42370970119437,14.759605711992378,formal_hiring_balance_per_100k_wap
2016-03-01,pre,51.4367816091954,11.863902533787378,7.139718906497751,2.6529484644319,0.7112790398572516,19.00362144028513,39.572879075408025,32.43316016891027,formal_hiring_balance_per_100k_wap
2016-04-01,pre,20.857142857142858,24.591348122427927,26.7343935341536,1e-4,0.43084608961311505,51.32574165658153,-3.7342052652850697,-30.46859879943867,formal_hiring_balance_per_100k_wap
2016-05-01,pre,16.857142857142858,8.724755430841228,-5.806975617894376,1e-4,0.46099391673556217,2.9177798129468515,8.13238742630163,13.939363044196007,formal_hiring_balance_per_100k_wap
2016-06-01,pre,4.571428571428571,11.301059954842856,-11.844779871940162,0.9249147277217336,0.5755963316443797,-0.5437199170973059,-6.729631383414285,5.115148488525877,formal_hiring_balance_per_100k_wap
2016-07-01,pre,19.154929577464788,2.372595507162166,16.943570288609695,1e-4,0.656035600355958,19.316165795771862,16.78233407030262,-0.16123621830707435,formal_hiring_balance_per_100k_wap
2016-08-01,pre,25.35211267605634,12.660897488945324,7.9554785648099555,1e-4,0.504851091039256,20.61637605375528,12.691215187111016,4.7357366223010615,formal_hiring_balance_per_100k_wap
2016-09-01,pre,29.014084507042252,16.197189650333087,4.297197958110541,1e-4,0.6425028531796019,20.494387608443628,12.816894856709165,8.519696898598625,formal_hiring_balance_per_100k_wap
2016-10-01,pre,20,-0.8211397672733229,0.29745813180868236,0.45815976690544913,0.8438382143242074,-0.5236816354646405,20.821139767273323,20.52368163546464,formal_hiring_balance_per_100k_wap
