state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2015-03-01,2015,3,87.7233916928863,115.124456033315,-23.4620430232084,-17.0589392093782,4.85691751290636,4.91549907797022,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-04-01,2015,4,85.1573183706114,115.484442125786,0.138348029204957,-19.7286139320682,4.66749495548859,4.7437002700806,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-05-01,2015,5,86.1185277519687,115.84800595683,-37.847434639029,-24.8164230689949,4.64422542010556,4.71265356608877,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-06-01,2015,6,82.878915396394,107.130309179947,-30.496562797579,-20.3287546736022,4.64146667677905,4.71707689159875,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-07-01,2015,7,80.8941445451624,110.304677555677,-48.9005475168562,-24.6568556469721,4.68436820331169,4.77983615455408,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-08-01,2015,8,81.618525231726,112.044153309215,108.511072927962,-16.5012021968671,4.77461325160309,4.84007922133659,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-09-01,2015,9,79.5782118049097,113.713904025746,-31.3880327832469,-12.1805797163949,4.73959534520577,4.80353523566794,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-10-01,2015,10,78.9449048895237,111.012644912396,-69.0542321865885,-7.81408264394113,4.63980464399705,4.74533167778255,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-11-01,2015,11,75.9531554855012,109.044101371157,-53.8131264866017,-4.07255331017065,4.83204015720285,4.89419022788518,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2015-12-01,2015,12,78.8560644774014,104.808271539959,-45.7439680888023,-20.1543213261072,4.75418429166592,4.81489768361876,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-01-01,2016,1,78.5955880248827,110.215226488542,-29.7128669400806,-17.1504514687067,4.75286111506497,4.81220994984686,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-02-01,2016,2,79.1654568525961,100.200488583579,-56.6565184534136,-6.5867840386325,4.58128107458976,4.65614573648338,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-03-01,2016,3,77.3111147946097,110.390946324917,-38.1940773104628,-5.39758030498185,4.69902764388497,4.77093150960422,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-04-01,2016,4,78.7847950139401,110.981647243784,-69.4058788615783,-10.6503649489009,4.76349683805954,4.82101307498561,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-05-01,2016,5,75.4844198999894,107.591778336578,-26.972092960048,-12.7274633121047,4.67387115312435,4.72432920318613,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-06-01,2016,6,76.5797919112616,120.218562750735,-17.5907774302446,2.42064131301313,4.6856394976764,4.75562952022958,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
AC,2016-07-01,2016,7,75.7734674355558,108.23985783141,43.0936902001964,-7.11509803549287,4.68839151858893,4.75146535322584,FALSE,TRUE,FALSE,pre,TRUE,2018-03-22,2018-03-22,
