pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2006-02-01,pre,-3.3977735167897194
AC,retail,consumption,2006-03-01,pre,2.399561001878837
AC,retail,consumption,2006-04-01,pre,-2.37745475289055
AC,retail,consumption,2006-05-01,pre,2.3262142581444607
AC,retail,consumption,2006-06-01,pre,-0.21657089204432367
AC,retail,consumption,2006-07-01,pre,0.7484046310899259
AC,retail,consumption,2006-08-01,pre,0.46036719229942946
AC,retail,consumption,2006-09-01,pre,-0.11865254959462135
AC,retail,consumption,2006-10-01,pre,0.18134891953319965
AC,retail,consumption,2006-11-01,pre,-1.8871659159210736
AC,retail,consumption,2006-12-01,pre,0.8361130196350501
AC,retail,consumption,2007-01-01,pre,11.102931240995744
AC,retail,consumption,2007-02-01,pre,-0.6745905891201573
AC,retail,consumption,2007-03-01,pre,0.2738795117717814
AC,retail,consumption,2007-04-01,pre,-1.6863220328003337
AC,retail,consumption,2007-05-01,pre,-1.8168699658220362
AC,retail,consumption,2007-06-01,pre,2.535671989604026
AC,retail,consumption,2007-07-01,pre,-1.9022686769504986
AC,retail,consumption,2007-08-01,pre,-0.9964266238887234
AC,retail,consumption,2007-09-01,pre,0.6458707318550907
AC,retail,consumption,2007-10-01,pre,2.269638817095206
AC,retail,consumption,2007-11-01,pre,-1.0899247293706438
AC,retail,consumption,2007-12-01,pre,-5.949933317002426
AC,retail,consumption,2008-01-01,pre,6.721351185250711
AC,retail,consumption,2008-02-01,pre,2.897621108787078
AC,retail,consumption,2008-03-01,pre,-1.833885380850603
AC,retail,consumption,2008-04-01,pre,-0.4009449828999081
AC,retail,consumption,2008-05-01,pre,1.0494101215792782
AC,retail,consumption,2008-06-01,pre,-4.510717065593489
AC,retail,consumption,2008-07-01,pre,1.7564474891025768
AC,retail,consumption,2008-08-01,pre,2.3997260663628524
AC,retail,consumption,2008-09-01,pre,4.145923905479009
AC,retail,consumption,2008-10-01,pre,1.2383853932199713
AC,retail,consumption,2008-11-01,pre,9.034690110203897
AC,retail,consumption,2008-12-01,pre,-3.5438180458694717
AC,retail,consumption,2009-01-01,pre,-0.0032295065314897897
AC,retail,consumption,2009-02-01,post,4.581165233177174
AC,retail,consumption,2009-03-01,post,-0.5476383706190902
AC,retail,consumption,2009-04-01,post,6.194560906183341
AC,retail,consumption,2009-05-01,post,11.843799391813448
AC,retail,consumption,2009-06-01,post,13.722014968900872
AC,retail,consumption,2009-07-01,post,17.04081379426251
AC,retail,consumption,2009-08-01,post,20.2982439972381
AC,retail,consumption,2009-09-01,post,14.260503978218871
AC,retail,consumption,2009-10-01,post,18.28577153705568
AC,retail,consumption,2009-11-01,post,4.044336157046324
AC,retail,consumption,2009-12-01,post,8.156389670595516
AC,retail,consumption,2010-01-01,post,3.888830886500081
AC,retail,consumption,2010-02-01,post,-2.07215991786871
AC,retail,consumption,2010-03-01,post,2.3914652910852965
AC,retail,consumption,2010-04-01,post,-2.1893391751958973
AC,retail,consumption,2010-05-01,post,-1.8318864497053369
AC,retail,consumption,2010-06-01,post,-2.335990812438446
AC,retail,consumption,2010-07-01,post,3.004379775926431
AC,retail,consumption,2010-08-01,post,-2.158717847033337
AC,retail,consumption,2010-09-01,post,-2.4347184629339367
AC,retail,consumption,2010-10-01,post,-1.6968890685026494
AC,retail,consumption,2010-11-01,post,5.570901122528326
AC,retail,consumption,2010-12-01,post,4.952952933861027
AC,retail,consumption,2011-01-01,post,0.7148128338738218
AC,formal_hiring,labor_market,2007-01-01,pre,-9.371040876928614
AC,formal_hiring,labor_market,2007-02-01,pre,104.93243302175209
AC,formal_hiring,labor_market,2007-03-01,pre,-2.979476724801863
AC,formal_hiring,labor_market,2007-04-01,pre,-96.29863240626025
AC,formal_hiring,labor_market,2007-05-01,pre,-124.78748287814787
AC,formal_hiring,labor_market,2007-06-01,pre,1.7786441824284656
AC,formal_hiring,labor_market,2007-07-01,pre,-48.170460342194346
AC,formal_hiring,labor_market,2007-08-01,pre,-48.136401396747765
AC,formal_hiring,labor_market,2007-09-01,pre,-10.676541702451008
AC,formal_hiring,labor_market,2007-10-01,pre,113.16573973540635
AC,formal_hiring,labor_market,2007-11-01,pre,14.313968117859998
AC,formal_hiring,labor_market,2007-12-01,pre,-25.52887320216557
AC,formal_hiring,labor_market,2008-01-01,pre,2.4059575197202205
AC,formal_hiring,labor_market,2008-02-01,pre,-2.000110447085195
AC,formal_hiring,labor_market,2008-03-01,pre,10.293956181738013
AC,formal_hiring,labor_market,2008-04-01,pre,-59.64339530651975
AC,formal_hiring,labor_market,2008-05-01,pre,95.20491326166709
AC,formal_hiring,labor_market,2008-06-01,pre,90.03586379988326
AC,formal_hiring,labor_market,2008-07-01,pre,104.70374739255934
AC,formal_hiring,labor_market,2008-08-01,pre,-5.333571248132808
AC,formal_hiring,labor_market,2008-09-01,pre,3.5888582452704156
AC,formal_hiring,labor_market,2008-10-01,pre,-49.94662749990157
AC,formal_hiring,labor_market,2008-11-01,pre,-69.25067958856262
AC,formal_hiring,labor_market,2008-12-01,pre,-48.52931922666579
AC,formal_hiring,labor_market,2009-01-01,pre,-7.956828054531684e-4
AC,formal_hiring,labor_market,2009-02-01,post,-12.158052336553064
AC,formal_hiring,labor_market,2009-03-01,post,-14.979045287683139
AC,formal_hiring,labor_market,2009-04-01,post,12.20051612242261
AC,formal_hiring,labor_market,2009-05-01,post,-116.6394459729131
AC,formal_hiring,labor_market,2009-06-01,post,-35.954735096795204
AC,formal_hiring,labor_market,2009-07-01,post,-51.39151297582414
AC,formal_hiring,labor_market,2009-08-01,post,-81.30693707012432
AC,formal_hiring,labor_market,2009-09-01,post,-54.29029709257551
AC,formal_hiring,labor_market,2009-10-01,post,-76.75251361194776
AC,formal_hiring,labor_market,2009-11-01,post,-20.157175373427215
AC,formal_hiring,labor_market,2009-12-01,post,-25.65110492638579
AC,formal_hiring,labor_market,2010-01-01,post,-107.87829897926937
AC,formal_hiring,labor_market,2010-02-01,post,-30.213171469123054
AC,formal_hiring,labor_market,2010-03-01,post,100.12519669497637
AC,formal_hiring,labor_market,2010-04-01,post,-108.4617384846984
AC,formal_hiring,labor_market,2010-05-01,post,-51.39926011466817
AC,formal_hiring,labor_market,2010-06-01,post,-47.819859752184286
AC,formal_hiring,labor_market,2010-07-01,post,22.318373380797247
AC,formal_hiring,labor_market,2010-08-01,post,33.822513046970215
AC,formal_hiring,labor_market,2010-09-01,post,-67.51303258660637
AC,formal_hiring,labor_market,2010-10-01,post,-44.28648603042457
