period_date,analysis_period,clean_treated_value,clean_scm_synthetic_value,clean_augmented_synthetic_value,visual_treated_value,display_treated_value
2016-04-01,pre,96.98302444993304,98.44388305779265,96.49685795063527,96.98302444993304,96.98302444993304
2016-05-01,pre,95.32787960667493,97.21964648422238,95.51895528198872,95.32787960667493,95.32787960667493
2016-06-01,pre,90.58243778107818,91.4350196904586,90.75522814323766,90.58243778107818,90.58243778107818
2016-07-01,pre,91.64047203459498,91.22372628063768,92.6388846309813,91.64047203459498,91.64047203459498
2016-08-01,pre,94.40602822092926,91.97346678476906,94.527239880015145,94.40602822092926,94.40602822092926
2016-09-01,pre,95.72595198043756,90.87250087543823,95.88693423994884,95.72595198043756,95.72595198043756
2016-10-01,pre,97.71631587834815,91.39179895426771,97.40172337141549,97.71631587834815,97.71631587834815
2016-11-01,pre,99.65430065760204,92.85646273945044,99.6018598434323,99.65430065760204,99.65430065760204
2016-12-01,pre,104.6616340182876,97.8718328955274,104.893552256257,104.6616340182876,104.6616340182876
2017-01-01,pre,101.3272163353374,97.62670112688689,101.1878263334016,101.3272163353374,101.3272163353374
2017-02-01,pre,97.25127720517328,96.22235956322233,97.1642779166684,97.25127720517328,97.25127720517328
2017-03-01,pre,94.45805630574668,96.57997414936447,94.32785257900042,94.45805630574668,94.45805630574668
2017-04-01,pre,91.02481752429104,95.67297364350776,91.57380793568248,91.02481752429104,91.02481752429104
2017-05-01,pre,88.73558179232522,94.43907665195265,89.52607842210999,88.73558179232522,88.73558179232522
2017-06-01,pre,83.20617994871172,89.30621664091537,83.0655879095958,83.20617994871172,83.20617994871172
2017-07-01,pre,85.84862065412497,89.41991330211522,85.04901524567282,85.84862065412497,85.84862065412497
2017-08-01,pre,89.18765047532214,91.03063173700092,88.92844311872709,89.18765047532214,89.18765047532214
2017-09-01,pre,91.22618717310988,91.51327544237677,91.11863738800764,91.22618717310988,91.22618717310988
2017-10-01,pre,93.124750649301,92.28047004498,93.26585797103152,93.124750649301,93.124750649301
2017-11-01,pre,94.45427609740788,93.2618184720873,94.98818685497726,94.45427609740788,94.45427609740788
2017-12-01,pre,97.8198688318434,98.54568286000112,97.78023680110644,97.8198688318434,97.8198688318434
2018-01-01,pre,97.06396311360766,98.57701379190384,97.4381386046102,97.06396311360766,97.06396311360766
2018-02-01,pre,95.2888235411328,97.05643113122709,94.59273755249556,95.2888235411328,95.2888235411328
2018-03-01,pre,95.0626745556348,98.1121739807081,94.59776602203856,95.0626745556348,95.0626745556348
2018-04-01,pre,94.10131867383556,97.9017396430063,94.66778810698496,94.10131867383556,94.10131867383556
2018-05-01,pre,94.4169447646022,97.55842380519778,94.92002615711051,94.4169447646022,94.4169447646022
2018-06-01,pre,91.43901107639596,93.24363507682172,91.1516180558652,91.43901107639596,91.43901107639596
2018-07-01,pre,91.75469601098536,93.05219525835636,91.52059732470192,91.75469601098536,91.75469601098536
2018-08-01,pre,93.20309003928698,95.59864518208332,94.4661917997792,93.20309003928698,93.20309003928698
2018-09-01,pre,92.82335258906124,94.75382652430434,93.65347054021376,92.82335258906124,92.82335258906124
2018-10-01,pre,94.66135562613296,95.45538524849692,93.39448981410357,94.66135562613296,94.66135562613296
2019-06-01,post,93.62676962144226,93.31350022466034,81.74778786661814,93.62676962144226,93.62676962144226
2019-07-01,post,95.23755230962207,94.02077730082452,84.98017115979266,95.23755230962207,95.23755230962207
2019-08-01,post,98.02490911774484,95.87678454464368,91.2784040210443,98.02490911774484,98.02490911774484
2019-09-01,post,99.42067444841727,95.82901317387808,92.03254813286937,99.42067444841727,99.42067444841727
2019-10-01,post,101.34570344117458,97.46629556285534,93.61793415022709,101.34570344117458,101.34570344117458
2019-11-01,post,104.30205767920206,100.5418331464282,96.73798505448694,104.30205767920206,104.30205767920206
2019-12-01,post,107.55733042052351,106.59427745135967,102.1712698921458,107.55733042052351,107.55733042052351
