pre_rmspe,post_rmspe,mean_abs_gap_post,pseudo_treated_state,outcome,short_label,channel_slug,post_pre_ratio
7.79132387644116,14.419829196805589,11.130883509888136,AC,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,1.85075468886709
3.711221446242535,7.516449864926163,7.008956885008111,AC,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,2.025330467018149
0.5056590854604582,9.324251709945896,7.180596879355319,AC,retail_volume_index_ma6_v5,"Retail, MA6",consumption,18.439798627280947
0.42789431841235637,3.5191162066553106,2.7299166711682017,AC,services_volume_index_ma6_v5,"Services, MA6",consumption,8.2242648598665955
8.747739278768787,45.33739525109248,45.11150958904111,AC,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,5.182755659068243
4.850129197690283,45.734755917249295,44.52929971795445,AC,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,9.429595388722634
2.4072489020109438,49.52785324868285,49.06755399875482,AC,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,20.57446290963463
35.61411117924385,125.68694977479406,109.41891194562936,AC,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,3.5291334140621564
10.506830986001427,23.712120683969538,17.413675992530873,AL,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,2.256828982550678
1.4614844215459413,2.770716370200754,2.5516586612037573,AL,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,1.8958234034885724
0.22099978619368663,8.319370417840084,8.263407974476271,AL,retail_volume_index_ma6_v5,"Retail, MA6",consumption,37.644246454378454
0.5015326103780029,3.495523195137312,3.3006599698207464,AL,services_volume_index_ma6_v5,"Services, MA6",consumption,6.969682773973066
3.1596753432577653,56.816148204500415,56.78434606165999,AL,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,17.98164115998084
2.2873646760519075,58.04342829017655,58.036712023474514,AL,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,25.375677476300837
1.879794714315029,12.419016675777243,11.073233684933355,AL,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,6.606581336357549
12.07409763934875,46.02632635814033,29.8856568550079,AL,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,3.8119889148604638
7.343168603065455,26.98369570007621,25.011749103273164,AP,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,3.6746665041589384
2.854341669410627,3.1087019280436246,2.7029778764085064,AP,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,1.0891134587561546
0.4051938650506136,13.995601037970738,13.804178862396038,AP,retail_volume_index_ma6_v5,"Retail, MA6",consumption,34.540505780418265
0.5253759073994837,8.310104790502837,8.003024828777152,AP,services_volume_index_ma6_v5,"Services, MA6",consumption,15.817445515604936
6.045775276262091,18.698663878386565,17.840197014189965,AP,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,3.0928479845759913
7.908035813863335,14.307768566337229,10.806557834316626,AP,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,1.8092695712448241
2.158088742996578,21.97585118403888,21.361435172833026,AP,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,10.183015529530394
23.903632392639405,103.36965110469409,97.83872726816578,AP,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,4.32443276430759
5.648874770100312,16.138539464827577,13.147917188479918,BA,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,2.856947643847483
1.7438582293116516,5.6811490424299205,5.393393477007017,BA,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,3.257804417204502
0.17495724621839978,1.0922501631896153,0.8362893086474291,BA,retail_volume_index_ma6_v5,"Retail, MA6",consumption,6.242954703494563
0.3135538428991627,1.7174289802785463,1.6742349262825553,BA,services_volume_index_ma6_v5,"Services, MA6",consumption,5.477301647458559
3.1266758990970045,34.01934079909728,29.959838550437343,BA,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,10.880354055539364
2.0952773940656058,21.63618616773464,21.53759699245967,BA,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,10.326167899779852
1.4842343397558115,8.4245814557263,8.331262569058056,BA,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,5.676045372398757
5.363885949091279,48.37119870624093,39.75500995502625,BA,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,9.017939450117451
2.9455932898475994,18.405501368466627,16.07123659739751,CE,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,6.248486996457987
1.0516326540802827,3.5932428772392138,3.204364521086253,CE,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,3.416823225579397
0.1212236028446755,3.786454412115845,3.562248568729302,CE,retail_volume_index_ma6_v5,"Retail, MA6",consumption,31.235290184927525
0.5164505296556134,1.1060598463872726,0.8777408182576026,CE,services_volume_index_ma6_v5,"Services, MA6",consumption,2.141656911698455
1.7771048035639232,25.885996211858945,24.732953697914166,CE,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,14.566386945747634
2.1156897541574358,21.14371922785746,20.47551859835458,CE,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,9.99377115019298
6.526866418872938,8.903482692576258,8.430016440534393,CE,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,1.3641282234352385
6.416126238811329,22.51432595763797,20.13065400740781,CE,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,3.509021661925567
11.684357577778995,18.712448600945,15.559277111967601,DF,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,1.6014957156507983
3.4755112801609247,4.936686292163431,4.435958953632412,DF,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,1.4204201610114902
0.36196780890541547,16.82480042674343,16.350918222250616,DF,retail_volume_index_ma6_v5,"Retail, MA6",consumption,46.481482642396685
0.917695719784728,2.180293273330673,2.0550035318861677,DF,services_volume_index_ma6_v5,"Services, MA6",consumption,2.375834632684267
11.02836805857901,174.70389876743008,159.4249605317158,DF,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,15.841319208740702
5.9851332959401775,119.30099817679842,118.93061310903052,DF,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,19.932889089992766
3.3500237710946794,19.269190084745677,18.597089951255658,DF,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,5.751956225208852
46.55194037184163,140.86782774213063,112.1953117514053,DF,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,3.026035576968965
10.060175807185956,21.569553981302757,17.3099851243938,ES,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,2.144053383828112
1.8716893833728274,3.0187189795144085,2.6104263395489724,ES,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,1.6128311707761078
0.40707866096939127,4.111289354030743,4.028949640944431,ES,retail_volume_index_ma6_v5,"Retail, MA6",consumption,10.099496112717821
0.4270651069704847,0.6908119187813743,0.6322335666152716,ES,services_volume_index_ma6_v5,"Services, MA6",consumption,1.6175798666434194
1.9988857722828977,35.84210640334097,34.555832697536516,ES,state_tax_revenue_real_pc_ma4_v5,"Own tax revenue, MA4",public_sector,17.931042834131656
2.4187107502332714,52.09295252499993,51.69635395349792,ES,icms_revenue_real_pc_ma4_v5,"ICMS, MA4",public_sector,21.537487489967887
1.318675094836904,26.517998363885546,25.204350999144037,ES,public_investment_liquidated_real_pc_ma4_v5,"Public investment, MA4",public_sector,20.109577004762752
8.294144322946394,25.84777358487088,25.239493520312028,ES,liquidated_expenditure_total_real_pc_ma4_v5,"Total expenditure, MA4",public_sector,3.1163882105789993
4.537137107185649,28.75533014450981,23.814171579689106,GO,formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,6.33776971363039
1.8454808698903367,1.3029977587334658,1.0676248522221692,GO,formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,0.706047827421204
0.19529596663572646,2.7705008247340746,2.73415009420174,GO,retail_volume_index_ma6_v5,"Retail, MA6",consumption,14.186165093218332
