pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2001-11-01,pre,1.4210854715202004e-14
AC,retail,consumption,2001-12-01,pre,-0.5058604579588035
AC,retail,consumption,2002-01-01,pre,-1.9394955019859594
AC,retail,consumption,2002-02-01,pre,2.0820245258188663
AC,retail,consumption,2002-03-01,pre,0.9038041073309842
AC,retail,consumption,2002-04-01,pre,-1.3507172473864273
AC,retail,consumption,2002-05-01,pre,1.1230959305799075
AC,retail,consumption,2002-06-01,pre,0.3482988940551053
AC,retail,consumption,2002-07-01,pre,-5.207624726455094
AC,retail,consumption,2002-08-01,pre,1.7610654341450669
AC,retail,consumption,2002-09-01,pre,1.1639025744342746
AC,retail,consumption,2002-10-01,pre,-4.590677204254618
AC,retail,consumption,2002-11-01,pre,-1.632376457465739
AC,retail,consumption,2002-12-01,pre,-3.94300408249525
AC,retail,consumption,2003-01-01,pre,7.5644693468534
AC,retail,consumption,2003-02-01,pre,6.136906113666171
AC,retail,consumption,2003-03-01,pre,-1.300702416633726
AC,retail,consumption,2003-04-01,pre,-2.124174208118376
AC,retail,consumption,2003-05-01,pre,12.710715543458974
AC,retail,consumption,2003-06-01,pre,-8.763606557444618
AC,retail,consumption,2003-07-01,pre,-4.833569864839859
AC,retail,consumption,2003-08-01,pre,-0.11500053230000162
AC,retail,consumption,2003-09-01,pre,7.222121532096708
AC,retail,consumption,2003-10-01,pre,-5.28779073854507
AC,retail,consumption,2003-11-01,pre,13.00213284373362
AC,retail,consumption,2003-12-01,pre,-4.006376677159977
AC,retail,consumption,2004-01-01,pre,8.843718969310672
AC,retail,consumption,2004-02-01,pre,4.824879201706892
AC,retail,consumption,2004-03-01,pre,0.5226643203419314
AC,retail,consumption,2004-04-01,pre,-3.592741500347998
AC,retail,consumption,2004-05-01,pre,2.160243953542235
AC,retail,consumption,2004-06-01,pre,-2.1576428295543337
AC,retail,consumption,2004-07-01,pre,-16.375393948528995
AC,retail,consumption,2004-08-01,pre,-2.505559593659015
AC,retail,consumption,2004-09-01,pre,-10.447084366267376
AC,retail,consumption,2004-10-01,pre,3.9592790375661906
AC,retail,consumption,2004-11-01,post,-14.619508390304787
AC,retail,consumption,2004-12-01,post,-1.6247241972921813
AC,retail,consumption,2005-01-01,post,20.778974538086885
AC,retail,consumption,2005-02-01,post,6.249972392177426
AC,retail,consumption,2005-03-01,post,-0.28097422229389224
AC,retail,consumption,2005-04-01,post,17.156875706914064
AC,retail,consumption,2005-05-01,post,6.387232885098513
AC,retail,consumption,2005-06-01,post,-3.8143590626054333
AC,retail,consumption,2005-07-01,post,-11.942483829161318
AC,retail,consumption,2005-08-01,post,0.2864349325955118
AC,retail,consumption,2005-09-01,post,4.112213154483214
AC,retail,consumption,2005-10-01,post,0.5319588915391478
AC,retail,consumption,2005-11-01,post,0.6308619128644892
AC,retail,consumption,2005-12-01,post,-18.874428639543382
AC,retail,consumption,2006-01-01,post,-22.218370204604895
AC,retail,consumption,2006-02-01,post,-15.692905853862356
AC,retail,consumption,2006-03-01,post,3.354679167620162
AC,retail,consumption,2006-04-01,post,5.943892517198464
AC,retail,consumption,2006-05-01,post,15.101648007413587
AC,retail,consumption,2006-06-01,post,9.64629443599344
AC,retail,consumption,2006-07-01,post,1.1141073459934034
AC,retail,consumption,2006-08-01,post,6.255590812068732
AC,retail,consumption,2006-09-01,post,12.989039248894784
AC,retail,consumption,2006-10-01,post,20.264487508458558
AC,icms_confaz,public_sector,2001-11-01,pre,-8.382663988404776
AC,icms_confaz,public_sector,2001-12-01,pre,-8.453481526002996
AC,icms_confaz,public_sector,2002-01-01,pre,1.2925716514585268
AC,icms_confaz,public_sector,2002-02-01,pre,-25.22164788397217
AC,icms_confaz,public_sector,2002-03-01,pre,-54.19265721908223
AC,icms_confaz,public_sector,2002-04-01,pre,-9.540900129871506
AC,icms_confaz,public_sector,2002-05-01,pre,5.341319263426318
AC,icms_confaz,public_sector,2002-06-01,pre,10.955853635730445
AC,icms_confaz,public_sector,2002-07-01,pre,-38.09356573611609
AC,icms_confaz,public_sector,2002-08-01,pre,9.796467105098387
AC,icms_confaz,public_sector,2002-09-01,pre,-20.33214383771092
AC,icms_confaz,public_sector,2002-10-01,pre,10.846422297207674
AC,icms_confaz,public_sector,2002-11-01,pre,16.83937068557033
AC,icms_confaz,public_sector,2002-12-01,pre,3.304878901478105
AC,icms_confaz,public_sector,2003-01-01,pre,-15.661828356945826
AC,icms_confaz,public_sector,2003-02-01,pre,-7.098630326168028
AC,icms_confaz,public_sector,2003-03-01,pre,-12.597918868644172
AC,icms_confaz,public_sector,2003-04-01,pre,-10.018414280089061
AC,icms_confaz,public_sector,2003-05-01,pre,-4.824303374669974
AC,icms_confaz,public_sector,2003-06-01,pre,-9.445891107053253
AC,icms_confaz,public_sector,2003-07-01,pre,-15.559467593827847
AC,icms_confaz,public_sector,2003-08-01,pre,-15.332489022288819
AC,icms_confaz,public_sector,2003-09-01,pre,-5.8409908871700225
AC,icms_confaz,public_sector,2003-10-01,pre,-1.0716754542799265
AC,icms_confaz,public_sector,2003-11-01,pre,3.194402429561702
AC,icms_confaz,public_sector,2003-12-01,pre,10.482189669970026
AC,icms_confaz,public_sector,2004-01-01,pre,-23.526276631345606
AC,icms_confaz,public_sector,2004-02-01,pre,-8.387125666193619
AC,icms_confaz,public_sector,2004-03-01,pre,8.494215510435772
AC,icms_confaz,public_sector,2004-04-01,pre,-24.111457399848888
AC,icms_confaz,public_sector,2004-05-01,pre,21.630841274703975
AC,icms_confaz,public_sector,2004-06-01,pre,10.414686389240643
AC,icms_confaz,public_sector,2004-07-01,pre,-1.4332699577350212
AC,icms_confaz,public_sector,2004-08-01,pre,9.364320106527263
AC,icms_confaz,public_sector,2004-09-01,pre,4.996716764731538
AC,icms_confaz,public_sector,2004-10-01,pre,-14.543503713152916
AC,icms_confaz,public_sector,2004-11-01,post,-23.672003348663765
AC,icms_confaz,public_sector,2004-12-01,post,-8.31869487847905
AC,icms_confaz,public_sector,2005-01-01,post,-32.8540617921125
AC,icms_confaz,public_sector,2005-02-01,post,-18.971852752248353
AC,icms_confaz,public_sector,2005-03-01,post,-30.400704290639034
AC,icms_confaz,public_sector,2005-04-01,post,-9.865629445718504
AC,icms_confaz,public_sector,2005-05-01,post,-46.18726670819221
AC,icms_confaz,public_sector,2005-06-01,post,-20.32193644629668
AC,icms_confaz,public_sector,2005-07-01,post,-21.566943890728886
AC,icms_confaz,public_sector,2005-08-01,post,-11.094992227642557
AC,icms_confaz,public_sector,2005-09-01,post,-18.106666265813452
AC,icms_confaz,public_sector,2005-10-01,post,-4.340106337029894
AC,icms_confaz,public_sector,2005-11-01,post,-18.975120777193574
AC,icms_confaz,public_sector,2005-12-01,post,3.0959515791161465
AC,icms_confaz,public_sector,2006-01-01,post,-12.482965102250482
AC,icms_confaz,public_sector,2006-02-01,post,-8.20820276997727
AC,icms_confaz,public_sector,2006-03-01,post,-8.992612924716653
AC,icms_confaz,public_sector,2006-04-01,post,-12.754786550178935
AC,icms_confaz,public_sector,2006-05-01,post,-19.49700438019022
AC,icms_confaz,public_sector,2006-06-01,post,-14.973293682080886
AC,icms_confaz,public_sector,2006-07-01,post,-15.652177801474167
AC,icms_confaz,public_sector,2006-08-01,post,-21.602552490160825
AC,icms_confaz,public_sector,2006-09-01,post,-19.54455162898359
AC,icms_confaz,public_sector,2006-10-01,post,-1.682478879067915
AC,tax_confaz,public_sector,2001-11-01,pre,-8.746483547406072
AC,tax_confaz,public_sector,2001-12-01,pre,6.086269121043159
AC,tax_confaz,public_sector,2002-01-01,pre,-2.433134209091037
AC,tax_confaz,public_sector,2002-02-01,pre,-27.503050151569383
AC,tax_confaz,public_sector,2002-03-01,pre,-7.8296960502029975
AC,tax_confaz,public_sector,2002-04-01,pre,-18.655027281052284
AC,tax_confaz,public_sector,2002-05-01,pre,3.053955837010207
AC,tax_confaz,public_sector,2002-06-01,pre,17.1434114752305
AC,tax_confaz,public_sector,2002-07-01,pre,-29.184815058235067
AC,tax_confaz,public_sector,2002-08-01,pre,5.479265899398506
AC,tax_confaz,public_sector,2002-09-01,pre,-5.662810308570187
AC,tax_confaz,public_sector,2002-10-01,pre,17.77310525780986
AC,tax_confaz,public_sector,2002-11-01,pre,12.694633848812252
AC,tax_confaz,public_sector,2002-12-01,pre,-3.2326542513107768
AC,tax_confaz,public_sector,2003-01-01,pre,-25.810704549736286
AC,tax_confaz,public_sector,2003-02-01,pre,-39.87709494829396
AC,tax_confaz,public_sector,2003-03-01,pre,-16.344165487300593
AC,tax_confaz,public_sector,2003-04-01,pre,-5.083662455841427
AC,tax_confaz,public_sector,2003-05-01,pre,-1.3658989920464535
AC,tax_confaz,public_sector,2003-06-01,pre,-9.779729797340366
AC,tax_confaz,public_sector,2003-07-01,pre,-12.775221231857415
AC,tax_confaz,public_sector,2003-08-01,pre,-20.06603359418787
AC,tax_confaz,public_sector,2003-09-01,pre,10.825179859480976
AC,tax_confaz,public_sector,2003-10-01,pre,-2.531991614984939
AC,tax_confaz,public_sector,2003-11-01,pre,-6.287267871102898
AC,tax_confaz,public_sector,2003-12-01,pre,29.72590685290038
AC,tax_confaz,public_sector,2004-01-01,pre,-27.83629277020563
AC,tax_confaz,public_sector,2004-02-01,pre,13.200218656872373
AC,tax_confaz,public_sector,2004-03-01,pre,-8.993129819077751
AC,tax_confaz,public_sector,2004-04-01,pre,-35.76995425935639
AC,tax_confaz,public_sector,2004-05-01,pre,20.255314590489668
AC,tax_confaz,public_sector,2004-06-01,pre,9.491467896939135
AC,tax_confaz,public_sector,2004-07-01,pre,-15.64910642801599
AC,tax_confaz,public_sector,2004-08-01,pre,18.03320382178672
AC,tax_confaz,public_sector,2004-09-01,pre,-3.566586904929757
AC,tax_confaz,public_sector,2004-10-01,pre,-18.553500492803963
AC,tax_confaz,public_sector,2004-11-01,post,-36.73534765746089
AC,tax_confaz,public_sector,2004-12-01,post,-20.939986355308946
AC,tax_confaz,public_sector,2005-01-01,post,-32.461804613629475
AC,tax_confaz,public_sector,2005-02-01,post,-14.020615922981051
AC,tax_confaz,public_sector,2005-03-01,post,-29.917625731189112
AC,tax_confaz,public_sector,2005-04-01,post,-13.818079095859055
AC,tax_confaz,public_sector,2005-05-01,post,-31.85454604896941
AC,tax_confaz,public_sector,2005-06-01,post,-19.373597045089177
AC,tax_confaz,public_sector,2005-07-01,post,-17.85974509816309
AC,tax_confaz,public_sector,2005-08-01,post,-20.823143241714753
AC,tax_confaz,public_sector,2005-09-01,post,-24.131374291085045
AC,tax_confaz,public_sector,2005-10-01,post,-2.6643861363791785
AC,tax_confaz,public_sector,2005-11-01,post,-27.35737273768172
AC,tax_confaz,public_sector,2005-12-01,post,7.056697666696408
AC,tax_confaz,public_sector,2006-01-01,post,-15.022442660718902
AC,tax_confaz,public_sector,2006-02-01,post,-10.680384819349797
AC,tax_confaz,public_sector,2006-03-01,post,-18.424283725204994
AC,tax_confaz,public_sector,2006-04-01,post,-20.580943101144328
AC,tax_confaz,public_sector,2006-05-01,post,-25.536732361250337
AC,tax_confaz,public_sector,2006-06-01,post,-25.614861008655645
AC,tax_confaz,public_sector,2006-07-01,post,-20.394892643444635
AC,tax_confaz,public_sector,2006-08-01,post,-26.752133472207454
AC,tax_confaz,public_sector,2006-09-01,post,-38.56422457978111
AC,tax_confaz,public_sector,2006-10-01,post,-9.970348422268962
AL,retail,consumption,2001-11-01,pre,0
AL,retail,consumption,2001-12-01,pre,0.502107860444724
AL,retail,consumption,2002-01-01,pre,0.1316113888885866
AL,retail,consumption,2002-02-01,pre,-0.43767399215305147
AL,retail,consumption,2002-03-01,pre,-0.6801274464186378
AL,retail,consumption,2002-04-01,pre,0.6157282690612078
AL,retail,consumption,2002-05-01,pre,0.729493892062365
AL,retail,consumption,2002-06-01,pre,-1.2983145459874237
AL,retail,consumption,2002-07-01,pre,0.08940381919171614
AL,retail,consumption,2002-08-01,pre,0.272785225694804
AL,retail,consumption,2002-09-01,pre,-1.3501309185123915
AL,retail,consumption,2002-10-01,pre,2.000016825442742
AL,retail,consumption,2002-11-01,pre,0.6074176696200624
AL,retail,consumption,2002-12-01,pre,1.7672159908680385
AL,retail,consumption,2003-01-01,pre,-3.0006022449922227
AL,retail,consumption,2003-02-01,pre,1.9987359627317716
AL,retail,consumption,2003-03-01,pre,-0.3372633404485157
AL,retail,consumption,2003-04-01,pre,-0.3371920986699166
AL,retail,consumption,2003-05-01,pre,0.9597329202803309
AL,retail,consumption,2003-06-01,pre,-1.6639329787185062
AL,retail,consumption,2003-07-01,pre,-3.4029978211888476
AL,retail,consumption,2003-08-01,pre,-1.25302574390102
AL,retail,consumption,2003-09-01,pre,3.0153143794701407
AL,retail,consumption,2003-10-01,pre,2.5451144778670596
AL,retail,consumption,2003-11-01,pre,1.1821938086323627
AL,retail,consumption,2003-12-01,pre,0.3192732033383976
AL,retail,consumption,2004-01-01,pre,0.07049572167575491
AL,retail,consumption,2004-02-01,pre,-2.055541295698305
AL,retail,consumption,2004-03-01,pre,0.09944827083300822
AL,retail,consumption,2004-04-01,pre,0.5947485947586273
AL,retail,consumption,2004-05-01,pre,-0.23753840797839132
AL,retail,consumption,2004-06-01,pre,1.5814989942110174
AL,retail,consumption,2004-07-01,pre,0.924500148660556
AL,retail,consumption,2004-08-01,pre,-0.31969358088909416
AL,retail,consumption,2004-09-01,pre,-0.6795882856259112
AL,retail,consumption,2004-10-01,pre,-0.18176810570562907
AL,retail,consumption,2004-11-01,post,3.7868500045868387
AL,retail,consumption,2004-12-01,post,1.567912907966729
AL,retail,consumption,2005-01-01,post,4.100990472568753
AL,retail,consumption,2005-02-01,post,-6.654418082303707
AL,retail,consumption,2005-03-01,post,-3.6845797072108013
AL,retail,consumption,2005-04-01,post,-4.338951577320557
AL,retail,consumption,2005-05-01,post,-5.774356249858741
