scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count
71.29432812456398,79.81680956657809,64.33634249795342,29.429750937347094,83.59506104496575,38.91937464259487,64.1793208146885,17.340763820883737,26.058436659470807,28.164700593478024,19.83061742776894,6.468436526046711,2,12,36,formal_hiring_balance_per_100k_wap,24
