competencia,period_date,year,month,state_abbrev,state_name,macroregion,fpe,fpm,fpm_capitais,ipi_exp,iof_est,iof_mun,fex_est,fex_mun,itr,lc87_est,lc87_mun,lc176_est,lc176_mun,cide_est,cide_mun,tcp
200105,2001-05-01,2001,5,MS,Mato Grosso do Sul,Center-West,17702172.42,21149546.81,2689798.83,534081.4,0,0,,,464216.75,2349120.46,783040.51,,,,,32899.79
200105,2001-05-01,2001,5,MT,Mato Grosso,Center-West,30671804.54,26911847.38,3138098.62,955627.76,301.19,702.78,,,744882.82,3692817.74,1230939.87,,,,,28472.88
200105,2001-05-01,2001,5,PA,Para,North,81227986.13,50539338.4,7845246.5,7188286.64,3934.69,9180.93,,,171546.01,8302661,2767554.49,,,,,39744.98
200105,2001-05-01,2001,5,PB,Paraiba,Northeast,63644094.05,44883090.74,5603747.54,307133.81,0,0,,,25074.22,547015.06,182339.37,,,,,15692.33
200105,2001-05-01,2001,5,PE,Pernambuco,Northeast,91703100.42,72012627.19,10021496.54,887635.96,0,0,,,35474.56,2826688.38,1002795.81,,,,,43792.35
200105,2001-05-01,2001,5,PI,Piaui,Northeast,57431056.82,34461525.59,5603747.54,153249.59,0,0,,,50771.81,573937.7,191313.64,,,,,11697.57
200105,2001-05-01,2001,5,PR,Parana,South,38317495.05,94710861.13,4539035.52,12863996.11,294.6,687.4,,,265517.53,19183694.08,6394566.64,,,,,120849.96
200105,2001-05-01,2001,5,RJ,Rio de Janeiro,Southeast,20303009.58,42201739.14,4482998.02,7106861.74,0,0,,,68996.53,11159164.07,3719721.77,,,,,237917.6
200105,2001-05-01,2001,5,RN,Rio Grande do Norte,Northeast,55523953.42,34428916.95,4482998.02,378018.3,0,0,,,15173.09,689029.67,229677.32,,,,,17825.35
200105,2001-05-01,2001,5,RO,Rondonia,North,37419096.5,12555560.13,3586398.43,177009.22,1440.54,3361.26,,,43287.11,474504.64,158168.45,,,,,12290.3
200105,2001-05-01,2001,5,RR,Roraima,North,32968302.55,5505607.82,4482998.02,6103.46,0,0,,,7527.92,72757.77,24252.65,,,,,2638.06
200105,2001-05-01,2001,5,RS,Rio Grande do Sul,South,31295101.73,94288561.39,3380963.7,23268416.83,0,0,,,360369.28,19111202.69,6370977.77,,,,,107564.75
200105,2001-05-01,2001,5,SC,Santa Catarina,South,17008438.61,54632821.13,2017349.11,13499879.09,0,0,,,145150.31,6833045.62,2277683.22,,,,,78078.39
200105,2001-05-01,2001,5,SE,Sergipe,Northeast,55223601.25,20067194.45,4034698.23,99403.31,0,0,,,25907.46,476597.57,158817.47,,,,,14988.16
200105,2001-05-01,2001,5,SP,Sao Paulo,Southeast,13289919.22,184446529.2,3362248.54,27774425.77,114,266,,,574198.83,59252289.5,19812173.53,,,,,706158.85
200105,2001-05-01,2001,5,TO,Tocantins,North,57678249.33,21171204.95,5603747.49,23195.83,0,0,,,148527.4,149796.51,49932.87,,,,,9583.5
200106,2001-06-01,2001,6,AC,Acre,North,39447554.75,6631757.72,3889674.15,4654.34,0,0,,,7009.39,173218.27,57739.49,,,,,3655.79
200106,2001-06-01,2001,6,AL,Alagoas,Northeast,47970117.67,28628040.57,6077615.83,64087.32,0,0,,,7785.84,1598653.87,532885.12,,,,,17559.53
200106,2001-06-01,2001,6,AM,Amazonas,North,32176105.48,16045787.97,3063118.41,3801873.1,199.56,465.66,,,6245.48,1917654.01,639218.31,,,,,23166.61
200106,2001-06-01,2001,6,AP,Amapa,North,39343775.76,4563062.66,3111739.33,39014.51,7187.5,16770.82,,,35070.95,773393.66,257797.98,,,,,2901.8
200106,2001-06-01,2001,6,BA,Bahia,Northeast,108347592.48,109315513.17,8751766.8,8706587.3,0,0,,,102171.88,7071544.18,2357183.35,,,,,139640.81
200106,2001-06-01,2001,6,CE,Ceara,Northeast,84601801.93,61710154.57,11191088.4,1803694.29,0,0,,,17960.02,3099073.33,1033025.29,,,,,36784.71
200106,2001-06-01,2001,6,DF,Distrito Federal,Center-West,7958696.98,2904920.86,2904920.86,9357.64,0,0,,,3277.25,2054239.71,0,,,,,92112.67
200106,2001-06-01,2001,6,ES,Espirito Santo,Southeast,17296501.65,21409085.02,1847720.19,8449072.04,0,0,,,12052.31,8111652.86,2703884.64,,,,,42203.02
200106,2001-06-01,2001,6,GO,Goias,Center-West,32783789.23,44901338.86,4667608.99,1026120.3,0,0,,,176920.24,2539519.75,846507.82,,,,,85383.98
200106,2001-06-01,2001,6,MA,Maranhao,Northeast,83233072.1,48778551.75,6077615.83,2480939.46,0,0,,,31737.14,3194187.35,1064730.1,,,,,30910.4
200106,2001-06-01,2001,6,MG,Minas Gerais,Southeast,51364844.38,157258098.47,5428868.46,24944101.24,283.2,660.8,,,197001.75,24552204.41,8184072.16,,,,,239143.24
200106,2001-06-01,2001,6,MS,Mato Grosso do Sul,Center-West,15359293.53,18350409.09,2333804.51,628061.48,0,0,,,167090.55,2349120.46,783040.51,,,,,37766.04
200106,2001-06-01,2001,6,MT,Mato Grosso,Center-West,26612397.43,23350070.63,2722771.92,1123785.55,5645.4,13172.59,,,299663.42,3692817.74,1230939.87,,,,,34425.17
200106,2001-06-01,2001,6,PA,Para,North,70477478.68,43850468.4,6806929.75,8453179.29,9403.95,21942.54,,,57143.96,8302661,2767554.49,,,,,45169.82
200106,2001-06-01,2001,6,PB,Paraiba,Northeast,55220811.16,38942823.56,4862092.7,361178.84,0,0,,,11746.95,547015.06,182339.37,,,,,17176.34
200106,2001-06-01,2001,6,PE,Pernambuco,Northeast,79566213.76,62481770.97,8695153.53,1043829.54,0,0,,,16430.86,2826688.38,1002795.81,,,,,48732.33
200106,2001-06-01,2001,6,PI,Piaui,Northeast,49830068.13,29900548.32,4862092.7,180216.27,0,0,,,19880.56,573937.7,191313.64,,,,,14543.56
200106,2001-06-01,2001,6,PR,Parana,South,33246182.37,82175901.01,3938295.1,15127619.5,1033.5,2411.5,,,165723.57,19183694.08,6394566.64,,,,,133773.11
200106,2001-06-01,2001,6,RJ,Rio de Janeiro,Southeast,17615910.4,36616348.7,3889674.15,8357426.39,0,0,,,22100.04,11159164.07,3719721.77,,,,,265144.77
200106,2001-06-01,2001,6,RN,Rio Grande do Norte,Northeast,48175369.5,29872257.61,3889674.15,444536.57,0,0,,,6570.06,689029.67,229677.32,,,,,19830.18
200106,2001-06-01,2001,6,RO,Rondonia,North,32466686.68,10893834.75,3111739.33,208156.78,5061.01,11809.04,,,16741.71,474504.64,158168.45,,,,,13719.36
200106,2001-06-01,2001,6,RR,Roraima,North,28604954.44,4776941.74,3889674.15,7177.45,750,1750,,,4226.3,72757.77,24252.65,,,,,3038.35
200106,2001-06-01,2001,6,RS,Rio Grande do Sul,South,27153201.41,81809490.49,2933493.86,27362862.47,0,0,,,210748.98,19111202.69,6370977.77,,,,,120947.09
200106,2001-06-01,2001,6,SC,Santa Catarina,South,14757375.23,47402185.72,1750353.38,15875396.15,0,0,,,51595.68,6833045.62,2277683.22,,,,,86028.26
200106,2001-06-01,2001,6,SE,Sergipe,Northeast,47914768.86,17411305.75,3500706.73,116894.89,0,0,,,5170.31,476597.57,158817.47,,,,,17192.15
200106,2001-06-01,2001,6,SP,Sao Paulo,Southeast,11531001.12,160035076.65,2917255.63,32661774.89,3274.22,7639.86,,,304969.9,59252289.5,19812173.53,,,,,787325.52
200106,2001-06-01,2001,6,TO,Tocantins,North,50044544.77,18369201.41,4862092.62,27277.53,0,0,,,47272.6,149796.51,49932.87,,,,,10629.96
200107,2001-07-01,2001,7,AC,Acre,North,35884424.73,6078812.81,3584409.86,3764.66,0,0,,,5339.86,173218.27,57739.49,,,,,3180.05
200107,2001-07-01,2001,7,AL,Alagoas,Northeast,43637180.74,24990244.38,4480512.35,51836.91,0,0,,,15567.6,1598653.87,532885.12,,,,,15393.95
200107,2001-07-01,2001,7,AM,Amazonas,North,29269774.54,14632723.22,2822722.8,3075136.66,455.92,1063.83,,,12243.17,1917654.01,639218.31,,,,,22450.9
200107,2001-07-01,2001,7,AP,Amapa,North,35790019.64,4187759.58,2867527.91,31556.81,9143.25,21334.22,,,1003.03,773393.66,257797.98,,,,,2552.33
200107,2001-07-01,2001,7,BA,Bahia,Northeast,98561014.73,99525975,8064922.16,7042303.95,0,0,,,101814.74,7071544.18,2357183.35,,,,,122946.21
200107,2001-07-01,2001,7,CE,Ceara,Northeast,76960080.58,56230960.87,10285781.77,1458914.16,0,0,,,17206.84,3099073.33,1033025.31,,,,,32685.72
200107,2001-07-01,2001,7,DF,Distrito Federal,Center-West,7239821.7,2669926.38,2669926.38,7568.9,0,0,,,1197.92,2054239.71,0,,,,,83518.25
200107,2001-07-01,2001,7,ES,Espirito Santo,Southeast,15734182.15,19489525.24,1698248.26,6834013.33,0,0,,,8238.27,8111652.86,2695232.2,,,,,38730.01
200107,2001-07-01,2001,7,GO,Goias,Center-West,29822568.83,40894788.63,4301291.85,829975.16,0,0,,,135162.22,2539519.75,846507.82,,,,,78493.31
200107,2001-07-01,2001,7,MA,Maranhao,Northeast,75714982.29,44438870.4,5600640.41,2006702.4,0,0,,,47175.01,3194187.35,1064730.1,,,,,26114.91
200107,2001-07-01,2001,7,MG,Minas Gerais,Southeast,46725276.22,143085797.87,4989698.41,20175981.31,438,1022,,,183908.97,24552204.41,8184072.16,,,,,221597.9
200107,2001-07-01,2001,7,MS,Mato Grosso do Sul,Center-West,13971953.76,16718710.44,2150645.95,508006.12,0,0,,,183340.54,2349120.46,783040.51,,,,,34497.87
200107,2001-07-01,2001,7,MT,Mato Grosso,Center-West,24208612.66,21268944.08,2509086.93,908971.48,5869.91,13696.43,,,279063.06,3692817.74,1230939.87,,,,,30799.28
200107,2001-07-01,2001,7,PA,Para,North,64111547.44,39958082.7,6272717.24,6837335.43,16915.25,39468.9,,,49841.24,8302661,2767554.49,,,,,26089.27
200107,2001-07-01,2001,7,PB,Paraiba,Northeast,50232949.88,35479067.9,4480512.35,292138.71,0,0,,,13506.24,547015.06,182339.37,,,,,16022.6
200107,2001-07-01,2001,7,PE,Pernambuco,Northeast,72379335.69,56905394.48,7991756.34,844299.21,0,0,,,11595.11,2826688.38,1002795.81,,,,,43854.58
200107,2001-07-01,2001,7,PI,Piaui,Northeast,45329129.78,27257351.14,4480512.35,145767.53,0,0,,,32540.17,573937.7,191313.64,,,,,12931.84
200107,2001-07-01,2001,7,PR,Parana,South,30243195.97,74558156.26,3396496.47,12235941.7,1529.56,3568.97,,,199001.9,19183694.08,6394566.64,,,,,123467.37
200107,2001-07-01,2001,7,RJ,Rio de Janeiro,Southeast,16024740.05,33335610.17,3584409.86,6759885.92,1085.34,2532.47,,,34304.7,11159164.07,3719721.77,,,,,246891.94
200107,2001-07-01,2001,7,RN,Rio Grande do Norte,Northeast,43823893.02,27217048.36,3584409.86,359562.44,0,0,,,3496.77,689029.67,229677.32,,,,,18585.12
200107,2001-07-01,2001,7,RO,Rondonia,North,29534108.81,9946700.1,2867527.91,168367.17,5814.62,13567.44,,,15186.47,474504.64,158168.45,,,,,12340.11
200107,2001-07-01,2001,7,RR,Roraima,North,26021190.42,4391534.4,3584409.86,5805.47,510,1190,,,2077.09,72757.77,24252.65,,,,,2520.67
200107,2001-07-01,2001,7,RS,Rio Grande do Sul,South,24700568.07,74434251.51,2696187.94,22132390.97,0,0,,,227351.27,19111202.69,6370977.77,,,,,108433.55
200107,2001-07-01,2001,7,SC,Santa Catarina,South,13424404.21,43175053.29,1612984.48,12840779.19,0,0,,,41658.36,6833045.62,2277683.22,,,,,77632.24
200107,2001-07-01,2001,7,SE,Sergipe,Northeast,43586831.34,15880083.46,3225968.88,94550.19,0,0,,,14561.34,476597.57,158817.47,,,,,15415.09
200107,2001-07-01,2001,7,SP,Sao Paulo,Southeast,10489454.77,145735335.52,2688307.42,26418404.63,27950.83,65218.63,,,259935.5,59252289.5,19812173.53,,,,,715042.59
200107,2001-07-01,2001,7,TO,Tocantins,North,45524233.64,16767582.5,4480512.32,22063.36,0,0,,,60128.81,149796.51,49932.87,,,,,9024.6
200108,2001-08-01,2001,8,AC,Acre,North,37780192.6,6361474.5,3735292.76,3836.44,0,0,,,5818.77,173218.27,57739.49,,,,,3748.67
200108,2001-08-01,2001,8,AL,Alagoas,Northeast,45942525.37,27428178.16,5836394.96,52825.31,0,0,,,6930.76,1598653.87,532885.12,,,,,17317.76
200108,2001-08-01,2001,8,AM,Amazonas,North,30816091.64,15375463.7,2941543.09,3133771.78,453.46,1058.08,,,13298.06,1917654.01,639218.31,,,,,27512.68
200108,2001-08-01,2001,8,AP,Amapa,North,37680800.11,4378213.41,2988234.22,32158.55,19782.84,46159.93,,,639.58,773393.66,257797.98,,,,,2717.55
200108,2001-08-01,2001,8,BA,Bahia,Northeast,103767975.95,104689902.3,8404408.69,7176582.92,0,0,,,134548.75,7071544.18,2357183.35,,,,,136529.25
200108,2001-08-01,2001,8,CE,Ceara,Northeast,81025868.19,59093571.9,10722296.86,1486731.96,0,0,,,22619.77,3099073.33,1033025.31,,,,,39769.79
200108,2001-08-01,2001,8,DF,Distrito Federal,Center-West,7622300.21,2783234.55,2783234.55,7713.22,0,0,,,2490.73,2054239.71,0,,,,,95389.32
200108,2001-08-01,2001,8,ES,Espirito Santo,Southeast,16565416.25,20601361.3,1770319.69,6964320.73,0,0,,,10270.24,8111652.86,2703884.64,,,,,46928.92
200108,2001-08-01,2001,8,GO,Goias,Center-West,31398089.93,43007189.33,4482351.32,845800.69,0,0,,,295553.41,2539519.75,846507.82,,,,,88547.47
200108,2001-08-01,2001,8,MA,Maranhao,Northeast,79714991.6,46724966.8,5836394.96,2044965.17,0,0,,,55612.41,3194187.35,1064730.1,,,,,29445.46
200108,2001-08-01,2001,8,MG,Minas Gerais,Southeast,49193764.4,150586056.9,5201454.68,20560686.4,827.7,1931.3,,,241126.97,24552204.41,8184072.16,,,,,261210.38
200108,2001-08-01,2001,8,MS,Mato Grosso do Sul,Center-West,14710089.6,17578160.64,2241175.7,517692.48,0,0,,,231018.46,2349120.46,783040.51,,,,,41381.68
200108,2001-08-01,2001,8,MT,Mato Grosso,Center-West,25487549.43,22363991.17,2614704.94,926303.27,11914.13,27799.6,,,387141.84,3692817.74,1230939.87,,,,,37518.58
200108,2001-08-01,2001,8,PA,Para,North,67498549.32,41998183.2,6536762.31,6967706.18,20540.13,47926.96,,,67783.87,8302661,2767554.49,,,,,45319.46
200108,2001-08-01,2001,8,PB,Paraiba,Northeast,52886747.86,37303844.77,4669115.97,297709.05,0,0,,,12909.17,547015.06,182339.37,,,,,18574.64
200108,2001-08-01,2001,8,PE,Pernambuco,Northeast,76203123.35,59827591.85,8330916.01,860397.87,0,0,,,20428.82,2826688.38,1002795.81,,,,,52469.95
200108,2001-08-01,2001,8,PI,Piaui,Northeast,47723859.8,28649252.66,4669115.97,148546.97,0,0,,,67971.09,573937.7,191313.64,,,,,16018.85
200108,2001-08-01,2001,8,PR,Parana,South,31840938.73,78460698.87,3540639.33,12469250.26,964.8,2251.2,,,220651.22,19183694.08,6394566.64,,,,,147110.5
200108,2001-08-01,2001,8,RJ,Rio de Janeiro,Southeast,16871324.26,35051993.87,3735292.76,6888779.88,0,0,,,38196.31,11159164.07,3719721.77,,,,,283229.84
200108,2001-08-01,2001,8,RN,Rio Grande do Norte,Northeast,46139101.65,28615260.13,3735292.76,366418.4,0,0,,,7426.84,689029.67,229677.32,,,,,21534.27
200108,2001-08-01,2001,8,RO,Rondonia,North,31094390.64,10441397.72,2988234.22,171577.5,13323.78,31088.85,,,22677.48,474504.64,158168.45,,,,,14872.37
200108,2001-08-01,2001,8,RR,Roraima,North,27395885.37,4585057.57,3735292.76,5916.18,990,2310,,,4412.8,72757.77,24252.65,,,,,3014.57
200108,2001-08-01,2001,8,RS,Rio Grande do Sul,South,26005494.77,78333394.83,2810610.62,22554399.85,0,0,,,250005.62,19111202.69,6370977.77,,,,,129038.83
200108,2001-08-01,2001,8,SC,Santa Catarina,South,14133613.14,45521718.44,1680881.77,13085620.45,0,0,,,61029.18,6833045.62,2277683.22,,,,,92185.75
200108,2001-08-01,2001,8,SE,Sergipe,Northeast,45889516.04,16684392.16,3361763.49,96353,0,0,,,10500.44,476597.57,158817.47,,,,,18739.8
200108,2001-08-01,2001,8,SP,Sao Paulo,Southeast,11043610.85,153365683.99,2801469.61,26922136.98,124.2,289.8,,,263101.83,59252289.5,19812173.53,,,,,834405.2
200108,2001-08-01,2001,8,TO,Tocantins,North,47929270.96,17605309.58,4669115.93,22484.05,0,0,,,79592.42,149796.51,49932.87,,,,,10248.71
200109,2001-09-01,2001,9,AC,Acre,North,40863830.98,6836704.68,3996172.7,3698.92,0,0,,,5987.8,173218.27,57739.49,,,,,3262.46
200109,2001-09-01,2001,9,AL,Alagoas,Northeast,49692377.45,29598911.15,6244019.84,50931.8,0,0,,,21000.16,1598653.87,532885.12,,,,,17168.18
200109,2001-09-01,2001,9,AM,Amazonas,North,33331316.58,16945434.58,3496651.13,3021443.49,0,0,,,6256.15,1917654.01,639218.31,,,,,20442.35
200109,2001-09-01,2001,9,AP,Amapa,North,40756326.01,4700368.13,3196938.17,31005.81,12168.67,28393.54,,,1061.18,773393.66,257797.98,,,,,2666.11
200109,2001-09-01,2001,9,BA,Bahia,Northeast,112237570.44,113139667.72,8991388.52,6919342.37,0,0,,,231670.03,7071544.18,2357183.35,,,,,140532.94
200109,2001-09-01,2001,9,CE,Ceara,Northeast,87639240.4,63795123.32,11475139.21,1433440.9,0,0,,,43730.79,3099073.33,1033025.31,,,,,36556.56
200109,2001-09-01,2001,9,DF,Distrito Federal,Center-West,8244436.2,2978653.18,2978653.18,7436.75,0,0,,,6872.96,2054239.71,0,,,,,87906.39
200109,2001-09-01,2001,9,ES,Espirito Santo,Southeast,17917493.88,22262938.49,1894618.78,6714688.59,0,0,,,37527.65,8111652.86,2703884.64,,,,,42165.3
200109,2001-09-01,2001,9,GO,Goias,Center-West,33960817.84,46465652.08,4795407.23,815483.43,0,0,,,303997.08,2539519.75,846507.82,,,,,84253.02
200109,2001-09-01,2001,9,MA,Maranhao,Northeast,86221369.39,50470713.98,6244019.84,1971664.56,0,0,,,40348.59,3194187.35,1064730.1,,,,,28959.61
200109,2001-09-01,2001,9,MG,Minas Gerais,Southeast,53208984.21,162821357.52,5566663.3,19823700.24,414.9,968.1,,,297243.9,24552204.41,8184072.16,,,,,239921.42
200109,2001-09-01,2001,9,MS,Mato Grosso do Sul,Center-West,15910734.58,18986874.13,2397703.65,499136.17,0,0,,,177871.28,2349120.46,783040.51,,,,,36824.86
200109,2001-09-01,2001,9,MT,Mato Grosso,Center-West,27567856.05,24159422.26,2797320.91,893100.45,4701.31,10969.7,,,404365.09,3692817.74,1230939.87,,,,,32992.34
200109,2001-09-01,2001,9,PA,Para,North,73007814.93,45350965.68,6993302.18,6717952.68,10202.58,23806.01,,,70723.33,8302661,2767554.49,,,,,43524.99
200109,2001-09-01,2001,9,PB,Paraiba,Northeast,57203390.84,40294384.73,4995215.87,287037.84,0,0,,,19479.36,547015.06,182339.37,,,,,17801.64
200109,2001-09-01,2001,9,PE,Pernambuco,Northeast,82422860.68,64616272.11,8915852.84,829557.42,0,0,,,28630.1,2826688.38,1002795.81,,,,,48773.5
200109,2001-09-01,2001,9,PI,Piaui,Northeast,51619105.28,30932621.86,4995215.87,143222.37,0,0,,,39602.84,573937.7,191313.64,,,,,14936.95
200109,2001-09-01,2001,9,PR,Parana,South,34439812.19,84824868.09,3789237.49,12022297.05,984,2296,,,246808.49,19183694.08,6394566.64,,,,,140712.53
200109,2001-09-01,2001,9,RJ,Rio de Janeiro,Southeast,18248370.25,37872251.16,3996172.7,6641855.48,0,0,,,42988.99,11159164.07,3719721.77,,,,,265085.33
200109,2001-09-01,2001,9,RN,Rio Grande do Norte,Northeast,49904998.36,30907476.93,3996172.7,353284.33,0,0,,,6657.95,689029.67,229677.32,,,,,20825.87
200109,2001-09-01,2001,9,RO,Rondonia,North,33632330.48,11258432.13,3196938.17,165427.41,3355.85,7830.31,,,21933.4,474504.64,158168.45,,,,,13075.09
200109,2001-09-01,2001,9,RR,Roraima,North,29631951.35,5914338.8,4995215.87,5704.11,330,770,,,2652.56,72757.77,24252.65,,,,,2660.66
200109,2001-09-01,2001,9,RS,Rio Grande do Sul,South,28128076.35,84697673.99,3007951.42,21745950.2,0,0,,,377872.5,19111202.69,6370977.77,,,,,120387.99
200109,2001-09-01,2001,9,SC,Santa Catarina,South,15287205.77,49173665.13,1798277.75,12616573.79,0,0,,,92573.87,6833045.62,2277683.22,,,,,83804.41
200109,2001-09-01,2001,9,SE,Sergipe,Northeast,49635041.46,18006583.42,3596555.42,92899.29,0,0,,,9015.45,476597.57,158817.47,,,,,19112.39
200109,2001-09-01,2001,9,SP,Sao Paulo,Southeast,11944995.91,165871528.17,2997129.55,25957128.24,0,0,,,381857.69,59252289.5,19812173.53,,,,,788859.79
200109,2001-09-01,2001,9,TO,Tocantins,North,51841282.21,18987266.76,4995215.8,21678.13,0,0,,,65700.27,149796.51,49932.87,,,,,10059.09
200110,2001-10-01,2001,10,AC,Acre,North,39052794.72,6533710.13,3819067.07,3755.18,0,0,,,55971.89,173218.27,57739.49,,,,,3547.05
200110,2001-10-01,2001,10,AL,Alagoas,Northeast,47490070.57,28287123.44,5967292.32,51706.66,0,0,,,211754.5,1598653.87,532885.12,,,,,18562.58
200110,2001-10-01,2001,10,AM,Amazonas,North,31854112.39,16194433.25,3341683.7,3067410.63,807,1883.01,,,125352.51,1917654.01,639218.31,,,,,26272.25
200110,2001-10-01,2001,10,AP,Amapa,North,38950054.28,4492053.53,3055253.7,31477.53,20658.97,48204.21,,,41320.07,773393.66,257797.98,,,,,2933.41
200110,2001-10-01,2001,10,BA,Bahia,Northeast,107263335.24,108125452.98,8592900.91,7024610.72,0,0,,,1931088.54,7071544.18,2357183.35,,,,,156681.22
200110,2001-10-01,2001,10,CE,Ceara,Northeast,83755173.84,60967800.39,10966574.72,1455248.75,0,0,,,324842.02,3099073.33,1033025.31,,,,,41414.73
200110,2001-10-01,2001,10,DF,Distrito Federal,Center-West,7879052.62,2846642.83,2846642.83,7549.89,0,0,,,49070.83,2054239.71,0,,,,,96724.49
200110,2001-10-01,2001,10,ES,Espirito Santo,Southeast,17123411.91,21276271.49,1810651.55,6816843.41,0,0,,,585017.65,8111652.86,2703884.64,,,,,48377.44
200110,2001-10-01,2001,10,GO,Goias,Center-West,32455714.94,44406352.82,4582880.5,827889.9,0,0,,,3628793.42,2539519.75,846507.82,,,,,94505.19
200110,2001-10-01,2001,10,MA,Maranhao,Northeast,82400141.16,48233912.72,5967292.32,2001660.73,0,0,,,530979.21,3194187.35,1064730.1,,,,,31627.4
200110,2001-10-01,2001,10,MG,Minas Gerais,Southeast,50850825.54,155605312.7,5319955.44,20125290.79,0,0,,,6330553.08,24552204.41,8184072.16,,,,,267273.86
200110,2001-10-01,2001,10,MS,Mato Grosso do Sul,Center-West,15205589.79,18145398.37,2291440.29,506729.83,0,0,,,4001601.85,2349120.46,783040.51,,,,,41082.13
200110,2001-10-01,2001,10,MT,Mato Grosso,Center-West,26346081.55,23088706.47,2673346.99,906687.76,12482.74,29126.4,,,3434626.65,3692817.74,1230939.87,,,,,37406.42
200110,2001-10-01,2001,10,PA,Para,North,69772195.67,43341064.58,6683367.37,6820157.19,18718.02,43675.36,,,678345.61,8302661,2767554.49,,,,,49102.81
200110,2001-10-01,2001,10,PB,Paraiba,Northeast,54668204.84,38508584.32,4773833.86,291404.73,0,0,,,189873.33,547015.06,182339.37,,,,,20317.17
200110,2001-10-01,2001,10,PE,Pernambuco,Northeast,78769977.85,61752556.36,8520712.88,842177.98,0,0,,,321153.13,2826688.38,1002795.81,,,,,53113.64
200110,2001-10-01,2001,10,PI,Piaui,Northeast,49331408.12,29561724.67,4773833.86,145401.33,0,0,,,457696.96,573937.7,191313.64,,,,,16331.67
200110,2001-10-01,2001,10,PR,Parana,South,32913480.8,81065534.35,3621303.01,12205199.89,1572,3668,,,5705304.59,19183694.08,6394566.64,,,,,157527.36
200110,2001-10-01,2001,10,RJ,Rio de Janeiro,Southeast,17439624.26,36193798.36,3819067.07,6742902.25,377.55,880.95,,,745734.52,11159164.07,3719721.77,,,,,284331.63
200110,2001-10-01,2001,10,RN,Rio Grande do Norte,Northeast,47693268.38,29537696.45,3819067.07,358659.07,0,0,,,146721.58,689029.67,229677.32,,,,,23183.73
200110,2001-10-01,2001,10,RO,Rondonia,North,32141785.7,10759472.11,3055253.7,167944.16,15900.91,37102.14,,,284630.24,474504.64,158168.45,,,,,14507.46
200110,2001-10-01,2001,10,RR,Roraima,North,28318698.62,5652222.49,4773833.86,5790.88,1720.38,4014.22,,,45710.38,72757.77,24252.65,,,,,3150.52
200110,2001-10-01,2001,10,RS,Rio Grande do Sul,South,26881473.58,80943974.92,2874642.63,22076785.12,0,0,,,5313489.6,19111202.69,6370977.77,,,,,132012.88
200110,2001-10-01,2001,10,SC,Santa Catarina,South,14609695.06,46994346.43,1718580.23,12808517.77,0,0,,,1319464.92,6833045.62,2277683.22,,,,,94821.35
200110,2001-10-01,2001,10,SE,Sergipe,Northeast,47435275.66,17208553.83,3437160.41,94312.64,0,0,,,151289.55,476597.57,158817.47,,,,,21837.2
200110,2001-10-01,2001,10,SP,Sao Paulo,Southeast,11415607.97,157479983.89,2864300.32,26352030.53,173.19,404.13,,,11157570.28,59252289.5,19555879.35,,,,,862460.37
200110,2001-10-01,2001,10,TO,Tocantins,North,49543738.43,18145774.77,4773833.81,22007.94,0,0,,,608315.45,149796.51,49932.87,,,,,11430.97
200111,2001-11-01,2001,11,AC,Acre,North,40589424.26,6790795.24,3969337.8,3704.79,0,0,,,1900.06,173218.27,57739.49,,,,,3354.77
200111,2001-11-01,2001,11,AL,Alagoas,Northeast,49358685.73,29400150.95,6202090.3,51012.58,0,0,,,2289.01,1598653.87,532885.12,,,,,16210.74
200111,2001-11-01,2001,11,AM,Amazonas,North,33107491.81,16831643.44,3473170.59,3026235.24,0,0,,,1626.26,1917654.01,639218.31,,,,,24230.68
200111,2001-11-01,2001,11,AP,Amapa,North,40482641.22,4668804.54,3175470.25,31054.98,0,0,,,71.45,773393.66,257797.98,,,,,2720.2
200111,2001-11-01,2001,11,BA,Bahia,Northeast,111483878.42,112379917.13,8931010,6930315.85,0,0,,,76052.93,7071544.18,2357183.35,,,,,137169.33
200111,2001-11-01,2001,11,CE,Ceara,Northeast,87050729.85,63366729.41,11398081.94,1435714.21,0,0,,,7002.7,3099073.33,1033025.31,,,,,37642.89
200111,2001-11-01,2001,11,DF,Distrito Federal,Center-West,8189073.56,2958651.1,2958651.1,7448.54,0,0,,,1126.04,2054239.71,0,,,,,89745.84
200111,2001-11-01,2001,11,ES,Espirito Santo,Southeast,17797175.22,22113439.52,1881896.14,6725337.51,0,0,,,1646.86,8111652.86,2703884.64,,,,,46491.55
200111,2001-11-01,2001,11,GO,Goias,Center-West,33732765.91,46153629.48,4763205.36,816776.72,0,0,,,69987.61,2539519.75,846507.82,,,,,86438.18
200111,2001-11-01,2001,11,MA,Maranhao,Northeast,85642380.04,50131795.13,6202090.3,1974791.43,0,0,,,10467.23,3194187.35,1064730.1,,,,,28399.19
200111,2001-11-01,2001,11,MG,Minas Gerais,Southeast,52851677.98,161728001.21,5529282.34,19855138.87,0,0,,,47135.45,24552204.41,8184072.16,,,,,247420.14
200111,2001-11-01,2001,11,MS,Mato Grosso do Sul,Center-West,15803891.69,18859374.43,2381602.7,499927.75,0,0,,,63524.35,2349120.46,783040.51,,,,,37696.87
200111,2001-11-01,2001,11,MT,Mato Grosso,Center-West,27382733.78,23997187.88,2778536.48,894516.83,0,0,,,147758.63,3692817.74,1230939.87,,,,,33870.02
