competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance,source_series
200912,2009-12-01,2009,12,33,RJ,Rio de Janeiro,Southeast,-249,old_caged_adjusted
200912,2009-12-01,2009,12,35,SP,Sao Paulo,Southeast,-10477,old_caged_adjusted
200912,2009-12-01,2009,12,41,PR,Parana,South,-1421,old_caged_adjusted
200912,2009-12-01,2009,12,42,SC,Santa Catarina,South,-1282,old_caged_adjusted
200912,2009-12-01,2009,12,43,RS,Rio Grande do Sul,South,605,old_caged_adjusted
200912,2009-12-01,2009,12,50,MS,Mato Grosso do Sul,Center-West,-340,old_caged_adjusted
200912,2009-12-01,2009,12,51,MT,Mato Grosso,Center-West,-261,old_caged_adjusted
200912,2009-12-01,2009,12,52,GO,Goias,Center-West,-19,old_caged_adjusted
200912,2009-12-01,2009,12,53,DF,Distrito Federal,Center-West,-568,old_caged_adjusted
201001,2010-01-01,2010,1,11,RO,Rondonia,North,447,old_caged_adjusted
201001,2010-01-01,2010,1,12,AC,Acre,North,289,old_caged_adjusted
201001,2010-01-01,2010,1,13,AM,Amazonas,North,1437,old_caged_adjusted
201001,2010-01-01,2010,1,14,RR,Roraima,North,246,old_caged_adjusted
201001,2010-01-01,2010,1,15,PA,Para,North,2288,old_caged_adjusted
201001,2010-01-01,2010,1,16,AP,Amapa,North,-26,old_caged_adjusted
201001,2010-01-01,2010,1,17,TO,Tocantins,North,984,old_caged_adjusted
201001,2010-01-01,2010,1,21,MA,Maranhao,Northeast,2439,old_caged_adjusted
201001,2010-01-01,2010,1,22,PI,Piaui,Northeast,928,old_caged_adjusted
201001,2010-01-01,2010,1,23,CE,Ceara,Northeast,991,old_caged_adjusted
201001,2010-01-01,2010,1,24,RN,Rio Grande do Norte,Northeast,896,old_caged_adjusted
201001,2010-01-01,2010,1,25,PB,Paraiba,Northeast,753,old_caged_adjusted
201001,2010-01-01,2010,1,26,PE,Pernambuco,Northeast,2246,old_caged_adjusted
201001,2010-01-01,2010,1,27,AL,Alagoas,Northeast,249,old_caged_adjusted
201001,2010-01-01,2010,1,28,SE,Sergipe,Northeast,2031,old_caged_adjusted
201001,2010-01-01,2010,1,29,BA,Bahia,Northeast,6959,old_caged_adjusted
201001,2010-01-01,2010,1,31,MG,Minas Gerais,Southeast,4816,old_caged_adjusted
201001,2010-01-01,2010,1,32,ES,Espirito Santo,Southeast,260,old_caged_adjusted
201001,2010-01-01,2010,1,33,RJ,Rio de Janeiro,Southeast,-585,old_caged_adjusted
201001,2010-01-01,2010,1,35,SP,Sao Paulo,Southeast,10401,old_caged_adjusted
201001,2010-01-01,2010,1,41,PR,Parana,South,2759,old_caged_adjusted
201001,2010-01-01,2010,1,42,SC,Santa Catarina,South,3206,old_caged_adjusted
201001,2010-01-01,2010,1,43,RS,Rio Grande do Sul,South,3190,old_caged_adjusted
201001,2010-01-01,2010,1,50,MS,Mato Grosso do Sul,Center-West,1297,old_caged_adjusted
201001,2010-01-01,2010,1,51,MT,Mato Grosso,Center-West,2426,old_caged_adjusted
201001,2010-01-01,2010,1,52,GO,Goias,Center-West,3643,old_caged_adjusted
201001,2010-01-01,2010,1,53,DF,Distrito Federal,Center-West,2290,old_caged_adjusted
201002,2010-02-01,2010,2,11,RO,Rondonia,North,582,old_caged_adjusted
201002,2010-02-01,2010,2,12,AC,Acre,North,339,old_caged_adjusted
201002,2010-02-01,2010,2,13,AM,Amazonas,North,824,old_caged_adjusted
201002,2010-02-01,2010,2,14,RR,Roraima,North,165,old_caged_adjusted
201002,2010-02-01,2010,2,15,PA,Para,North,2060,old_caged_adjusted
201002,2010-02-01,2010,2,16,AP,Amapa,North,101,old_caged_adjusted
201002,2010-02-01,2010,2,17,TO,Tocantins,North,926,old_caged_adjusted
201002,2010-02-01,2010,2,21,MA,Maranhao,Northeast,1782,old_caged_adjusted
201002,2010-02-01,2010,2,22,PI,Piaui,Northeast,675,old_caged_adjusted
201002,2010-02-01,2010,2,23,CE,Ceara,Northeast,2668,old_caged_adjusted
201002,2010-02-01,2010,2,24,RN,Rio Grande do Norte,Northeast,-11,old_caged_adjusted
201002,2010-02-01,2010,2,25,PB,Paraiba,Northeast,517,old_caged_adjusted
201002,2010-02-01,2010,2,26,PE,Pernambuco,Northeast,1874,old_caged_adjusted
201002,2010-02-01,2010,2,27,AL,Alagoas,Northeast,464,old_caged_adjusted
201002,2010-02-01,2010,2,28,SE,Sergipe,Northeast,496,old_caged_adjusted
201002,2010-02-01,2010,2,29,BA,Bahia,Northeast,2602,old_caged_adjusted
201002,2010-02-01,2010,2,31,MG,Minas Gerais,Southeast,3885,old_caged_adjusted
201002,2010-02-01,2010,2,32,ES,Espirito Santo,Southeast,930,old_caged_adjusted
201002,2010-02-01,2010,2,33,RJ,Rio de Janeiro,Southeast,2743,old_caged_adjusted
201002,2010-02-01,2010,2,35,SP,Sao Paulo,Southeast,11370,old_caged_adjusted
201002,2010-02-01,2010,2,41,PR,Parana,South,1557,old_caged_adjusted
201002,2010-02-01,2010,2,42,SC,Santa Catarina,South,1431,old_caged_adjusted
201002,2010-02-01,2010,2,43,RS,Rio Grande do Sul,South,1408,old_caged_adjusted
201002,2010-02-01,2010,2,50,MS,Mato Grosso do Sul,Center-West,1000,old_caged_adjusted
201002,2010-02-01,2010,2,51,MT,Mato Grosso,Center-West,1648,old_caged_adjusted
201002,2010-02-01,2010,2,52,GO,Goias,Center-West,3976,old_caged_adjusted
201002,2010-02-01,2010,2,53,DF,Distrito Federal,Center-West,1088,old_caged_adjusted
201003,2010-03-01,2010,3,11,RO,Rondonia,North,795,old_caged_adjusted
201003,2010-03-01,2010,3,12,AC,Acre,North,625,old_caged_adjusted
201003,2010-03-01,2010,3,13,AM,Amazonas,North,1395,old_caged_adjusted
201003,2010-03-01,2010,3,14,RR,Roraima,North,207,old_caged_adjusted
201003,2010-03-01,2010,3,15,PA,Para,North,1330,old_caged_adjusted
201003,2010-03-01,2010,3,16,AP,Amapa,North,66,old_caged_adjusted
201003,2010-03-01,2010,3,17,TO,Tocantins,North,622,old_caged_adjusted
201003,2010-03-01,2010,3,21,MA,Maranhao,Northeast,1961,old_caged_adjusted
201003,2010-03-01,2010,3,22,PI,Piaui,Northeast,902,old_caged_adjusted
201003,2010-03-01,2010,3,23,CE,Ceara,Northeast,1206,old_caged_adjusted
201003,2010-03-01,2010,3,24,RN,Rio Grande do Norte,Northeast,106,old_caged_adjusted
201003,2010-03-01,2010,3,25,PB,Paraiba,Northeast,695,old_caged_adjusted
201003,2010-03-01,2010,3,26,PE,Pernambuco,Northeast,2432,old_caged_adjusted
201003,2010-03-01,2010,3,27,AL,Alagoas,Northeast,363,old_caged_adjusted
201003,2010-03-01,2010,3,28,SE,Sergipe,Northeast,-301,old_caged_adjusted
201003,2010-03-01,2010,3,29,BA,Bahia,Northeast,4001,old_caged_adjusted
201003,2010-03-01,2010,3,31,MG,Minas Gerais,Southeast,4004,old_caged_adjusted
201003,2010-03-01,2010,3,32,ES,Espirito Santo,Southeast,107,old_caged_adjusted
201003,2010-03-01,2010,3,33,RJ,Rio de Janeiro,Southeast,5530,old_caged_adjusted
201003,2010-03-01,2010,3,35,SP,Sao Paulo,Southeast,14520,old_caged_adjusted
201003,2010-03-01,2010,3,41,PR,Parana,South,1896,old_caged_adjusted
201003,2010-03-01,2010,3,42,SC,Santa Catarina,South,1172,old_caged_adjusted
201003,2010-03-01,2010,3,43,RS,Rio Grande do Sul,South,2684,old_caged_adjusted
201003,2010-03-01,2010,3,50,MS,Mato Grosso do Sul,Center-West,1071,old_caged_adjusted
201003,2010-03-01,2010,3,51,MT,Mato Grosso,Center-West,1329,old_caged_adjusted
201003,2010-03-01,2010,3,52,GO,Goias,Center-West,3761,old_caged_adjusted
201003,2010-03-01,2010,3,53,DF,Distrito Federal,Center-West,1489,old_caged_adjusted
201004,2010-04-01,2010,4,11,RO,Rondonia,North,570,old_caged_adjusted
201004,2010-04-01,2010,4,12,AC,Acre,North,905,old_caged_adjusted
201004,2010-04-01,2010,4,13,AM,Amazonas,North,969,old_caged_adjusted
201004,2010-04-01,2010,4,14,RR,Roraima,North,209,old_caged_adjusted
201004,2010-04-01,2010,4,15,PA,Para,North,1628,old_caged_adjusted
201004,2010-04-01,2010,4,16,AP,Amapa,North,193,old_caged_adjusted
201004,2010-04-01,2010,4,17,TO,Tocantins,North,598,old_caged_adjusted
201004,2010-04-01,2010,4,21,MA,Maranhao,Northeast,1760,old_caged_adjusted
201004,2010-04-01,2010,4,22,PI,Piaui,Northeast,518,old_caged_adjusted
201004,2010-04-01,2010,4,23,CE,Ceara,Northeast,1357,old_caged_adjusted
201004,2010-04-01,2010,4,24,RN,Rio Grande do Norte,Northeast,577,old_caged_adjusted
201004,2010-04-01,2010,4,25,PB,Paraiba,Northeast,490,old_caged_adjusted
201004,2010-04-01,2010,4,26,PE,Pernambuco,Northeast,46,old_caged_adjusted
201004,2010-04-01,2010,4,27,AL,Alagoas,Northeast,687,old_caged_adjusted
201004,2010-04-01,2010,4,28,SE,Sergipe,Northeast,635,old_caged_adjusted
201004,2010-04-01,2010,4,29,BA,Bahia,Northeast,3693,old_caged_adjusted
201004,2010-04-01,2010,4,31,MG,Minas Gerais,Southeast,4755,old_caged_adjusted
201004,2010-04-01,2010,4,32,ES,Espirito Santo,Southeast,799,old_caged_adjusted
201004,2010-04-01,2010,4,33,RJ,Rio de Janeiro,Southeast,3678,old_caged_adjusted
201004,2010-04-01,2010,4,35,SP,Sao Paulo,Southeast,8394,old_caged_adjusted
201004,2010-04-01,2010,4,41,PR,Parana,South,1383,old_caged_adjusted
201004,2010-04-01,2010,4,42,SC,Santa Catarina,South,742,old_caged_adjusted
201004,2010-04-01,2010,4,43,RS,Rio Grande do Sul,South,1413,old_caged_adjusted
201004,2010-04-01,2010,4,50,MS,Mato Grosso do Sul,Center-West,1145,old_caged_adjusted
201004,2010-04-01,2010,4,51,MT,Mato Grosso,Center-West,1254,old_caged_adjusted
201004,2010-04-01,2010,4,52,GO,Goias,Center-West,2555,old_caged_adjusted
201004,2010-04-01,2010,4,53,DF,Distrito Federal,Center-West,2012,old_caged_adjusted
201005,2010-05-01,2010,5,11,RO,Rondonia,North,864,old_caged_adjusted
201005,2010-05-01,2010,5,12,AC,Acre,North,524,old_caged_adjusted
201005,2010-05-01,2010,5,13,AM,Amazonas,North,1165,old_caged_adjusted
201005,2010-05-01,2010,5,14,RR,Roraima,North,53,old_caged_adjusted
201005,2010-05-01,2010,5,15,PA,Para,North,1830,old_caged_adjusted
201005,2010-05-01,2010,5,16,AP,Amapa,North,221,old_caged_adjusted
201005,2010-05-01,2010,5,17,TO,Tocantins,North,614,old_caged_adjusted
201005,2010-05-01,2010,5,21,MA,Maranhao,Northeast,1829,old_caged_adjusted
201005,2010-05-01,2010,5,22,PI,Piaui,Northeast,1253,old_caged_adjusted
201005,2010-05-01,2010,5,23,CE,Ceara,Northeast,702,old_caged_adjusted
201005,2010-05-01,2010,5,24,RN,Rio Grande do Norte,Northeast,543,old_caged_adjusted
201005,2010-05-01,2010,5,25,PB,Paraiba,Northeast,690,old_caged_adjusted
201005,2010-05-01,2010,5,26,PE,Pernambuco,Northeast,2558,old_caged_adjusted
201005,2010-05-01,2010,5,27,AL,Alagoas,Northeast,1029,old_caged_adjusted
201005,2010-05-01,2010,5,28,SE,Sergipe,Northeast,190,old_caged_adjusted
201005,2010-05-01,2010,5,29,BA,Bahia,Northeast,3180,old_caged_adjusted
201005,2010-05-01,2010,5,31,MG,Minas Gerais,Southeast,6943,old_caged_adjusted
201005,2010-05-01,2010,5,32,ES,Espirito Santo,Southeast,344,old_caged_adjusted
201005,2010-05-01,2010,5,33,RJ,Rio de Janeiro,Southeast,2974,old_caged_adjusted
201005,2010-05-01,2010,5,35,SP,Sao Paulo,Southeast,11417,old_caged_adjusted
201005,2010-05-01,2010,5,41,PR,Parana,South,1078,old_caged_adjusted
201005,2010-05-01,2010,5,42,SC,Santa Catarina,South,1007,old_caged_adjusted
201005,2010-05-01,2010,5,43,RS,Rio Grande do Sul,South,2297,old_caged_adjusted
201005,2010-05-01,2010,5,50,MS,Mato Grosso do Sul,Center-West,864,old_caged_adjusted
201005,2010-05-01,2010,5,51,MT,Mato Grosso,Center-West,1795,old_caged_adjusted
201005,2010-05-01,2010,5,52,GO,Goias,Center-West,2496,old_caged_adjusted
201005,2010-05-01,2010,5,53,DF,Distrito Federal,Center-West,797,old_caged_adjusted
201006,2010-06-01,2010,6,11,RO,Rondonia,North,510,old_caged_adjusted
201006,2010-06-01,2010,6,12,AC,Acre,North,332,old_caged_adjusted
201006,2010-06-01,2010,6,13,AM,Amazonas,North,2128,old_caged_adjusted
201006,2010-06-01,2010,6,14,RR,Roraima,North,63,old_caged_adjusted
201006,2010-06-01,2010,6,15,PA,Para,North,2181,old_caged_adjusted
201006,2010-06-01,2010,6,16,AP,Amapa,North,193,old_caged_adjusted
201006,2010-06-01,2010,6,17,TO,Tocantins,North,709,old_caged_adjusted
201006,2010-06-01,2010,6,21,MA,Maranhao,Northeast,1925,old_caged_adjusted
201006,2010-06-01,2010,6,22,PI,Piaui,Northeast,560,old_caged_adjusted
201006,2010-06-01,2010,6,23,CE,Ceara,Northeast,509,old_caged_adjusted
201006,2010-06-01,2010,6,24,RN,Rio Grande do Norte,Northeast,587,old_caged_adjusted
201006,2010-06-01,2010,6,25,PB,Paraiba,Northeast,461,old_caged_adjusted
201006,2010-06-01,2010,6,26,PE,Pernambuco,Northeast,1906,old_caged_adjusted
201006,2010-06-01,2010,6,27,AL,Alagoas,Northeast,352,old_caged_adjusted
201006,2010-06-01,2010,6,28,SE,Sergipe,Northeast,401,old_caged_adjusted
201006,2010-06-01,2010,6,29,BA,Bahia,Northeast,3246,old_caged_adjusted
201006,2010-06-01,2010,6,31,MG,Minas Gerais,Southeast,5065,old_caged_adjusted
201006,2010-06-01,2010,6,32,ES,Espirito Santo,Southeast,201,old_caged_adjusted
201006,2010-06-01,2010,6,33,RJ,Rio de Janeiro,Southeast,3347,old_caged_adjusted
201006,2010-06-01,2010,6,35,SP,Sao Paulo,Southeast,9853,old_caged_adjusted
201006,2010-06-01,2010,6,41,PR,Parana,South,-694,old_caged_adjusted
201006,2010-06-01,2010,6,42,SC,Santa Catarina,South,994,old_caged_adjusted
201006,2010-06-01,2010,6,43,RS,Rio Grande do Sul,South,1605,old_caged_adjusted
201006,2010-06-01,2010,6,50,MS,Mato Grosso do Sul,Center-West,807,old_caged_adjusted
201006,2010-06-01,2010,6,51,MT,Mato Grosso,Center-West,1355,old_caged_adjusted
201006,2010-06-01,2010,6,52,GO,Goias,Center-West,1835,old_caged_adjusted
201006,2010-06-01,2010,6,53,DF,Distrito Federal,Center-West,800,old_caged_adjusted
201007,2010-07-01,2010,7,11,RO,Rondonia,North,160,old_caged_adjusted
201007,2010-07-01,2010,7,12,AC,Acre,North,306,old_caged_adjusted
201007,2010-07-01,2010,7,13,AM,Amazonas,North,1038,old_caged_adjusted
201007,2010-07-01,2010,7,14,RR,Roraima,North,167,old_caged_adjusted
201007,2010-07-01,2010,7,15,PA,Para,North,1912,old_caged_adjusted
201007,2010-07-01,2010,7,16,AP,Amapa,North,240,old_caged_adjusted
201007,2010-07-01,2010,7,17,TO,Tocantins,North,378,old_caged_adjusted
201007,2010-07-01,2010,7,21,MA,Maranhao,Northeast,996,old_caged_adjusted
201007,2010-07-01,2010,7,22,PI,Piaui,Northeast,580,old_caged_adjusted
201007,2010-07-01,2010,7,23,CE,Ceara,Northeast,422,old_caged_adjusted
201007,2010-07-01,2010,7,24,RN,Rio Grande do Norte,Northeast,658,old_caged_adjusted
201007,2010-07-01,2010,7,25,PB,Paraiba,Northeast,736,old_caged_adjusted
201007,2010-07-01,2010,7,26,PE,Pernambuco,Northeast,2399,old_caged_adjusted
201007,2010-07-01,2010,7,27,AL,Alagoas,Northeast,1179,old_caged_adjusted
201007,2010-07-01,2010,7,28,SE,Sergipe,Northeast,322,old_caged_adjusted
201007,2010-07-01,2010,7,29,BA,Bahia,Northeast,2915,old_caged_adjusted
201007,2010-07-01,2010,7,31,MG,Minas Gerais,Southeast,2492,old_caged_adjusted
201007,2010-07-01,2010,7,32,ES,Espirito Santo,Southeast,671,old_caged_adjusted
201007,2010-07-01,2010,7,33,RJ,Rio de Janeiro,Southeast,2691,old_caged_adjusted
201007,2010-07-01,2010,7,35,SP,Sao Paulo,Southeast,7348,old_caged_adjusted
201007,2010-07-01,2010,7,41,PR,Parana,South,586,old_caged_adjusted
201007,2010-07-01,2010,7,42,SC,Santa Catarina,South,198,old_caged_adjusted
201007,2010-07-01,2010,7,43,RS,Rio Grande do Sul,South,1488,old_caged_adjusted
201007,2010-07-01,2010,7,50,MS,Mato Grosso do Sul,Center-West,709,old_caged_adjusted
201007,2010-07-01,2010,7,51,MT,Mato Grosso,Center-West,1341,old_caged_adjusted
201007,2010-07-01,2010,7,52,GO,Goias,Center-West,1720,old_caged_adjusted
201007,2010-07-01,2010,7,53,DF,Distrito Federal,Center-West,1014,old_caged_adjusted
201008,2010-08-01,2010,8,11,RO,Rondonia,North,427,old_caged_adjusted
201008,2010-08-01,2010,8,12,AC,Acre,North,396,old_caged_adjusted
201008,2010-08-01,2010,8,13,AM,Amazonas,North,1217,old_caged_adjusted
201008,2010-08-01,2010,8,14,RR,Roraima,North,294,old_caged_adjusted
201008,2010-08-01,2010,8,15,PA,Para,North,2233,old_caged_adjusted
201008,2010-08-01,2010,8,16,AP,Amapa,North,451,old_caged_adjusted
201008,2010-08-01,2010,8,17,TO,Tocantins,North,922,old_caged_adjusted
201008,2010-08-01,2010,8,21,MA,Maranhao,Northeast,1449,old_caged_adjusted
201008,2010-08-01,2010,8,22,PI,Piaui,Northeast,518,old_caged_adjusted
201008,2010-08-01,2010,8,23,CE,Ceara,Northeast,1069,old_caged_adjusted
201008,2010-08-01,2010,8,24,RN,Rio Grande do Norte,Northeast,549,old_caged_adjusted
201008,2010-08-01,2010,8,25,PB,Paraiba,Northeast,718,old_caged_adjusted
201008,2010-08-01,2010,8,26,PE,Pernambuco,Northeast,2826,old_caged_adjusted
201008,2010-08-01,2010,8,27,AL,Alagoas,Northeast,1316,old_caged_adjusted
201008,2010-08-01,2010,8,28,SE,Sergipe,Northeast,473,old_caged_adjusted
201008,2010-08-01,2010,8,29,BA,Bahia,Northeast,4296,old_caged_adjusted
201008,2010-08-01,2010,8,31,MG,Minas Gerais,Southeast,2704,old_caged_adjusted
201008,2010-08-01,2010,8,32,ES,Espirito Santo,Southeast,497,old_caged_adjusted
201008,2010-08-01,2010,8,33,RJ,Rio de Janeiro,Southeast,2691,old_caged_adjusted
201008,2010-08-01,2010,8,35,SP,Sao Paulo,Southeast,17346,old_caged_adjusted
201008,2010-08-01,2010,8,41,PR,Parana,South,1756,old_caged_adjusted
201008,2010-08-01,2010,8,42,SC,Santa Catarina,South,1261,old_caged_adjusted
201008,2010-08-01,2010,8,43,RS,Rio Grande do Sul,South,1609,old_caged_adjusted
201008,2010-08-01,2010,8,50,MS,Mato Grosso do Sul,Center-West,585,old_caged_adjusted
201008,2010-08-01,2010,8,51,MT,Mato Grosso,Center-West,1262,old_caged_adjusted
201008,2010-08-01,2010,8,52,GO,Goias,Center-West,1776,old_caged_adjusted
201008,2010-08-01,2010,8,53,DF,Distrito Federal,Center-West,732,old_caged_adjusted
201009,2010-09-01,2010,9,11,RO,Rondonia,North,189,old_caged_adjusted
201009,2010-09-01,2010,9,12,AC,Acre,North,269,old_caged_adjusted
201009,2010-09-01,2010,9,13,AM,Amazonas,North,1028,old_caged_adjusted
201009,2010-09-01,2010,9,14,RR,Roraima,North,144,old_caged_adjusted
201009,2010-09-01,2010,9,15,PA,Para,North,2050,old_caged_adjusted
201009,2010-09-01,2010,9,16,AP,Amapa,North,146,old_caged_adjusted
201009,2010-09-01,2010,9,17,TO,Tocantins,North,433,old_caged_adjusted
201009,2010-09-01,2010,9,21,MA,Maranhao,Northeast,689,old_caged_adjusted
201009,2010-09-01,2010,9,22,PI,Piaui,Northeast,409,old_caged_adjusted
201009,2010-09-01,2010,9,23,CE,Ceara,Northeast,1256,old_caged_adjusted
201009,2010-09-01,2010,9,24,RN,Rio Grande do Norte,Northeast,577,old_caged_adjusted
201009,2010-09-01,2010,9,25,PB,Paraiba,Northeast,590,old_caged_adjusted
201009,2010-09-01,2010,9,26,PE,Pernambuco,Northeast,1481,old_caged_adjusted
201009,2010-09-01,2010,9,27,AL,Alagoas,Northeast,1562,old_caged_adjusted
201009,2010-09-01,2010,9,28,SE,Sergipe,Northeast,206,old_caged_adjusted
201009,2010-09-01,2010,9,29,BA,Bahia,Northeast,1645,old_caged_adjusted
201009,2010-09-01,2010,9,31,MG,Minas Gerais,Southeast,1550,old_caged_adjusted
201009,2010-09-01,2010,9,32,ES,Espirito Santo,Southeast,267,old_caged_adjusted
201009,2010-09-01,2010,9,33,RJ,Rio de Janeiro,Southeast,1602,old_caged_adjusted
201009,2010-09-01,2010,9,35,SP,Sao Paulo,Southeast,4382,old_caged_adjusted
201009,2010-09-01,2010,9,41,PR,Parana,South,627,old_caged_adjusted
201009,2010-09-01,2010,9,42,SC,Santa Catarina,South,530,old_caged_adjusted
201009,2010-09-01,2010,9,43,RS,Rio Grande do Sul,South,463,old_caged_adjusted
201009,2010-09-01,2010,9,50,MS,Mato Grosso do Sul,Center-West,464,old_caged_adjusted
201009,2010-09-01,2010,9,51,MT,Mato Grosso,Center-West,687,old_caged_adjusted
201009,2010-09-01,2010,9,52,GO,Goias,Center-West,877,old_caged_adjusted
201009,2010-09-01,2010,9,53,DF,Distrito Federal,Center-West,1461,old_caged_adjusted
201010,2010-10-01,2010,10,11,RO,Rondonia,North,383,old_caged_adjusted
201010,2010-10-01,2010,10,12,AC,Acre,North,452,old_caged_adjusted
201010,2010-10-01,2010,10,13,AM,Amazonas,North,623,old_caged_adjusted
201010,2010-10-01,2010,10,14,RR,Roraima,North,476,old_caged_adjusted
201010,2010-10-01,2010,10,15,PA,Para,North,2284,old_caged_adjusted
201010,2010-10-01,2010,10,16,AP,Amapa,North,963,old_caged_adjusted
201010,2010-10-01,2010,10,17,TO,Tocantins,North,432,old_caged_adjusted
201010,2010-10-01,2010,10,21,MA,Maranhao,Northeast,-402,old_caged_adjusted
201010,2010-10-01,2010,10,22,PI,Piaui,Northeast,462,old_caged_adjusted
201010,2010-10-01,2010,10,23,CE,Ceara,Northeast,1037,old_caged_adjusted
201010,2010-10-01,2010,10,24,RN,Rio Grande do Norte,Northeast,790,old_caged_adjusted
201010,2010-10-01,2010,10,25,PB,Paraiba,Northeast,679,old_caged_adjusted
201010,2010-10-01,2010,10,26,PE,Pernambuco,Northeast,2274,old_caged_adjusted
201010,2010-10-01,2010,10,27,AL,Alagoas,Northeast,1200,old_caged_adjusted
201010,2010-10-01,2010,10,28,SE,Sergipe,Northeast,498,old_caged_adjusted
201010,2010-10-01,2010,10,29,BA,Bahia,Northeast,3214,old_caged_adjusted
201010,2010-10-01,2010,10,31,MG,Minas Gerais,Southeast,2551,old_caged_adjusted
201010,2010-10-01,2010,10,32,ES,Espirito Santo,Southeast,930,old_caged_adjusted
201010,2010-10-01,2010,10,33,RJ,Rio de Janeiro,Southeast,3818,old_caged_adjusted
201010,2010-10-01,2010,10,35,SP,Sao Paulo,Southeast,6670,old_caged_adjusted
201010,2010-10-01,2010,10,41,PR,Parana,South,1582,old_caged_adjusted
201010,2010-10-01,2010,10,42,SC,Santa Catarina,South,1007,old_caged_adjusted
201010,2010-10-01,2010,10,43,RS,Rio Grande do Sul,South,1272,old_caged_adjusted
201010,2010-10-01,2010,10,50,MS,Mato Grosso do Sul,Center-West,525,old_caged_adjusted
201010,2010-10-01,2010,10,51,MT,Mato Grosso,Center-West,941,old_caged_adjusted
201010,2010-10-01,2010,10,52,GO,Goias,Center-West,1324,old_caged_adjusted
201010,2010-10-01,2010,10,53,DF,Distrito Federal,Center-West,1147,old_caged_adjusted
201011,2010-11-01,2010,11,11,RO,Rondonia,North,179,old_caged_adjusted
201011,2010-11-01,2010,11,12,AC,Acre,North,84,old_caged_adjusted
201011,2010-11-01,2010,11,13,AM,Amazonas,North,1836,old_caged_adjusted
201011,2010-11-01,2010,11,14,RR,Roraima,North,315,old_caged_adjusted
201011,2010-11-01,2010,11,15,PA,Para,North,1853,old_caged_adjusted
201011,2010-11-01,2010,11,16,AP,Amapa,North,332,old_caged_adjusted
201011,2010-11-01,2010,11,17,TO,Tocantins,North,486,old_caged_adjusted
201011,2010-11-01,2010,11,21,MA,Maranhao,Northeast,1413,old_caged_adjusted
201011,2010-11-01,2010,11,22,PI,Piaui,Northeast,485,old_caged_adjusted
201011,2010-11-01,2010,11,23,CE,Ceara,Northeast,970,old_caged_adjusted
201011,2010-11-01,2010,11,24,RN,Rio Grande do Norte,Northeast,456,old_caged_adjusted
201011,2010-11-01,2010,11,25,PB,Paraiba,Northeast,288,old_caged_adjusted
201011,2010-11-01,2010,11,26,PE,Pernambuco,Northeast,2241,old_caged_adjusted
201011,2010-11-01,2010,11,27,AL,Alagoas,Northeast,889,old_caged_adjusted
201011,2010-11-01,2010,11,28,SE,Sergipe,Northeast,282,old_caged_adjusted
201011,2010-11-01,2010,11,29,BA,Bahia,Northeast,3650,old_caged_adjusted
201011,2010-11-01,2010,11,31,MG,Minas Gerais,Southeast,1950,old_caged_adjusted
201011,2010-11-01,2010,11,32,ES,Espirito Santo,Southeast,453,old_caged_adjusted
201011,2010-11-01,2010,11,33,RJ,Rio de Janeiro,Southeast,2947,old_caged_adjusted
201011,2010-11-01,2010,11,35,SP,Sao Paulo,Southeast,-9432,old_caged_adjusted
201011,2010-11-01,2010,11,41,PR,Parana,South,567,old_caged_adjusted
201011,2010-11-01,2010,11,42,SC,Santa Catarina,South,1148,old_caged_adjusted
201011,2010-11-01,2010,11,43,RS,Rio Grande do Sul,South,1273,old_caged_adjusted
201011,2010-11-01,2010,11,50,MS,Mato Grosso do Sul,Center-West,469,old_caged_adjusted
201011,2010-11-01,2010,11,51,MT,Mato Grosso,Center-West,754,old_caged_adjusted
201011,2010-11-01,2010,11,52,GO,Goias,Center-West,1968,old_caged_adjusted
201011,2010-11-01,2010,11,53,DF,Distrito Federal,Center-West,928,old_caged_adjusted
201012,2010-12-01,2010,12,11,RO,Rondonia,North,-111,old_caged_adjusted
201012,2010-12-01,2010,12,12,AC,Acre,North,-128,old_caged_adjusted
201012,2010-12-01,2010,12,13,AM,Amazonas,North,-165,old_caged_adjusted
201012,2010-12-01,2010,12,14,RR,Roraima,North,-30,old_caged_adjusted
201012,2010-12-01,2010,12,15,PA,Para,North,908,old_caged_adjusted
201012,2010-12-01,2010,12,16,AP,Amapa,North,-93,old_caged_adjusted
201012,2010-12-01,2010,12,17,TO,Tocantins,North,139,old_caged_adjusted
201012,2010-12-01,2010,12,21,MA,Maranhao,Northeast,632,old_caged_adjusted
201012,2010-12-01,2010,12,22,PI,Piaui,Northeast,-1335,old_caged_adjusted
201012,2010-12-01,2010,12,23,CE,Ceara,Northeast,29,old_caged_adjusted
201012,2010-12-01,2010,12,24,RN,Rio Grande do Norte,Northeast,307,old_caged_adjusted
201012,2010-12-01,2010,12,25,PB,Paraiba,Northeast,569,old_caged_adjusted
201012,2010-12-01,2010,12,26,PE,Pernambuco,Northeast,168,old_caged_adjusted
201012,2010-12-01,2010,12,27,AL,Alagoas,Northeast,-143,old_caged_adjusted
201012,2010-12-01,2010,12,28,SE,Sergipe,Northeast,160,old_caged_adjusted
201012,2010-12-01,2010,12,29,BA,Bahia,Northeast,-1025,old_caged_adjusted
201012,2010-12-01,2010,12,31,MG,Minas Gerais,Southeast,-1450,old_caged_adjusted
