competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance,source_series
201212,2012-12-01,2012,12,21,MA,Maranhao,Northeast,327,old_caged_adjusted
201212,2012-12-01,2012,12,22,PI,Piaui,Northeast,257,old_caged_adjusted
201212,2012-12-01,2012,12,23,CE,Ceara,Northeast,-926,old_caged_adjusted
201212,2012-12-01,2012,12,24,RN,Rio Grande do Norte,Northeast,140,old_caged_adjusted
201212,2012-12-01,2012,12,25,PB,Paraiba,Northeast,-25,old_caged_adjusted
201212,2012-12-01,2012,12,26,PE,Pernambuco,Northeast,362,old_caged_adjusted
201212,2012-12-01,2012,12,27,AL,Alagoas,Northeast,325,old_caged_adjusted
201212,2012-12-01,2012,12,28,SE,Sergipe,Northeast,24,old_caged_adjusted
201212,2012-12-01,2012,12,29,BA,Bahia,Northeast,1184,old_caged_adjusted
201212,2012-12-01,2012,12,31,MG,Minas Gerais,Southeast,-1893,old_caged_adjusted
201212,2012-12-01,2012,12,32,ES,Espirito Santo,Southeast,383,old_caged_adjusted
201212,2012-12-01,2012,12,33,RJ,Rio de Janeiro,Southeast,611,old_caged_adjusted
201212,2012-12-01,2012,12,35,SP,Sao Paulo,Southeast,-3728,old_caged_adjusted
201212,2012-12-01,2012,12,41,PR,Parana,South,-1278,old_caged_adjusted
201212,2012-12-01,2012,12,42,SC,Santa Catarina,South,-1386,old_caged_adjusted
201212,2012-12-01,2012,12,43,RS,Rio Grande do Sul,South,786,old_caged_adjusted
201212,2012-12-01,2012,12,50,MS,Mato Grosso do Sul,Center-West,-458,old_caged_adjusted
201212,2012-12-01,2012,12,51,MT,Mato Grosso,Center-West,-73,old_caged_adjusted
201212,2012-12-01,2012,12,52,GO,Goias,Center-West,437,old_caged_adjusted
201212,2012-12-01,2012,12,53,DF,Distrito Federal,Center-West,162,old_caged_adjusted
201301,2013-01-01,2013,1,11,RO,Rondonia,North,627,old_caged_adjusted
201301,2013-01-01,2013,1,12,AC,Acre,North,277,old_caged_adjusted
201301,2013-01-01,2013,1,13,AM,Amazonas,North,1309,old_caged_adjusted
201301,2013-01-01,2013,1,14,RR,Roraima,North,271,old_caged_adjusted
201301,2013-01-01,2013,1,15,PA,Para,North,2096,old_caged_adjusted
201301,2013-01-01,2013,1,16,AP,Amapa,North,158,old_caged_adjusted
201301,2013-01-01,2013,1,17,TO,Tocantins,North,919,old_caged_adjusted
201301,2013-01-01,2013,1,21,MA,Maranhao,Northeast,1078,old_caged_adjusted
201301,2013-01-01,2013,1,22,PI,Piaui,Northeast,610,old_caged_adjusted
201301,2013-01-01,2013,1,23,CE,Ceara,Northeast,781,old_caged_adjusted
201301,2013-01-01,2013,1,24,RN,Rio Grande do Norte,Northeast,837,old_caged_adjusted
201301,2013-01-01,2013,1,25,PB,Paraiba,Northeast,817,old_caged_adjusted
201301,2013-01-01,2013,1,26,PE,Pernambuco,Northeast,3104,old_caged_adjusted
201301,2013-01-01,2013,1,27,AL,Alagoas,Northeast,376,old_caged_adjusted
201301,2013-01-01,2013,1,28,SE,Sergipe,Northeast,610,old_caged_adjusted
201301,2013-01-01,2013,1,29,BA,Bahia,Northeast,4036,old_caged_adjusted
201301,2013-01-01,2013,1,31,MG,Minas Gerais,Southeast,3871,old_caged_adjusted
201301,2013-01-01,2013,1,32,ES,Espirito Santo,Southeast,534,old_caged_adjusted
201301,2013-01-01,2013,1,33,RJ,Rio de Janeiro,Southeast,4089,old_caged_adjusted
201301,2013-01-01,2013,1,35,SP,Sao Paulo,Southeast,9673,old_caged_adjusted
201301,2013-01-01,2013,1,41,PR,Parana,South,780,old_caged_adjusted
201301,2013-01-01,2013,1,42,SC,Santa Catarina,South,1277,old_caged_adjusted
201301,2013-01-01,2013,1,43,RS,Rio Grande do Sul,South,1297,old_caged_adjusted
201301,2013-01-01,2013,1,50,MS,Mato Grosso do Sul,Center-West,1157,old_caged_adjusted
201301,2013-01-01,2013,1,51,MT,Mato Grosso,Center-West,1955,old_caged_adjusted
201301,2013-01-01,2013,1,52,GO,Goias,Center-West,3133,old_caged_adjusted
201301,2013-01-01,2013,1,53,DF,Distrito Federal,Center-West,1042,old_caged_adjusted
201302,2013-02-01,2013,2,11,RO,Rondonia,North,523,old_caged_adjusted
201302,2013-02-01,2013,2,12,AC,Acre,North,125,old_caged_adjusted
201302,2013-02-01,2013,2,13,AM,Amazonas,North,1480,old_caged_adjusted
201302,2013-02-01,2013,2,14,RR,Roraima,North,273,old_caged_adjusted
201302,2013-02-01,2013,2,15,PA,Para,North,1769,old_caged_adjusted
201302,2013-02-01,2013,2,16,AP,Amapa,North,128,old_caged_adjusted
201302,2013-02-01,2013,2,17,TO,Tocantins,North,999,old_caged_adjusted
201302,2013-02-01,2013,2,21,MA,Maranhao,Northeast,1821,old_caged_adjusted
201302,2013-02-01,2013,2,22,PI,Piaui,Northeast,514,old_caged_adjusted
201302,2013-02-01,2013,2,23,CE,Ceara,Northeast,-2449,old_caged_adjusted
201302,2013-02-01,2013,2,24,RN,Rio Grande do Norte,Northeast,540,old_caged_adjusted
201302,2013-02-01,2013,2,25,PB,Paraiba,Northeast,467,old_caged_adjusted
201302,2013-02-01,2013,2,26,PE,Pernambuco,Northeast,2253,old_caged_adjusted
201302,2013-02-01,2013,2,27,AL,Alagoas,Northeast,444,old_caged_adjusted
201302,2013-02-01,2013,2,28,SE,Sergipe,Northeast,432,old_caged_adjusted
201302,2013-02-01,2013,2,29,BA,Bahia,Northeast,2728,old_caged_adjusted
201302,2013-02-01,2013,2,31,MG,Minas Gerais,Southeast,3181,old_caged_adjusted
201302,2013-02-01,2013,2,32,ES,Espirito Santo,Southeast,716,old_caged_adjusted
201302,2013-02-01,2013,2,33,RJ,Rio de Janeiro,Southeast,3923,old_caged_adjusted
201302,2013-02-01,2013,2,35,SP,Sao Paulo,Southeast,13589,old_caged_adjusted
201302,2013-02-01,2013,2,41,PR,Parana,South,1329,old_caged_adjusted
201302,2013-02-01,2013,2,42,SC,Santa Catarina,South,1355,old_caged_adjusted
201302,2013-02-01,2013,2,43,RS,Rio Grande do Sul,South,1638,old_caged_adjusted
201302,2013-02-01,2013,2,50,MS,Mato Grosso do Sul,Center-West,1106,old_caged_adjusted
201302,2013-02-01,2013,2,51,MT,Mato Grosso,Center-West,1309,old_caged_adjusted
201302,2013-02-01,2013,2,52,GO,Goias,Center-West,2981,old_caged_adjusted
201302,2013-02-01,2013,2,53,DF,Distrito Federal,Center-West,2228,old_caged_adjusted
201303,2013-03-01,2013,3,11,RO,Rondonia,North,678,old_caged_adjusted
201303,2013-03-01,2013,3,12,AC,Acre,North,203,old_caged_adjusted
201303,2013-03-01,2013,3,13,AM,Amazonas,North,1898,old_caged_adjusted
201303,2013-03-01,2013,3,14,RR,Roraima,North,223,old_caged_adjusted
201303,2013-03-01,2013,3,15,PA,Para,North,2809,old_caged_adjusted
201303,2013-03-01,2013,3,16,AP,Amapa,North,60,old_caged_adjusted
201303,2013-03-01,2013,3,17,TO,Tocantins,North,1078,old_caged_adjusted
201303,2013-03-01,2013,3,21,MA,Maranhao,Northeast,2457,old_caged_adjusted
201303,2013-03-01,2013,3,22,PI,Piaui,Northeast,703,old_caged_adjusted
201303,2013-03-01,2013,3,23,CE,Ceara,Northeast,867,old_caged_adjusted
201303,2013-03-01,2013,3,24,RN,Rio Grande do Norte,Northeast,443,old_caged_adjusted
201303,2013-03-01,2013,3,25,PB,Paraiba,Northeast,2141,old_caged_adjusted
201303,2013-03-01,2013,3,26,PE,Pernambuco,Northeast,2996,old_caged_adjusted
201303,2013-03-01,2013,3,27,AL,Alagoas,Northeast,815,old_caged_adjusted
201303,2013-03-01,2013,3,28,SE,Sergipe,Northeast,258,old_caged_adjusted
201303,2013-03-01,2013,3,29,BA,Bahia,Northeast,4408,old_caged_adjusted
201303,2013-03-01,2013,3,31,MG,Minas Gerais,Southeast,5708,old_caged_adjusted
201303,2013-03-01,2013,3,32,ES,Espirito Santo,Southeast,761,old_caged_adjusted
201303,2013-03-01,2013,3,33,RJ,Rio de Janeiro,Southeast,5625,old_caged_adjusted
201303,2013-03-01,2013,3,35,SP,Sao Paulo,Southeast,19567,old_caged_adjusted
201303,2013-03-01,2013,3,41,PR,Parana,South,2052,old_caged_adjusted
201303,2013-03-01,2013,3,42,SC,Santa Catarina,South,770,old_caged_adjusted
201303,2013-03-01,2013,3,43,RS,Rio Grande do Sul,South,2264,old_caged_adjusted
201303,2013-03-01,2013,3,50,MS,Mato Grosso do Sul,Center-West,1497,old_caged_adjusted
201303,2013-03-01,2013,3,51,MT,Mato Grosso,Center-West,2405,old_caged_adjusted
201303,2013-03-01,2013,3,52,GO,Goias,Center-West,5096,old_caged_adjusted
201303,2013-03-01,2013,3,53,DF,Distrito Federal,Center-West,2786,old_caged_adjusted
201304,2013-04-01,2013,4,11,RO,Rondonia,North,763,old_caged_adjusted
201304,2013-04-01,2013,4,12,AC,Acre,North,520,old_caged_adjusted
201304,2013-04-01,2013,4,13,AM,Amazonas,North,1476,old_caged_adjusted
201304,2013-04-01,2013,4,14,RR,Roraima,North,344,old_caged_adjusted
201304,2013-04-01,2013,4,15,PA,Para,North,1976,old_caged_adjusted
201304,2013-04-01,2013,4,16,AP,Amapa,North,288,old_caged_adjusted
201304,2013-04-01,2013,4,17,TO,Tocantins,North,943,old_caged_adjusted
201304,2013-04-01,2013,4,21,MA,Maranhao,Northeast,2882,old_caged_adjusted
201304,2013-04-01,2013,4,22,PI,Piaui,Northeast,660,old_caged_adjusted
201304,2013-04-01,2013,4,23,CE,Ceara,Northeast,645,old_caged_adjusted
201304,2013-04-01,2013,4,24,RN,Rio Grande do Norte,Northeast,424,old_caged_adjusted
201304,2013-04-01,2013,4,25,PB,Paraiba,Northeast,518,old_caged_adjusted
201304,2013-04-01,2013,4,26,PE,Pernambuco,Northeast,2990,old_caged_adjusted
201304,2013-04-01,2013,4,27,AL,Alagoas,Northeast,1162,old_caged_adjusted
201304,2013-04-01,2013,4,28,SE,Sergipe,Northeast,571,old_caged_adjusted
201304,2013-04-01,2013,4,29,BA,Bahia,Northeast,3269,old_caged_adjusted
201304,2013-04-01,2013,4,31,MG,Minas Gerais,Southeast,5047,old_caged_adjusted
201304,2013-04-01,2013,4,32,ES,Espirito Santo,Southeast,424,old_caged_adjusted
201304,2013-04-01,2013,4,33,RJ,Rio de Janeiro,Southeast,5369,old_caged_adjusted
201304,2013-04-01,2013,4,35,SP,Sao Paulo,Southeast,15629,old_caged_adjusted
201304,2013-04-01,2013,4,41,PR,Parana,South,1890,old_caged_adjusted
201304,2013-04-01,2013,4,42,SC,Santa Catarina,South,1051,old_caged_adjusted
201304,2013-04-01,2013,4,43,RS,Rio Grande do Sul,South,1256,old_caged_adjusted
201304,2013-04-01,2013,4,50,MS,Mato Grosso do Sul,Center-West,1008,old_caged_adjusted
201304,2013-04-01,2013,4,51,MT,Mato Grosso,Center-West,1160,old_caged_adjusted
201304,2013-04-01,2013,4,52,GO,Goias,Center-West,3822,old_caged_adjusted
201304,2013-04-01,2013,4,53,DF,Distrito Federal,Center-West,3225,old_caged_adjusted
201305,2013-05-01,2013,5,11,RO,Rondonia,North,591,old_caged_adjusted
201305,2013-05-01,2013,5,12,AC,Acre,North,312,old_caged_adjusted
201305,2013-05-01,2013,5,13,AM,Amazonas,North,1376,old_caged_adjusted
201305,2013-05-01,2013,5,14,RR,Roraima,North,338,old_caged_adjusted
201305,2013-05-01,2013,5,15,PA,Para,North,2213,old_caged_adjusted
201305,2013-05-01,2013,5,16,AP,Amapa,North,180,old_caged_adjusted
201305,2013-05-01,2013,5,17,TO,Tocantins,North,731,old_caged_adjusted
201305,2013-05-01,2013,5,21,MA,Maranhao,Northeast,2196,old_caged_adjusted
201305,2013-05-01,2013,5,22,PI,Piaui,Northeast,446,old_caged_adjusted
201305,2013-05-01,2013,5,23,CE,Ceara,Northeast,169,old_caged_adjusted
201305,2013-05-01,2013,5,24,RN,Rio Grande do Norte,Northeast,384,old_caged_adjusted
201305,2013-05-01,2013,5,25,PB,Paraiba,Northeast,416,old_caged_adjusted
201305,2013-05-01,2013,5,26,PE,Pernambuco,Northeast,1549,old_caged_adjusted
201305,2013-05-01,2013,5,27,AL,Alagoas,Northeast,611,old_caged_adjusted
201305,2013-05-01,2013,5,28,SE,Sergipe,Northeast,307,old_caged_adjusted
201305,2013-05-01,2013,5,29,BA,Bahia,Northeast,3598,old_caged_adjusted
201305,2013-05-01,2013,5,31,MG,Minas Gerais,Southeast,2842,old_caged_adjusted
201305,2013-05-01,2013,5,32,ES,Espirito Santo,Southeast,536,old_caged_adjusted
201305,2013-05-01,2013,5,33,RJ,Rio de Janeiro,Southeast,3838,old_caged_adjusted
201305,2013-05-01,2013,5,35,SP,Sao Paulo,Southeast,7330,old_caged_adjusted
201305,2013-05-01,2013,5,41,PR,Parana,South,1105,old_caged_adjusted
201305,2013-05-01,2013,5,42,SC,Santa Catarina,South,829,old_caged_adjusted
201305,2013-05-01,2013,5,43,RS,Rio Grande do Sul,South,494,old_caged_adjusted
201305,2013-05-01,2013,5,50,MS,Mato Grosso do Sul,Center-West,495,old_caged_adjusted
201305,2013-05-01,2013,5,51,MT,Mato Grosso,Center-West,1161,old_caged_adjusted
201305,2013-05-01,2013,5,52,GO,Goias,Center-West,3815,old_caged_adjusted
201305,2013-05-01,2013,5,53,DF,Distrito Federal,Center-West,1334,old_caged_adjusted
201306,2013-06-01,2013,6,11,RO,Rondonia,North,379,old_caged_adjusted
201306,2013-06-01,2013,6,12,AC,Acre,North,145,old_caged_adjusted
201306,2013-06-01,2013,6,13,AM,Amazonas,North,1619,old_caged_adjusted
201306,2013-06-01,2013,6,14,RR,Roraima,North,189,old_caged_adjusted
201306,2013-06-01,2013,6,15,PA,Para,North,1914,old_caged_adjusted
201306,2013-06-01,2013,6,16,AP,Amapa,North,69,old_caged_adjusted
201306,2013-06-01,2013,6,17,TO,Tocantins,North,796,old_caged_adjusted
201306,2013-06-01,2013,6,21,MA,Maranhao,Northeast,1797,old_caged_adjusted
201306,2013-06-01,2013,6,22,PI,Piaui,Northeast,255,old_caged_adjusted
201306,2013-06-01,2013,6,23,CE,Ceara,Northeast,563,old_caged_adjusted
201306,2013-06-01,2013,6,24,RN,Rio Grande do Norte,Northeast,313,old_caged_adjusted
201306,2013-06-01,2013,6,25,PB,Paraiba,Northeast,837,old_caged_adjusted
201306,2013-06-01,2013,6,26,PE,Pernambuco,Northeast,1095,old_caged_adjusted
201306,2013-06-01,2013,6,27,AL,Alagoas,Northeast,297,old_caged_adjusted
201306,2013-06-01,2013,6,28,SE,Sergipe,Northeast,318,old_caged_adjusted
201306,2013-06-01,2013,6,29,BA,Bahia,Northeast,2640,old_caged_adjusted
201306,2013-06-01,2013,6,31,MG,Minas Gerais,Southeast,3648,old_caged_adjusted
201306,2013-06-01,2013,6,32,ES,Espirito Santo,Southeast,327,old_caged_adjusted
201306,2013-06-01,2013,6,33,RJ,Rio de Janeiro,Southeast,3017,old_caged_adjusted
201306,2013-06-01,2013,6,35,SP,Sao Paulo,Southeast,7103,old_caged_adjusted
201306,2013-06-01,2013,6,41,PR,Parana,South,1106,old_caged_adjusted
201306,2013-06-01,2013,6,42,SC,Santa Catarina,South,399,old_caged_adjusted
201306,2013-06-01,2013,6,43,RS,Rio Grande do Sul,South,479,old_caged_adjusted
201306,2013-06-01,2013,6,50,MS,Mato Grosso do Sul,Center-West,659,old_caged_adjusted
201306,2013-06-01,2013,6,51,MT,Mato Grosso,Center-West,1353,old_caged_adjusted
201306,2013-06-01,2013,6,52,GO,Goias,Center-West,2388,old_caged_adjusted
201306,2013-06-01,2013,6,53,DF,Distrito Federal,Center-West,528,old_caged_adjusted
201307,2013-07-01,2013,7,11,RO,Rondonia,North,522,old_caged_adjusted
201307,2013-07-01,2013,7,12,AC,Acre,North,110,old_caged_adjusted
201307,2013-07-01,2013,7,13,AM,Amazonas,North,865,old_caged_adjusted
201307,2013-07-01,2013,7,14,RR,Roraima,North,8,old_caged_adjusted
201307,2013-07-01,2013,7,15,PA,Para,North,1631,old_caged_adjusted
201307,2013-07-01,2013,7,16,AP,Amapa,North,342,old_caged_adjusted
201307,2013-07-01,2013,7,17,TO,Tocantins,North,612,old_caged_adjusted
201307,2013-07-01,2013,7,21,MA,Maranhao,Northeast,605,old_caged_adjusted
201307,2013-07-01,2013,7,22,PI,Piaui,Northeast,684,old_caged_adjusted
201307,2013-07-01,2013,7,23,CE,Ceara,Northeast,769,old_caged_adjusted
201307,2013-07-01,2013,7,24,RN,Rio Grande do Norte,Northeast,156,old_caged_adjusted
201307,2013-07-01,2013,7,25,PB,Paraiba,Northeast,202,old_caged_adjusted
201307,2013-07-01,2013,7,26,PE,Pernambuco,Northeast,2053,old_caged_adjusted
201307,2013-07-01,2013,7,27,AL,Alagoas,Northeast,-66,old_caged_adjusted
201307,2013-07-01,2013,7,28,SE,Sergipe,Northeast,177,old_caged_adjusted
201307,2013-07-01,2013,7,29,BA,Bahia,Northeast,1736,old_caged_adjusted
201307,2013-07-01,2013,7,31,MG,Minas Gerais,Southeast,3149,old_caged_adjusted
201307,2013-07-01,2013,7,32,ES,Espirito Santo,Southeast,930,old_caged_adjusted
201307,2013-07-01,2013,7,33,RJ,Rio de Janeiro,Southeast,3368,old_caged_adjusted
201307,2013-07-01,2013,7,35,SP,Sao Paulo,Southeast,7121,old_caged_adjusted
201307,2013-07-01,2013,7,41,PR,Parana,South,682,old_caged_adjusted
201307,2013-07-01,2013,7,42,SC,Santa Catarina,South,429,old_caged_adjusted
201307,2013-07-01,2013,7,43,RS,Rio Grande do Sul,South,220,old_caged_adjusted
201307,2013-07-01,2013,7,50,MS,Mato Grosso do Sul,Center-West,323,old_caged_adjusted
201307,2013-07-01,2013,7,51,MT,Mato Grosso,Center-West,1401,old_caged_adjusted
201307,2013-07-01,2013,7,52,GO,Goias,Center-West,2386,old_caged_adjusted
201307,2013-07-01,2013,7,53,DF,Distrito Federal,Center-West,1339,old_caged_adjusted
201308,2013-08-01,2013,8,11,RO,Rondonia,North,397,old_caged_adjusted
201308,2013-08-01,2013,8,12,AC,Acre,North,516,old_caged_adjusted
201308,2013-08-01,2013,8,13,AM,Amazonas,North,1476,old_caged_adjusted
201308,2013-08-01,2013,8,14,RR,Roraima,North,354,old_caged_adjusted
201308,2013-08-01,2013,8,15,PA,Para,North,2538,old_caged_adjusted
201308,2013-08-01,2013,8,16,AP,Amapa,North,352,old_caged_adjusted
201308,2013-08-01,2013,8,17,TO,Tocantins,North,660,old_caged_adjusted
201308,2013-08-01,2013,8,21,MA,Maranhao,Northeast,2079,old_caged_adjusted
201308,2013-08-01,2013,8,22,PI,Piaui,Northeast,650,old_caged_adjusted
201308,2013-08-01,2013,8,23,CE,Ceara,Northeast,953,old_caged_adjusted
201308,2013-08-01,2013,8,24,RN,Rio Grande do Norte,Northeast,-24,old_caged_adjusted
201308,2013-08-01,2013,8,25,PB,Paraiba,Northeast,566,old_caged_adjusted
201308,2013-08-01,2013,8,26,PE,Pernambuco,Northeast,2077,old_caged_adjusted
201308,2013-08-01,2013,8,27,AL,Alagoas,Northeast,435,old_caged_adjusted
201308,2013-08-01,2013,8,28,SE,Sergipe,Northeast,-106,old_caged_adjusted
201308,2013-08-01,2013,8,29,BA,Bahia,Northeast,4844,old_caged_adjusted
201308,2013-08-01,2013,8,31,MG,Minas Gerais,Southeast,-787,old_caged_adjusted
201308,2013-08-01,2013,8,32,ES,Espirito Santo,Southeast,368,old_caged_adjusted
201308,2013-08-01,2013,8,33,RJ,Rio de Janeiro,Southeast,3380,old_caged_adjusted
201308,2013-08-01,2013,8,35,SP,Sao Paulo,Southeast,6446,old_caged_adjusted
201308,2013-08-01,2013,8,41,PR,Parana,South,1165,old_caged_adjusted
201308,2013-08-01,2013,8,42,SC,Santa Catarina,South,942,old_caged_adjusted
201308,2013-08-01,2013,8,43,RS,Rio Grande do Sul,South,789,old_caged_adjusted
201308,2013-08-01,2013,8,50,MS,Mato Grosso do Sul,Center-West,520,old_caged_adjusted
201308,2013-08-01,2013,8,51,MT,Mato Grosso,Center-West,983,old_caged_adjusted
201308,2013-08-01,2013,8,52,GO,Goias,Center-West,2258,old_caged_adjusted
201308,2013-08-01,2013,8,53,DF,Distrito Federal,Center-West,681,old_caged_adjusted
201309,2013-09-01,2013,9,11,RO,Rondonia,North,495,old_caged_adjusted
201309,2013-09-01,2013,9,12,AC,Acre,North,340,old_caged_adjusted
201309,2013-09-01,2013,9,13,AM,Amazonas,North,1658,old_caged_adjusted
201309,2013-09-01,2013,9,14,RR,Roraima,North,176,old_caged_adjusted
201309,2013-09-01,2013,9,15,PA,Para,North,2243,old_caged_adjusted
201309,2013-09-01,2013,9,16,AP,Amapa,North,215,old_caged_adjusted
201309,2013-09-01,2013,9,17,TO,Tocantins,North,649,old_caged_adjusted
201309,2013-09-01,2013,9,21,MA,Maranhao,Northeast,1506,old_caged_adjusted
201309,2013-09-01,2013,9,22,PI,Piaui,Northeast,831,old_caged_adjusted
201309,2013-09-01,2013,9,23,CE,Ceara,Northeast,1668,old_caged_adjusted
201309,2013-09-01,2013,9,24,RN,Rio Grande do Norte,Northeast,877,old_caged_adjusted
201309,2013-09-01,2013,9,25,PB,Paraiba,Northeast,194,old_caged_adjusted
201309,2013-09-01,2013,9,26,PE,Pernambuco,Northeast,4529,old_caged_adjusted
201309,2013-09-01,2013,9,27,AL,Alagoas,Northeast,79,old_caged_adjusted
201309,2013-09-01,2013,9,28,SE,Sergipe,Northeast,227,old_caged_adjusted
201309,2013-09-01,2013,9,29,BA,Bahia,Northeast,3722,old_caged_adjusted
201309,2013-09-01,2013,9,31,MG,Minas Gerais,Southeast,1557,old_caged_adjusted
201309,2013-09-01,2013,9,32,ES,Espirito Santo,Southeast,559,old_caged_adjusted
201309,2013-09-01,2013,9,33,RJ,Rio de Janeiro,Southeast,5116,old_caged_adjusted
201309,2013-09-01,2013,9,35,SP,Sao Paulo,Southeast,10175,old_caged_adjusted
201309,2013-09-01,2013,9,41,PR,Parana,South,1335,old_caged_adjusted
201309,2013-09-01,2013,9,42,SC,Santa Catarina,South,682,old_caged_adjusted
201309,2013-09-01,2013,9,43,RS,Rio Grande do Sul,South,1233,old_caged_adjusted
201309,2013-09-01,2013,9,50,MS,Mato Grosso do Sul,Center-West,555,old_caged_adjusted
201309,2013-09-01,2013,9,51,MT,Mato Grosso,Center-West,1433,old_caged_adjusted
201309,2013-09-01,2013,9,52,GO,Goias,Center-West,2550,old_caged_adjusted
201309,2013-09-01,2013,9,53,DF,Distrito Federal,Center-West,1996,old_caged_adjusted
201310,2013-10-01,2013,10,11,RO,Rondonia,North,377,old_caged_adjusted
201310,2013-10-01,2013,10,12,AC,Acre,North,162,old_caged_adjusted
201310,2013-10-01,2013,10,13,AM,Amazonas,North,1050,old_caged_adjusted
201310,2013-10-01,2013,10,14,RR,Roraima,North,-38,old_caged_adjusted
201310,2013-10-01,2013,10,15,PA,Para,North,2109,old_caged_adjusted
201310,2013-10-01,2013,10,16,AP,Amapa,North,554,old_caged_adjusted
201310,2013-10-01,2013,10,17,TO,Tocantins,North,618,old_caged_adjusted
201310,2013-10-01,2013,10,21,MA,Maranhao,Northeast,2581,old_caged_adjusted
201310,2013-10-01,2013,10,22,PI,Piaui,Northeast,734,old_caged_adjusted
201310,2013-10-01,2013,10,23,CE,Ceara,Northeast,1072,old_caged_adjusted
201310,2013-10-01,2013,10,24,RN,Rio Grande do Norte,Northeast,930,old_caged_adjusted
201310,2013-10-01,2013,10,25,PB,Paraiba,Northeast,659,old_caged_adjusted
201310,2013-10-01,2013,10,26,PE,Pernambuco,Northeast,4350,old_caged_adjusted
201310,2013-10-01,2013,10,27,AL,Alagoas,Northeast,1118,old_caged_adjusted
201310,2013-10-01,2013,10,28,SE,Sergipe,Northeast,338,old_caged_adjusted
201310,2013-10-01,2013,10,29,BA,Bahia,Northeast,2349,old_caged_adjusted
201310,2013-10-01,2013,10,31,MG,Minas Gerais,Southeast,1366,old_caged_adjusted
201310,2013-10-01,2013,10,32,ES,Espirito Santo,Southeast,434,old_caged_adjusted
201310,2013-10-01,2013,10,33,RJ,Rio de Janeiro,Southeast,2715,old_caged_adjusted
201310,2013-10-01,2013,10,35,SP,Sao Paulo,Southeast,6286,old_caged_adjusted
201310,2013-10-01,2013,10,41,PR,Parana,South,727,old_caged_adjusted
201310,2013-10-01,2013,10,42,SC,Santa Catarina,South,484,old_caged_adjusted
201310,2013-10-01,2013,10,43,RS,Rio Grande do Sul,South,369,old_caged_adjusted
201310,2013-10-01,2013,10,50,MS,Mato Grosso do Sul,Center-West,757,old_caged_adjusted
201310,2013-10-01,2013,10,51,MT,Mato Grosso,Center-West,946,old_caged_adjusted
201310,2013-10-01,2013,10,52,GO,Goias,Center-West,2133,old_caged_adjusted
201310,2013-10-01,2013,10,53,DF,Distrito Federal,Center-West,792,old_caged_adjusted
201311,2013-11-01,2013,11,11,RO,Rondonia,North,-1025,old_caged_adjusted
201311,2013-11-01,2013,11,12,AC,Acre,North,-205,old_caged_adjusted
201311,2013-11-01,2013,11,13,AM,Amazonas,North,251,old_caged_adjusted
201311,2013-11-01,2013,11,14,RR,Roraima,North,-190,old_caged_adjusted
201311,2013-11-01,2013,11,15,PA,Para,North,882,old_caged_adjusted
201311,2013-11-01,2013,11,16,AP,Amapa,North,198,old_caged_adjusted
201311,2013-11-01,2013,11,17,TO,Tocantins,North,635,old_caged_adjusted
201311,2013-11-01,2013,11,21,MA,Maranhao,Northeast,699,old_caged_adjusted
201311,2013-11-01,2013,11,22,PI,Piaui,Northeast,771,old_caged_adjusted
201311,2013-11-01,2013,11,23,CE,Ceara,Northeast,1340,old_caged_adjusted
201311,2013-11-01,2013,11,24,RN,Rio Grande do Norte,Northeast,1090,old_caged_adjusted
201311,2013-11-01,2013,11,25,PB,Paraiba,Northeast,601,old_caged_adjusted
201311,2013-11-01,2013,11,26,PE,Pernambuco,Northeast,2030,old_caged_adjusted
201311,2013-11-01,2013,11,27,AL,Alagoas,Northeast,600,old_caged_adjusted
201311,2013-11-01,2013,11,28,SE,Sergipe,Northeast,365,old_caged_adjusted
201311,2013-11-01,2013,11,29,BA,Bahia,Northeast,69,old_caged_adjusted
201311,2013-11-01,2013,11,31,MG,Minas Gerais,Southeast,998,old_caged_adjusted
201311,2013-11-01,2013,11,32,ES,Espirito Santo,Southeast,360,old_caged_adjusted
201311,2013-11-01,2013,11,33,RJ,Rio de Janeiro,Southeast,3999,old_caged_adjusted
201311,2013-11-01,2013,11,35,SP,Sao Paulo,Southeast,4095,old_caged_adjusted
201311,2013-11-01,2013,11,41,PR,Parana,South,1047,old_caged_adjusted
201311,2013-11-01,2013,11,42,SC,Santa Catarina,South,588,old_caged_adjusted
201311,2013-11-01,2013,11,43,RS,Rio Grande do Sul,South,522,old_caged_adjusted
201311,2013-11-01,2013,11,50,MS,Mato Grosso do Sul,Center-West,443,old_caged_adjusted
201311,2013-11-01,2013,11,51,MT,Mato Grosso,Center-West,518,old_caged_adjusted
201311,2013-11-01,2013,11,52,GO,Goias,Center-West,857,old_caged_adjusted
201311,2013-11-01,2013,11,53,DF,Distrito Federal,Center-West,337,old_caged_adjusted
201312,2013-12-01,2013,12,11,RO,Rondonia,North,-277,old_caged_adjusted
201312,2013-12-01,2013,12,12,AC,Acre,North,-329,old_caged_adjusted
201312,2013-12-01,2013,12,13,AM,Amazonas,North,-966,old_caged_adjusted
201312,2013-12-01,2013,12,14,RR,Roraima,North,-10,old_caged_adjusted
201312,2013-12-01,2013,12,15,PA,Para,North,-5406,old_caged_adjusted
201312,2013-12-01,2013,12,16,AP,Amapa,North,135,old_caged_adjusted
