id_arrecadacao,state_abbrev,co_periodo,year,month,va_icms_primario,va_icms_secundario,va_icms_terciario,va_icms_terciario_atacadista,va_icms_terciario_varejista,va_icms_terciario_transportes,va_icms_terciario_comunicacao,va_icms_terciario_outros,va_icms_energia,va_icms_energia_secundario,va_icms_energia_terciario,va_icms_combustiveis,va_icms_combustiveis_secundario,va_icms_combustiveis_terciario,va_icms_divida_ativa,va_icms_outras,va_icms_total,va_outros_tributos_ipva,va_outros_tributos_itcd,va_outros_tributos_taxas,va_outros_tributos_outros,va_outros_tributos_total,va_receita_tributaria_total,uf,state_name,macroregion,include_in_panel,competencia,period_date,source_system,source_sheet,source_file,source_series_version,uf_mapping_status
8229,PR,202106,2021,6,384988366,799220701,799220701,473820433,161645313,33365449,123328773,7060733,357931682,357931682,0,615216364,426124849,189091515,37291690,164146411.47,3158015915.47,256999050.69,78164845.2,7851586.94,201880660.9,544896143.73,3702912059.2,41,Parana,South,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8230,SC,202106,2021,6,6118283.63,786475093.79,1078578532.73,419848870.15,404269956.41,66946542.61,95139681.29,92373482.27,261536319.62,261536319.62,0,207820217.45,0,207820217.45,31847565.77,0,2372376012.99,222952836.92,54001397.07,93974157.88,94543781.63,465472173.5,2837848186.49,42,Santa Catarina,South,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8231,RS,202106,2021,6,17607324.46,1112247941.9,1263980870.21,668306542.95,375885902.06,55739490.39,163362458.57,686476.24,289004492.81,24096539.11,264907953.7,596062005.22,563849815.39,32212189.83,42179210.71,107876864.86,3428958710.17,154667989.78,84953445.59,28139828.07,0,267761263.44,3696719973.61,43,Rio Grande do Sul,South,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8232,MS,202106,2021,6,166640927.53,86159879.41,462708654,253844336.57,136656268.97,30990550.67,16430789.47,24786708.32,61687972.9,1172127.4,60515845.5,310534214.03,8959253,301574961.03,3446419.23,30314025.28,1121492092.38,35854653.85,36031607.45,1180619.84,96021786.52,169088667.66,1290580760.04,50,Mato Grosso do Sul,Center-West,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8233,MT,202106,2021,6,42455626.82,324968569.1,589627339.64,302604593.15,200145345.5,45411215.27,35882604.39,5583581.33,132139437.61,2491937.56,129647500.05,305657264.72,66435318.34,239221946.38,9233364.59,8347858.28,1412429460.76,62595296.79,25223573.59,5272304.51,116226608.23,209317783.12,1621747243.88,51,Mato Grosso,Center-West,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8234,GO,202106,2021,6,41540920.11,347593719.6,696181151.12,322760782.48,254059568.17,37035472.37,75878757.26,6446570.84,198278258.77,1168144.35,197110114.42,457993051.9,239623290.18,218369761.72,14394218.71,63298750.68,1819280070.89,109832915.19,59713117.12,138270947.17,162342551.83,470159531.31,2289439602.2,52,Goias,Center-West,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8235,DF,202106,2021,6,1880575.99,140741812.96,387258544.8,185351757.06,104083463.11,6900070.31,65102760.85,25820493.47,59534799.9,719239.9,58815560,153935128.96,48670691.3,105264437.66,13612266.66,2406226.62,759369355.89,54228735.52,21173425.22,10515181.95,1285825.12,87203167.81,846572523.7,53,Distrito Federal,Center-West,TRUE,202106,2021-06-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8236,RO,202107,2021,7,18511254.3,81701528.47,200749209.56,79185396.89,94701181.83,10527320.52,15780183.67,555126.65,34561558.27,34561558.27,0,162421339.71,145138874.69,17282465.02,24210282.42,42557617.13,564712789.86,39400787.15,3609109.58,2114825.12,5115365.07,50240086.92,614952876.78,11,Rondonia,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8237,AC,202107,2021,7,1055677.39,21618008.84,76175762.7,32175146.72,27670895.89,395441.19,5528093.6,10406185.3,14405333.67,0,14405333.67,9053345.85,1007008,8046337.85,1054685.7,0,123362814.15,5147754.69,806209.96,1528148.02,0,7482112.67,130844926.82,12,Acre,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8238,AM,202107,2021,7,135357.59,446152399.01,374832954.29,135311135.5,148267187.66,54874800.21,36379830.92,0,67367974.8,60685705.83,6682268.97,254901702.17,148085424.02,106816278.15,2510796.79,34405847.9,1180307032.55,43130766.96,1551150.27,8795141.35,69141623.89,122618682.47,1302925715.02,13,Amazonas,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8239,RR,202107,2021,7,177316.04,9379888.68,52493238.68,25137510.26,21271146.09,427505.85,4669268.97,987807.51,8725411.64,8725411.64,0,52410622.59,48842968.45,3567654.14,921237.93,6739735.18,130847450.74,9453780.42,1283456.48,76278.64,25318077.74,36131593.28,166979044.02,14,Roraima,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8240,PA,202107,2021,7,7740300,345648447,519904919,150389100,121690022,36819732,43789813,167216252,137258148,108189473,29068675,413954201,0,413954201,10875780,2276090,1437657885,83649698,5543840,126914910,120147349,336255797,1773913682,15,Para,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8241,AP,202107,2021,7,730442.27,18224920.91,57687025.75,28894834.95,21397949.3,289241.23,4981929.32,2123070.95,3857414.14,42846.97,3814567.17,27499368.57,20464532.69,7034835.88,505084.8,0,108504256.44,6724321.43,188696.97,3532438.67,12363819.14,22809276.21,131313532.65,16,Amapa,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8242,TO,202107,2021,7,4280245.29,54917937.55,134023716.55,39715887.5,66913676.95,4953313.38,11897315.68,10543523.04,37378661.71,37378661.71,0,108722399.54,108722399.54,0,2266027.97,0,341588988.61,17891309.19,7854437.86,4517827,7036357.37,37299931.42,378888920.03,17,Tocantins,North,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8243,MA,202107,2021,7,5443391.52,114741115.92,374988617.56,174190671.91,131304357.63,20203956.45,39777121.06,9512510.51,87887154.65,7427454.1,80459700.55,228867339.3,197967684.34,30899654.96,11748184.35,32874184.97,856549988.27,45922887.39,3638257.95,16703683.78,14446403.84,80711232.96,937261221.23,21,Maranhao,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8244,PI,202107,2021,7,44783920.04,70453604.96,147571399.78,53305211.81,69691616.91,3807721.63,18760005.04,2006844.39,63565943.08,3188438.36,60377504.72,156504666.59,0,156504666.59,145737.83,504664.15,483529936.43,23285367.97,3685976.58,21208473.33,3173181.43,51352999.31,534882935.74,22,Piaui,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8245,CE,202107,2021,7,1036302.06,261868933.66,549191332.81,288149934.86,181038287.02,21677888.18,53064569.92,5260652.83,186468637.58,186468637.58,0,334440668.55,238738540,95702128.55,4657217.11,32225101,1369888192.77,49928059.9,8230103.29,1625765.71,112218.61,59896147.51,1429784340.28,23,Ceara,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8246,RN,202107,2021,7,23331625.26,57797386.26,283329818.55,108435643.01,115129344.01,4173039.25,23018214.65,32573577.63,66876043.6,8050368.47,58825675.13,137158036.68,124236832.55,12921204.13,5600000,0,574092910.35,54355584.5,2097811.17,0,0,56453395.67,630546306.02,24,Rio Grande do Norte,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8247,PB,202107,2021,7,937772.2,97377530.69,287677329.23,119466533.94,133751745.34,9286617.79,20975204.04,4197228.12,62558766.52,949133.12,61609633.4,164411923.15,14007997.03,150403926.12,615597.86,27625492.26,641204411.91,45658168.44,7380152.35,2127507.07,4471792.89,59637620.75,700842032.66,25,Paraiba,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8248,PE,202107,2021,7,2845727,320576455,878189439,404757722,259085642,27280580,69712716,117352779,198526065,59111449,139414616,343912027,285955121,57956906,9343581,0,1753393294,55942748,15766302,7898328,25522665,105130043,1858523337,26,Pernambuco,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8249,AL,202107,2021,7,291226.22,76106709.57,189992227.81,87431691.05,58262337.8,4141127.01,15455850.6,24701221.35,45818450.62,45818450.62,0,100162794.38,100162794.38,0,2374812.86,11660868.88,426407090.34,40686348.36,3205994.55,468172.63,17944135.21,62304650.75,488711741.09,27,Alagoas,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8250,SE,202107,2021,7,26250359,58436345,148952193,58768112,43730873,5230177,16501205,24721826,35049418,33012740,2036678,67757515,62852773,4904742,4027286,2889583,343362699,20108873,2438352,894129,5778261,29219615,372582314,28,Sergipe,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8251,BA,202107,2021,7,16842690.59,598587969.03,901708469.58,372211390.06,328757694.59,43834979.47,80455165.24,76449240.22,306962149.64,250065196.35,56896953.29,638156152.32,596967899.05,41188253.27,14286638.78,59809127.22,2536353197.16,204821486,18875908.62,103160532.75,229356237.87,556214165.24,3092567362.4,29,Bahia,Northeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8252,MG,202107,2021,7,25105343,1783190118,2030817138,1058245023,573854237,80828392,235045985,82843501,640399509,72816696,567582813,1154384990,1019567607,134817383,81478011,173006983,5888382092,201496051,166392205,216597843,0,584486099,6472868191,31,Minas Gerais,Southeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8253,ES,202107,2021,7,2505347,429386078.13,439104292.01,186618671.75,122424173.52,52408856.06,37710385.69,39942204.99,119136789.51,17870518.43,101266271.08,287382697.19,0,287382697.19,11899634.64,12137672.36,1301552510.84,157478133.24,9587420.12,86868362.88,31775343.08,285709259.32,1587261770.16,32,Espirito Santo,Southeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8254,RJ,202107,2021,7,175548115.54,630955335.69,1568989204.4,696622547.23,383156965.64,100054004.9,246438889.83,142716796.8,445817563.95,77907800.25,367909763.7,657156869.53,589274344.89,67882524.64,40163819.79,72063996.1,3590694905,115505176.06,129960050.71,534319.55,523187888.17,769187434.49,4359882339.49,33,Rio de Janeiro,Southeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8255,SP,202107,2021,7,44906697.53,5625131442.15,6065900977.94,3069139466.03,1598548756.4,348817298.6,744389140.92,305006315.99,1112922335.48,1805128.42,1111117207.06,1948703927.46,1594078277,354625650.46,110091843.39,1103453485.04,16011110708.99,636354987.67,331197055.43,613068768.14,26786808.52,1607407619.76,17618518328.75,35,Sao Paulo,Southeast,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8256,PR,202107,2021,7,58880569,396831849,852693012,515710248,165173593,34638861,128814358,8355952,416862897,416862897,0,346780476,217373182,129407294,35375779,879755591.24,2987180173.24,141700846.44,71392166.46,8039159,261319518.27,482451690.17,3469631863.41,41,Parana,South,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8257,SC,202107,2021,7,6270777.98,821849904.64,1163586974.89,435878473.35,457192751.67,71142083.63,87955035.53,111418630.71,261797851.25,261797851.25,0,197149087.62,0,197149087.62,46861268.47,0,2497515864.85,213856132.24,55809179.73,93208648.63,94656847.58,457530808.18,2955046673.03,42,Santa Catarina,South,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8258,RS,202107,2021,7,18353012.59,1120168441.19,1295979340.86,687566787.55,383563914.51,58999254.67,164759949.49,1089434.64,432788136.43,21397084.99,411391051.44,581406607.03,553499323.17,27907283.86,924845753.55,106808474.72,4480349766.37,111995124.75,83000927.45,28636366,0,223632418.2,4703982184.57,43,Rio Grande do Sul,South,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8259,MS,202107,2021,7,210409309.25,81933064.3,465795925.27,250434710.6,145158975.83,31226261.94,16686113.06,22289863.84,64180281.17,2944641.04,61235640.13,309320339.29,13596491.38,295723847.91,3282412.15,37787731.86,1172709063.29,36913560.06,43026942.25,1443916.22,92364437.48,173748856.01,1346457919.3,50,Mato Grosso do Sul,Center-West,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8260,MT,202107,2021,7,51592162.29,362252424.19,684825812.99,372867279.56,210162083.88,54686272.67,39782439.27,7327737.61,149339000.21,5878862.36,143460137.85,390782109.74,72782002.98,318000106.76,29714355.45,11556630.87,1680062495.74,100030933.23,18827626.97,5179580.3,122177236.04,246215376.54,1926277872.28,51,Mato Grosso,Center-West,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8261,GO,202107,2021,7,46140820.84,365228017.62,761362199.15,361209013.78,277334635.07,38457717.67,76786990.59,7573842.04,196389674.47,4025012.01,192364662.46,551604672.49,257095467.95,294509204.54,11179448.31,81271066,2013175898.88,163812457.16,60685818.99,160117274.67,18459727.65,403075278.47,2416251177.35,52,Goias,Center-West,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8262,DF,202107,2021,7,2689685.13,148772259.96,448686302.79,226065203.35,114494836.32,7165739.63,71495948.05,29464575.44,65156918.4,739587.01,64417331.39,179909822.67,107425721.39,72484101.28,13649737.51,10863886.87,869728613.33,50275017.54,19127552.85,10212561.14,1049060.08,80664191.61,950392804.94,53,Distrito Federal,Center-West,TRUE,202107,2021-07-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8263,RO,202108,2021,8,18328680.7,83796400.61,212140138.23,82963544.83,101429759.47,10729952.21,16460960.36,555921.36,38950110.26,38950110.26,0,166016353.63,156779533.07,9236820.56,9444472.38,38190196.71,566866352.52,35628751.74,2303964.69,2169215.82,5555783.18,45657715.43,612524067.95,11,Rondonia,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8264,AC,202108,2021,8,1267965.16,21634403.25,72438310.28,28393629.18,26972078.5,396578.9,5402658.07,11273365.63,13790122.04,0,13790122.04,33762628.44,25621276.36,8141352.08,1292017.24,0,144185446.41,4398990.65,598738.27,1365013.64,0,6362742.56,150548188.97,12,Acre,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8265,AM,202108,2021,8,153662.14,374147984.81,369446170.51,132214844.55,141210610.2,59976794.45,36043921.31,0,71588685.57,63976737.5,7611948.07,166077483.24,153032859.2,13044624.04,2592003.61,31870620.11,1015876609.99,44095937.49,2117179.5,9230899.18,75910519.28,131354535.45,1147231145.44,13,Amazonas,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8266,RR,202108,2021,8,134790.93,10288575.71,58391991.33,23071750.58,24866951.5,489245.42,4856393.36,5107650.47,8877233.72,8877233.72,0,48693408.52,47005896.37,1687512.15,662496.45,4654537.55,131703034.21,8941124.41,659915.15,86685.3,31443211.68,41130936.54,172833970.75,14,Roraima,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8267,PA,202108,2021,8,7367076,365925849,527854781,160185270,123879840,40341368,41389572,162058731,144949956,11799384,133150572,467414499,0,467414499,10439714,1959653,1525911528,74032317,7228848,122614177,116491882,320367224,1846278752,15,Para,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8268,AP,202108,2021,8,722335.04,15653157.25,57299550.16,25100947.76,25097349.91,270658.34,4433691.12,2396903.03,4179672.81,18850.95,4160821.86,27939125.53,17078053.72,10861071.81,690910.7,0,106484751.49,7218987.24,156640.88,3789100.1,13270682.9,24435411.12,130920162.61,16,Amapa,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8269,TO,202108,2021,8,5880711.84,60632416.35,137562371.24,41284136.23,66365928.86,5753829.36,12047437.52,12111039.27,37835239.18,37835239.18,0,126153375.29,126153375.29,0,1645466.08,0,369709579.98,21184333.67,4645808.89,4874678.69,7034316.95,37739138.2,407448718.18,17,Tocantins,North,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8270,MA,202108,2021,8,5419248.09,132421335.37,360670916.38,166503230.38,127452208.41,23397965.52,34178504.25,9139007.82,91282893.22,3553215.42,87729677.8,220729201.88,158377434.3,62351767.58,7112632.14,33092711.26,850728938.34,42722334.55,3460970.58,15869670.8,14543043.79,76596019.72,927324958.06,21,Maranhao,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8271,PI,202108,2021,8,44200133.93,81532674.84,165338072.03,55735189.86,76332400.68,4259429.01,26609200.46,2401852.02,65042107.95,1596232.99,63445874.96,158832977.01,0,158832977.01,149117.42,237546.1,515332629.28,21358726.14,3816205.01,21150375.91,5896499.08,52221806.14,567554435.42,22,Piaui,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8272,CE,202108,2021,8,1781492.83,292829459.05,624794709.09,350704966.9,191726360.92,22614261.34,53846261.07,5902858.86,198683516.52,198683516.52,0,330373205.79,224647629.67,105725576.12,5209953.03,31602369.21,1485274705.52,40573250.85,7725810.93,1383009.53,50043.27,49732114.58,1535006820.1,23,Ceara,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8273,RN,202108,2021,8,22837892.6,67277378.28,310862438.99,119509335.32,126223632.38,4501678.34,25105335.13,35522457.82,66604055.83,8359429.63,58244626.2,142114503.3,128886743.94,13227759.36,5400000,0,615096269,47132518,2634689,0,0,49767207,664863476,24,Rio Grande do Norte,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8274,PB,202108,2021,8,1044541.46,86137723.68,300952605.61,130120546.87,134012293.91,10967684.01,21062924.98,4789155.84,67587121.63,1219361.21,66367760.42,174339496.51,9688226.25,164651270.26,764372.33,24711765.06,655537626.28,41136343.29,8028906.54,2098951.61,6183491.84,57447693.28,712985319.56,25,Paraiba,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8275,PE,202108,2021,8,2526875,345066275,976792446,450382226,289132605,30037630,87394885,119845100,187349238,64316042,123033196,694197102,472953733,221243369,111760777,0,2317692713,44782282,11068685,41479407,37681734,135012108,2452704821,26,Pernambuco,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8276,AL,202108,2021,8,621248.18,81445780.04,209578036.2,93135141.03,70503757.23,5026672.08,18509032.91,22403432.95,46165015.99,46165015.99,0,111915205.38,111915205.38,0,1685484.63,13279753.39,464690523.81,33213784.05,4601900.98,1423620.02,9879504.31,49118809.36,513809333.17,27,Alagoas,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8277,SE,202108,2021,8,24029309,68964706,159165195,61086862,47414379,6435349,17555248,26673357,35390529,33472173,1918356,77008722,71899010,5109712,5508763,4197108,374264332,21482554,3049766,1015496,7561252,33109068,407373400,28,Sergipe,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8278,BA,202108,2021,8,26516864.8,667235691.49,954643097.29,390285431.03,350812456.56,48300135.68,83687612.48,81557461.54,330388997.59,275371453.88,55017543.71,712927798.24,670261737.15,42666061.09,7910935.35,66855416.15,2766478800.91,183593108.39,16342572.6,114014787.73,242338497.66,556288966.38,3322767767.29,29,Bahia,Northeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8279,MG,202108,2021,8,30203691,1900259361,2115488328,1070446828,617038651,85213640,241758967,101030242,571296101,81640550,489655551,1234430666,1089792524,144638142,376852697,262005337,6490536181,175385655,114744181,212478088,0,502607924,6993144105,31,Minas Gerais,Southeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8280,ES,202108,2021,8,1742590.45,467644413.86,384824007.17,200887763.07,89022583.28,55860026.52,39053634.14,0.16,122320378.51,18348056.78,103972321.73,281937198.08,0,281937198.08,112920323.89,17995704.62,1389384616.58,71799021.47,10331742.99,55065833.66,24964362.11,162160960.23,1551545576.81,32,Espirito Santo,Southeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8281,RJ,202108,2021,8,175215463.65,745736296.96,1740534184.64,791093103.15,409147480.21,103838076.3,249170115.24,187285409.74,458446513.59,75191147.59,383255366,738582464.7,642415656.49,96166808.21,168604009.24,83538812.32,4110657745.1,96338987.52,132268058.62,697737.31,555000495.36,784305278.81,4894963023.91,33,Rio de Janeiro,Southeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8282,SP,202108,2021,8,55438402.54,5793307599.58,6051338266.07,3014937547.25,1580749352.85,376347385.07,715006037.8,364297943.1,1094857927.61,1940671.66,1092917255.95,2129236096.67,1713171533.95,416064562.72,123053229.18,994821723.85,16242053245.5,656683456.28,369308926.41,691692393.13,29028139.82,1746712915.64,17988766161.14,35,Sao Paulo,Southeast,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8283,PR,202108,2021,8,56901046,441779941,841409005,503631797,174300556,38318674,116195532,8962446,437078674,437078674,0,569386737,437160515,132226222,68318959,910882200.88,3325756562.88,111242010.12,90272885.37,9054525.01,194981050.91,405550471.41,3731307034.29,41,Parana,South,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8284,SC,202108,2021,8,6795049.79,875920119.6,1326476594.11,506593562.03,536811807.27,77040207.55,90952702.09,115078315.17,282057763.45,282057763.45,0,241204037.67,0,241204037.67,205801659.52,0,2938255224.14,238593404.34,97220026.53,101135752.37,106192791.7,543141974.94,3481397199.08,42,Santa Catarina,South,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8285,RS,202108,2021,8,25778954.09,1191859784.77,1289015061.84,684213172.3,371515710.2,64286055.71,163814356.53,5185767.1,484371699.99,21957340.03,462414359.96,621388923,582397441.81,38991481.19,60881395,117773747.16,3791069565.85,69584586.42,101589509.08,44406549.71,0,215580645.21,4006650211.06,43,Rio Grande do Sul,South,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8286,MS,202108,2021,8,171657800.81,93455571.02,493891379.37,269808817.92,148585363.97,35548644.11,16599189.04,23349364.33,58988771.4,441815.79,58546955.61,349872702.54,12485876.56,337386825.98,2930009.38,36047578.71,1206843813.23,31960320.29,48516190.48,1577617.79,99580199.54,181634328.1,1388478141.33,50,Mato Grosso do Sul,Center-West,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
8287,MT,202108,2021,8,68789654.37,355268875.02,723574814.12,381616404.66,233181813.6,61658986.22,39630205.67,7487403.97,143728425.94,3581568.53,140146857.41,405713648.82,79849500.63,325864148.19,19781717.7,9314498.16,1726171634.13,96747354.45,22425809.95,5785304.83,114379417.11,239337886.34,1965509520.47,51,Mato Grosso,Center-West,TRUE,202108,2021-08-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
