id_arrecadacao,state_abbrev,co_periodo,year,month,va_icms_primario,va_icms_secundario,va_icms_terciario,va_icms_terciario_atacadista,va_icms_terciario_varejista,va_icms_terciario_transportes,va_icms_terciario_comunicacao,va_icms_terciario_outros,va_icms_energia,va_icms_energia_secundario,va_icms_energia_terciario,va_icms_combustiveis,va_icms_combustiveis_secundario,va_icms_combustiveis_terciario,va_icms_divida_ativa,va_icms_outras,va_icms_total,va_outros_tributos_ipva,va_outros_tributos_itcd,va_outros_tributos_taxas,va_outros_tributos_outros,va_outros_tributos_total,va_receita_tributaria_total,uf,state_name,macroregion,include_in_panel,competencia,period_date,source_system,source_sheet,source_file,source_series_version,uf_mapping_status
1,RO,199701,1997,1,0,2120658,13802145,7996,6463126,797494,1377163,5156363,248115,0,248115,2097663,2097663,0,19576,1114972,19403131,713802,0,2327166,260533,3301502,22704634,11,Rondonia,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
270,AC,199701,1997,1,131244,27081,3950833,0,0,0,0,0,0,0,0,0,0,0,0,0,4109158,224459,2289,0,0,226749,4335907,12,Acre,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
538,AM,199701,1997,1,303315,50114692,52859305,0,0,0,0,0,4505085,0,0,2534220,0,0,0,0,110316617,2113990,14462,8,0,2128460,112445077,13,Amazonas,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
807,RR,199701,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4459840,14790265,0,0,0,14790265,14790265,14,Roraima,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1076,PA,199701,1997,1,3086657,11398886,43345260,9760190,19016223,3324847,2529398,8714602,4834010,0,0,4701730,0,0,57990,401730,67826263,2276149,49220,395980,0,2721349,70547612,15,Para,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1343,AP,199701,1997,1,77112,1065006,4878949,0,0,0,0,0,0,0,0,209209,0,0,5889,0,6236165,232420,1021,143345,1112294,1489080,7725245,16,Amapa,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1611,TO,199701,1997,1,2423311,340361,7980294,0,0,0,0,0,1156091,0,0,2328750,0,0,38964,0,14267772,135735,4727,249990,89042,479495,14747266,17,Tocantins,North,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1880,MA,199701,1997,1,2757000,5952000,20374000,0,0,0,0,0,0,0,0,0,0,0,0,0,29083000,555000,5000,0,0,560000,29643000,21,Maranhao,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2148,PI,199701,1997,1,282233,3895901,21120994,6844696,12136504,704535,413871,1021387,228527,0,0,959520,0,0,122186,0,26609361,696366,11298,754014,14664,1476341,28085703,22,Piaui,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2417,CE,199701,1997,1,420304,38460617,56620278,20815084,23703330,2930449,9171414,0,7332877,0,0,11811949,0,0,607631,2052886,117306542,21042593,217400,315310,0,21575302,138881844,23,Ceara,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2686,RN,199701,1997,1,1801463,6135155,28883718,0,0,0,0,0,0,0,0,0,0,0,0,0,36820336,1367611,28359,0,0,1395970,38216306,24,Rio Grande do Norte,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2955,PB,199701,1997,1,1867008,9595538,31236151,0,0,0,0,0,1681005,0,1681005,506051,0,506051,251533,0,45137286,1267276,30363,64662,1343749,2706051,47843337,25,Paraiba,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3222,PE,199701,1997,1,10061262,33933556,67699406,19813699,37218644,1453356,8502195,711512,7345246,0,0,11020917,0,0,842955,6119117,137022459,1222314,274658,855561,5131458,7483990,144506449,26,Pernambuco,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3490,AL,199701,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37293680,0,0,0,0,0,37293680,27,Alagoas,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3759,SE,199701,1997,1,1289115,9609232,14351499,0,0,0,0,0,1144031,0,0,3148947,0,0,95594,4960825,34599243,584852,21770,19843,186204,812670,35411913,28,Sergipe,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4027,BA,199701,1997,1,2420741,65295876,99234556,29119021,43415166,7720022,16186379,2793969,14225245,0,0,33566969,0,0,590373,4453591,219787351,2407687,236703,2514206,28750,5187346,224974697,29,Bahia,Northeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4296,MG,199701,1997,1,3760000,141031000,148693000,33513000,88626000,16840000,7031000,2683000,9026000,0,0,29808000,12363000,17445000,3253000,5457000,341028000,168734000,914000,9398000,0,179046000,520074000,31,Minas Gerais,Southeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4565,ES,199701,1997,1,11183867,22357009,65174136,32587068,7820896,1929176,1286946,21550050,8065090,1129113,6935978,5058572,0,5058572,33984,0,111872658,1175825,152889,1141079,0,2469794,114342452,32,Espirito Santo,Southeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4832,RJ,199701,1997,1,560150,148803287,191558659,38760197,98528936,9154287,29781878,15333361,37749006,126767,37622239,59704006,56245259,3458747,123168,8704953,447203229,40381787,2874105,5257636,799321,49312849,496516078,33,Rio de Janeiro,Southeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5101,SP,199701,1997,1,7658750,900550176,595489491,183584385,261784025,19946106,112594331,17580644,146199437,146199437,0,249728824,249728824,0,0,101272615,2000899293,744089952,6548025,67873505,10796884,829308366,2830207659,35,Sao Paulo,Southeast,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5370,PR,199701,1997,1,10211741,52255180,122214502,47536356,51785016,3129792,18020511,1742827,25804015,0,0,38253726,25608414,12645312,5815515,16768,254571447,10392419,1022501,611432,7929803,19956155,274527602,41,Parana,South,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5639,SC,199701,1997,1,931597,50860183,76677917,12531233,43579047,2421568,9544910,8601159,16935774,0,0,31945397,0,0,1287259,0,178638127,5866130,337752,270102,3080,6477064,185115191,42,Santa Catarina,South,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5908,RS,199701,1997,1,2393005,110224872,111181866,27097707,63483831,3057339,17542989,0,32910198,32910198,0,47551343,43319310,4232033,10256592,7884417,322402293,74424916,742649,6560753,981,81729299,404131592,43,Rio Grande do Sul,South,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6176,MS,199701,1997,1,11155395,2728939,26124159,8229057,11423991,1070566,4159066,1241479,3750405,271496,3478909,9174925,792616,8382309,100242,888188,53922253,14480186,188679,162031,3007081,17837977,71760230,50,Mato Grosso do Sul,Center-West,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6444,MT,199701,1997,1,3582081,18868413,33554982,9570354,12088560,3369903,3555761,4970403,0,0,0,10165922,0,0,101110,0,66272508,1470528,74584,987286,971348,3503747,69776255,51,Mato Grosso,Center-West,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6712,GO,199701,1997,1,3331399,36842427,55990066,14685607,30239762,2587488,8398951,78257,11397466,11073812,323654,15838860,376954,15461906,388802,3778951,127567970,3592447,289570,218198,0,4100216,131668186,52,Goias,Center-West,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6981,DF,199701,1997,1,376533,15458918,46804144,7466600,28371480,960189,9440141,565733,5854695,5854695,0,12611013,156153,12454860,7884,429452,81542638,2533730,188905,1106039,694,3829368,85372007,53,Distrito Federal,Center-West,TRUE,199701,1997-01-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2,RO,199702,1997,2,0,2003591,12090386,5527,6398283,971011,1009169,3706393,250978,0,250978,1908151,1908151,0,3074,847117,17103299,885278,0,887684,1021222,2794185,19897485,11,Rondonia,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
271,AC,199702,1997,2,13969227,2494429,352089363,0,0,0,0,0,0,0,0,0,0,0,0,0,3686000,116317117,4842,0,0,116321959,484874978,12,Acre,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
539,AM,199702,1997,2,995767,55620212,40601688,0,0,0,0,0,4190472,0,0,3927669,0,0,259286,0,105595094,1998875,14152,148140,0,2161167,107756261,13,Amazonas,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
808,RR,199702,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090618,74436129,466,0,0,74436595,74436595,14,Roraima,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1077,PA,199702,1997,2,2709039,9466911,34455708,6404018,16942946,2969686,1290108,6848950,283626,0,0,4113350,0,0,15738600,298083,67065317,2549656,11585,516401,0,3077642,70142959,15,Para,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1344,AP,199702,1997,2,56242,999377,2835974,0,0,0,0,0,0,0,0,498956,0,0,426,0,4390974,206278,0,132418,616919,955614,5346589,16,Amapa,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1612,TO,199702,1997,2,2329611,294705,7376010,0,0,0,0,0,1073418,0,0,1991874,0,0,49493,0,13115112,209636,22026,344508,34119,610289,13725401,17,Tocantins,North,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1881,MA,199702,1997,2,2026000,7707000,27486000,0,0,0,0,0,0,0,0,0,0,0,0,0,37219000,896000,17000,0,0,913000,38132000,21,Maranhao,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2149,PI,199702,1997,2,259015,3850383,18219033,6423463,8932291,709177,1181998,972104,53879,0,0,889425,0,0,449622,0,23721359,807438,20720,620855,16031,1465045,25186403,22,Piaui,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2418,CE,199702,1997,2,415114,38045706,48858741,20925296,16107642,2855448,8970356,0,7070008,0,0,12046891,0,0,448419,1629005,108513883,9124519,173135,178029,0,9475682,117989565,23,Ceara,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2687,RN,199702,1997,2,4558711,6034768,26051217,0,0,0,0,0,0,0,0,0,0,0,0,0,36644696,855224,45236,0,0,900460,37545156,24,Rio Grande do Norte,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2956,PB,199702,1997,2,2097647,10214520,26911852,9396531,10925817,188077,1171569,5229859,1792485,0,1792485,950376,0,950376,110942,0,42077824,1278661,42007,37713,1315639,2674021,44751844,25,Paraiba,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3223,PE,199702,1997,2,8744679,33537283,71991285,16226321,43951334,1573627,9277903,962100,7371466,0,0,6620285,0,0,649503,9555733,138470234,1259033,85531,1900221,4685698,7930483,146400717,26,Pernambuco,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3491,AL,199702,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29467642,0,0,0,0,0,29467642,27,Alagoas,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3760,SE,199702,1997,2,1705956,5717378,9262290,0,0,0,0,0,3939906,0,0,2654395,0,0,83314,7026498,30389738,1264572,16392,84897,176347,1542207,31931945,28,Sergipe,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4028,BA,199702,1997,2,2500566,67443064,95669728,27026485,42537424,8123313,15629654,2352852,16633672,0,0,46035727,0,0,443285,4678896,233404938,3570104,321738,2554329,1756,6447927,239852865,29,Bahia,Northeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4297,MG,199702,1997,2,5806000,187297000,141515000,29953000,65368000,17937000,25787000,2470000,37811000,0,0,60584000,39285000,21299000,3185000,5274000,441472000,47470000,1568000,7416000,3000,56457000,497929000,31,Minas Gerais,Southeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4566,ES,199702,1997,2,11946037,23923552,69731297,34865648,8367756,2070356,1368022,23059514,8308043,1163126,7144917,5551443,0,5551443,75301,0,119535673,1092916,21078,1274678,0,2388672,121924345,32,Espirito Santo,Southeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4833,RJ,199702,1997,2,440435,157921306,146956687,40354678,56455466,10135161,31555300,8456082,44111693,256395,43855298,54743633,49346755,5396878,168699,5900855,410243308,60099167,2382921,3903030,810248,67195366,477438674,33,Rio de Janeiro,Southeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5102,SP,199702,1997,2,7884810,876642160,504574045,167203417,193360766,18082875,113208746,12718241,129863749,0,0,251671844,0,0,0,84462264,1855098872,384847438,4389280,57382527,6056630,452675875,2307774747,35,Sao Paulo,Southeast,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5371,PR,199702,1997,2,7949512,45894808,96479052,37704310,36280640,2827175,17999046,1667881,20331320,20331320,0,39867548,27012316,12855232,6217169,210720,216950129,4815618,926806,588812,14361549,20692785,237642914,41,Parana,South,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5640,SC,199702,1997,2,902864,51533855,78785210,21196532,32574038,2269453,14510358,8234829,17491902,0,17491902,23733220,0,23733220,1187240,0,173634291,7579015,445383,185568,10068,8220034,181854325,42,Santa Catarina,South,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5909,RS,199702,1997,2,2155511,127858039,114346127,39255391,50472491,3467670,21150575,0,34919230,34919230,0,59127459,55007438,4120021,6712146,6688379,351806891,29235876,645551,6861853,2014,36745294,388552185,43,Rio Grande do Sul,South,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6177,MS,199702,1997,2,10561109,2068901,22973849,7837230,8841248,908090,4208196,1179085,3563447,288192,3275255,9921393,773750,9147643,97394,807243,49993336,3377397,451507,160952,1089838,5079694,55073030,50,Mato Grosso do Sul,Center-West,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6445,MT,199702,1997,2,3760278,16488322,28541799,10070599,9120524,3353538,4560428,1436709,0,0,0,9938880,0,0,508364,0,59237642,1490705,38340,992788,1446705,3968538,63206180,51,Mato Grosso,Center-West,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6713,GO,199702,1997,2,523619,35417217,46668985,14224078,20863751,2791288,8714930,74938,12809817,12542548,267269,14571931,393484,14178447,405762,3100991,113498323,6743021,361421,2083760,0,9188202,122686525,52,Goias,Center-West,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
6982,DF,199702,1997,2,374625,16581416,34799694,6402428,17670537,718470,9428208,580052,6368941,6368941,0,11443772,216220,11227552,0,385188,69953637,12023968,228517,3953359,336,16206180,86159817,53,Distrito Federal,Center-West,TRUE,199702,1997-02-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3,RO,199703,1997,3,0,1885423,11495697,7768,6027778,825214,1108534,3526401,337017,0,337017,1629589,1629589,0,25111,979509,16352347,996418,624,990233,1157878,3145155,19497502,11,Rondonia,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
272,AC,199703,1997,3,104038,23132,2807383,0,0,0,0,0,0,0,0,0,0,0,0,0,2934553,260041,24770,0,0,284811,3219364,12,Acre,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
540,AM,199703,1997,3,357423,56337876,34660841,0,0,0,0,0,3439430,0,0,2118233,0,0,248354,0,97162157,2231428,23019,145456,3017,2402920,99565077,13,Amazonas,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
809,RR,199703,1997,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872368,25657043,55196,0,0,25712239,25712239,14,Roraima,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1078,PA,199703,1997,3,3030505,9023338,36127282,0,0,0,0,0,4158254,0,0,2442543,0,0,49320,29210,54860452,3027060,15130,133063,0,3175253,58035705,15,Para,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1345,AP,199703,1997,3,119094,768556,2368142,0,0,0,0,0,8727,0,0,591232,0,0,0,0,3855750,295467,811,840031,148108,1284417,5140167,16,Amapa,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1613,TO,199703,1997,3,1903076,215971,6280162,0,0,0,0,0,1295168,0,0,1473201,0,0,80702,0,11248280,323792,39765,292538,6380,662474,11910755,17,Tocantins,North,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
1882,MA,199703,1997,3,1864000,5147000,21610000,0,0,0,0,0,0,0,0,0,0,0,0,0,28621000,2476000,19000,0,0,2495000,31116000,21,Maranhao,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2150,PI,199703,1997,3,300920,3106715,17322317,7260568,8314938,573034,1144528,29249,2136013,0,0,1001008,0,1001008,66675,0,23933649,1139680,23001,719290,17039,1899010,25832659,22,Piaui,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2419,CE,199703,1997,3,401749,32077755,43405324,17113229,16175841,2068740,8047514,0,7429428,0,0,11797776,0,0,567553,1714895,97394481,8660103,277053,175966,0,9113122,106507603,23,Ceara,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2688,RN,199703,1997,3,2135325,6021778,25507469,0,0,0,0,0,0,0,0,0,0,0,0,0,33664572,1254597,39193,27231,0,1321021,34985593,24,Rio Grande do Norte,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
2957,PB,199703,1997,3,1322873,9531818,20080612,8791381,9388899,33792,713912,1152628,2171073,0,2171073,1858652,0,1858652,195571,898431,36059030,1448030,48341,75781,1880060,3452212,39511243,25,Paraiba,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3224,PE,199703,1997,3,10161553,32179940,62676976,18816880,32875262,1115383,9355946,513505,10099576,0,0,14448265,0,0,730735,1762537,132059582,2159949,111535,1844638,4719356,8835478,140895059,26,Pernambuco,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3492,AL,199703,1997,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31337413,1168079,28054,0,0,1196132,32533545,27,Alagoas,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
3761,SE,199703,1997,3,1380087,7462103,10106762,0,0,0,0,0,3744558,0,0,1829018,0,0,133639,6061253,30717419,1363984,32402,224714,769882,2390982,33108401,28,Sergipe,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4029,BA,199703,1997,3,3342334,54665175,82039314,24020441,31736782,6639618,17168741,2473732,15918385,15918385,0,25829696,21971622,3858075,1354864,4470947,187620715,4619120,313102,3381081,4026,8317328,195938043,29,Bahia,Northeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4298,MG,199703,1997,3,3546000,175091000,125122000,29348000,55109000,15638000,22580000,2447000,39490000,0,0,56339000,31398000,24941000,2936000,7976000,410500000,34750000,1938000,7895000,3000,44586000,455086000,31,Minas Gerais,Southeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4567,ES,199703,1997,3,10563626,20960608,61506570,30753285,7380788,1823159,3881160,17668178,8735767,1223007,7512759,3869691,0,3869691,75040,0,105711302,2706338,136950,1703859,0,4547146,110258448,32,Espirito Santo,Southeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
4834,RJ,199703,1997,3,513043,159194183,135883928,40278468,47556639,8813728,29243522,9991571,45940337,376643,45563694,46662080,43077613,3584467,137482,5358014,393689067,86741084,3504492,4705095,1045888,95996559,489685626,33,Rio de Janeiro,Southeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5103,SP,199703,1997,3,7539922,826149709,473432795,164468673,161141887,16180439,113816084,17825712,123533065,123533065,0,212227074,212227074,0,0,90651795,1733534360,255140258,5884532,64696445,7590436,333311671,2066846031,35,Sao Paulo,Southeast,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5372,PR,199703,1997,3,7632718,45238333,98636541,44987344,31052248,2668170,18205051,1723728,25870271,25870271,0,39395725,30592466,8803259,7129746,426220,224329554,15237057,1188038,662240,7052906,24140241,248469795,41,Parana,South,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5641,SC,199703,1997,3,662502,49301842,68710517,9138864,31389220,2296023,14257230,11629180,17991092,0,17991092,26341763,0,26341763,1326779,0,164334495,9105908,478684,197755,9396,9791743,174126238,42,Santa Catarina,South,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
5910,RS,199703,1997,3,0,117359553,103829735,40667589,41719701,3891293,17551152,0,32562862,32562862,0,43122824,39721947,3400877,17448675,8452232,322775881,42530308,975954,9056684,893,52563839,375339720,43,Rio Grande do Sul,South,TRUE,199703,1997-03-01,confaz_boletim_tributos_estaduais,arrecadacao_por_setor,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
