transfer_sheet,transfer_scope,transfer_variable,competencia,period_date,year,month,state_abbrev,state_name,macroregion,state_name_raw,transfer_value_nominal
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,AL,Alagoas,Northeast,Maceió,52621649.07
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,AM,Amazonas,North,Manaus,73670308.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,AP,Amapa,North,Macapá,42097319.27
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,BA,Bahia,Northeast,Salvador,105243298.12
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,CE,Ceara,Northeast,Fortaleza,116936997.93
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,DF,Distrito Federal,Center-West,Brasília,29234249.5
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,ES,Espirito Santo,Southeast,Vitória,21048659.65
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,GO,Goias,Center-West,Goiânia,49113539.14
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,MA,Maranhao,Northeast,São Luís,73085623.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,MG,Minas Gerais,Southeast,Belo Horizonte,58468498.96
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,MS,Mato Grosso do Sul,Center-West,Campo Grande,18709919.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,MT,Mato Grosso,Center-West,Cuiabá,14032439.77
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,PA,Para,North,Belém,49113539.14
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,PB,Paraiba,Northeast,João Pessoa,58468498.96
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,PE,Pernambuco,Northeast,Recife,73670308.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,PI,Piaui,Northeast,Teresina,73085623.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,PR,Parana,South,Curitiba,42097319.27
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,46774799.17
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,RN,Rio Grande do Norte,Northeast,Natal,42097319.27
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,RO,Rondonia,North,Porto Velho,32742359.43
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,RR,Roraima,North,Boa Vista,58468498.96
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,RS,Rio Grande do Sul,South,Porto Alegre,28064879.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,SC,Santa Catarina,South,Florianópolis,16371179.73
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,SE,Sergipe,Northeast,Aracaju,46774799.17
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,SP,Sao Paulo,Southeast,São Paulo,40927949.29
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202401,2024-01-01,2024,1,TO,Tocantins,North,Palmas,32742359.4
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,AC,Acre,North,Rio Branco,57241870.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,AL,Alagoas,Northeast,Maceió,71552338.34
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,AM,Amazonas,North,Manaus,100173273.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,AP,Amapa,North,Macapá,57241870.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,BA,Bahia,Northeast,Salvador,143104676.67
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,CE,Ceara,Northeast,Fortaleza,159005196.31
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,DF,Distrito Federal,Center-West,Brasília,39751299.09
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,ES,Espirito Santo,Southeast,Vitória,28620935.35
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,GO,Goias,Center-West,Goiânia,66782182.45
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,MA,Maranhao,Northeast,São Luís,99378247.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,MG,Minas Gerais,Southeast,Belo Horizonte,79502598.16
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,MS,Mato Grosso do Sul,Center-West,Campo Grande,25440831.44
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,MT,Mato Grosso,Center-West,Cuiabá,19080623.57
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,PA,Para,North,Belém,66782182.45
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,PB,Paraiba,Northeast,João Pessoa,79502598.16
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,PE,Pernambuco,Northeast,Recife,100173273.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,PI,Piaui,Northeast,Teresina,99378247.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,PR,Parana,South,Curitiba,57241870.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,63602078.53
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,RN,Rio Grande do Norte,Northeast,Natal,57241870.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,RO,Rondonia,North,Porto Velho,44521454.97
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,RR,Roraima,North,Boa Vista,79502598.16
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,RS,Rio Grande do Sul,South,Porto Alegre,38161247.13
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,SC,Santa Catarina,South,Florianópolis,22260727.49
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,SE,Sergipe,Northeast,Aracaju,63602078.53
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,SP,Sao Paulo,Southeast,São Paulo,55651818.74
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202402,2024-02-01,2024,2,TO,Tocantins,North,Palmas,44521455
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,AC,Acre,North,Rio Branco,35687167.01
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,AL,Alagoas,Northeast,Maceió,44608958.73
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,AM,Amazonas,North,Manaus,62452542.24
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,AP,Amapa,North,Macapá,35687167.01
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,BA,Bahia,Northeast,Salvador,89217917.46
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,CE,Ceara,Northeast,Fortaleza,99131019.39
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,DF,Distrito Federal,Center-West,Brasília,24782754.87
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,ES,Espirito Santo,Southeast,Vitória,17843583.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,GO,Goias,Center-West,Goiânia,41635028.16
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,MA,Maranhao,Northeast,São Luís,61956887.13
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,MG,Minas Gerais,Southeast,Belo Horizonte,49565509.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,MS,Mato Grosso do Sul,Center-West,Campo Grande,15860963.12
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,MT,Mato Grosso,Center-West,Cuiabá,11895722.36
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,PA,Para,North,Belém,41635028.16
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,PB,Paraiba,Northeast,João Pessoa,49565509.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,PE,Pernambuco,Northeast,Recife,62452542.24
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,PI,Piaui,Northeast,Teresina,61956887.13
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,PR,Parana,South,Curitiba,35687167.01
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,39652407.76
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,RN,Rio Grande do Norte,Northeast,Natal,35687167.01
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,RO,Rondonia,North,Porto Velho,27756685.44
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,RR,Roraima,North,Boa Vista,49565509.7
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,RS,Rio Grande do Sul,South,Porto Alegre,23791444.66
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,SC,Santa Catarina,South,Florianópolis,13878342.74
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,SE,Sergipe,Northeast,Aracaju,39652407.76
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,SP,Sao Paulo,Southeast,São Paulo,34695856.8
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202403,2024-03-01,2024,3,TO,Tocantins,North,Palmas,27756685.4
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,AC,Acre,North,Rio Branco,37430619.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,AL,Alagoas,Northeast,Maceió,46788274.6
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,AM,Amazonas,North,Manaus,65503584.42
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,AP,Amapa,North,Macapá,37430619.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,BA,Bahia,Northeast,Salvador,93576549.18
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,CE,Ceara,Northeast,Fortaleza,103973943.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,DF,Distrito Federal,Center-West,Brasília,25993485.91
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,ES,Espirito Santo,Southeast,Vitória,18715309.86
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,GO,Goias,Center-West,Goiânia,43669056.28
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,MA,Maranhao,Northeast,São Luís,64983714.71
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,MG,Minas Gerais,Southeast,Belo Horizonte,51986971.77
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,MS,Mato Grosso do Sul,Center-West,Campo Grande,16635830.99
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,MT,Mato Grosso,Center-West,Cuiabá,12476873.24
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,PA,Para,North,Belém,43669056.28
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,PB,Paraiba,Northeast,João Pessoa,51986971.77
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,PE,Pernambuco,Northeast,Recife,65503584.42
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,PI,Piaui,Northeast,Teresina,64983714.71
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,PR,Parana,South,Curitiba,37430619.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,41589577.43
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,RN,Rio Grande do Norte,Northeast,Natal,37430619.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,RO,Rondonia,North,Porto Velho,29112704.19
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,RR,Roraima,North,Boa Vista,51986971.77
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,RS,Rio Grande do Sul,South,Porto Alegre,24953746.46
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,SC,Santa Catarina,South,Florianópolis,14556352.11
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,SE,Sergipe,Northeast,Aracaju,41589577.43
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,SP,Sao Paulo,Southeast,São Paulo,36390880.25
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202404,2024-04-01,2024,4,TO,Tocantins,North,Palmas,29112704.19
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,AC,Acre,North,Rio Branco,43545754.18
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,AL,Alagoas,Northeast,Maceió,54432192.73
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,AM,Amazonas,North,Manaus,76205069.79
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,AP,Amapa,North,Macapá,43545754.18
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,BA,Bahia,Northeast,Salvador,108864385.43
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,CE,Ceara,Northeast,Fortaleza,120960428.23
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,DF,Distrito Federal,Center-West,Brasília,30240107.08
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,ES,Espirito Santo,Southeast,Vitória,21772877.11
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,GO,Goias,Center-West,Goiânia,50803379.88
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,MA,Maranhao,Northeast,São Luís,75600267.67
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,MG,Minas Gerais,Southeast,Belo Horizonte,60480214.12
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,MS,Mato Grosso do Sul,Center-West,Campo Grande,19353668.53
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,MT,Mato Grosso,Center-West,Cuiabá,14515251.41
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,PA,Para,North,Belém,50803379.88
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,PB,Paraiba,Northeast,João Pessoa,60480214.12
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,PE,Pernambuco,Northeast,Recife,76205069.79
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,PI,Piaui,Northeast,Teresina,75600267.67
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,PR,Parana,South,Curitiba,43545754.18
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,48384171.31
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,RN,Rio Grande do Norte,Northeast,Natal,43545754.18
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,RO,Rondonia,North,Porto Velho,33868919.92
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,RR,Roraima,North,Boa Vista,60480214.12
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,RS,Rio Grande do Sul,South,Porto Alegre,29030502.79
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,SC,Santa Catarina,South,Florianópolis,16934459.97
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,SE,Sergipe,Northeast,Aracaju,48384171.31
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,SP,Sao Paulo,Southeast,São Paulo,42336149.89
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202405,2024-05-01,2024,5,TO,Tocantins,North,Palmas,33868919.98
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,AC,Acre,North,Rio Branco,46760879.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,AL,Alagoas,Northeast,Maceió,58451099.4
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,AM,Amazonas,North,Manaus,81831539.15
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,AP,Amapa,North,Macapá,46760879.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,BA,Bahia,Northeast,Salvador,116902198.78
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,CE,Ceara,Northeast,Fortaleza,129891332
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,DF,Distrito Federal,Center-West,Brasília,32472833.02
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,ES,Espirito Santo,Southeast,Vitória,23380439.77
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,GO,Goias,Center-West,Goiânia,54554359.43
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,MA,Maranhao,Northeast,São Luís,81182082.5
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,MG,Minas Gerais,Southeast,Belo Horizonte,64945665.99
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,MS,Mato Grosso do Sul,Center-West,Campo Grande,20782613.13
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,MT,Mato Grosso,Center-West,Cuiabá,15586959.85
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,PA,Para,North,Belém,54554359.43
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,PB,Paraiba,Northeast,João Pessoa,64945665.99
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,PE,Pernambuco,Northeast,Recife,81831539.15
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,PI,Piaui,Northeast,Teresina,81182082.5
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,PR,Parana,South,Curitiba,46760879.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,51956532.8
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,RN,Rio Grande do Norte,Northeast,Natal,46760879.52
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,RO,Rondonia,North,Porto Velho,36369572.96
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,RR,Roraima,North,Boa Vista,64945665.99
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,RS,Rio Grande do Sul,South,Porto Alegre,31173919.69
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,SC,Santa Catarina,South,Florianópolis,18184786.49
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,SE,Sergipe,Northeast,Aracaju,51956532.8
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,SP,Sao Paulo,Southeast,São Paulo,45461966.22
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202406,2024-06-01,2024,6,TO,Tocantins,North,Palmas,36369573.04
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,AC,Acre,North,Rio Branco,55760645.75
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,AL,Alagoas,Northeast,Maceió,69700807.2
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,AM,Amazonas,North,Manaus,97581130.06
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,AP,Amapa,North,Macapá,55760645.75
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,BA,Bahia,Northeast,Salvador,139401614.37
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,CE,Ceara,Northeast,Fortaleza,154890682.63
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,DF,Distrito Federal,Center-West,Brasília,38722670.68
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,ES,Espirito Santo,Southeast,Vitória,27880322.9
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,GO,Goias,Center-West,Goiânia,65054086.72
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,MA,Maranhao,Northeast,São Luís,96806676.65
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,MG,Minas Gerais,Southeast,Belo Horizonte,77445341.32
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,MS,Mato Grosso do Sul,Center-West,Campo Grande,24782509.23
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,MT,Mato Grosso,Center-West,Cuiabá,18586881.95
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,PA,Para,North,Belém,65054086.72
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,PB,Paraiba,Northeast,João Pessoa,77445341.32
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,PE,Pernambuco,Northeast,Recife,97581130.06
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,PI,Piaui,Northeast,Teresina,96806676.65
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,PR,Parana,South,Curitiba,55760645.75
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,RJ,Rio de Janeiro,Southeast,Rio de Janeiro,61956273.06
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,RN,Rio Grande do Norte,Northeast,Natal,55760645.75
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,RO,Rondonia,North,Porto Velho,43369391.14
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,RR,Roraima,North,Boa Vista,77445341.32
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,RS,Rio Grande do Sul,South,Porto Alegre,37173763.84
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,SC,Santa Catarina,South,Florianópolis,21684695.59
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,SE,Sergipe,Northeast,Aracaju,61956273.06
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,SP,Sao Paulo,Southeast,São Paulo,54211738.93
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202407,2024-07-01,2024,7,TO,Tocantins,North,Palmas,43369391.15
FPM_CAPITAIS,municipal_aggregate_to_state,fpm_capitais,202408,2024-08-01,2024,8,AC,Acre,North,Rio Branco,39637291.27
