state_abbrev,state_name,year,population,gdp_per_capita_real,formal_employment_stock,formal_hiring_balance,state_tax_revenue_real,total_revenue_real,investment_expenditure_real,federal_transfers_real,homicide_rate,bolsa_familia_beneficiaries,sus_primary_care_coverage,treated_case,post_treatment,treatment_year,event_id
PB,Paraiba,2010,3766528,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2011,3791315,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2012,3815171,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2013,3914421,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2014,3943885,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2015,3972202,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2016,3999415,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2017,4025558,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2018,3996496,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2019,4018127,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2020,4039277,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2021,4059905,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2022,3974687,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2023,4059863.5,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2024,4145040,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2025,4164468,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2001,8008207,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2002,8084667,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2003,8161862,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2004,8323911,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2005,8413593,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2006,8502603,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2007,8485386,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2008,8734196,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2009,8810256,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2010,8796448,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2011,8864906,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2012,8931028,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2013,9208550,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2014,9277727,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2015,9345173,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2016,9410336,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2017,9473266,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2018,9496294,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2019,9557071,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2020,9616621,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2021,9674793,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2022,9058931,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2023,9298980,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2024,9539029,,,,,,,,,,,FALSE,FALSE,,
PE,Pernambuco,2025,9562007,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2001,2873010,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2002,2898223,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2003,2923725,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2004,2974698,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2005,3006885,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2006,3036290,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2007,3032421,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2008,3111881,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2009,3145325,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2010,3118360,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2011,3140328,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2012,3160748,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2013,3184166,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2014,3194718,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2015,3204028,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2016,3212180,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2017,3219257,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2018,3264531,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2019,3273227,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2020,3281480,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2021,3289290,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2022,3271199,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2023,3323422.5,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2024,3375646,,,,,,,,,,,FALSE,FALSE,,
PI,Piaui,2025,3384547,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2001,9694709,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2002,9798006,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2003,9906866,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2004,10135388,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2005,10261856,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2006,10387378,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2007,10284503,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2008,10590171,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2009,10686247,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2010,10444526,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2011,10512349,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2012,10577755,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2013,10997465,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2014,11081692,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2015,11163018,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2016,11242720,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2017,11320892,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2018,11348937,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2019,11433957,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2020,11516840,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2021,11597484,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2022,11444380,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2023,11634522.5,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2024,11824665,,,,,,,,,,,FALSE,FALSE,,
PR,Parana,2025,11890517,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2001,14558545,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2002,14724475,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2003,14879118,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2004,15203750,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2005,15383407,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2006,15561720,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2007,15420375,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2008,15872362,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2009,16010429,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2010,15989929,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2011,16112678,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2012,16231365,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2013,16369179,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2014,16461173,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2015,16550024,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2016,16635996,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2017,16718956,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2018,17159960,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2019,17264943,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2020,17366189,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2021,17463349,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2022,16055174,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2023,16637426.5,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2024,17219679,,,,,,,,,,,FALSE,FALSE,,
RJ,Rio de Janeiro,2025,17223547,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2001,2815244,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2002,2852784,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2003,2888058,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2004,2962107,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2005,3003087,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2006,3043760,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2007,3013740,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2008,3106436,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2009,3137541,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2010,3168027,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2011,3198657,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2012,3228198,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2013,3373959,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2014,3408510,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2015,3442175,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2016,3474998,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2017,3507003,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2018,3479010,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2019,3506853,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2020,3534165,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2021,3560903,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2022,3302729,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2023,3374400,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2024,3446071,,,,,,,,,,,FALSE,FALSE,,
RN,Rio Grande do Norte,2025,3455236,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2001,1407886,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2002,1431777,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2003,1455907,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2004,1562085,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2005,1534594,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2006,1562417,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2007,1453756,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2008,1493565,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2009,1503928,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2010,1562409,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2011,1576455,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2012,1590011,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2013,1728214,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2014,1748531,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2015,1768204,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2016,1787279,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2017,1805788,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2018,1757589,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2019,1777225,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2020,1796460,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2021,1815278,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2022,1581196,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2023,1663711.5,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2024,1746227,,,,,,,,,,,FALSE,FALSE,,
RO,Rondonia,2025,1751950,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2001,337237,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2002,346871,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2003,357302,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2004,381896,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2005,391317,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2006,403344,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2007,395725,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2008,412783,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2009,421499,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2010,450479,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2011,460165,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2012,469524,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2013,488072,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2014,496936,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2015,505665,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2016,514229,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2017,522636,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2018,576568,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2019,605761,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2020,631181,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2021,652713,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2022,636707,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2023,676750,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2024,716793,,,,,,,,,,,FALSE,FALSE,,
RR,Roraima,2025,738772,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2001,10309819,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2002,10408540,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2003,10510992,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2004,10726063,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2005,10845087,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2006,10963219,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2007,10582840,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2008,10855228,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2009,10914128,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2010,10693929,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2011,10733030,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2012,10768025,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2013,11164043,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2014,11207274,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2015,11247972,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2016,11286500,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2017,11322895,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2018,11329605,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2019,11377239,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2020,11422973,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2021,11466630,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2022,10882965,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2023,11056440,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2024,11229915,,,,,,,,,,,FALSE,FALSE,,
RS,Rio Grande do Sul,2025,11233263,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2001,5448736,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2002,5527707,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2003,5607233,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2004,5774178,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2005,5866568,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2006,5958266,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2007,5866252,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2008,6052587,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2009,6118743,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2010,6248436,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2011,6317054,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2012,6362734,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2013,6634254,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2014,6727148,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2015,6819190,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2016,6910553,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2017,7001161,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2018,7075494,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2019,7164788,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2020,7252502,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2021,7338473,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2022,7610361,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2023,7834401,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2024,8058441,,,,,,,,,,,FALSE,FALSE,,
SC,Santa Catarina,2025,8187029,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2001,1817301,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2002,1846039,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2003,1874613,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2004,1934596,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2005,1967791,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2006,2000738,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2007,1939426,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2008,1999374,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2009,2019679,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2010,2068017,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2011,2089819,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2012,2110867,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2013,2195662,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2014,2219574,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2015,2242937,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2016,2265779,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2017,2288116,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2018,2278308,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2019,2298696,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2020,2318822,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2021,2338474,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2022,2210004,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2023,2250540.5,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2024,2291077,,,,,,,,,,,FALSE,FALSE,,
SE,Sergipe,2025,2299425,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2001,37630106,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2002,38177742,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2003,38709320,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2004,39825226,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2005,40442795,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2006,41055734,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2007,39827570,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2008,41011638,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2009,41384039,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2010,41262199,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2011,41587182,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2012,41901219,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2013,43663669,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2014,44035304,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2015,44396484,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2016,44749699,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2017,45094866,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2018,45538936,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2019,45919049,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2020,46289333,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2021,46649132,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2022,44411238,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2023,45192216,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2024,45973194,,,,,,,,,,,FALSE,FALSE,,
SP,Sao Paulo,2025,46081801,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2001,1184895,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2002,1207014,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2003,1230181,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2004,1262644,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2005,1305728,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2006,1332441,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2007,1243627,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2008,1280513,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2009,1292051,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2010,1383445,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2011,1400892,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2012,1417694,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2013,1478164,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2014,1496880,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2015,1515126,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2016,1532902,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2017,1550194,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2018,1555229,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2019,1572866,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2020,1590248,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2021,1607363,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2022,1511460,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2023,1544401,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2024,1577342,,,,,,,,,,,FALSE,FALSE,,
TO,Tocantins,2025,1586859,,,,,,,,,,,FALSE,FALSE,,
