state_abbrev,state_name,year,population,gdp_per_capita_real,formal_employment_stock,formal_hiring_balance,state_tax_revenue_real,total_revenue_real,investment_expenditure_real,federal_transfers_real,homicide_rate,bolsa_familia_beneficiaries,sus_primary_care_coverage,treated_case,post_treatment,treatment_year,event_id
BA,Bahia,2001,13214114,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2002,13323212,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2003,13435612,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2004,13682074,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2005,13815334,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2006,13950146,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2007,14080654,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2008,14502563,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2009,14637364,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2010,14016906,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2011,14097534,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2012,14175341,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2013,15044137,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2014,15126371,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2015,15203334,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2016,15276566,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2017,15344447,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2018,14812617,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2019,14873064,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2020,14930634,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2021,14985284,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2022,14141626,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2023,14496069.5,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2024,14850513,,,,,,,,,,,FALSE,FALSE,,
BA,Bahia,2025,14870907,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2001,7547620,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2002,7654535,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2003,7758441,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2004,7976563,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2005,8097276,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2006,8217085,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2007,8185286,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2008,8450528,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2009,8547809,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2010,8452381,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2011,8530155,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2012,8606005,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2013,8778576,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2014,8842791,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2015,8904459,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2016,8963663,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2017,9020460,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2018,9075649,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2019,9132078,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2020,9187103,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2021,9240580,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2022,8794957,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2023,9014306.5,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2024,9233656,,,,,,,,,,,FALSE,FALSE,,
CE,Ceara,2025,9268836,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2001,2097447,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2002,2145839,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2003,2189789,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2004,2282049,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2005,2333108,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2006,2383784,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2007,2455903,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2008,2557159,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2009,2606885,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2010,2570160,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2011,2609998,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2012,2648532,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2013,2789761,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2014,2852372,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2015,2914830,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2016,2977216,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2017,3039444,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2018,2974703,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2019,3015268,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2020,3055149,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2021,3094325,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2022,2817381,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2023,2900099.5,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2024,2982818,,,,,,,,,,,FALSE,FALSE,,
DF,Distrito Federal,2025,2996899,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2001,3155016,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2002,3201722,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2003,3250219,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2004,3352024,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2005,3408365,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2006,3464285,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2007,3351669,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2008,3453646,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2009,3487199,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2010,3514952,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2011,3547055,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2012,3578067,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2013,3839366,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2014,3885049,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2015,3929911,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2016,3973697,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2017,4016356,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2018,3972388,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2019,4018650,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2020,4064052,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2021,4108508,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2022,3833712,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2023,3967920.5,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2024,4102129,,,,,,,,,,,FALSE,FALSE,,
ES,Espirito Santo,2025,4126854,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2001,5116462,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2002,5210335,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2003,5306459,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2004,5508245,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2005,5619917,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2006,5730753,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2007,5647035,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2008,5844995,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2009,5926300,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2010,6003788,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2011,6080716,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2012,6154996,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2013,6434048,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2014,6523222,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2015,6610681,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2016,6695855,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2017,6778772,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2018,6921161,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2019,7018354,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2020,7113540,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2021,7206589,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2022,7056495,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2023,7203489,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2024,7350483,,,,,,,,,,,FALSE,FALSE,,
GO,Goias,2025,7423629,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2001,5730467,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2002,5803224,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2003,5873655,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2004,6021504,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2005,6103327,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2006,6184538,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2007,6118995,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2008,6305537,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2009,6367138,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2010,6574789,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2011,6645761,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2012,6714314,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2013,6794301,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2014,6850884,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2015,6904241,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2016,6954036,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2017,7000229,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2018,7035055,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2019,7075181,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2020,7114598,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2021,7153262,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2022,6776699,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2023,6893829.5,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2024,7010960,,,,,,,,,,,FALSE,FALSE,,
MA,Maranhao,2025,7018211,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2001,18127096,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2002,18343517,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2003,18553312,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2004,18993720,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2005,19237450,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2006,19479356,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2007,19273506,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2008,19850060,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2009,20033665,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2010,19597330,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2011,19728701,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2012,19855332,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2013,20593356,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2014,20734097,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2015,20869101,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2016,20997560,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2017,21119536,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2018,21040662,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2019,21168791,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2020,21292666,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2021,21411923,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2022,20539989,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2023,20931340,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2024,21322691,,,,,,,,,,,FALSE,FALSE,,
MG,Minas Gerais,2025,21393441,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2001,2111036,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2002,2140624,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2003,2169688,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2004,2227794,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2005,2264468,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2006,2297981,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2007,2265274,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2008,2336060,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2009,2360498,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2010,2449024,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2011,2477542,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2012,2500365,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2013,2587269,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2014,2619657,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2015,2651235,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2016,2682386,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2017,2713147,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2018,2748023,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2019,2778986,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2020,2809394,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2021,2839188,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2022,2757013,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2023,2829454,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2024,2901895,,,,,,,,,,,FALSE,FALSE,,
MS,Mato Grosso do Sul,2025,2924631,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2001,2560584,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2002,2604742,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2003,2651335,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2004,2742646,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2005,2803274,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2006,2856999,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2007,2854642,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2008,2957735,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2009,3001692,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2010,3035122,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2011,3075936,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2012,3115336,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2013,3182113,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2014,3224357,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2015,3265486,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2016,3305531,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2017,3344544,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2018,3441998,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2019,3484466,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2020,3526220,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2021,3567234,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2022,3658649,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2023,3747524,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2024,3836399,,,,,,,,,,,FALSE,FALSE,,
MT,Mato Grosso,2025,3893659,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2001,6341736,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2002,6453683,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2003,6574993,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2004,6850181,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2005,6970586,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2006,7110465,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2007,7065573,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2008,7321490,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2009,7431020,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2010,7581051,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2011,7688593,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2012,7777543,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2013,7969654,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2014,8073924,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2015,8175113,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2016,8272724,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2017,8366628,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2018,8513497,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2019,8602865,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2020,8690745,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2021,8777124,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2022,8120131,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2023,8392218.5,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2024,8664306,,,,,,,,,,,FALSE,FALSE,,
PA,Para,2025,8711196,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2001,3468594,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2002,3494893,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2003,3518595,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2004,3568350,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2005,3595886,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2006,3623215,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2007,3641395,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2008,3742604,,,,,,,,,,,FALSE,FALSE,,
PB,Paraiba,2009,3769977,,,,,,,,,,,FALSE,FALSE,,
