state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method
AC,2015B1,2015-02-01,2015,1,12,Acre,North,816467799.02,1490734623.4821749,186453327.33,340432814.4329886,,,0,0,0,0.2283658064087751,549535893.16,1003361288.4220386,80867425.4,147650490.4422922,101184913.86,184746850.57538745,65328459,119278918.0993164,24439497.69,24439497.69,44622464.51204279,TRUE,FALSE,201502,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2015B2,2015-04-01,2015,2,12,Acre,North,835031264.38,1494155181.9928613,181348808.6,324494750.887092,,,0,0,0,0.21717607032911415,672801209.33,1203870389.353485,124294390.42,222404975.071895,133623478.17,239097888.73816141,63620826.94,113839316.33464336,54984647.7,30545150.01,54655671.133556075,TRUE,FALSE,201504,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2015B3,2015-06-01,2015,3,12,Acre,North,755050416.24,1330606027.8296168,158758329.62,279775741.8802442,,,0,0,0,0.21026189272311735,716541243.03,1262742297.2788432,120741340.22,212779374.26352137,160472027.98,282795748.6488689,66322470.96,116878393.47125116,92832610.33,37847962.629999995,66698496.06511631,TRUE,FALSE,201506,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2015B4,2015-08-01,2015,4,12,Acre,North,695472488.93,1215389235.0284204,176414778.85,308297778.16817474,,,0,0,0,0.25366176471109314,742423641.13,1297439820.5862403,122199661.14,213552879.57138088,163148498.78,285113979.7540106,66977748.46,117048532.84702504,176787328.22,83954717.89,146717033.3514431,TRUE,FALSE,201508,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2015B5,2015-10-01,2015,5,12,Acre,North,672868876.72,1160061404.637825,171855527.01,296287985.6025127,,,0,0,0,0.25540715725734775,862130560.32,1486358521.5313723,123513856.49,212944397.94939208,152126286.64,262273735.44485015,68059625.13,117338380.56576714,256700336.73,79913008.50999999,137774238.2035034,TRUE,FALSE,201510,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2015B6,2015-12-01,2015,6,12,Acre,North,866025450.25,1464090444.4722817,223198263.51,377335844.7300404,,,0,0,0,0.2577271412122683,1270157578.88,2147310536.515329,169972251.26,287352697.1099632,239330178.2,404608232.789598,92480533.86,156346289.69048744,362537770.08,105837433.35,178927276.08695006,TRUE,FALSE,201512,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2016B1,2016-02-01,2016,1,12,Acre,North,806219976.99,1333887912.2608936,179559474.74,297080473.96916837,,,0,0,0,0.22271771956132907,570513513.65,943912457.3424758,87155301.16,144198117.16997904,110429045.8,182704439.92849812,58318092.44,96487064.06687596,10169268.83,10169268.83,16825016.938319713,TRUE,FALSE,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2016B2,2016-04-01,2016,2,12,Acre,North,738998185.4,1210053076.8444154,190524208.01,311968836.555476,,,0,0,0,0.2578141756963508,736223956.81,1205510489.450399,115628164.05,189332285.8470084,144341564.36,236348285.45054537,66484929.23,108863992.85946706,40035651.6,29866382.770000003,48903920.3059612,TRUE,FALSE,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2016B3,2016-06-01,2016,3,12,Acre,North,821849230.22,1330644987.9852755,177577958.89,287514074.7048953,,,0,0,0,0.21607121155599832,785362104.32,1271569175.2698145,121663517.09,196983757.2192323,160408067.55,259714535.54890335,70723961.36,114508210.5740447,76819804.4,36784152.800000004,59556724.95732832,TRUE,FALSE,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2016B4,2016-08-01,2016,4,12,Acre,North,722930064.77,1159329377.525207,186874593.3,299682108.24748605,,,0,0,0,0.25849608752881803,714258789.51,1145423656.0184886,126840689.35,203408523.9984972,164604614.99,263968778.07930964,64604670.9,103603510.97522368,133785460.48,56965656.08,91353177.60584858,TRUE,FALSE,201608,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2016B5,2016-10-01,2016,5,12,Acre,North,688336946.67,1100110122.5852478,182147140.13,291110209.36238223,,,0,0,0,0.26461915347008724,791836747.75,1265525010.460291,124739217.23,199360031.7721605,153704041.63,245652035.52918175,68675542.98,109758251.93145774,174858388.77,41072928.29000001,65643351.55135775,TRUE,FALSE,201610,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2016B6,2016-12-01,2016,6,12,Acre,North,1311851767.17,2086593397.8437436,232278482.66,369455422.1054085,,,0,0,0,0.17706153124379603,1316655447.87,2094233993.1341643,187737532.32,298609877.4798728,258699239.48,411479512.11793727,105307026.46,167498304.04391846,269456474.35,94598085.58000001,150464973.07062468,TRUE,FALSE,201612,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2017B1,2017-02-01,2017,1,12,Acre,North,912879839.64,1441744947.385373,197653476.99,312161458.0686345,,,0,0,0,0.2165164224329304,614345740.63,970258985.9475052,115590616.95,182556543.2779641,108523293.52,171394857.58364645,66947514.57,105732689.75834753,15140347.86,15140347.86,23911712.233036235,TRUE,FALSE,201702,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2017B2,2017-04-01,2017,2,12,Acre,North,776019084.45,1220831325.8940363,190069245.76,299016472.61332405,,,0,0,0,0.2449285714341815,743934416.34,1170355804.4867723,130733734.6,205669991.5620188,153535485.44,241541650.22158912,82464345.34,129732706.42147788,54743423.44,39603075.58,62303461.65272473,TRUE,FALSE,201704,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2017B3,2017-06-01,2017,3,12,Acre,North,938052622.71,1474572436.3169284,214360113.07,336963520.5172509,,,0,0,0,0.2285160852178222,966236710.39,1518876431.4548595,134005038.68,210649308.5582472,185682705.09,291884050.2097561,85851727.77,134954679.8495157,91772328.4,37028904.96000001,58207611.46989023,TRUE,FALSE,201706,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2017B4,2017-08-01,2017,4,12,Acre,North,765325620.01,1197897885.029839,217950270.04,341138674.43662333,,,0,0,0,0.28478109753747977,864075456.13,1352462447.8020165,138746590.06,217168016.3873312,185771285.46,290771697.86750484,79765825.11,124850535.1169095,141481588.31,49709259.91,77805597.71644585,TRUE,FALSE,201708,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2017B5,2017-10-01,2017,5,12,Acre,North,772394220.9,1201982282.7014148,223487001.28,347785377.8341604,,,0,0,0,0.2893431815421808,860062317.57,1338409376.6699722,126901493.91,197481212.57358503,193354543.21,300893933.3433135,79096035.75,123087448.13320716,190243422.43,48761834.120000005,75882054.91228494,TRUE,FALSE,201710,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2017B6,2017-12-01,2017,6,12,Acre,North,1079970400.35,1668589261.052593,242009543.6,373912586.30081886,,,0,0,0,0.22408905236807308,1304955076.25,2016197875.1280117,162250564.13,250682378.72010583,303618150.04,469099879.45337576,112267786.09,173457367.13822305,279496146.42,89252723.99000001,137898350.47436553,TRUE,FALSE,201712,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,
AC,2018B1,2018-02-01,2018,1,12,Acre,North,1143809492.16,1756490416.5170636,271756471.52,417322675.78052294,657218188.11,21025547.15,678243735.26,1041544618.4112267,0.5929691438206083,0.23758892838597437,698818965.17,1073140958.8877358,113264158.95,173934043.29495713,136665921.26,209870946.6944048,75323747.02,115670870.61581962,19016344.28,19016344.28,29202438.61758116,TRUE,FALSE,201802,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2018B2,2018-04-01,2018,2,12,Acre,North,884616014.85,1354260287.3615303,235720445.35,360864864.18721306,449248060.93,28035642.21,477283703.14,730674500.7063353,0.5395377148139587,0.26646640055456144,836863935.69,1281156541.3748636,134963644.4,206616091.93170196,181174964.38,277361086.85029626,85899694.6,131504000.76465867,58535764.42,39519420.14,60500353.12127206,TRUE,FALSE,201804,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2018B3,2018-06-01,2018,3,12,Acre,North,1050289427.85,1581555413.2646718,226438489.69,340977457.8744429,519380100.96,5145644.5,524525745.46,789845646.47777,0.4994106686703806,0.2155962763078859,843154440.3,1269645712.8054194,144327652.08,217332645.05781937,213094929.18,320884348.4921887,89333738.08,134521259.8557838,100156651.87,41620887.45,62673905.0265183,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2018B4,2018-08-01,2018,4,12,Acre,North,926019017.04,1391088762.9430623,260333183.78,391078973.44823754,403269545.35,6334073.96,409603619.31,615316728.4882406,0.4423274379604959,0.2811315739628647,1007856295.19,1514026754.419963,150423640.48,225970128.153077,212179020.92,318740594.2024227,97721227.5,146799254.63170117,172413612.88,72256961.00999999,108546201.1641216,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2018B5,2018-10-01,2018,5,12,Acre,North,786402761.69,1170444551.6960852,259022380.02,385516618.4948776,359610232.15,3113629.1,362723861.25,539860981.9958721,0.4612443889063881,0.3293762339584797,1010867230.07,1504526814.4543316,152729015.28,227314618.5756296,206575498.02,307457168.1968815,97800944.6,145562284.7913204,264786777.17,92373164.28999999,137483834.1536469,TRUE,FALSE,201810,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2018B6,2018-12-01,2018,6,12,Acre,North,1220045296.31,1816954026.0571637,391129058.98,582489453.9334292,545851580.33,15635967.17,561487547.5,836196051.9799151,0.4602186076190832,0.3205856865830812,1432214320.81,2132927018.5647664,175276193.6,261030296.65922785,355434156.54,529330774.58420247,133740525.67,199173249.7949521,400370322.94,135583545.77,201917969.84832004,TRUE,FALSE,201812,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2019B1,2019-02-01,2019,1,12,Acre,North,1048849462.53,1550352877.7059636,250975393.87,370978331.991673,591537401.3,4167478.47,595704879.77,880538921.559955,0.5679603232412975,0.23928638268508567,689144830.49,1018656832.3438504,109433707.16,161759021.55137438,129866591.7,191961812.77940217,96909481.6,143246384.77016497,145288.01,145288.01,214756.9240835933,TRUE,FALSE,201902,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2019B2,2019-04-01,2019,2,12,Acre,North,947510324.19,1382254915.2246444,248901629.4,363104751.32784194,469860759.5,9403272.56,479264032.06,699163953.2494164,0.5058140474297305,0.26269015022372344,759631104.13,1108171384.1364577,129232270.93,188527699.52806884,160265170.26,233799372.6037518,93882238.78,136958070.7385798,6606321.64,6461033.63,9425538.977777274,TRUE,FALSE,201904,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2019B3,2019-06-01,2019,3,12,Acre,North,977538892.89,1424067685.1971223,248523009.47,362045530.2477571,522482756.02,1044558.4,523527314.42,762668714.4686825,0.5355565064754013,0.2542333724802146,1010335164.2,1471844925.0667837,123130318.03,179374865.03086773,217449726.04,316778319.7792181,100996006.15,147129847.966437,25980983.85,19374662.21,28224790.405322105,TRUE,FALSE,201906,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2019B4,2019-08-01,2019,4,12,Acre,North,970887968.3,1410143613.2269356,320487935.91,465485236.91265315,441866624.34,22973188.98,464839813.32,675145758.6548804,0.4787780140420554,0.3300977521342305,1134053753.63,1647129957.2673645,163060439.64,236833337.14696133,263492847.39,382704048.262731,114490761.75,166289439.90102303,47758293,21777309.15,31629945.383824162,TRUE,FALSE,201908,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2019B5,2019-10-01,2019,5,12,Acre,North,939602144.31,1363884383.8075447,281660136.46,408845237.3009421,421138836.71,8032277.88,429171114.59,622965565.4951975,0.45675833882346367,0.29976531893383246,959529732.28,1392810377.861329,138007837.89,200325995.50891733,216489854.01,314246974.55734795,104883574.85,152244299.0600807,66589173.61,18830880.61,27334062.776308153,TRUE,FALSE,201910,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2019B6,2019-12-01,2019,6,12,Acre,North,1316705081.99,1879951187.6797931,310438231.28,443234198.4387378,745624777.26,30531717.62,776156494.88,1108172471.0667768,0.5894687470234088,0.23576899301612755,1347444272.82,1923839662.8589396,180288606.8,257410550.8627249,340801979.78,486586628.55825573,149015946.29,212760404.0137223,135808109.76,69218936.14999999,98828676.97940011,TRUE,FALSE,201912,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2020B1,2020-02-01,2020,1,12,Acre,North,1088631006.28,1547189129.6119454,257329474.46,365722970.70038104,630865435.99,6078091.68,636943527.67,905239788.7831632,0.5850867043062851,0.2363789686087757,774735917.62,1101073718.4104226,107906328.4,153359124.76653838,157133951.33,223322631.80846623,67617548.75,96099721.38722812,22713805.4,22713805.4,32281418.225527104,TRUE,FALSE,202002,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2020B2,2020-04-01,2020,2,12,Acre,North,940338728.1,1339650821.025323,258169352.82,367800214.0438368,519497392.86,5572279.15,525069672.01,748038973.8120939,0.5583835444818153,0.27454931409838207,862663430.88,1228990935.8322363,159871946.66,227761101.613598,196500954.95,279944511.2325875,70236581.25,100062340.22466856,39249338.66,16535533.259999998,23557299.136885915,TRUE,FALSE,202004,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2020B3,2020-06-01,2020,3,12,Acre,North,1098506510.03,1566879540.128699,206747161.52,294898477.53066534,655172849.07,13381718.12,668554567.19,953607887.8230778,0.6086031908647879,0.18820749775470497,928581086.59,1324502579.3143566,169504262.1,241776227.83669183,185158008.42,264104302.0094185,74148865.84,105763907.4030348,57430370.3,18181031.64,25932924.598116893,TRUE,FALSE,202006,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2020B4,2020-08-01,2020,4,12,Acre,North,1121803966.69,1590552966.020137,271727570.51,385269713.8336648,678048136.62,19578469.02,697626605.64,989131880.1887364,0.6218792466017216,0.2422237561806459,1133301790.26,1606855188.0884006,224601541.48,318451938.6464506,223709490.44,317187141.5253459,84149858.79,119312118.2157461,101353629.29,43923258.99000001,62276718.5161157,TRUE,FALSE,202008,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2020B5,2020-10-01,2020,5,12,Acre,North,1061707706.84,1483017530.8471043,313428565.11,437804165.6209168,587312792.59,3071933.89,590384726.48,824662846.1614425,0.556070868353385,0.29521172643916194,949821467.6,1326732280.9760883,184223777.21,257327972.13505936,182267892.51,254595947.7937754,73833753.76,103132670.5918219,126497461.16,25143831.86999999,35121477.61163568,TRUE,FALSE,202010,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2020B6,2020-12-01,2020,6,12,Acre,North,1266011974.01,1729446137.1289055,362006600.99,494522113.9688647,595024908.53,34350164.13,629375072.66,859763027.9667983,0.49713200631625987,0.28594247797149236,1427525206.94,1950082625.9776149,250754288.32,342544971.30064774,255735800.76,349350007.6062123,111253110.68,151978232.79638332,194941614.85,68444153.69,93498702.72814074,TRUE,FALSE,202012,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2021B1,2021-02-01,2021,1,12,Acre,North,1320859935.31,1784525720.3751647,357582310.55,483105599.0640611,755714954.39,66016.41,755780970.8,1021085237.9636868,0.572188580027315,0.2707193253356398,791531288.74,1069385106.988442,121990076.76,164812652.5676386,151669967.42,204911172.36130777,71434882.01,96510902.38337176,6706682,6706682,9060950.52733071,TRUE,FALSE,202102,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2021B2,2021-04-01,2021,2,12,Acre,North,1051091088.05,1402626087.304754,303559497.83,405084274.3756901,564901262.65,92048.08,564993310.73,753954025.2907951,0.5375303027049579,0.28880417813566295,1001616998.61,1336605502.330589,200787083.06,267939861.6310839,182275547.26,243237185.21763805,77239495.56,103072067.37306304,25703039.81,18996357.81,25349646.030691035,TRUE,FALSE,202104,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2021B3,2021-06-01,2021,3,12,Acre,North,1214872130.91,1599360490.8308425,328375301.1,432301037.6002515,680735497.11,9321831.51,690057328.62,908449868.6922824,0.5680081969639986,0.2702961840552145,1171637903.78,1542443295.2149265,201605419.5,265410436.60632363,238281385.2,313693781.8335363,94593072.74,124530326.60591312,78843826.83,53140787.019999996,69959029.47232951,TRUE,FALSE,202106,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2021B4,2021-08-01,2021,4,12,Acre,North,1222925129.59,1580900323.7935865,324832922.97,419918162.3442938,605981677.61,4625802.34,610607479.95,789344776.2312089,0.4993007872482867,0.2656196320693026,1069921557.24,1383109476.8994803,209773178.19,271178077.2997638,196239464.34,253682768.64193305,88862036.39,114873771.66663235,138190942.44,59347115.61,76719229.99531402,TRUE,FALSE,202108,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2021B5,2021-10-01,2021,5,12,Acre,North,1158823905.92,1462576399.062202,342569223.74,432363933.0597069,575111912.56,14159012.25,589270924.81,743731418.4474217,0.5085077394413716,0.2956180158089088,1129773468.13,1425911221.1373932,200008370.16,252434835.28126967,227515480.04,287152146.0921463,89876708.07,113435312.62778433,203311490.79,65120548.349999994,82190034.76208422,TRUE,FALSE,202110,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2021B6,2021-12-01,2021,6,12,Acre,North,1534862064.31,1905044800.0478015,396219348.52,491780745.076713,831158639.28,6040793.32,837199432.6,1039117757.0699756,0.5454558113509468,0.2581465512330068,1928713070.56,2393885998.8088493,277876794.53,344895971.294532,460280101.83,571291867.1626076,120433981.86,149480618.63434348,345534314.37,142222823.58,176524559.96493524,TRUE,FALSE,202112,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2022B1,2022-02-01,2022,1,12,Acre,North,1510221095.77,1845749377.878817,347078418.04,424189395.8221185,899084089.47,3973642.98,903057732.45,1103691540.6140585,0.5979639239442407,0.22981960655438927,883151702.94,1079362956.08625,144141164.53,176165241.9656663,174668429.21,213474798.7910023,101323560.58,123834781.1647068,11104778.13,11104778.13,13571944.784998117,TRUE,FALSE,202202,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2022B2,2022-04-01,2022,2,12,Acre,North,1384511246.94,1647668769.8607,361237925.64,429899323.59291536,769656925.11,1561713.2,771218638.3100001,917806097.9182136,0.557033133544073,0.2609136808663677,1185942187.96,1411357192.1360068,201662156.57,239992588.12633345,261625654.02,311353497.83244896,128467615.54,152885777.22395512,56059997.19,44955219.059999995,53499970.22495728,TRUE,FALSE,202204,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2022B3,2022-06-01,2022,3,12,Acre,North,1584869604.39,1864791182.13881,374285499.86,440392255.4940941,903072957.78,4001222.77,907074180.55,1067282714.4580572,0.5723336342860355,0.23616169987944127,1436107090.77,1689754054.2495704,247896215.36,291679943.3899397,274352003.86,322808385.1082208,157296292.48,185078153.04636925,146748159.54,90688162.35,106705614.7750043,TRUE,FALSE,202206,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2022B4,2022-08-01,2022,4,12,Acre,North,1410225970.76,1676697662.3769662,367127614.01,436498848.3887168,751388704.34,11640150.76,763028855.1,907208294.4145927,0.5410685031483202,0.260332472683188,1623550048.06,1930330760.3016005,264462418.86,314434373.4147443,334505895.52,397713036.562102,168472139.76,200306084.81774372,264514795.71,117766636.17000002,140019434.946176,TRUE,FALSE,202208,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2022B5,2022-10-01,2022,5,12,Acre,North,1321871713.29,1566973500.429161,358675618.28,425181342.0653042,701726742.03,1804280,703531022.03,833979921.9298372,0.5322233730828426,0.2713392038530683,1512235562.9,1792634663.1422412,250692723.34,297176231.45629567,329371788.52,390443988.7855964,152843686.73,181184001.7498452,420698702.9,156183907.18999997,185143566.73167259,TRUE,FALSE,202210,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2022B6,2022-12-01,2022,6,12,Acre,North,1707785104.78,2003754868.4939983,455892972.06,534902055.1359721,921625889.77,2106382.69,923732272.46,1083820811.4979374,0.5408949111188067,0.26694984678340367,2282984360.54,2678639727.1669517,353756440.82,415064628.7815575,565037538.96,662962053.2489766,221504067.31,259892097.6774833,727113807.77,306415104.87,359518745.3297619,TRUE,FALSE,202212,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2023B1,2023-02-01,2023,1,12,Acre,North,1599924944.04,1851751370.6501384,340978651.07,394648315.7434427,989354716.05,183067.27,989537783.32,1145289942.1306217,0.618490127931439,0.2131216544502322,1015312303.99,1175121344.0075147,171243824.9,198197414.60698137,219479535.32,254025372.7979282,118048420.47,136629112.02348328,8958573.18,8958573.18,10368642.745981103,TRUE,FALSE,202302,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2023B2,2023-04-01,2023,2,12,Acre,North,1436515295.86,1640889606.4098122,398196718.54,454848520.3337913,758653581.03,3139982,761793563.03,870174611.7207023,0.5303066143642671,0.2771962955685837,1405113355.19,1605020083.6730893,261608360.22,298827614.6255167,351032204.95,400973869.3890736,149448488.88,170710658.4967014,48498949.72,39540376.54,45165821.12630674,TRUE,FALSE,202304,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2023B3,2023-06-01,2023,3,12,Acre,North,1655994704.29,1888765653.3923268,413569806.75,471702261.03133017,933078641.97,24233239.82,957311881.79,1091874145.023041,0.5780887338045221,0.2497410201123295,1521773693.03,1735678185.5551846,278379185.41,317508892.1840325,367985378.55,419710366.3165443,159863113.07,182333890.57874253,115715771.48,67216821.76,76664994.1220157,TRUE,FALSE,202306,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2023B4,2023-08-01,2023,4,12,Acre,North,1442159080.37,1639130811.3393054,436457869.7,496069783.0181398,734011465.39,12465728.64,746477194.03,848431900.0250391,0.5176108545795683,0.3026419731643076,1649972118.48,1875327191.0595913,317834048.99,361244185.6681823,419582202.55,476889218.0139138,182761579.68,207723364.54427335,164573889.14,48858117.65999998,55531215.058466695,TRUE,FALSE,202308,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2023B5,2023-10-01,2023,5,12,Acre,North,1506128756.09,1703309876.941446,427771437.03,483774916.8658028,730609750.38,26125346.43,756735096.81,855806224.6755826,0.5024371878899181,0.2840204964551106,1534071338.33,1734910678.7481918,280313133.21,317011494.8688127,360336278.13,407511203.1938875,164095404.7,185578638.2512384,211657804.38,47083915.24000001,53248102.16197318,TRUE,FALSE,202310,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2023B6,2023-12-01,2023,6,12,Acre,North,2020189144.03,2265602663.864698,477719188.79,535752738.74743384,1151314655.85,22396381.82,1173711037.6699998,1316294002.178373,0.5809906667098544,0.23647250565707711,2315803075.46,2597127913.6179347,400166981.1,448779452.68148166,528446453.61,592642375.3670509,246256932.4,276172339.45115376,406327279.35,194669474.97000003,218318013.621909,TRUE,FALSE,202312,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2024B1,2024-02-01,2024,1,12,Acre,North,1962338986.11,2173481198.191399,434746031.09,481523493.7749338,1178081917.76,14185967.5,1192267885.26,1320552590.639286,0.6075748857354489,0.221544816755544,1235457916.29,1368389748.7742803,253349627.23,280609341.8368939,282377897.45,312760973.12270916,142812883.59,158179152.29706514,11918170.33,11918170.33,13200532.279312076,TRUE,FALSE,202402,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2024B2,2024-04-01,2024,2,12,Acre,North,1690934972.43,1862805969.7306836,439238916.62,483884294.404258,939945351.9,17380531.05,957325882.95,1054630957.909756,0.5661518027356492,0.2597609747161245,1618194068.89,1782671492.907374,314680569.98,346665515.7499055,359023499.85,395515575.5239248,163834041.21,180486556.24675417,60243549.36,48325379.03,53237295.3509947,TRUE,FALSE,202404,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2024B3,2024-06-01,2024,3,12,Acre,North,2013460055.83,2203328064.8576035,448098680.29,490354102.2578756,1209769996.97,20059653.57,1229829650.54,1345801808.2766414,0.6108040966489562,0.22255156192074657,1753027530.65,1918336917.370307,337537096.38,369366630.9551026,429682046.32,470200791.3596449,172752489.94,189042940.41330123,117998076.8,57754527.44,63200742.827095196,TRUE,FALSE,202406,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
AC,2024B4,2024-08-01,2024,4,12,Acre,North,1774308570.47,1934659813.2579432,475128610.91,518067851.86928046,928391576.67,61702883.68,990094460.35,1079573190.1701045,0.5580170646911388,0.2677824020114733,1883224162.44,2053418535.572936,333453171.33,363588645.6912509,483881234.26,527611484.2101548,190626682.66,207854365.5905834,203121133.87,85123057.07000001,92815962.47453618,TRUE,FALSE,202408,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,
