competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance,source_regime,source_component,post_2020_caged_dummy,caged_method_break_dummy,series_version
200905,2009-05-01,2009,5,29,BA,Bahia,Northeast,9060,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,31,MG,Minas Gerais,Southeast,37518,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,32,ES,Espirito Santo,Southeast,10061,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,33,RJ,Rio de Janeiro,Southeast,7920,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,35,SP,Sao Paulo,Southeast,44521,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,41,PR,Parana,South,11682,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,42,SC,Santa Catarina,South,-2072,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,43,RS,Rio Grande do Sul,South,-4076,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,50,MS,Mato Grosso do Sul,Center-West,1312,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,51,MT,Mato Grosso,Center-West,773,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,52,GO,Goias,Center-West,5103,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200905,2009-05-01,2009,5,53,DF,Distrito Federal,Center-West,45,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,11,RO,Rondonia,North,2972,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,12,AC,Acre,North,512,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,13,AM,Amazonas,North,984,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,14,RR,Roraima,North,-7,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,15,PA,Para,North,1057,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,16,AP,Amapa,North,-176,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,17,TO,Tocantins,North,203,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,21,MA,Maranhao,Northeast,-1163,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,22,PI,Piaui,Northeast,2236,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,23,CE,Ceara,Northeast,5752,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,24,RN,Rio Grande do Norte,Northeast,736,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,25,PB,Paraiba,Northeast,844,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,26,PE,Pernambuco,Northeast,9790,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,27,AL,Alagoas,Northeast,26,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,28,SE,Sergipe,Northeast,730,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,29,BA,Bahia,Northeast,6119,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,31,MG,Minas Gerais,Southeast,45596,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,32,ES,Espirito Santo,Southeast,-6651,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,33,RJ,Rio de Janeiro,Southeast,5455,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,35,SP,Sao Paulo,Southeast,27603,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,41,PR,Parana,South,5964,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,42,SC,Santa Catarina,South,1121,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,43,RS,Rio Grande do Sul,South,-1394,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,50,MS,Mato Grosso do Sul,Center-West,1937,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,51,MT,Mato Grosso,Center-West,5453,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,52,GO,Goias,Center-West,7348,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200906,2009-06-01,2009,6,53,DF,Distrito Federal,Center-West,-3551,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,11,RO,Rondonia,North,2683,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,12,AC,Acre,North,330,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,13,AM,Amazonas,North,2794,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,14,RR,Roraima,North,-61,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,15,PA,Para,North,4450,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,16,AP,Amapa,North,-3,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,17,TO,Tocantins,North,835,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,21,MA,Maranhao,Northeast,1195,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,22,PI,Piaui,Northeast,1401,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,23,CE,Ceara,Northeast,9523,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,24,RN,Rio Grande do Norte,Northeast,2899,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,25,PB,Paraiba,Northeast,4271,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,26,PE,Pernambuco,Northeast,7485,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,27,AL,Alagoas,Northeast,1559,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,28,SE,Sergipe,Northeast,1166,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,29,BA,Bahia,Northeast,9792,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,31,MG,Minas Gerais,Southeast,2983,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,32,ES,Espirito Santo,Southeast,-99,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,33,RJ,Rio de Janeiro,Southeast,9649,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,35,SP,Sao Paulo,Southeast,52811,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,41,PR,Parana,South,6922,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,42,SC,Santa Catarina,South,5183,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,43,RS,Rio Grande do Sul,South,-481,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,50,MS,Mato Grosso do Sul,Center-West,-54,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,51,MT,Mato Grosso,Center-West,4674,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,52,GO,Goias,Center-West,4507,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200907,2009-07-01,2009,7,53,DF,Distrito Federal,Center-West,1988,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,11,RO,Rondonia,North,3401,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,12,AC,Acre,North,841,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,13,AM,Amazonas,North,6549,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,14,RR,Roraima,North,144,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,15,PA,Para,North,7204,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,16,AP,Amapa,North,343,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,17,TO,Tocantins,North,191,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,21,MA,Maranhao,Northeast,1998,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,22,PI,Piaui,Northeast,2765,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,23,CE,Ceara,Northeast,13790,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,24,RN,Rio Grande do Norte,Northeast,6776,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,25,PB,Paraiba,Northeast,6799,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,26,PE,Pernambuco,Northeast,18990,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,27,AL,Alagoas,Northeast,1278,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,28,SE,Sergipe,Northeast,2270,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,29,BA,Bahia,Northeast,11085,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,31,MG,Minas Gerais,Southeast,8613,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,32,ES,Espirito Santo,Southeast,3648,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,33,RJ,Rio de Janeiro,Southeast,15841,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,35,SP,Sao Paulo,Southeast,77983,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,41,PR,Parana,South,14437,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,42,SC,Santa Catarina,South,11988,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,43,RS,Rio Grande do Sul,South,10983,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,50,MS,Mato Grosso do Sul,Center-West,1887,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,51,MT,Mato Grosso,Center-West,3001,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,52,GO,Goias,Center-West,6554,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200908,2009-08-01,2009,8,53,DF,Distrito Federal,Center-West,2767,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,11,RO,Rondonia,North,2877,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,12,AC,Acre,North,284,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,13,AM,Amazonas,North,4587,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,14,RR,Roraima,North,463,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,15,PA,Para,North,4802,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,16,AP,Amapa,North,206,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,17,TO,Tocantins,North,331,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,21,MA,Maranhao,Northeast,917,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,22,PI,Piaui,Northeast,2431,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,23,CE,Ceara,Northeast,12966,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,24,RN,Rio Grande do Norte,Northeast,4421,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,25,PB,Paraiba,Northeast,4643,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,26,PE,Pernambuco,Northeast,25045,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,27,AL,Alagoas,Northeast,35566,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,28,SE,Sergipe,Northeast,3688,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,29,BA,Bahia,Northeast,10765,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,31,MG,Minas Gerais,Southeast,7451,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,32,ES,Espirito Santo,Southeast,4207,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,33,RJ,Rio de Janeiro,Southeast,14659,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,35,SP,Sao Paulo,Southeast,59547,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,41,PR,Parana,South,13740,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,42,SC,Santa Catarina,South,12717,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,43,RS,Rio Grande do Sul,South,14385,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,50,MS,Mato Grosso do Sul,Center-West,2238,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,51,MT,Mato Grosso,Center-West,2342,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,52,GO,Goias,Center-West,5250,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200909,2009-09-01,2009,9,53,DF,Distrito Federal,Center-West,2089,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,11,RO,Rondonia,North,2893,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,12,AC,Acre,North,139,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,13,AM,Amazonas,North,4698,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,14,RR,Roraima,North,374,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,15,PA,Para,North,5628,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,16,AP,Amapa,North,114,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,17,TO,Tocantins,North,1284,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,21,MA,Maranhao,Northeast,318,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,22,PI,Piaui,Northeast,2447,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,23,CE,Ceara,Northeast,11044,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,24,RN,Rio Grande do Norte,Northeast,2577,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,25,PB,Paraiba,Northeast,3236,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,26,PE,Pernambuco,Northeast,11623,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,27,AL,Alagoas,Northeast,7905,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,28,SE,Sergipe,Northeast,2741,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,29,BA,Bahia,Northeast,7443,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,31,MG,Minas Gerais,Southeast,15898,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,32,ES,Espirito Santo,Southeast,6286,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,33,RJ,Rio de Janeiro,Southeast,16705,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,35,SP,Sao Paulo,Southeast,69146,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,41,PR,Parana,South,13427,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,42,SC,Santa Catarina,South,16142,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,43,RS,Rio Grande do Sul,South,19596,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,50,MS,Mato Grosso do Sul,Center-West,1447,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,51,MT,Mato Grosso,Center-West,792,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,52,GO,Goias,Center-West,2672,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200910,2009-10-01,2009,10,53,DF,Distrito Federal,Center-West,4381,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,11,RO,Rondonia,North,1965,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,12,AC,Acre,North,94,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,13,AM,Amazonas,North,2121,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,14,RR,Roraima,North,211,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,15,PA,Para,North,3681,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,16,AP,Amapa,North,223,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,17,TO,Tocantins,North,294,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,21,MA,Maranhao,Northeast,2730,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,22,PI,Piaui,Northeast,2791,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,23,CE,Ceara,Northeast,12296,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,24,RN,Rio Grande do Norte,Northeast,4345,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,25,PB,Paraiba,Northeast,2871,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,26,PE,Pernambuco,Northeast,11769,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,27,AL,Alagoas,Northeast,2100,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,28,SE,Sergipe,Northeast,2991,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,29,BA,Bahia,Northeast,13241,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,31,MG,Minas Gerais,Southeast,24979,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,32,ES,Espirito Santo,Southeast,5103,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,33,RJ,Rio de Janeiro,Southeast,24613,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,35,SP,Sao Paulo,Southeast,69667,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,41,PR,Parana,South,16031,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,42,SC,Santa Catarina,South,17847,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,43,RS,Rio Grande do Sul,South,25723,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,50,MS,Mato Grosso do Sul,Center-West,2150,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,51,MT,Mato Grosso,Center-West,-4059,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,52,GO,Goias,Center-West,-2045,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200911,2009-11-01,2009,11,53,DF,Distrito Federal,Center-West,2963,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,11,RO,Rondonia,North,-3308,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,12,AC,Acre,North,-1021,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,13,AM,Amazonas,North,-7982,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,14,RR,Roraima,North,-280,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,15,PA,Para,North,-4958,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,16,AP,Amapa,North,-233,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,17,TO,Tocantins,North,-1784,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,21,MA,Maranhao,Northeast,-3827,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,22,PI,Piaui,Northeast,-1954,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,23,CE,Ceara,Northeast,-356,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,24,RN,Rio Grande do Norte,Northeast,-1699,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,25,PB,Paraiba,Northeast,-975,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,26,PE,Pernambuco,Northeast,-1123,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,27,AL,Alagoas,Northeast,-1181,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,28,SE,Sergipe,Northeast,-163,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,29,BA,Bahia,Northeast,-4254,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,31,MG,Minas Gerais,Southeast,-49762,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,32,ES,Espirito Santo,Southeast,-4723,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,33,RJ,Rio de Janeiro,Southeast,-7759,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,35,SP,Sao Paulo,Southeast,-191186,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,41,PR,Parana,South,-35984,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,42,SC,Santa Catarina,South,-24536,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,43,RS,Rio Grande do Sul,South,-11724,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,50,MS,Mato Grosso do Sul,Center-West,-7581,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,51,MT,Mato Grosso,Center-West,-14634,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,52,GO,Goias,Center-West,-27454,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
200912,2009-12-01,2009,12,53,DF,Distrito Federal,Center-West,-4751,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,11,RO,Rondonia,North,2600,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,12,AC,Acre,North,-202,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,13,AM,Amazonas,North,1789,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,14,RR,Roraima,North,466,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,15,PA,Para,North,1680,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,16,AP,Amapa,North,142,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,17,TO,Tocantins,North,546,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,21,MA,Maranhao,Northeast,816,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,22,PI,Piaui,Northeast,1177,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,23,CE,Ceara,Northeast,-2254,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,24,RN,Rio Grande do Norte,Northeast,177,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,25,PB,Paraiba,Northeast,62,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,26,PE,Pernambuco,Northeast,3614,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201001,2010-01-01,2010,1,27,AL,Alagoas,Northeast,-913,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
