competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance,source_regime,source_component,post_2020_caged_dummy,caged_method_break_dummy,series_version
201610,2016-10-01,2016,10,25,PB,Paraiba,Northeast,-850,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,26,PE,Pernambuco,Northeast,-3549,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,27,AL,Alagoas,Northeast,5832,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,28,SE,Sergipe,Northeast,1932,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,29,BA,Bahia,Northeast,-5601,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,31,MG,Minas Gerais,Southeast,-5889,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,32,ES,Espirito Santo,Southeast,-1827,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,33,RJ,Rio de Janeiro,Southeast,-20563,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,35,SP,Sao Paulo,Southeast,-21995,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,41,PR,Parana,South,-387,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,42,SC,Santa Catarina,South,1267,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,43,RS,Rio Grande do Sul,South,2386,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,50,MS,Mato Grosso do Sul,Center-West,1010,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,51,MT,Mato Grosso,Center-West,-2444,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,52,GO,Goias,Center-West,-10315,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201610,2016-10-01,2016,10,53,DF,Distrito Federal,Center-West,-2404,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,11,RO,Rondonia,North,-2385,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,12,AC,Acre,North,-1007,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,13,AM,Amazonas,North,-1079,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,14,RR,Roraima,North,-23,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,15,PA,Para,North,-3505,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,16,AP,Amapa,North,-152,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,17,TO,Tocantins,North,-1348,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,21,MA,Maranhao,Northeast,-1748,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,22,PI,Piaui,Northeast,-41,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,23,CE,Ceara,Northeast,-665,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,24,RN,Rio Grande do Norte,Northeast,-820,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,25,PB,Paraiba,Northeast,-347,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,26,PE,Pernambuco,Northeast,-3232,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,27,AL,Alagoas,Northeast,284,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,28,SE,Sergipe,Northeast,116,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,29,BA,Bahia,Northeast,-7547,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,31,MG,Minas Gerais,Southeast,-11402,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,32,ES,Espirito Santo,Southeast,-2212,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,33,RJ,Rio de Janeiro,Southeast,-12438,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,35,SP,Sao Paulo,Southeast,-39675,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,41,PR,Parana,South,-7467,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,42,SC,Santa Catarina,South,-1013,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,43,RS,Rio Grande do Sul,South,1191,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,50,MS,Mato Grosso do Sul,Center-West,-1396,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,51,MT,Mato Grosso,Center-West,-9037,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,52,GO,Goias,Center-West,-9123,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201611,2016-11-01,2016,11,53,DF,Distrito Federal,Center-West,-676,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,11,RO,Rondonia,North,-1996,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,12,AC,Acre,North,-642,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,13,AM,Amazonas,North,-5032,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,14,RR,Roraima,North,-490,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,15,PA,Para,North,-10596,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,16,AP,Amapa,North,-360,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,17,TO,Tocantins,North,-1673,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,21,MA,Maranhao,Northeast,-4747,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,22,PI,Piaui,Northeast,-1968,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,23,CE,Ceara,Northeast,-6706,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,24,RN,Rio Grande do Norte,Northeast,-3321,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,25,PB,Paraiba,Northeast,-3858,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,26,PE,Pernambuco,Northeast,-14639,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,27,AL,Alagoas,Northeast,-1993,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,28,SE,Sergipe,Northeast,-2897,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,29,BA,Bahia,Northeast,-16272,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,31,MG,Minas Gerais,Southeast,-51823,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,32,ES,Espirito Santo,Southeast,-7450,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,33,RJ,Rio de Janeiro,Southeast,-39846,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,35,SP,Sao Paulo,Southeast,-159280,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,41,PR,Parana,South,-30457,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,42,SC,Santa Catarina,South,-26329,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,43,RS,Rio Grande do Sul,South,-28743,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,50,MS,Mato Grosso do Sul,Center-West,-7797,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,51,MT,Mato Grosso,Center-West,-12026,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,52,GO,Goias,Center-West,-15271,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201612,2016-12-01,2016,12,53,DF,Distrito Federal,Center-West,-6154,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,11,RO,Rondonia,North,-1875,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,12,AC,Acre,North,25,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,13,AM,Amazonas,North,-1426,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,14,RR,Roraima,North,258,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,15,PA,Para,North,-2809,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,16,AP,Amapa,North,-331,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,17,TO,Tocantins,North,-677,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,21,MA,Maranhao,Northeast,-2149,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,22,PI,Piaui,Northeast,-451,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,23,CE,Ceara,Northeast,-7436,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,24,RN,Rio Grande do Norte,Northeast,-2955,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,25,PB,Paraiba,Northeast,-6438,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,26,PE,Pernambuco,Northeast,-13910,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,27,AL,Alagoas,Northeast,-6706,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,28,SE,Sergipe,Northeast,-613,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,29,BA,Bahia,Northeast,-145,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,31,MG,Minas Gerais,Southeast,-185,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,32,ES,Espirito Santo,Southeast,726,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,33,RJ,Rio de Janeiro,Southeast,-26472,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,35,SP,Sao Paulo,Southeast,-4457,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,41,PR,Parana,South,4973,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,42,SC,Santa Catarina,South,11284,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,43,RS,Rio Grande do Sul,South,8134,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,50,MS,Mato Grosso do Sul,Center-West,871,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,51,MT,Mato Grosso,Center-West,10010,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,52,GO,Goias,Center-West,4767,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201701,2017-01-01,2017,1,53,DF,Distrito Federal,Center-West,-2877,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,11,RO,Rondonia,North,538,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,12,AC,Acre,North,-244,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,13,AM,Amazonas,North,-1774,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,14,RR,Roraima,North,164,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,15,PA,Para,North,-2038,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,16,AP,Amapa,North,-11,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,17,TO,Tocantins,North,635,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,21,MA,Maranhao,Northeast,-1963,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,22,PI,Piaui,Northeast,178,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,23,CE,Ceara,Northeast,64,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,24,RN,Rio Grande do Norte,Northeast,-1282,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,25,PB,Paraiba,Northeast,-1144,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,26,PE,Pernambuco,Northeast,-16342,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,27,AL,Alagoas,Northeast,-11403,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,28,SE,Sergipe,Northeast,-3412,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,29,BA,Bahia,Northeast,-1704,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,31,MG,Minas Gerais,Southeast,9025,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,32,ES,Espirito Santo,Southeast,-2077,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,33,RJ,Rio de Janeiro,Southeast,-8172,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,35,SP,Sao Paulo,Southeast,25412,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,41,PR,Parana,South,9962,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,42,SC,Santa Catarina,South,14858,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,43,RS,Rio Grande do Sul,South,10602,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,50,MS,Mato Grosso do Sul,Center-West,2517,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,51,MT,Mato Grosso,Center-West,4036,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,52,GO,Goias,Center-West,6849,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201702,2017-02-01,2017,2,53,DF,Distrito Federal,Center-West,2338,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,11,RO,Rondonia,North,-1086,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,12,AC,Acre,North,-545,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,13,AM,Amazonas,North,-1700,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,14,RR,Roraima,North,-86,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,15,PA,Para,North,-3316,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,16,AP,Amapa,North,-50,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,17,TO,Tocantins,North,124,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,21,MA,Maranhao,Northeast,-2801,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,22,PI,Piaui,Northeast,-947,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,23,CE,Ceara,Northeast,-4675,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,24,RN,Rio Grande do Norte,Northeast,-569,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,25,PB,Paraiba,Northeast,-1939,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,26,PE,Pernambuco,Northeast,-3832,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,27,AL,Alagoas,Northeast,-9335,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,28,SE,Sergipe,Northeast,-2477,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,29,BA,Bahia,Northeast,-2920,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,31,MG,Minas Gerais,Southeast,-6,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,32,ES,Espirito Santo,Southeast,-794,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,33,RJ,Rio de Janeiro,Southeast,-17894,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,35,SP,Sao Paulo,Southeast,-9646,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,41,PR,Parana,South,1126,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,42,SC,Santa Catarina,South,-4638,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,43,RS,Rio Grande do Sul,South,5236,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,50,MS,Mato Grosso do Sul,Center-West,1245,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,51,MT,Mato Grosso,Center-West,-5727,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,52,GO,Goias,Center-West,4304,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201703,2017-03-01,2017,3,53,DF,Distrito Federal,Center-West,-676,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,11,RO,Rondonia,North,177,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,12,AC,Acre,North,-329,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,13,AM,Amazonas,North,-260,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,14,RR,Roraima,North,244,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,15,PA,Para,North,-1297,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,16,AP,Amapa,North,216,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,17,TO,Tocantins,North,110,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,21,MA,Maranhao,Northeast,-1159,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,22,PI,Piaui,Northeast,225,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,23,CE,Ceara,Northeast,-675,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,24,RN,Rio Grande do Norte,Northeast,-921,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,25,PB,Paraiba,Northeast,-532,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,26,PE,Pernambuco,Northeast,-1169,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,27,AL,Alagoas,Northeast,-4008,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,28,SE,Sergipe,Northeast,-72,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,29,BA,Bahia,Northeast,7192,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,31,MG,Minas Gerais,Southeast,14818,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,32,ES,Espirito Santo,Southeast,3548,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,33,RJ,Rio de Janeiro,Southeast,-2554,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,35,SP,Sao Paulo,Southeast,30227,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,41,PR,Parana,South,6742,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,42,SC,Santa Catarina,South,1839,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,43,RS,Rio Grande do Sul,South,-3044,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,50,MS,Mato Grosso do Sul,Center-West,724,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,51,MT,Mato Grosso,Center-West,599,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,52,GO,Goias,Center-West,7170,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201704,2017-04-01,2017,4,53,DF,Distrito Federal,Center-West,2045,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,11,RO,Rondonia,North,194,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,12,AC,Acre,North,200,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,13,AM,Amazonas,North,-225,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,14,RR,Roraima,North,267,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,15,PA,Para,North,-1852,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,16,AP,Amapa,North,-49,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,17,TO,Tocantins,North,441,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,21,MA,Maranhao,Northeast,782,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,22,PI,Piaui,Northeast,836,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,23,CE,Ceara,Northeast,-2940,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,24,RN,Rio Grande do Norte,Northeast,-202,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,25,PB,Paraiba,Northeast,-591,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,26,PE,Pernambuco,Northeast,-195,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,27,AL,Alagoas,Northeast,-151,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,28,SE,Sergipe,Northeast,-133,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,29,BA,Bahia,Northeast,2966,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,31,MG,Minas Gerais,Southeast,22931,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,32,ES,Espirito Santo,Southeast,4117,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,33,RJ,Rio de Janeiro,Southeast,-5583,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,35,SP,Sao Paulo,Southeast,17226,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,41,PR,Parana,South,2379,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,42,SC,Santa Catarina,South,-614,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,43,RS,Rio Grande do Sul,South,-12360,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,50,MS,Mato Grosso do Sul,Center-West,-1336,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,51,MT,Mato Grosso,Center-West,1726,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,52,GO,Goias,Center-West,7444,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201705,2017-05-01,2017,5,53,DF,Distrito Federal,Center-West,-1025,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,11,RO,Rondonia,North,427,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,12,AC,Acre,North,251,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,13,AM,Amazonas,North,-101,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,14,RR,Roraima,North,23,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,15,PA,Para,North,674,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,16,AP,Amapa,North,93,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,17,TO,Tocantins,North,480,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,21,MA,Maranhao,Northeast,1531,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201706,2017-06-01,2017,6,22,PI,Piaui,Northeast,712,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
