state_abbrev,period_date,formal_employment_stock,construction_employment_stock,year,month,stock_anchor_date,stock_source
PI,2008-10-01,243111,33756,2008,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2008-11-01,243291,34045,2008,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2008-12-01,240954,33458,2008,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-01-01,240353,33781,2009,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-02-01,240104,33826,2009,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-03-01,240254,33650,2009,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-04-01,240530,33183,2009,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-05-01,241564,33227,2009,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-06-01,243800,33900,2009,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-07-01,245201,34999,2009,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-08-01,247966,36644,2009,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-09-01,250397,37423,2009,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-10-01,252844,37423,2009,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-11-01,255635,38140,2009,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2009-12-01,253681,37730,2009,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-01-01,254858,38761,2010,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-02-01,255733,39043,2010,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-03-01,259156,41250,2010,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-04-01,261936,42394,2010,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-05-01,264046,42394,2010,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-06-01,266917,42394,2010,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-07-01,268472,42394,2010,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-08-01,270790,42684,2010,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-09-01,270873,42019,2010,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-10-01,273919,42019,2010,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-11-01,274397,41423,2010,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2010-12-01,272475,39644,2010,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-01-01,272629,39245,2011,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-02-01,272811,38600,2011,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-03-01,270697,37641,2011,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-04-01,273193,37651,2011,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-05-01,274348,37520,2011,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-06-01,276050,37566,2011,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-07-01,276952,38049,2011,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-08-01,277965,38570,2011,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-09-01,279249,38923,2011,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-10-01,280743,39753,2011,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-11-01,281333,39411,2011,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2011-12-01,277345,37905,2011,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-01-01,277563,38554,2012,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-02-01,277787,38878,2012,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-03-01,278248,39251,2012,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-04-01,279198,39070,2012,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-05-01,279197,39070,2012,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-06-01,280785,39485,2012,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-07-01,282496,40369,2012,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-08-01,283579,40790,2012,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-09-01,283793,40468,2012,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-10-01,284743,40468,2012,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-11-01,283907,40297,2012,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2012-12-01,281525,39058,2012,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-01-01,280497,39111,2013,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-02-01,280152,38941,2013,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-03-01,280641,39587,2013,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-04-01,281965,40073,2013,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-05-01,284196,40775,2013,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-06-01,285828,40910,2013,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-07-01,286804,40990,2013,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-08-01,287796,41031,2013,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-09-01,288175,40887,2013,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-10-01,290779,41600,2013,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-11-01,289993,40652,2013,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2013-12-01,288018,39794,2013,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-01-01,287883,40050,2014,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-02-01,288849,40230,2014,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-03-01,289832,40147,2014,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-04-01,292815,40185,2014,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-05-01,293534,40597,2014,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-06-01,293910,40281,2014,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-07-01,294883,40407,2014,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-08-01,296367,40108,2014,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-09-01,295966,38989,2014,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-10-01,297014,39953,2014,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-11-01,297479,39361,2014,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2014-12-01,295323,38744,2014,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-01-01,293654,38744,2015,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-02-01,293760,38356,2015,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-03-01,294776,37730,2015,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-04-01,295388,36818,2015,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-05-01,295451,35838,2015,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-06-01,294572,34859,2015,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-07-01,294125,34042,2015,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-08-01,294738,33330,2015,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-09-01,295002,32320,2015,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-10-01,294411,32331,2015,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-11-01,293731,30993,2015,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2015-12-01,290479,29635,2015,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-01-01,288170,29623,2016,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-02-01,284695,29326,2016,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-03-01,283558,29090,2016,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-04-01,283210,28465,2016,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-05-01,282167,27794,2016,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-06-01,282268,27702,2016,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-07-01,281639,27373,2016,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-08-01,281631,27028,2016,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-09-01,280769,26421,2016,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-10-01,278972,26513,2016,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-11-01,278931,25644,2016,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2016-12-01,276963,24338,2016,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-01-01,276512,24098,2017,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-02-01,276690,23673,2017,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-03-01,275743,23401,2017,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-04-01,275968,22915,2017,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-05-01,276804,22937,2017,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-06-01,277516,22428,2017,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-07-01,277756,22329,2017,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-08-01,277831,22369,2017,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-09-01,278590,22472,2017,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-10-01,280204,22812,2017,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-11-01,279660,22291,2017,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2017-12-01,278836,21702,2017,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-01-01,277895,21691,2018,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-02-01,278063,21430,2018,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-03-01,279018,21488,2018,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-04-01,279597,21568,2018,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-05-01,280383,21473,2018,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-06-01,280865,21302,2018,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-07-01,281065,21227,2018,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-08-01,281476,20822,2018,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-09-01,282695,20674,2018,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-10-01,282945,20776,2018,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-11-01,282659,20470,2018,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2018-12-01,281836,20041,2018,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-01-01,279931,20041,2019,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-02-01,279531,20279,2019,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-03-01,278726,20279,2019,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-04-01,278733,20367,2019,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-05-01,279773,21041,2019,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-06-01,281081,21518,2019,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-07-01,281434,21976,2019,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-08-01,282906,22555,2019,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-09-01,284073,22777,2019,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-10-01,284797,23290,2019,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-11-01,284997,23180,2019,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2019-12-01,282040,22266,2019,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-01-01,282052,22841,2020,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-02-01,283092,22770,2020,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-03-01,282246,21992,2020,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-04-01,275221,20443,2020,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-05-01,271129,19900,2020,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-06-01,270669,19811,2020,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-07-01,271584,20683,2020,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-08-01,273185,21789,2020,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-09-01,275332,22615,2020,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-10-01,278443,23412,2020,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-11-01,279440,23466,2020,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2020-12-01,278318,23221,2020,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-01-01,279431,23798,2021,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-02-01,281979,24505,2021,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-03-01,282621,24442,2021,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-04-01,284164,24555,2021,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-05-01,287132,25163,2021,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-06-01,290061,25856,2021,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-07-01,292654,26014,2021,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-08-01,295681,26512,2021,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-09-01,299071,27082,2021,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-10-01,300457,27261,2021,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-11-01,301766,27204,2021,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2021-12-01,299666,26885,2021,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-01-01,299235,27216,2022,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-02-01,301277,27368,2022,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-03-01,302133,27638,2022,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-04-01,303129,27640,2022,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-05-01,305853,27687,2022,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-06-01,310500,27790,2022,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-07-01,312156,28016,2022,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-08-01,313079,27896,2022,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-09-01,315932,27676,2022,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-10-01,316940,27954,2022,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-11-01,316834,27393,2022,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2022-12-01,312707,26657,2022,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-01-01,313146,26949,2023,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-02-01,314419,27097,2023,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-03-01,316345,27556,2023,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-04-01,318649,28167,2023,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-05-01,321358,28971,2023,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-06-01,325489,29760,2023,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-07-01,329236,30912,2023,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-08-01,331989,31711,2023,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-09-01,334479,32197,2023,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-10-01,336626,33045,2023,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-11-01,336352,32379,2023,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2023-12-01,332755,30824,2023,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-01-01,333330,30632,2024,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-02-01,333825,29407,2024,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-03-01,336868,29193,2024,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-04-01,339117,29596,2024,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-05-01,341416,29852,2024,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-06-01,344382,30157,2024,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-07-01,346112,30623,2024,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-08-01,348289,30832,2024,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-09-01,349329,30623,2024,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-10-01,350690,30701,2024,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-11-01,348967,29478,2024,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2024-12-01,345887,28209,2024,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-01-01,345139,28338,2025,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-02-01,348369,28768,2025,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-03-01,350348,29371,2025,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-04-01,353486,30092,2025,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-05-01,357376,30583,2025,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-06-01,359258,31151,2025,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-07-01,362407,31824,2025,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-08-01,365103,32162,2025,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-09-01,367585,32374,2025,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-10-01,370555,33191,2025,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-11-01,369486,33096,2025,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2025-12-01,366293,32040,2025,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2026-01-01,366390,32311,2026,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2026-02-01,367900,32535,2026,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PI,2026-03-01,371208,32987,2026,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-01-01,1915532,92561,2007,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-02-01,1929489,92986,2007,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-03-01,1949579,93535,2007,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-04-01,1977057,94100,2007,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-05-01,1993417,94577,2007,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-06-01,2001883,95292,2007,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-07-01,2011951,95844,2007,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-08-01,2023987,96431,2007,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-09-01,2038176,97018,2007,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-10-01,2051264,97669,2007,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-11-01,2060247,97928,2007,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2007-12-01,2029029,97868,2007,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-01-01,2041346,100467,2008,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-02-01,2056076,102166,2008,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-03-01,2081161,103009,2008,3,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-04-01,2107508,104724,2008,4,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-05-01,2124247,104724,2008,5,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-06-01,2138191,106557,2008,6,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-07-01,2151826,109355,2008,7,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-08-01,2166521,109540,2008,8,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-09-01,2183925,111228,2008,9,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-10-01,2189926,111665,2008,10,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-11-01,2189754,110984,2008,11,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2008-12-01,2139932,107298,2008,12,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2009-01-01,2141524,108960,2009,1,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
PR,2009-02-01,2144018,109027,2009,2,2020-01-01,novo_caged_jan2020_anchor + stitched CAGED flows (back/forward)
