period,period_date,year,uf,state_abbrev,state_name,macroregion,population,source_system,source_frequency,reference_date_rule,source_table_id,observation_status,imputation_rule
2015,2015-07-01,2015,14,RR,Roraima,North,505665,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,43,RS,Rio Grande do Sul,South,11247972,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,42,SC,Santa Catarina,South,6819190,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,28,SE,Sergipe,Northeast,2242937,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,35,SP,Sao Paulo,Southeast,44396484,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,17,TO,Tocantins,North,1515126,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,12,AC,Acre,North,816687,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,27,AL,Alagoas,Northeast,3358963,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,13,AM,Amazonas,North,4001667,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,16,AP,Amapa,North,782295,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,29,BA,Bahia,Northeast,15276566,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,23,CE,Ceara,Northeast,8963663,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,53,DF,Distrito Federal,Center-West,2977216,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,32,ES,Espirito Santo,Southeast,3973697,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,52,GO,Goias,Center-West,6695855,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,21,MA,Maranhao,Northeast,6954036,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,31,MG,Minas Gerais,Southeast,20997560,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,50,MS,Mato Grosso do Sul,Center-West,2682386,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,51,MT,Mato Grosso,Center-West,3305531,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,15,PA,Para,North,8272724,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,25,PB,Paraiba,Northeast,3999415,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,26,PE,Pernambuco,Northeast,9410336,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,22,PI,Piaui,Northeast,3212180,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,41,PR,Parana,South,11242720,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,33,RJ,Rio de Janeiro,Southeast,16635996,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,24,RN,Rio Grande do Norte,Northeast,3474998,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,11,RO,Rondonia,North,1787279,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,14,RR,Roraima,North,514229,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,43,RS,Rio Grande do Sul,South,11286500,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,42,SC,Santa Catarina,South,6910553,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,28,SE,Sergipe,Northeast,2265779,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,35,SP,Sao Paulo,Southeast,44749699,SIDRA/EstimaPop,annual,1 July,6579,observed,
2016,2016-07-01,2016,17,TO,Tocantins,North,1532902,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,12,AC,Acre,North,829619,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,27,AL,Alagoas,Northeast,3375823,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,13,AM,Amazonas,North,4063614,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,16,AP,Amapa,North,797722,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,29,BA,Bahia,Northeast,15344447,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,23,CE,Ceara,Northeast,9020460,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,53,DF,Distrito Federal,Center-West,3039444,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,32,ES,Espirito Santo,Southeast,4016356,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,52,GO,Goias,Center-West,6778772,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,21,MA,Maranhao,Northeast,7000229,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,31,MG,Minas Gerais,Southeast,21119536,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,50,MS,Mato Grosso do Sul,Center-West,2713147,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,51,MT,Mato Grosso,Center-West,3344544,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,15,PA,Para,North,8366628,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,25,PB,Paraiba,Northeast,4025558,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,26,PE,Pernambuco,Northeast,9473266,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,22,PI,Piaui,Northeast,3219257,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,41,PR,Parana,South,11320892,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,33,RJ,Rio de Janeiro,Southeast,16718956,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,24,RN,Rio Grande do Norte,Northeast,3507003,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,11,RO,Rondonia,North,1805788,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,14,RR,Roraima,North,522636,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,43,RS,Rio Grande do Sul,South,11322895,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,42,SC,Santa Catarina,South,7001161,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,28,SE,Sergipe,Northeast,2288116,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,35,SP,Sao Paulo,Southeast,45094866,SIDRA/EstimaPop,annual,1 July,6579,observed,
2017,2017-07-01,2017,17,TO,Tocantins,North,1550194,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,12,AC,Acre,North,869265,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,27,AL,Alagoas,Northeast,3322820,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,13,AM,Amazonas,North,4080611,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,16,AP,Amapa,North,829494,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,29,BA,Bahia,Northeast,14812617,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,23,CE,Ceara,Northeast,9075649,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,53,DF,Distrito Federal,Center-West,2974703,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,32,ES,Espirito Santo,Southeast,3972388,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,52,GO,Goias,Center-West,6921161,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,21,MA,Maranhao,Northeast,7035055,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,31,MG,Minas Gerais,Southeast,21040662,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,50,MS,Mato Grosso do Sul,Center-West,2748023,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,51,MT,Mato Grosso,Center-West,3441998,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,15,PA,Para,North,8513497,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,25,PB,Paraiba,Northeast,3996496,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,26,PE,Pernambuco,Northeast,9496294,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,22,PI,Piaui,Northeast,3264531,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,41,PR,Parana,South,11348937,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,33,RJ,Rio de Janeiro,Southeast,17159960,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,24,RN,Rio Grande do Norte,Northeast,3479010,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,11,RO,Rondonia,North,1757589,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,14,RR,Roraima,North,576568,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,43,RS,Rio Grande do Sul,South,11329605,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,42,SC,Santa Catarina,South,7075494,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,28,SE,Sergipe,Northeast,2278308,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,35,SP,Sao Paulo,Southeast,45538936,SIDRA/EstimaPop,annual,1 July,6579,observed,
2018,2018-07-01,2018,17,TO,Tocantins,North,1555229,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,12,AC,Acre,North,881935,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,27,AL,Alagoas,Northeast,3337357,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,13,AM,Amazonas,North,4144597,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,16,AP,Amapa,North,845731,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,29,BA,Bahia,Northeast,14873064,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,23,CE,Ceara,Northeast,9132078,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,53,DF,Distrito Federal,Center-West,3015268,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,32,ES,Espirito Santo,Southeast,4018650,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,52,GO,Goias,Center-West,7018354,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,21,MA,Maranhao,Northeast,7075181,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,31,MG,Minas Gerais,Southeast,21168791,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,50,MS,Mato Grosso do Sul,Center-West,2778986,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,51,MT,Mato Grosso,Center-West,3484466,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,15,PA,Para,North,8602865,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,25,PB,Paraiba,Northeast,4018127,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,26,PE,Pernambuco,Northeast,9557071,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,22,PI,Piaui,Northeast,3273227,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,41,PR,Parana,South,11433957,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,33,RJ,Rio de Janeiro,Southeast,17264943,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,24,RN,Rio Grande do Norte,Northeast,3506853,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,11,RO,Rondonia,North,1777225,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,14,RR,Roraima,North,605761,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,43,RS,Rio Grande do Sul,South,11377239,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,42,SC,Santa Catarina,South,7164788,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,28,SE,Sergipe,Northeast,2298696,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,35,SP,Sao Paulo,Southeast,45919049,SIDRA/EstimaPop,annual,1 July,6579,observed,
2019,2019-07-01,2019,17,TO,Tocantins,North,1572866,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,12,AC,Acre,North,894470,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,27,AL,Alagoas,Northeast,3351543,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,13,AM,Amazonas,North,4207714,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,16,AP,Amapa,North,861773,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,29,BA,Bahia,Northeast,14930634,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,23,CE,Ceara,Northeast,9187103,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,53,DF,Distrito Federal,Center-West,3055149,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,32,ES,Espirito Santo,Southeast,4064052,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,52,GO,Goias,Center-West,7113540,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,21,MA,Maranhao,Northeast,7114598,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,31,MG,Minas Gerais,Southeast,21292666,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,50,MS,Mato Grosso do Sul,Center-West,2809394,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,51,MT,Mato Grosso,Center-West,3526220,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,15,PA,Para,North,8690745,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,25,PB,Paraiba,Northeast,4039277,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,26,PE,Pernambuco,Northeast,9616621,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,22,PI,Piaui,Northeast,3281480,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,41,PR,Parana,South,11516840,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,33,RJ,Rio de Janeiro,Southeast,17366189,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,24,RN,Rio Grande do Norte,Northeast,3534165,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,11,RO,Rondonia,North,1796460,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,14,RR,Roraima,North,631181,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,43,RS,Rio Grande do Sul,South,11422973,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,42,SC,Santa Catarina,South,7252502,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,28,SE,Sergipe,Northeast,2318822,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,35,SP,Sao Paulo,Southeast,46289333,SIDRA/EstimaPop,annual,1 July,6579,observed,
2020,2020-07-01,2020,17,TO,Tocantins,North,1590248,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,12,AC,Acre,North,906876,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,27,AL,Alagoas,Northeast,3365351,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,13,AM,Amazonas,North,4269995,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,16,AP,Amapa,North,877613,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,29,BA,Bahia,Northeast,14985284,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,23,CE,Ceara,Northeast,9240580,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,53,DF,Distrito Federal,Center-West,3094325,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,32,ES,Espirito Santo,Southeast,4108508,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,52,GO,Goias,Center-West,7206589,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,21,MA,Maranhao,Northeast,7153262,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,31,MG,Minas Gerais,Southeast,21411923,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,50,MS,Mato Grosso do Sul,Center-West,2839188,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,51,MT,Mato Grosso,Center-West,3567234,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,15,PA,Para,North,8777124,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,25,PB,Paraiba,Northeast,4059905,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,26,PE,Pernambuco,Northeast,9674793,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,22,PI,Piaui,Northeast,3289290,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,41,PR,Parana,South,11597484,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,33,RJ,Rio de Janeiro,Southeast,17463349,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,24,RN,Rio Grande do Norte,Northeast,3560903,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,11,RO,Rondonia,North,1815278,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,14,RR,Roraima,North,652713,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,43,RS,Rio Grande do Sul,South,11466630,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,42,SC,Santa Catarina,South,7338473,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,28,SE,Sergipe,Northeast,2338474,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,35,SP,Sao Paulo,Southeast,46649132,SIDRA/EstimaPop,annual,1 July,6579,observed,
2021,2021-07-01,2021,17,TO,Tocantins,North,1607363,SIDRA/EstimaPop,annual,1 July,6579,observed,
2022,2022-07-01,2022,12,AC,Acre,North,830018,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,27,AL,Alagoas,Northeast,3127683,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,13,AM,Amazonas,North,3941613,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,16,AP,Amapa,North,733759,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,29,BA,Bahia,Northeast,14141626,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,23,CE,Ceara,Northeast,8794957,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,53,DF,Distrito Federal,Center-West,2817381,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,32,ES,Espirito Santo,Southeast,3833712,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,52,GO,Goias,Center-West,7056495,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,21,MA,Maranhao,Northeast,6776699,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,31,MG,Minas Gerais,Southeast,20539989,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,50,MS,Mato Grosso do Sul,Center-West,2757013,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,51,MT,Mato Grosso,Center-West,3658649,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,15,PA,Para,North,8120131,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,25,PB,Paraiba,Northeast,3974687,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,26,PE,Pernambuco,Northeast,9058931,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,22,PI,Piaui,Northeast,3271199,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,41,PR,Parana,South,11444380,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,33,RJ,Rio de Janeiro,Southeast,16055174,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,24,RN,Rio Grande do Norte,Northeast,3302729,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,11,RO,Rondonia,North,1581196,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,14,RR,Roraima,North,636707,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,43,RS,Rio Grande do Sul,South,10882965,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,42,SC,Santa Catarina,South,7610361,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,28,SE,Sergipe,Northeast,2210004,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,35,SP,Sao Paulo,Southeast,44411238,SIDRA/Censo2022,annual,31 July,4709,observed,
2022,2022-07-01,2022,17,TO,Tocantins,North,1511460,SIDRA/Censo2022,annual,31 July,4709,observed,
2023,2023-07-01,2023,12,AC,Acre,North,855324.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,27,AL,Alagoas,Northeast,3173893.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,13,AM,Amazonas,North,4111411,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,16,AP,Amapa,North,768298,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,29,BA,Bahia,Northeast,14496069.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,23,CE,Ceara,Northeast,9014306.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,53,DF,Distrito Federal,Center-West,2900099.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,32,ES,Espirito Santo,Southeast,3967920.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,52,GO,Goias,Center-West,7203489,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,21,MA,Maranhao,Northeast,6893829.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,31,MG,Minas Gerais,Southeast,20931340,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,50,MS,Mato Grosso do Sul,Center-West,2829454,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,51,MT,Mato Grosso,Center-West,3747524,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,15,PA,Para,North,8392218.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,25,PB,Paraiba,Northeast,4059863.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,26,PE,Pernambuco,Northeast,9298980,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,22,PI,Piaui,Northeast,3323422.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,41,PR,Parana,South,11634522.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,33,RJ,Rio de Janeiro,Southeast,16637426.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,24,RN,Rio Grande do Norte,Northeast,3374400,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,11,RO,Rondonia,North,1663711.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,14,RR,Roraima,North,676750,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,43,RS,Rio Grande do Sul,South,11056440,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,42,SC,Santa Catarina,South,7834401,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,28,SE,Sergipe,Northeast,2250540.5,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,35,SP,Sao Paulo,Southeast,45192216,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2023,2023-07-01,2023,17,TO,Tocantins,North,1544401,Derived,annual,1 July,4709|6579,imputed,mean_of_2022_census_and_2024_estimapop
2024,2024-07-01,2024,12,AC,Acre,North,880631,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,27,AL,Alagoas,Northeast,3220104,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,13,AM,Amazonas,North,4281209,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,16,AP,Amapa,North,802837,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,29,BA,Bahia,Northeast,14850513,SIDRA/EstimaPop,annual,1 July,6579,observed,
2024,2024-07-01,2024,23,CE,Ceara,Northeast,9233656,SIDRA/EstimaPop,annual,1 July,6579,observed,
