period,period_date,year,uf,state_abbrev,state_name,macroregion,population,source_system,source_frequency,reference_date_rule,source_table_id,observation_status,imputation_rule
2007,2007-07-01,2007,13,AM,Amazonas,North,3221939,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,16,AP,Amapa,North,587311,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,29,BA,Bahia,Northeast,14080654,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,23,CE,Ceara,Northeast,8185286,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,53,DF,Distrito Federal,Center-West,2455903,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,32,ES,Espirito Santo,Southeast,3351669,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,52,GO,Goias,Center-West,5647035,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,21,MA,Maranhao,Northeast,6118995,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,31,MG,Minas Gerais,Southeast,19273506,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,50,MS,Mato Grosso do Sul,Center-West,2265274,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,51,MT,Mato Grosso,Center-West,2854642,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,15,PA,Para,North,7065573,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,25,PB,Paraiba,Northeast,3641395,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,26,PE,Pernambuco,Northeast,8485386,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,22,PI,Piaui,Northeast,3032421,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,41,PR,Parana,South,10284503,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,33,RJ,Rio de Janeiro,Southeast,15420375,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,24,RN,Rio Grande do Norte,Northeast,3013740,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,11,RO,Rondonia,North,1453756,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,14,RR,Roraima,North,395725,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,43,RS,Rio Grande do Sul,South,10582840,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,42,SC,Santa Catarina,South,5866252,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,28,SE,Sergipe,Northeast,1939426,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,35,SP,Sao Paulo,Southeast,39827570,SIDRA/Contagem2007,annual,31 August,793,observed,
2007,2007-07-01,2007,17,TO,Tocantins,North,1243627,SIDRA/Contagem2007,annual,31 August,793,observed,
2008,2008-07-01,2008,12,AC,Acre,North,680075,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,27,AL,Alagoas,Northeast,3127560,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,13,AM,Amazonas,North,3341094,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,16,AP,Amapa,North,613166,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,29,BA,Bahia,Northeast,14502563,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,23,CE,Ceara,Northeast,8450528,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,53,DF,Distrito Federal,Center-West,2557159,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,32,ES,Espirito Santo,Southeast,3453646,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,52,GO,Goias,Center-West,5844995,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,21,MA,Maranhao,Northeast,6305537,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,31,MG,Minas Gerais,Southeast,19850060,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,50,MS,Mato Grosso do Sul,Center-West,2336060,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,51,MT,Mato Grosso,Center-West,2957735,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,15,PA,Para,North,7321490,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,25,PB,Paraiba,Northeast,3742604,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,26,PE,Pernambuco,Northeast,8734196,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,22,PI,Piaui,Northeast,3111881,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,41,PR,Parana,South,10590171,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,33,RJ,Rio de Janeiro,Southeast,15872362,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,24,RN,Rio Grande do Norte,Northeast,3106436,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,11,RO,Rondonia,North,1493565,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,14,RR,Roraima,North,412783,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,43,RS,Rio Grande do Sul,South,10855228,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,42,SC,Santa Catarina,South,6052587,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,28,SE,Sergipe,Northeast,1999374,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,35,SP,Sao Paulo,Southeast,41011638,SIDRA/EstimaPop,annual,1 July,6579,observed,
2008,2008-07-01,2008,17,TO,Tocantins,North,1280513,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,12,AC,Acre,North,691132,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,27,AL,Alagoas,Northeast,3156108,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,13,AM,Amazonas,North,3393369,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,16,AP,Amapa,North,626609,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,29,BA,Bahia,Northeast,14637364,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,23,CE,Ceara,Northeast,8547809,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,53,DF,Distrito Federal,Center-West,2606885,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,32,ES,Espirito Santo,Southeast,3487199,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,52,GO,Goias,Center-West,5926300,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,21,MA,Maranhao,Northeast,6367138,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,31,MG,Minas Gerais,Southeast,20033665,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,50,MS,Mato Grosso do Sul,Center-West,2360498,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,51,MT,Mato Grosso,Center-West,3001692,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,15,PA,Para,North,7431020,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,25,PB,Paraiba,Northeast,3769977,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,26,PE,Pernambuco,Northeast,8810256,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,22,PI,Piaui,Northeast,3145325,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,41,PR,Parana,South,10686247,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,33,RJ,Rio de Janeiro,Southeast,16010429,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,24,RN,Rio Grande do Norte,Northeast,3137541,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,11,RO,Rondonia,North,1503928,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,14,RR,Roraima,North,421499,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,43,RS,Rio Grande do Sul,South,10914128,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,42,SC,Santa Catarina,South,6118743,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,28,SE,Sergipe,Northeast,2019679,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,35,SP,Sao Paulo,Southeast,41384039,SIDRA/EstimaPop,annual,1 July,6579,observed,
2009,2009-07-01,2009,17,TO,Tocantins,North,1292051,SIDRA/EstimaPop,annual,1 July,6579,observed,
2010,2010-07-01,2010,12,AC,Acre,North,733559,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,27,AL,Alagoas,Northeast,3120494,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,13,AM,Amazonas,North,3483985,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,16,AP,Amapa,North,669526,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,29,BA,Bahia,Northeast,14016906,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,23,CE,Ceara,Northeast,8452381,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,53,DF,Distrito Federal,Center-West,2570160,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,32,ES,Espirito Santo,Southeast,3514952,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,52,GO,Goias,Center-West,6003788,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,21,MA,Maranhao,Northeast,6574789,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,31,MG,Minas Gerais,Southeast,19597330,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,50,MS,Mato Grosso do Sul,Center-West,2449024,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,51,MT,Mato Grosso,Center-West,3035122,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,15,PA,Para,North,7581051,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,25,PB,Paraiba,Northeast,3766528,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,26,PE,Pernambuco,Northeast,8796448,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,22,PI,Piaui,Northeast,3118360,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,41,PR,Parana,South,10444526,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,33,RJ,Rio de Janeiro,Southeast,15989929,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,24,RN,Rio Grande do Norte,Northeast,3168027,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,11,RO,Rondonia,North,1562409,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,14,RR,Roraima,North,450479,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,43,RS,Rio Grande do Sul,South,10693929,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,42,SC,Santa Catarina,South,6248436,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,28,SE,Sergipe,Northeast,2068017,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,35,SP,Sao Paulo,Southeast,41262199,SIDRA/Censo2010,annual,31 July,202,observed,
2010,2010-07-01,2010,17,TO,Tocantins,North,1383445,SIDRA/Censo2010,annual,31 July,202,observed,
2011,2011-07-01,2011,12,AC,Acre,North,746386,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,27,AL,Alagoas,Northeast,3143384,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,13,AM,Amazonas,North,3538387,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,16,AP,Amapa,North,684309,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,29,BA,Bahia,Northeast,14097534,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,23,CE,Ceara,Northeast,8530155,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,53,DF,Distrito Federal,Center-West,2609998,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,32,ES,Espirito Santo,Southeast,3547055,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,52,GO,Goias,Center-West,6080716,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,21,MA,Maranhao,Northeast,6645761,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,31,MG,Minas Gerais,Southeast,19728701,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,50,MS,Mato Grosso do Sul,Center-West,2477542,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,51,MT,Mato Grosso,Center-West,3075936,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,15,PA,Para,North,7688593,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,25,PB,Paraiba,Northeast,3791315,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,26,PE,Pernambuco,Northeast,8864906,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,22,PI,Piaui,Northeast,3140328,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,41,PR,Parana,South,10512349,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,33,RJ,Rio de Janeiro,Southeast,16112678,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,24,RN,Rio Grande do Norte,Northeast,3198657,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,11,RO,Rondonia,North,1576455,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,14,RR,Roraima,North,460165,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,43,RS,Rio Grande do Sul,South,10733030,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,42,SC,Santa Catarina,South,6317054,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,28,SE,Sergipe,Northeast,2089819,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,35,SP,Sao Paulo,Southeast,41587182,SIDRA/EstimaPop,annual,1 July,6579,observed,
2011,2011-07-01,2011,17,TO,Tocantins,North,1400892,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,12,AC,Acre,North,758786,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,27,AL,Alagoas,Northeast,3165472,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,13,AM,Amazonas,North,3590985,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,16,AP,Amapa,North,698602,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,29,BA,Bahia,Northeast,14175341,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,23,CE,Ceara,Northeast,8606005,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,53,DF,Distrito Federal,Center-West,2648532,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,32,ES,Espirito Santo,Southeast,3578067,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,52,GO,Goias,Center-West,6154996,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,21,MA,Maranhao,Northeast,6714314,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,31,MG,Minas Gerais,Southeast,19855332,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,50,MS,Mato Grosso do Sul,Center-West,2500365,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,51,MT,Mato Grosso,Center-West,3115336,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,15,PA,Para,North,7777543,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,25,PB,Paraiba,Northeast,3815171,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,26,PE,Pernambuco,Northeast,8931028,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,22,PI,Piaui,Northeast,3160748,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,41,PR,Parana,South,10577755,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,33,RJ,Rio de Janeiro,Southeast,16231365,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,24,RN,Rio Grande do Norte,Northeast,3228198,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,11,RO,Rondonia,North,1590011,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,14,RR,Roraima,North,469524,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,43,RS,Rio Grande do Sul,South,10768025,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,42,SC,Santa Catarina,South,6362734,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,28,SE,Sergipe,Northeast,2110867,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,35,SP,Sao Paulo,Southeast,41901219,SIDRA/EstimaPop,annual,1 July,6579,observed,
2012,2012-07-01,2012,17,TO,Tocantins,North,1417694,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,12,AC,Acre,North,776463,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,27,AL,Alagoas,Northeast,3300935,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,13,AM,Amazonas,North,3807921,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,16,AP,Amapa,North,734996,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,29,BA,Bahia,Northeast,15044137,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,23,CE,Ceara,Northeast,8778576,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,53,DF,Distrito Federal,Center-West,2789761,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,32,ES,Espirito Santo,Southeast,3839366,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,52,GO,Goias,Center-West,6434048,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,21,MA,Maranhao,Northeast,6794301,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,31,MG,Minas Gerais,Southeast,20593356,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,50,MS,Mato Grosso do Sul,Center-West,2587269,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,51,MT,Mato Grosso,Center-West,3182113,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,15,PA,Para,North,7969654,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,25,PB,Paraiba,Northeast,3914421,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,26,PE,Pernambuco,Northeast,9208550,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,22,PI,Piaui,Northeast,3184166,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,41,PR,Parana,South,10997465,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,33,RJ,Rio de Janeiro,Southeast,16369179,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,24,RN,Rio Grande do Norte,Northeast,3373959,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,11,RO,Rondonia,North,1728214,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,14,RR,Roraima,North,488072,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,43,RS,Rio Grande do Sul,South,11164043,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,42,SC,Santa Catarina,South,6634254,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,28,SE,Sergipe,Northeast,2195662,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,35,SP,Sao Paulo,Southeast,43663669,SIDRA/EstimaPop,annual,1 July,6579,observed,
2013,2013-07-01,2013,17,TO,Tocantins,North,1478164,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,12,AC,Acre,North,790101,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,27,AL,Alagoas,Northeast,3321730,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,13,AM,Amazonas,North,3873743,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,16,AP,Amapa,North,750912,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,29,BA,Bahia,Northeast,15126371,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,23,CE,Ceara,Northeast,8842791,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,53,DF,Distrito Federal,Center-West,2852372,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,32,ES,Espirito Santo,Southeast,3885049,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,52,GO,Goias,Center-West,6523222,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,21,MA,Maranhao,Northeast,6850884,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,31,MG,Minas Gerais,Southeast,20734097,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,50,MS,Mato Grosso do Sul,Center-West,2619657,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,51,MT,Mato Grosso,Center-West,3224357,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,15,PA,Para,North,8073924,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,25,PB,Paraiba,Northeast,3943885,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,26,PE,Pernambuco,Northeast,9277727,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,22,PI,Piaui,Northeast,3194718,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,41,PR,Parana,South,11081692,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,33,RJ,Rio de Janeiro,Southeast,16461173,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,24,RN,Rio Grande do Norte,Northeast,3408510,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,11,RO,Rondonia,North,1748531,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,14,RR,Roraima,North,496936,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,43,RS,Rio Grande do Sul,South,11207274,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,42,SC,Santa Catarina,South,6727148,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,28,SE,Sergipe,Northeast,2219574,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,35,SP,Sao Paulo,Southeast,44035304,SIDRA/EstimaPop,annual,1 July,6579,observed,
2014,2014-07-01,2014,17,TO,Tocantins,North,1496880,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,12,AC,Acre,North,803513,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,27,AL,Alagoas,Northeast,3340932,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,13,AM,Amazonas,North,3938336,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,16,AP,Amapa,North,766679,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,29,BA,Bahia,Northeast,15203334,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,23,CE,Ceara,Northeast,8904459,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,53,DF,Distrito Federal,Center-West,2914830,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,32,ES,Espirito Santo,Southeast,3929911,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,52,GO,Goias,Center-West,6610681,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,21,MA,Maranhao,Northeast,6904241,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,31,MG,Minas Gerais,Southeast,20869101,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,50,MS,Mato Grosso do Sul,Center-West,2651235,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,51,MT,Mato Grosso,Center-West,3265486,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,15,PA,Para,North,8175113,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,25,PB,Paraiba,Northeast,3972202,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,26,PE,Pernambuco,Northeast,9345173,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,22,PI,Piaui,Northeast,3204028,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,41,PR,Parana,South,11163018,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,33,RJ,Rio de Janeiro,Southeast,16550024,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,24,RN,Rio Grande do Norte,Northeast,3442175,SIDRA/EstimaPop,annual,1 July,6579,observed,
2015,2015-07-01,2015,11,RO,Rondonia,North,1768204,SIDRA/EstimaPop,annual,1 July,6579,observed,
