period,period_date,year,uf,state_abbrev,state_name,macroregion,pnad_legacy_population_10_plus,labor_force_pnad_legacy,non_labor_force_pnad_legacy,unemployed_pnad_legacy,unemployment_rate_pnad_legacy,occupied_pnad_legacy,previd_contributors_any_work_pnad_legacy,previd_non_contributors_any_work_pnad_legacy,formalization_proxy_pnad_legacy,labor_income_nominal_pnad_legacy,labor_income_real_pnad_legacy,ipca_reference_index,is_observed_pnad_legacy_year,imputation_method,labor_market_age_concept,formalization_rule,income_deflator_rule,source_system,source_frequency
2012,2012-09-01,2012,43,RS,Rio Grande do Sul,South,9815000,6301000,3515000,284000,0.045072210760196796,6017000,3887000,2130000,0.6460029915240153,1396,3002.25410666863,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,42,SC,Santa Catarina,South,5740000,3568000,2172000,108000,0.030269058295964126,3460000,2629000,831000,0.7598265895953757,1620,3483.991155303138,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,28,SE,Sergipe,Northeast,1833000,1075000,758000,83000,0.07720930232558139,992000,447000,545000,0.45060483870967744,1008,2167.8167188552857,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,35,SP,Sao Paulo,Southeast,37770000,23296000,14475000,1469000,0.06305803571428571,21827000,16049000,5778000,0.7352819901956292,1806,3884.00495461572,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,17,TO,Tocantins,North,1206000,741000,465000,40000,0.05398110661268556,701000,323000,378000,0.4607703281027104,1137,2445.24564418498,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,12,AC,Acre,North,620000,337000,283000,26000,0.0771513353115727,311000,137000,174000,0.4405144694533762,1147,2330.23229000345,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,27,AL,Alagoas,Northeast,2769000,1429000,1340000,156000,0.10916724982505248,1274000,666000,608000,0.5227629513343799,913,1854.8405237778115,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,13,AM,Amazonas,North,3048000,1771000,1278000,150000,0.08469791078486731,1620000,793000,827000,0.48950617283950615,1303,2647.1601341538753,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,16,AP,Amapa,North,597000,332000,265000,40000,0.12048192771084337,292000,151000,141000,0.5171232876712328,1564,3177.404796482472,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,29,BA,Bahia,Northeast,12783000,7530000,5253000,645000,0.08565737051792828,6886000,2949000,3937000,0.4282602381643915,1065,2163.642012950021,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,23,CE,Ceara,Northeast,7549000,4215000,3334000,248000,0.058837485172004746,3967000,1603000,2364000,0.404083690446181,828,1682.1554804907207,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,53,DF,Distrito Federal,Center-West,2432000,1536000,896000,142000,0.09244791666666667,1393000,1044000,349000,0.7494615936826992,3086,6269.482865693677,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,32,ES,Espirito Santo,Southeast,3326000,1999000,1327000,121000,0.060530265132566284,1878000,1264000,615000,0.6730564430244942,1465,2976.277510771625,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,52,GO,Goias,Center-West,5563000,3433000,2129000,190000,0.05534517914360618,3243000,1984000,1259000,0.6117792167745915,1590,3230.2261038408765,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,21,MA,Maranhao,Northeast,5516000,3242000,2274000,194000,0.05983960518198643,3048000,975000,2073000,0.3198818897637795,807,1639.4921168550864,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,31,MG,Minas Gerais,Southeast,17958000,11210000,6748000,666000,0.059411239964317575,10544000,6667000,3876000,0.6323027314112292,1398,2840.1610648865067,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,50,MS,Mato Grosso do Sul,Center-West,2201000,1395000,806000,51000,0.03655913978494624,1344000,854000,490000,0.6354166666666666,1735,3524.8064718012083,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,51,MT,Mato Grosso,Center-West,2710000,1615000,1095000,76000,0.047058823529411764,1539000,981000,558000,0.6374269005847953,1743,3541.0591817576405,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,15,PA,Para,North,6575000,3798000,2777000,275000,0.07240652975250132,3523000,1333000,2190000,0.37837070678399093,1004,2039.7150995322265,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,25,PB,Paraiba,Northeast,3337000,1808000,1530000,150000,0.08296460176991151,1658000,744000,914000,0.4487334137515078,985,2001.1149133857004,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,26,PE,Pernambuco,Northeast,7865000,4171000,3694000,356000,0.08535123471589547,3815000,1953000,1862000,0.5119266055045871,1029,2090.504818146077,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,22,PI,Piaui,Northeast,2663000,1601000,1062000,89000,0.055590256089943786,1512000,508000,1004000,0.335978835978836,834,1694.345012958045,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,41,PR,Parana,South,9534000,6071000,3463000,260000,0.042826552462526764,5811000,4134000,1677000,0.7114093959731543,1713,3480.1115194210197,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,33,RJ,Rio de Janeiro,Southeast,14425000,8102000,6323000,615000,0.07590718341150333,7488000,5155000,2332000,0.6884348290598291,1932,3925.0294544783483,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,24,RN,Rio Grande do Norte,Northeast,2900000,1656000,1243000,181000,0.10929951690821256,1476000,732000,743000,0.4959349593495935,1171,2378.9904198727463,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,11,RO,Rondonia,North,1464000,880000,584000,40000,0.045454545454545456,840000,469000,371000,0.5583333333333333,1309,2659.3496666212,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,14,RR,Roraima,North,401000,230000,170000,16000,0.06956521739130435,214000,105000,109000,0.49065420560747663,1468,2982.3722770052877,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,43,RS,Rio Grande do Sul,South,9853000,6265000,3588000,271000,0.04325618515562649,5994000,4045000,1948000,0.6748415081748415,1574,3197.7206839280125,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,42,SC,Santa Catarina,South,5840000,3697000,2143000,118000,0.03191777116581011,3579000,2738000,841000,0.765018161497625,1794,3644.670207729895,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,28,SE,Sergipe,Northeast,1862000,1066000,796000,89000,0.08348968105065666,977000,428000,549000,0.43807574206755373,1168,2372.8956536390847,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,35,SP,Sao Paulo,Southeast,38107000,23256000,14851000,1534000,0.06596147230822154,21722000,16266000,5456000,0.7488260749470583,1991,4044.8931904070346,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2013,2013-09-01,2013,17,TO,Tocantins,North,1236000,756000,479000,44000,0.0582010582010582,713000,325000,388000,0.45582047685834504,1191,2419.6221947638264,3738.9900000000002,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,12,AC,Acre,North,637000,373000,263000,30000,0.08042895442359249,344000,144000,199000,0.4186046511627907,1300,2474.1476333169644,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,27,AL,Alagoas,Northeast,2800000,1417000,1383000,165000,0.11644318983768526,1252000,650000,602000,0.5191693290734825,972,1849.9011535262227,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,13,AM,Amazonas,North,3154000,1908000,1246000,170000,0.08909853249475891,1738000,816000,922000,0.46950517836593786,1386,2637.822015213317,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,16,AP,Amapa,North,607000,355000,252000,33000,0.09295774647887324,322000,174000,148000,0.5403726708074534,1616,3075.555827261703,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,29,BA,Bahia,Northeast,12971000,7879000,5092000,690000,0.087574565300165,7189000,3142000,4047000,0.43705661427180414,1099,2091.6063453964184,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,23,CE,Ceara,Northeast,7600000,4319000,3281000,295000,0.06830284788145403,4023000,1718000,2305000,0.42704449415858814,946,1800.4182008598834,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,53,DF,Distrito Federal,Center-West,2469000,1590000,878000,149000,0.09371069182389936,1442000,1075000,367000,0.7454923717059639,3205,6099.7255113699,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,32,ES,Espirito Santo,Southeast,3367000,2141000,1225000,145000,0.067725361980383,1996000,1261000,735000,0.6317635270541082,1593,3031.782446056865,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,52,GO,Goias,Center-West,5634000,3515000,2119000,173000,0.0492176386913229,3341000,2046000,1295000,0.6123914995510327,1622,3086.974970184705,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,21,MA,Maranhao,Northeast,5621000,3359000,2262000,210000,0.06251860672819291,3149000,1010000,2139000,0.3207367418228009,795,1513.036437297682,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,31,MG,Minas Gerais,Southeast,18127000,11479000,6648000,734000,0.06394285216482272,10746000,6808000,3937000,0.6335380606737391,1477,2811.0123495455045,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,50,MS,Mato Grosso do Sul,Center-West,2245000,1465000,780000,61000,0.041638225255972695,1404000,884000,520000,0.6296296296296297,1803,3431.4524483619125,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,51,MT,Mato Grosso,Center-West,2740000,1733000,1006000,79000,0.04558568955568378,1654000,1061000,593000,0.6414752116082225,1799,3423.839686413245,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,15,PA,Para,North,6656000,3885000,2771000,283000,0.07284427284427285,3602000,1355000,2247000,0.3761799000555247,1052,2002.1563924995742,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,25,PB,Paraiba,Northeast,3346000,1959000,1388000,135000,0.06891271056661562,1824000,817000,1007000,0.4479166666666667,1007,1916.5128205770638,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,26,PE,Pernambuco,Northeast,7959000,4306000,3653000,375000,0.08708778448676266,3931000,1995000,1935000,0.5075044517934368,1132,2154.411631472926,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,22,PI,Piaui,Northeast,2711000,1751000,961000,78000,0.04454597372929754,1673000,564000,1108000,0.3371189479976091,816,1553.0034375281869,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,41,PR,Parana,South,9623000,6084000,3539000,267000,0.04388560157790927,5817000,4189000,1628000,0.7201306515385938,1825,3473.3226390795844,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,33,RJ,Rio de Janeiro,Southeast,14542000,8264000,6278000,662000,0.08010648596321394,7602000,5349000,2253000,0.7036306235201263,2092,3981.474499153146,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,24,RN,Rio Grande do Norte,Northeast,2949000,1700000,1249000,180000,0.10588235294117647,1520000,771000,750000,0.5072368421052632,1076,2047.8329641915795,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,11,RO,Rondonia,North,1472000,909000,562000,40000,0.04400440044004401,869000,489000,380000,0.5627157652474108,1458,2774.8517302893338,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,14,RR,Roraima,North,407000,264000,143000,20000,0.07575757575757576,244000,121000,124000,0.4959016393442623,1476,2809.109159058338,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,43,RS,Rio Grande do Sul,South,9925000,6450000,3475000,287000,0.04449612403100775,6163000,4345000,1818000,0.7050137919844232,1720,3273.4876379270604,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,42,SC,Santa Catarina,South,5944000,3790000,2154000,114000,0.03007915567282322,3676000,2802000,874000,0.7622415669205659,1899,3614.158735129935,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,28,SE,Sergipe,Northeast,1902000,1149000,753000,90000,0.0783289817232376,1059000,437000,622000,0.4126534466477809,988,1880.3522013208928,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,35,SP,Sao Paulo,Southeast,38571000,24007000,14564000,1870000,0.07789394759861706,22137000,16456000,5681000,0.743370827122013,2189,4166.083976408335,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2014,2014-09-01,2014,17,TO,Tocantins,North,1256000,770000,485000,42000,0.05454545454545454,729000,353000,376000,0.4842249657064472,1348,2565.500776700975,3991.24,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,12,AC,Acre,North,651000,356000,296000,25000,0.0702247191011236,330000,138000,193000,0.41818181818181815,1273,2212.7132824727923,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,27,AL,Alagoas,Northeast,2849000,1358000,1491000,210000,0.15463917525773196,1148000,646000,503000,0.5627177700348432,1072,1863.3375010297198,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,13,AM,Amazonas,North,3216000,1845000,1372000,216000,0.11707317073170732,1629000,745000,884000,0.45733578882750153,1311,2278.764425233174,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,16,AP,Amapa,North,623000,333000,290000,36000,0.10810810810810811,297000,156000,142000,0.5252525252525253,1613,2803.697191381472,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,29,BA,Bahia,Northeast,13085000,7566000,5520000,823000,0.10877610362146445,6742000,2936000,3806000,0.4354790863245328,1100,1912.0067641163168,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,23,CE,Ceara,Northeast,7676000,3987000,3688000,334000,0.0837722598444946,3653000,1618000,2035000,0.44292362441828637,1030,1790.333606399824,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,53,DF,Distrito Federal,Center-West,2559000,1579000,980000,165000,0.10449651678277391,1414000,1063000,350000,0.7517680339462518,3512,6104.516141433187,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,32,ES,Espirito Santo,Southeast,3428000,2062000,1366000,221000,0.10717749757516974,1841000,1235000,606000,0.6708310700706138,1753,3047.0435068144575,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,52,GO,Goias,Center-West,5731000,3557000,2173000,280000,0.07871802080404836,3277000,2028000,1249000,0.618858712236802,1717,2984.4687399888326,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,21,MA,Maranhao,Northeast,5654000,3170000,2485000,213000,0.06719242902208201,2956000,913000,2043000,0.30886332882273343,895,1555.6782308037305,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,31,MG,Minas Gerais,Southeast,18380000,11489000,6891000,1050000,0.09139176603707895,10439000,6617000,3822000,0.6338729763387297,1607,2793.2680635772012,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,50,MS,Mato Grosso do Sul,Center-West,2284000,1441000,843000,89000,0.06176266481609993,1352000,856000,496000,0.6331360946745562,1959,3405.1102280944224,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,51,MT,Mato Grosso,Center-West,2766000,1705000,1061000,106000,0.06217008797653959,1599000,1009000,590000,0.631019387116948,1830,3180.8839803026,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,15,PA,Para,North,6837000,3893000,2945000,300000,0.07706139224248651,3592000,1320000,2273000,0.3674832962138085,1109,1927.6504558227232,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,25,PB,Paraiba,Northeast,3411000,1974000,1437000,185000,0.09371833839918946,1789000,797000,992000,0.4455002794857462,1143,1986.7488467135913,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,26,PE,Pernambuco,Northeast,8100000,4280000,3820000,498000,0.11635514018691588,3781000,1820000,1962000,0.4813541391166358,1193,2073.658245082515,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2015,2015-09-01,2015,22,PI,Piaui,Northeast,2738000,1722000,1016000,126000,0.07317073170731707,1596000,541000,1055000,0.33897243107769426,922,1602.6093059229493,4370.120000000001,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
