period,period_date,year,uf,state_abbrev,state_name,macroregion,pnad_legacy_population_10_plus,labor_force_pnad_legacy,non_labor_force_pnad_legacy,unemployed_pnad_legacy,unemployment_rate_pnad_legacy,occupied_pnad_legacy,previd_contributors_any_work_pnad_legacy,previd_non_contributors_any_work_pnad_legacy,formalization_proxy_pnad_legacy,labor_income_nominal_pnad_legacy,labor_income_real_pnad_legacy,ipca_reference_index,is_observed_pnad_legacy_year,imputation_method,labor_market_age_concept,formalization_rule,income_deflator_rule,source_system,source_frequency
2010,2010-09-01,2010,13,AM,Amazonas,North,2866500,1681000,1185500,148500,0.08838615746840514,1089000,456500,632500,0.41594098975855315,917,2193.8126019991614,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,16,AP,Amapa,North,546500,300500,245000,38000,0.12644244612283773,197500,94000,103500,0.4630717824634174,1060,2537.1832891047397,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,29,BA,Bahia,Northeast,12382000,7697000,4684500,705000,0.09158242224703647,5173000,2045500,3127500,0.38827211185214905,713,1701.5513702194908,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,23,CE,Ceara,Northeast,7239500,4250500,2989500,259000,0.06067494257611365,2932500,1083000,1849000,0.36123363043779977,657,1568.0394886524307,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,53,DF,Distrito Federal,Center-West,2228500,1401000,827500,133500,0.09571787963673345,943500,692000,251500,0.7249662276258021,2414,5774.324534411175,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,32,ES,Espirito Santo,Southeast,3172000,2032000,1140000,159000,0.07825956167883202,1392500,829500,563500,0.5856492565989773,1099,2621.429932643309,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,52,GO,Goias,Center-West,5238500,3357000,1882500,211500,0.0629353893400291,2358000,1314000,1043500,0.547996922060777,1146,2736.382837196855,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,21,MA,Maranhao,Northeast,5299500,3042500,2256500,206000,0.06778070543974578,2104500,633500,1471500,0.2989490021216229,598,1437.1094404984506,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,31,MG,Minas Gerais,Southeast,17441000,10999000,6442000,727500,0.06604411727743427,7724000,4541500,3182500,0.5792956709016109,1020,2436.5407733997527,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,50,MS,Mato Grosso do Sul,Center-West,2106500,1341500,765000,77000,0.05741669333902343,962500,553500,409000,0.5597141472868217,1244.5,2967.3829650272683,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,51,MT,Mato Grosso,Center-West,2569500,1653500,915500,111500,0.06738536439053652,1158500,670000,488000,0.561654258262488,1187,2828.3760047052665,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,15,PA,Para,North,6131500,3653500,2477500,279000,0.07649452406442772,2474500,859000,1615500,0.3428763572528536,780,1864.726771142598,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,25,PB,Paraiba,Northeast,3235500,1750500,1485000,151500,0.08634838460708294,1142500,491500,651500,0.42122687203332365,780,1861.2288353377107,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,26,PE,Pernambuco,Northeast,7537000,4004000,3533000,416000,0.10335050440852886,2540500,1199500,1341000,0.4544586350785281,753.5,1797.3095420974078,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,22,PI,Piaui,Northeast,2626000,1677000,949000,85000,0.05074404375610969,1196500,341000,855000,0.28087360218551205,554,1325.4512346840356,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,41,PR,Parana,South,9288500,5954000,3334500,324000,0.054470869881952134,4328500,2729500,1599000,0.6179137333264488,1230,2942.3872742674603,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,33,RJ,Rio de Janeiro,Southeast,14126000,8061000,6065000,701500,0.08700784229746683,5400000,3629500,1770500,0.662711661463296,1430.5,3426.30401344919,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,24,RN,Rio Grande do Norte,Northeast,2787500,1612500,1174500,157000,0.0973200861895755,1045000,465500,579500,0.437199282469111,816.5,1947.0906565637638,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,11,RO,Rondonia,North,1391500,876000,515500,44000,0.049791703338614095,622500,303500,319000,0.48558110033712165,1033,2466.675110251476,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,14,RR,Roraima,North,367000,227500,139000,18500,0.08173692170473494,158000,74500,83500,0.4671001552795031,1097.5,2617.0541933459313,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,43,RS,Rio Grande do Sul,South,9591000,6212000,3379500,333000,0.0535879669910784,4503500,2781500,1721500,0.6092332617285603,1167,2791.626737775736,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,42,SC,Santa Catarina,South,5549000,3604000,1945000,160000,0.04420132585491021,2591000,1911000,680500,0.7292793548694751,1366.5,3266.0035589686267,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,28,SE,Sergipe,Northeast,1765500,1057500,707500,105000,0.09919571764806878,695500,299000,396500,0.43120456905503635,825,1971.9331517263022,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,35,SP,Sao Paulo,Southeast,37013000,22989500,14023000,1912000,0.08321408036376192,15981000,11432000,4548500,0.7084561560831281,1472,3515.6515160456593,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2010,2010-09-01,2010,17,TO,Tocantins,North,1178500,769000,409000,48000,0.06239333442712236,529000,218000,311000,0.4098866312414629,866,2069.103264225947,3170.34,FALSE,linear_interpolation_2009_2011,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,12,AC,Acre,North,594000,357000,237000,14000,0.0392156862745098,343000,146000,197000,0.42565597667638483,952,2155.529361968493,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,27,AL,Alagoas,Northeast,2692000,1344000,1348000,125000,0.09300595238095238,1219000,557000,662000,0.45693191140278916,707,1600.7975408736604,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,13,AM,Amazonas,North,2909000,1689000,1220000,133000,0.07874481941977501,1556000,659000,897000,0.4235218508997429,994,2250.62624558475,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,16,AP,Amapa,North,567000,302000,264000,39000,0.1291390728476821,263000,132000,131000,0.5019011406844106,1140,2581.201126726977,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,29,BA,Bahia,Northeast,12485000,7602000,4882000,689000,0.09063404367271771,6913000,2831000,4082000,0.4095182988572255,803,1818.161846282248,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,23,CE,Ceara,Northeast,7385000,4121000,3265000,215000,0.052171802960446496,3906000,1506000,2400000,0.38556067588325654,739,1673.2523093431894,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,53,DF,Distrito Federal,Center-West,2282000,1435000,847000,112000,0.07804878048780488,1323000,987000,336000,0.746031746031746,2623,5939.02680298672,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,32,ES,Espirito Santo,Southeast,3231000,2047000,1184000,157000,0.07669760625305325,1890000,1160000,731000,0.6137566137566137,1247,2823.4717587969653,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,52,GO,Goias,Center-West,5351000,3342000,2010000,160000,0.047875523638539794,3182000,1828000,1354000,0.5744814582023884,1280,2898.190738781167,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,21,MA,Maranhao,Northeast,5349000,3093000,2255000,196000,0.0633688975105076,2897000,882000,2016000,0.3044528822920262,602,1363.0553318330176,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,31,MG,Minas Gerais,Southeast,17621000,10830000,6791000,646000,0.05964912280701754,10184000,6177000,4007000,0.6065396700706991,1132,2563.087434609595,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,50,MS,Mato Grosso do Sul,Center-West,2156000,1344000,812000,64000,0.047619047619047616,1280000,776000,504000,0.60625,1420,3215.180350835358,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,51,MT,Mato Grosso,Center-West,2632000,1667000,965000,122000,0.07318536292741452,1545000,945000,600000,0.6116504854368932,1368,3097.441352072373,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,15,PA,Para,North,6305000,3752000,2552000,269000,0.0716950959488273,3484000,1231000,2253000,0.35332950631458093,855,1935.900845045233,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,25,PB,Paraiba,Northeast,3321000,1831000,1490000,166000,0.0906608410704533,1665000,734000,932000,0.44084084084084085,880,1992.5061329120526,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,26,PE,Pernambuco,Northeast,7669000,3877000,3792000,334000,0.08614908434356461,3543000,1769000,1774000,0.49929438329099635,855,1935.900845045233,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,22,PI,Piaui,Northeast,2626000,1663000,963000,96000,0.05772699939867709,1567000,461000,1106000,0.29419272495213783,600,1358.526908803672,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,41,PR,Parana,South,9412000,5992000,3420000,276000,0.04606141522029372,5716000,3758000,1959000,0.6574527641707488,1335,3022.7223720881707,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,33,RJ,Rio de Janeiro,Southeast,14212000,8035000,6177000,659000,0.08201617921593031,7376000,5078000,2298000,0.6884490238611713,1522,3446.1299253319817,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,24,RN,Rio Grande do Norte,Northeast,2844000,1566000,1278000,150000,0.09578544061302682,1416000,652000,764000,0.4604519774011299,930,2105.716708645692,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,11,RO,Rondonia,North,1417000,855000,562000,27000,0.031578947368421054,828000,407000,421000,0.4915458937198068,1153,2610.635876417723,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,14,RR,Roraima,North,376000,241000,134000,18000,0.07468879668049792,224000,107000,117000,0.47767857142857145,1251,2832.5286048556563,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,43,RS,Rio Grande do Sul,South,9664000,6197000,3467000,286000,0.046151363563014365,5911000,3760000,2150000,0.6361021823718491,1267,2868.755989090421,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,42,SC,Santa Catarina,South,5633000,3524000,2109000,125000,0.03547105561861521,3399000,2569000,831000,0.75581053250956165,1504,3405.374118067871,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,28,SE,Sergipe,Northeast,1794000,1051000,742000,88000,0.08372978116079924,963000,412000,551000,0.42782969885773625,907,2053.639843808218,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,35,SP,Sao Paulo,Southeast,37480000,23068000,14411000,1611000,0.069837003641408,21457000,15633000,5824000,0.7285734259216107,1638,3708.778461034025,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2011,2011-09-01,2011,17,TO,Tocantins,North,1203000,757000,446000,46000,0.0607661822985469,711000,296000,415000,0.41631504922644164,958,2169.1146310565296,3354.8500000000004,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,12,AC,Acre,North,609000,381000,228000,22000,0.05774278215223097,360000,150000,209000,0.4166666666666667,1025,2204.377119867726,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,27,AL,Alagoas,Northeast,2745000,1391000,1355000,140000,0.100647016534867,1250000,610000,640000,0.488,846,1819.4176033249717,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,13,AM,Amazonas,North,2989000,1720000,1269000,130000,0.0755813953488372,1590000,730000,860000,0.4591194968553459,1072,2305.4558756080023,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,16,AP,Amapa,North,581000,311000,271000,31000,0.09967845659163987,280000,147000,133000,0.525,1486,3195.8091708521374,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,29,BA,Bahia,Northeast,12698000,7416000,5282000,657000,0.08859223300970874,6759000,2847000,3911000,0.4212161562361296,914,1965.6592073747331,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,23,CE,Ceara,Northeast,7437000,4184000,3253000,238000,0.05688336520076482,3946000,1631000,2315000,0.4133299543841865,810,1741.995577651569,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,53,DF,Distrito Federal,Center-West,2332000,1473000,859000,122000,0.08282416836388323,1351000,1017000,334000,0.7527757216876387,2748,5909.881293069767,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,32,ES,Espirito Santo,Southeast,3292000,2061000,1230000,116000,0.056283357593401265,1945000,1230000,716000,0.6323907455012854,1385,2978.5973766017564,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,52,GO,Goias,Center-West,5445000,3384000,2061000,162000,0.047872340425531915,3222000,1952000,1270000,0.6058348851644941,1452,3122.6883688272565,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,21,MA,Maranhao,Northeast,5381000,3102000,2279000,164000,0.052869116698903935,2938000,850000,2088000,0.2893124574540504,759,1632.314374614248,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,31,MG,Minas Gerais,Southeast,17783000,11050000,6733000,636000,0.05755656108597285,10414000,6520000,3894000,0.626080276550797,1309,2815.150877957906,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,50,MS,Mato Grosso do Sul,Center-West,2190000,1388000,801000,50000,0.03602305475504323,1338000,853000,485000,0.6375186846038864,1592,3423.7740242238237,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,51,MT,Mato Grosso,Center-West,2651000,1657000,994000,81000,0.04888352444176222,1576000,972000,604000,0.616751269035533,1564,3363.5568931445105,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,15,PA,Para,North,6424000,3799000,2625000,220000,0.05790997630955515,3579000,1277000,2302000,0.3568035764179939,917,1972.111042847517,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,25,PB,Paraiba,Northeast,3318000,1858000,1460000,149000,0.08019375672766416,1709000,739000,970000,0.43241661790520775,884,1901.1408526468974,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,26,PE,Pernambuco,Northeast,7783000,4130000,3652000,394000,0.0953995157384988,3737000,1838000,1899000,0.49183837302649186,981,2109.7501996002334,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,22,PI,Piaui,Northeast,2667000,1656000,1011000,82000,0.049516908212560384,1574000,507000,1067000,0.3221092757306226,742,1595.7539736018075,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,41,PR,Parana,South,9446000,5945000,3502000,278000,0.04676198486122792,5667000,3879000,1788000,0.6844891476971943,1582,3402.2679059812126,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,33,RJ,Rio de Janeiro,Southeast,14229000,7835000,6394000,531000,0.06777281429483088,7304000,5054000,2250000,0.6919496166484118,1704,3664.6425485410778,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,24,RN,Rio Grande do Norte,Northeast,2853000,1586000,1267000,113000,0.0712484237074401,1473000,703000,770000,0.4772572980312288,1007,2165.6661070310242,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,11,RO,Rondonia,North,1428000,920000,507000,43000,0.04673913043478261,877000,474000,403000,0.540478905359179,1183,2544.173788100995,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
2012,2012-09-01,2012,14,RR,Roraima,North,391000,234000,156000,20000,0.08547008547008547,214000,112000,102000,0.5233644859813084,1345,2892.5729036313087,3532.06,TRUE,,Pessoas de 10 anos ou mais,previd_contributors_any_work_pnad_legacy / occupied_pnad_legacy,"IPCA national index, September of PNAD year to 202604",SIDRA/PNAD legacy,annual
