competencia,period_date,year,month,uf,state_abbrev,state_name,macroregion,formal_hiring_balance_construction,source_regime,source_component,post_2020_caged_dummy,caged_method_break_dummy,series_version
201201,2012-01-01,2012,1,11,RO,Rondonia,North,1196,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201201,2012-01-01,2012,1,14,RR,Roraima,North,-34,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201201,2012-01-01,2012,1,43,RS,Rio Grande do Sul,South,2645,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201201,2012-01-01,2012,1,42,SC,Santa Catarina,South,3052,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201201,2012-01-01,2012,1,28,SE,Sergipe,Northeast,1187,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201201,2012-01-01,2012,1,35,SP,Sao Paulo,Southeast,12300,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201201,2012-01-01,2012,1,17,TO,Tocantins,North,-71,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,12,AC,Acre,North,37,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,27,AL,Alagoas,Northeast,268,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,13,AM,Amazonas,North,185,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,16,AP,Amapa,North,-55,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,29,BA,Bahia,Northeast,-2080,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,23,CE,Ceara,Northeast,2358,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,53,DF,Distrito Federal,Center-West,1805,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,32,ES,Espirito Santo,Southeast,210,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,52,GO,Goias,Center-West,963,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,21,MA,Maranhao,Northeast,-1006,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,31,MG,Minas Gerais,Southeast,6261,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,50,MS,Mato Grosso do Sul,Center-West,557,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,51,MT,Mato Grosso,Center-West,399,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,15,PA,Para,North,1099,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,25,PB,Paraiba,Northeast,-142,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,26,PE,Pernambuco,Northeast,948,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,22,PI,Piaui,Northeast,324,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,41,PR,Parana,South,1242,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,33,RJ,Rio de Janeiro,Southeast,8046,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,24,RN,Rio Grande do Norte,Northeast,69,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,11,RO,Rondonia,North,886,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,14,RR,Roraima,North,252,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,43,RS,Rio Grande do Sul,South,730,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,42,SC,Santa Catarina,South,926,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,28,SE,Sergipe,Northeast,654,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,35,SP,Sao Paulo,Southeast,5223,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201202,2012-02-01,2012,2,17,TO,Tocantins,North,82,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,12,AC,Acre,North,15,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,27,AL,Alagoas,Northeast,-648,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,13,AM,Amazonas,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,16,AP,Amapa,North,-95,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,29,BA,Bahia,Northeast,3245,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,23,CE,Ceara,Northeast,-1396,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,53,DF,Distrito Federal,Center-West,1909,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,32,ES,Espirito Santo,Southeast,1706,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,52,GO,Goias,Center-West,2879,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,21,MA,Maranhao,Northeast,-1572,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,31,MG,Minas Gerais,Southeast,7072,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,50,MS,Mato Grosso do Sul,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,51,MT,Mato Grosso,Center-West,1159,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,15,PA,Para,North,921,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,25,PB,Paraiba,Northeast,700,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,26,PE,Pernambuco,Northeast,3349,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,22,PI,Piaui,Northeast,373,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,41,PR,Parana,South,1001,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,33,RJ,Rio de Janeiro,Southeast,4714,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,24,RN,Rio Grande do Norte,Northeast,461,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,11,RO,Rondonia,North,632,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,14,RR,Roraima,North,171,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,43,RS,Rio Grande do Sul,South,977,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,42,SC,Santa Catarina,South,823,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,28,SE,Sergipe,Northeast,947,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,35,SP,Sao Paulo,Southeast,9247,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201203,2012-03-01,2012,3,17,TO,Tocantins,North,58,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,12,AC,Acre,North,514,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,27,AL,Alagoas,Northeast,310,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,13,AM,Amazonas,North,181,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,16,AP,Amapa,North,-47,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,29,BA,Bahia,Northeast,1457,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,23,CE,Ceara,Northeast,-123,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,53,DF,Distrito Federal,Center-West,579,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,32,ES,Espirito Santo,Southeast,1497,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,52,GO,Goias,Center-West,4530,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,21,MA,Maranhao,Northeast,-444,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,31,MG,Minas Gerais,Southeast,6187,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,50,MS,Mato Grosso do Sul,Center-West,989,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,51,MT,Mato Grosso,Center-West,2107,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,15,PA,Para,North,2032,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,25,PB,Paraiba,Northeast,828,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,26,PE,Pernambuco,Northeast,1612,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,22,PI,Piaui,Northeast,-181,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,41,PR,Parana,South,1837,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,33,RJ,Rio de Janeiro,Southeast,6147,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,24,RN,Rio Grande do Norte,Northeast,-3,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,11,RO,Rondonia,North,-3186,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,14,RR,Roraima,North,-211,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,43,RS,Rio Grande do Sul,South,2301,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,42,SC,Santa Catarina,South,1715,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,28,SE,Sergipe,Northeast,86,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,35,SP,Sao Paulo,Southeast,12280,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201204,2012-04-01,2012,4,17,TO,Tocantins,North,428,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,12,AC,Acre,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,27,AL,Alagoas,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,13,AM,Amazonas,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,16,AP,Amapa,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,29,BA,Bahia,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,23,CE,Ceara,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,53,DF,Distrito Federal,Center-West,57,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,32,ES,Espirito Santo,Southeast,-694,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,52,GO,Goias,Center-West,1070,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,21,MA,Maranhao,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,31,MG,Minas Gerais,Southeast,4169,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,50,MS,Mato Grosso do Sul,Center-West,190,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,51,MT,Mato Grosso,Center-West,1536,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,15,PA,Para,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,25,PB,Paraiba,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,26,PE,Pernambuco,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,22,PI,Piaui,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,41,PR,Parana,South,2572,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,33,RJ,Rio de Janeiro,Southeast,2704,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,24,RN,Rio Grande do Norte,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,11,RO,Rondonia,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,14,RR,Roraima,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,43,RS,Rio Grande do Sul,South,941,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,42,SC,Santa Catarina,South,389,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,28,SE,Sergipe,Northeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,35,SP,Sao Paulo,Southeast,-305,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201205,2012-05-01,2012,5,17,TO,Tocantins,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,12,AC,Acre,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,27,AL,Alagoas,Northeast,-1468,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,13,AM,Amazonas,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,16,AP,Amapa,North,245,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,29,BA,Bahia,Northeast,-1565,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,23,CE,Ceara,Northeast,-348,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,53,DF,Distrito Federal,Center-West,-1962,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,32,ES,Espirito Santo,Southeast,862,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,52,GO,Goias,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,21,MA,Maranhao,Northeast,428,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,31,MG,Minas Gerais,Southeast,1486,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,50,MS,Mato Grosso do Sul,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,51,MT,Mato Grosso,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,15,PA,Para,North,2141,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,25,PB,Paraiba,Northeast,58,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,26,PE,Pernambuco,Northeast,1211,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,22,PI,Piaui,Northeast,415,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,41,PR,Parana,South,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,33,RJ,Rio de Janeiro,Southeast,662,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,24,RN,Rio Grande do Norte,Northeast,368,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,11,RO,Rondonia,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,14,RR,Roraima,North,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,43,RS,Rio Grande do Sul,South,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,42,SC,Santa Catarina,South,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,28,SE,Sergipe,Northeast,178,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,35,SP,Sao Paulo,Southeast,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201206,2012-06-01,2012,6,17,TO,Tocantins,North,229,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,12,AC,Acre,North,335,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,27,AL,Alagoas,Northeast,-1099,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,13,AM,Amazonas,North,28,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,16,AP,Amapa,North,219,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,29,BA,Bahia,Northeast,1172,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,23,CE,Ceara,Northeast,-173,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,53,DF,Distrito Federal,Center-West,-105,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,32,ES,Espirito Santo,Southeast,814,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,52,GO,Goias,Center-West,262,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,21,MA,Maranhao,Northeast,1789,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,31,MG,Minas Gerais,Southeast,6127,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,50,MS,Mato Grosso do Sul,Center-West,529,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,51,MT,Mato Grosso,Center-West,1070,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,15,PA,Para,North,3600,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,25,PB,Paraiba,Northeast,-19,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,26,PE,Pernambuco,Northeast,-50,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,22,PI,Piaui,Northeast,884,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,41,PR,Parana,South,853,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,33,RJ,Rio de Janeiro,Southeast,2712,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,24,RN,Rio Grande do Norte,Northeast,745,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,11,RO,Rondonia,North,1101,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,14,RR,Roraima,North,109,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,43,RS,Rio Grande do Sul,South,1158,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,42,SC,Santa Catarina,South,1049,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,28,SE,Sergipe,Northeast,194,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,35,SP,Sao Paulo,Southeast,3720,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201207,2012-07-01,2012,7,17,TO,Tocantins,North,-240,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,12,AC,Acre,North,-25,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,27,AL,Alagoas,Northeast,-555,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,13,AM,Amazonas,North,-66,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,16,AP,Amapa,North,446,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,29,BA,Bahia,Northeast,-1327,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,23,CE,Ceara,Northeast,1083,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,53,DF,Distrito Federal,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,32,ES,Espirito Santo,Southeast,-296,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,52,GO,Goias,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,21,MA,Maranhao,Northeast,169,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,31,MG,Minas Gerais,Southeast,1754,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,50,MS,Mato Grosso do Sul,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,51,MT,Mato Grosso,Center-West,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,15,PA,Para,North,380,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,25,PB,Paraiba,Northeast,446,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,26,PE,Pernambuco,Northeast,1519,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,22,PI,Piaui,Northeast,421,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,41,PR,Parana,South,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,33,RJ,Rio de Janeiro,Southeast,3238,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,24,RN,Rio Grande do Norte,Northeast,741,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,11,RO,Rondonia,North,272,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,14,RR,Roraima,North,268,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,43,RS,Rio Grande do Sul,South,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,42,SC,Santa Catarina,South,0,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,28,SE,Sergipe,Northeast,218,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,35,SP,Sao Paulo,Southeast,-332,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201208,2012-08-01,2012,8,17,TO,Tocantins,North,-218,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,12,AC,Acre,North,-76,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,27,AL,Alagoas,Northeast,1,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,13,AM,Amazonas,North,347,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,16,AP,Amapa,North,115,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,29,BA,Bahia,Northeast,758,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,23,CE,Ceara,Northeast,592,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,53,DF,Distrito Federal,Center-West,-661,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,32,ES,Espirito Santo,Southeast,-97,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,52,GO,Goias,Center-West,-766,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,21,MA,Maranhao,Northeast,250,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,31,MG,Minas Gerais,Southeast,3597,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,50,MS,Mato Grosso do Sul,Center-West,-13,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,51,MT,Mato Grosso,Center-West,375,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,15,PA,Para,North,2158,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,25,PB,Paraiba,Northeast,473,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,26,PE,Pernambuco,Northeast,2274,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,22,PI,Piaui,Northeast,-322,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,41,PR,Parana,South,199,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,33,RJ,Rio de Janeiro,Southeast,2516,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,24,RN,Rio Grande do Norte,Northeast,1018,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
201209,2012-09-01,2012,9,11,RO,Rondonia,North,-231,old_caged,complete,0,0,old_complete_novo_mov_for_exc_v1
