uf,descricao_da_uf,co_periodo,year,month,ipva_total_arrecadado_de_ipva,itcmd_total_arrecadado_de_itcmd,taxa_total_arrecadado_de_taxas,ortb_total_arrecadado_de_outras_receitas_tributarias,total_da_arrecadacao_de_outros_tributos,daic_total_arrecadado_de_divida_ativa_de_icms,daip_total_arrecadado_de_divida_ativa_de_ipva,dait_total_arrecadado_de_divida_ativa_de_itcmd,total_de_dividas_ativas,secao_a_agricultura_pecuaria_producao_florestal_pesca_e_aquicultura,divisao_1_agricultura_pecuaria_e_servicos_relacionados,divisao_2_producao_florestal,divisao_3_pesca_e_aquicultura,secao_b_industrias_extrativas,divisao_5_extracao_de_carvao_mineral,divisao_6_extracao_de_petroleo_e_gas_natural,divisao_7_extracao_de_minerais_metalicos,divisao_8_extracao_de_minerais_nao_metalicos,divisao_9_atividades_de_apoio_a_extracao_de_minerais,secao_c_industrias_de_transformacao,divisao_10_fabricacao_de_produtos_alimenticios,divisao_11_fabricacao_de_bebidas,divisao_12_fabricacao_de_produtos_do_fumo,divisao_13_fabricacao_de_produtos_texteis,divisao_14_confeccao_de_artigos_do_vestuario_e_acessorios,divisao_15_preparacao_de_couros_e_fabricacao_de_artefatos_de_couro_artigos_para_viagem_e_calcados,divisao_16_fabricacao_de_produtos_de_madeira,divisao_17_fabricacao_de_celulose_papel_e_produtos_de_papel,divisao_18_impressao_e_reproducao_de_gravacoes,divisao_19_fabricacao_de_coque_de_produtos_derivados_do_petroleo_e_de_biocombustiveis,divisao_20_fabricacao_de_produtos_quimicos,divisao_21_fabricacao_de_produtos_farmoquimicos_e_farmaceuticos,divisao_22_fabricacao_de_produtos_de_borracha_e_de_material_plastico,divisao_23_fabricacao_de_produtos_de_minerais_nao_metalicos,divisao_24_metalurgia,divisao_25_fabricacao_de_produtos_de_metal_exceto_maquinas_e_equipamentos,divisao_26_fabricacao_de_equipamentos_de_informatica_produtos_eletronicos_e_opticos,divisao_27_fabricacao_de_maquinas_aparelhos_e_materiais_eletricos,divisao_28_fabricacao_de_maquinas_e_equipamentos,divisao_29_fabricacao_de_veiculos_automotores_reboques_e_carrocerias,divisao_30_fabricacao_de_outros_equipamentos_de_transporte_exceto_veiculos_automotores,divisao_31_fabricacao_de_moveis,divisao_32_fabricacao_de_produtos_diversos,divisao_33_manutencao_reparacao_e_instalacao_de_maquinas_e_equipamentos,secao_d_eletricidade_e_gas,divisao_35_eletricidade_gas_e_outras_utilidades,secao_e_agua_esgoto_atividades_de_gestao_de_residuos_e_descontaminacao,divisao_36_captacao_tratamento_e_distribuicao_de_agua,divisao_37_esgoto_e_atividades_relacionadas,divisao_38_coleta_tratamento_e_disposicao_de_residuos_recuperacao_de_materiais,divisao_39_descontaminacao_e_outros_servicos_de_gestao_de_residuos,secao_f_construcao,divisao_41_construcao_de_edificios,divisao_42_obras_de_infra_estrutura,divisao_43_servicos_especializados_para_construcao,secao_g_comercio_reparacao_de_veiculos_automotores_e_motocicletas,divisao_45_comercio_e_reparacao_de_veiculos_automotores_e_motocicletas,divisao_46_comercio_por_atacado_exceto_veiculos_automotores_e_motocicletas,divisao_47_comercio_varejista,secao_h_transporte_armazenagem_e_correio,divisao_49_transporte_terrestre,divisao_50_transporte_aquaviario,divisao_51_transporte_aereo,divisao_52_armazenamento_e_atividades_auxiliares_dos_transportes,divisao_53_correio_e_outras_atividades_de_entrega,secao_i_alojamento_e_alimentacao,divisao_56_alimentacao,divisao_55_alojamento,secao_j_informacao_e_comunicacao,divisao_58_edicao_e_edicao_integrada_a_impressao,divisao_59_atividades_cinematograficas_producao_de_videos_e_de_programas_de_televisao_gravacao_de_som_e_edicao_de_musica,divisao_60_atividades_de_radio_e_de_televisao,divisao_61_telecomunicacoes,divisao_62_atividades_dos_servicos_de_tecnologia_da_informacao,divisao_63_atividades_de_prestacao_de_servicos_de_informacao,secao_k_atividades_financeiras_de_seguros_e_servicos_relacionados,divisao_64_atividades_de_servicos_financeiros,divisao_65_seguros_resseguros_previdencia_complementar_e_planos_de_saude,divisao_66_atividades_auxiliares_dos_servicos_financeiros_seguros_previdencia_complementar_e_planos_de_saude,secao_l_atividades_imobiliarias,divisao_68_atividades_imobiliarias,secao_m_atividades_profissionais_cientificas_e_tecnicas,divisao_69_atividades_juridicas_de_contabilidade_e_de_auditoria,divisao_70_atividades_de_sedes_de_empresas_e_de_consultoria_em_gestao_empresarial,divisao_71_servicos_de_arquitetura_e_engenharia_testes_e_analises_tecnicas,divisao_72_pesquisa_e_desenvolvimento_cientifico,divisao_73_publicidade_e_pesquisa_de_mercado,divisao_74_outras_atividades_profissionais_cientificas_e_tecnicas,divisao_75_atividades_veterinarias,secao_n_atividades_administrativas_e_servicos_complementares,divisao_77_alugueis_nao_imobiliarios_e_gestao_de_ativos_intangiveis_nao_financeiros,divisao_78_selecao_agenciamento_e_locacao_de_mao_de_obra,divisao_79_agencias_de_viagens_operadores_turisticos_e_servicos_de_reservas,divisao_80_atividades_de_vigilancia_seguranca_e_investigacao,divisao_81_servicos_para_edificios_e_atividades_paisagisticas,divisao_82_servicos_de_escritorio_de_apoio_administrativo_e_outros_servicos_prestados_as_empresas,secao_o_administracao_publica_defesa_e_seguridade_social,divisao_84_administracao_publica_defesa_e_seguridade_social,secao_p_educacao,divisao_85_educacao,secao_q_saude_humana_e_servicos_sociais,divisao_86_atividades_de_atencao_a_saude_humana,divisao_87_atividades_de_atencao_a_saude_humana_integradas_com_assistencia_social_prestadas_em_residencias_coletivas_e_particulares,divisao_88_servicos_de_assistencia_social_sem_alojamento,secao_r_artes_cultura_esporte_e_recreacao,divisao_90_atividades_artisticas_criativas_e_de_espetaculos,divisao_91_atividades_ligadas_ao_patrimonio_cultural_e_ambiental,divisao_92_atividades_de_exploracao_de_jogos_de_azar_e_apostas,divisao_93_atividades_esportivas_e_de_recreacao_e_lazer,secao_s_outras_atividades_de_servicos,divisao_94_atividades_de_organizacoes_associativas,divisao_95_reparacao_e_manutencao_de_equipamentos_de_informatica_e_comunicacao_e_de_objetos_pessoais_e_domesticos,divisao_96_outras_atividades_de_servicos_pessoais,secao_t_servicos_domesticos,divisao_97_servicos_domesticos,secao_u_organismos_internacionais_e_outras_instituicoes_extraterritoriais,divisao_99_organismos_internacionais_e_outras_instituicoes_extraterritoriais,secao_zz_total_icms_arrecadado_do_cnae_nao_identificado,divisao_zz_total_icms_arrecadado_do_cnae_nao_identificado,total_do_icms_total_da_secao,total_da_arrecadacao_icms_outros_tributos,state_abbrev,state_name,macroregion,is_identified_uf,include_in_panel,competencia,period_date,source_system,source_sheet,source_file,source_series_version,uf_mapping_status
9,GO,202403,2024,3,161503074.9,80517925.85,148082752.9,289438932.3,679542685.95,10347195.43,17485042.21,178290.21,28010527.85,23101195.36,21964103.84,1060437.71,76653.81,8510264.16,672,0,3461049.43,5025551.25,22991.48,643289165.98,119362071.3,107727380.7,442127.47,1395122.99,5948009.67,1499638.33,1207724.15,5617674.85,853732.89,229411401.5,35827883.09,18583647.43,15695384.31,15194455.46,3794759.36,13348134.44,2323784.93,1863881.47,9502671.48,43072540.47,2121974.27,3619685,2921612.47,1953867.95,96640279.69,96640279.69,2180167.45,838114.14,44253.35,1293075.34,4724.62,2061281.09,214236.37,635596.31,1211448.41,1043580892.91,98701543.91,679712344.9,265167004.1,50099710.27,46435738.29,20117.07,175686.25,3054274.84,413893.82,14825703.01,12963806.24,1861896.77,45053015.06,109071.76,137133.51,44444.64,44572749.12,85801.66,103814.37,338345.17,329580.9,4365,4399.27,228376.09,228376.09,876041.05,2439.88,22131.23,253945.79,241790.63,156294.43,82852.48,116586.61,6992654.67,741655.87,18580.12,95747.44,826501.33,56743.44,5253426.47,22990.54,22990.54,109779.29,109779.29,455294.79,453354.45,137.3,1803.04,303197.62,22761.31,89.97,0,280346.34,774728.24,261242,283436.76,230049.48,533.86,533.86,0,0,74171047.29,74171047.29,2013614663.5899997,2693157349.54,,,,,,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,unmapped
10,MA,202403,2024,3,93844497.09,1768138,28699237.66,28336558.99,152648431.74,6262762.57,11316234.68,0,17578997.25,6697829.43,6026212.38,624209.61,47407.44,4775767.81,0,1543953.22,1671634.68,1528787.36,31392.55,231047020.26,10632089.19,85545271.12,173626.35,441620.88,749463.85,387496.94,79796.89,2712219.17,168607.47,70208833.79,13002701.1,725111.94,3691482.73,9099190.63,5160357.31,1230029.37,1243947.75,271034.42,2642630.37,17805948.74,2679743.93,1240202.52,684319.87,471293.93,106023756.4,106023756.4,770317.05,4449.87,2392.35,763474.83,0,2423200.93,918621.11,865543.46,639036.36,652995224.51,33405278.51,464319726.6,155270219.4,20545077.52,16632788.15,1654666.3,15810.17,2151410.72,90402.18,4475052.3,4253395.79,221656.51,24949889.06,20401.12,82131.18,7185.8,24788067.55,32962.79,19140.62,90195.47,88967.82,0,1227.65,35921.02,35921.02,1339972.8,1801.49,22952.47,134504.3,0,31823.77,1102667.24,46223.53,2799931.28,824834.8,11374.8,8159.78,898356.2,95351.44,961854.26,0,0,27157.15,27157.15,49172.65,48086.47,1086.18,0,71722.93,3473.91,0,0,68249.02,402139.8,47197.95,272153.15,82788.7,44.94,44.94,0,0,38960023.14,38960023.14,1098479416.4499998,1251127848.1899998,,,,,,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,unmapped
11,MT,202403,2024,3,108955167.67,10231637.47,16559941.85,153182393.62,288929140.61,7739558.23,18247575.62,118051.76,26105185.61,54608901.4,54237757.21,348185,22959.19,7880248.36,0,629.11,4263228.73,3606893.7,9496.82,460616111.39,110336524.81,98591833.98,250318.51,1424408.59,903129.05,1879884.93,4597883.92,1278671.78,145418.21,90357779.03,32309691.42,1545852.33,16314828.8,31707229.69,3884544.4,5755396.24,2923793.08,9039854.7,7905734.93,33779106.16,1749700.67,2213255.34,1149717.47,571553.35,116674296.57,116674296.57,511394.6,85894.44,267.39,422937.61,2295.16,1334405.02,631188.48,360099.67,343116.87,984663231.86,88032339.71,587721834.12,308909058.03,68115722.94,55739629.83,57186.77,102438.27,8391325.7,3825142.37,6518792.09,6153536.75,365255.34,19296646.23,27831.5,66306.85,111489.91,18698485.04,121319.48,271213.45,535012.81,470986.75,9130.21,54895.85,105655.39,105655.39,1575615,2983.3,129840.11,291561.28,138238.14,287655.87,682388.68,42947.62,2779949.26,1010465.03,161.75,78566.08,984783.81,25472.89,680499.7,19927261.54,19927261.54,129674.2,129674.2,174275.9,172163.06,1413.77,699.07,35038.16,7152.68,0,0,27885.48,504645.77,212103.42,159254.7,133287.65,1518.46,1518.46,0,0,0,0,1745988396.9500003,2034917537.5600004,RO,Rondonia,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
12,MS,202403,2024,3,74697709.46,31149208.65,2538240.99,103646788.23,212031947.33,4092863.3,1681089.63,0,5773952.93,18005490.06,15285803.64,2533821.87,185864.55,6923640.73,0,0,2992980.32,3658259.32,272401.09,556437826.59,69653469.87,74881873.42,3250843.67,3063047,2327473.9,3445240.28,1902717.43,8213147.17,194515.46,305181424.27,12026638.39,6069194.24,7469569.91,13241836.75,4911682.22,7387743.59,1575421.7,4539813.07,624170.75,21639229.95,948628.04,681489.76,1460606.81,1748048.94,195815738.96,195815738.96,1205299.64,344419.09,209448.96,651431.59,0,1458919.78,367891.71,635935.29,455092.78,421393817.42,54459600.6,243032640.74,123901576.08,46163632.57,44293819.41,59648.27,21442.75,1436105.75,352616.39,4620585.77,4336169.85,284415.92,18295767.14,34897.59,21277.23,27720,18089683.46,89177.4,33011.46,892911.27,226964.98,0,665946.29,123601.95,123601.95,958617.28,3456.47,16357.87,301575.6,9524.85,73662.3,492828.38,61211.81,2727882.01,987298.63,2927.21,65613.67,390611.13,55933.27,1225498.1,2475867.65,2475867.65,31656.27,31656.27,24575.44,24084.55,490.89,0,82777.83,10200.48,61.66,0,72515.69,441346.85,90443.96,247298.63,103604.26,9.97,9.97,0,0,31483629.75,31483629.75,1309563594.93,1521595542.26,AC,Acre,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
13,MG,202403,2024,3,1619074494.01,146896209.47,233556464.16,308066988.65,2307594156.29,43327014.59,17713170.07,1531677.25,62571861.91,21119627.91,15880536.25,5084414.37,154677.29,133583567.9,0,12352263.41,112787549.46,6607349.11,1836405.92,2797372572.56,236954346.91,205065258.57,70303022.01,10153633.22,18841645.8,9649638.59,8636999.94,27400528.66,3156637.24,1182739620.37,134944661.48,52737044.62,63690432.33,131097055.8,189657343.39,81362028.28,31067170.32,36264562.62,62683970.34,188462505.69,7651133.34,21543162.6,14637857.64,8672312.8,469904560.32,469904560.32,7207702.93,28806.51,13349.09,7165547.33,0,6643936.29,1486040.44,2083630.59,3074265.26,1972202673.42,129495441.44,1347986740.65,494720491.33,109433314.02,91066776.81,70207.07,2328599.26,15848430.5,119300.38,47783884.05,46314238.51,1469645.54,173252820.99,764925.17,261791.43,705382.46,170166194.72,977455.33,377071.88,2060251.55,2041958.57,3349.46,14943.52,154305.04,154305.04,12668581.2,2346.66,934174.29,2383343.13,109571.21,1070955.59,7645711.82,522478.5,11762119.89,3608892.08,222248.63,61415.03,3453712.03,369095.89,4046756.23,12548.6,12548.6,764142.84,764142.84,819069.28,805566.58,4065.29,9437.41,959903.57,358326.9,61001.99,297.26,540277.42,2334570.56,459440.4,1421332.71,453797.45,5120.53,5120.53,0,0,183316629.07,183316629.07,5953361902.52,8260956058.81,AM,Amazonas,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
14,PR,202403,2024,3,726652599.38,113475505.48,6048630.97,0,846176735.83,37461539.67,2647189.43,563912.83,40672641.93,3856661.76,1634017.56,2188430.94,34213.26,31875922.57,102197.99,2278973.64,6037.66,29211072.58,277640.7,767469181.69,95729275.41,34466632.63,42522554.64,8187490.4,13205620.88,3142691.65,32447458.29,74701260.37,6131307.23,37203044.37,68568621.14,13874608.93,54348676.8,32377372.51,15459789.17,32306512.57,13060039.47,23317613.66,47116292.26,78453118.45,3252801.25,21382281.54,14276061.07,1938057,296910677.43,296910677.43,1832906.36,49584.32,3,1783319.04,0,5870606.89,411817.84,2131624.86,3327164.19,2692882260.09,270229454.87,2093803631.96,328849173.26,114859199.03,84327700.32,754997.06,1113581.29,8799737.43,19863182.93,20474026.22,19108934.8,1365091.42,96975110.95,3380346.42,3159.85,253596.92,91293091.85,2032264.64,12651.27,46653.42,41184.96,0,5468.46,211265.35,211265.35,1005823.7,67.67,43980.45,466316.8,373982.14,35990.35,83699.74,1786.55,2528352.84,131800.53,1802.23,6704.41,2161837.01,18975.61,207233.05,25875.75,25875.75,329712.87,329712.87,145766.63,145614.82,117.06,34.75,16717.47,2787.23,639.63,0,13290.61,473980.37,230067.92,221171.11,22741.34,562.26,562.26,0,0,5526703.67,5526703.67,4043317967.3199997,4889494703.15,RR,Roraima,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
15,PB,202403,2024,3,64926649.02,3722504.71,3119935.9,8835216.14,80604305.77,9477653.14,1679600.66,0,11157253.8,1332912.64,1281726.82,4809.66,46376.16,2899682.2,137546.17,154508.82,20381.65,2587083.76,161.8,186591735.9,16822757.83,45878413.33,1458.55,3429759.21,1945602.38,1082798.14,268650.36,1359020.33,559240.54,59740691.89,4044497.67,840685.7,5086241.26,19678346.93,693177.67,3355280.21,1199083.97,437345.98,1782594.5,14318948.15,1131294.86,2007537.85,878861.92,49446.67,59631807.79,59631807.79,51798.18,24615.63,0,27182.55,0,679193.77,73135.64,237744.83,368313.3,436919672.96,27714292.97,252245460.69,156959919.3,15394204.22,14648794.25,7703.99,35685.31,631662.27,70358.4,6091424.99,6072720.94,18704.05,18320678.19,174282.38,1,48800.52,18082578.6,14665.57,350.12,130270.11,130236.21,0,33.9,13417.57,13417.57,112229.34,1195.01,23768.45,8744.01,352.39,39873.2,23740.57,14555.71,937230.16,84917.46,15741.71,2901.5,606233.4,1477.42,225958.67,0,0,34268.39,34268.39,4093.86,3504.88,4.23,584.75,24693.89,2208.29,0,0,22485.6,38247.85,258.74,22372.82,15616.29,1.12,1.12,0,0,0,0,729207563.1300002,809811868.9000002,PA,Para,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
16,PA,202403,2024,3,124418612.9,4785866.31,186199416.1,346266010.2,661669905.51,14433811.61,3129004.06,42414.35,17605230.02,6930124.16,4156359.08,2712020.82,61744.26,119517079.92,0,24529.58,116951383.1,2332078.82,209088.42,539578455.71,35757236.7,102655153.6,57589.62,256645.99,848864.96,1836439.87,6980275.43,1571898.34,106656.97,238819301.6,18839313.46,763970.3,19169841.21,17991712.67,29301158.03,1480294.94,1848144.58,3490476.46,15969031.08,34056090.62,3311654.39,1411432.1,662996.56,2392276.23,195400033.5,195400033.5,994120.14,37573.29,1948.4,954598.45,0,8804944.57,438740.88,6641049.79,1725153.9,588001627.08,38786548.68,389355982,159859096.4,53866713.51,37803996.57,11826732.43,301301.6,3589853.7,344829.21,11122049.36,10890925.81,231123.55,33584488.3,8045.85,132719.47,82446.27,32585775.82,80855.92,694644.97,74668.68,73851.87,0,816.81,44474.13,44474.13,1882199.64,13400.29,36313.09,917996.13,1745.66,43092.81,817939.88,51711.78,4256732.12,808437.1,263396.45,49216.64,2215480.92,182404.46,737796.55,74088.16,74088.16,33666.68,33666.68,168315.58,167721.78,77.65,516.15,208409.38,31546.91,130.98,0,176731.49,1372751.51,970203.25,287391.72,115156.54,214.56,214.56,0,0,183555255.7,183555255.7,1749470412.3900003,2411140317.9000006,AP,Amapa,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
17,PE,202403,2024,3,166570928.9,28315190.17,7668056.19,33238524.57,235792699.83,17342091.23,1172533.47,1512784.92,20027409.62,1130150.55,909357.32,81958.76,138834.47,8727806.19,0,3931858.81,3531.85,4736568.5,55847.03,599065924.28,82334012.15,79848928.45,5536.22,4143825.11,6184705.64,889128.13,1566334.52,10618378.66,881506.65,146590991.26,53506023.6,15232008.49,23017614.91,30743542.99,9818278.66,12142273.98,7979047.98,11739584.46,7329830.81,77878049.56,4909832.43,4387099.15,3358256,3961134.47,180233916.3,180233916.3,1530999.33,166764.25,19529.54,1344705.54,0,121640.17,20564,74687.04,26389.13,1012444613.13,68301554.31,631769052.97,312374005.85,41475791.87,34534231.54,1703587.13,344868.33,4799808.07,93296.8,17880416.59,16684910.02,1195506.57,46888096.69,111903.99,215828.47,98944.34,46211886.98,201313.18,48219.73,767381.94,761311.68,5000.02,1070.24,27524.68,27524.68,1845920.93,600.97,149841.35,62077.32,306318.5,94934.22,1177810.52,54338.05,3865496.52,1245699.88,40428.14,335475.42,2214613.23,27539.33,1740.52,25123.19,25123.19,194397.6,194397.6,24397.15,22713.39,1139.98,543.78,181483.93,6762.67,40658.09,0,134063.17,1526346.9,171516.31,1199129.23,155701.36,282.66,282.66,0,0,75419766.21,75419766.21,1993377476.8100002,2229170176.6400003,TO,Tocantins,North,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
18,PI,202403,2024,3,64755016.89,2421618.26,39474437.81,515571.68,107166644.64,1752534.92,469170.1,0,2221705.02,3852103.21,3691881.64,125993.52,34228.05,1125597.37,0,29091.78,43228.88,1052837.82,438.89,171144081.49,9576938.74,48009344.17,2217.07,138717.21,300748.06,194803.73,42323.08,63299.75,55695.17,83818853.94,6310396.13,355882.98,2654537.27,4509423.11,135712.71,711382.18,462134.33,913291.45,778745.42,9424437.06,1151676.21,1081797.33,308401.57,143322.82,66692062.48,66692062.48,16375.16,0,372.97,16002.19,0,2083621.51,513857.38,1286730.35,283033.78,222153454.17,19006483.17,100131587.9,103015383.1,6998449.05,6392785.14,19332.1,6606.38,363745.73,215979.7,2450765.76,2237323.71,213442.05,13494582.91,3727.58,80826.8,15107.16,13239466.43,20716.43,134738.51,315863.28,314918.83,0,944.45,17253.8,17253.8,1241470.8,401.61,723.98,143403.67,771.49,10998.01,1076968.76,8203.28,1758469.39,661548.47,950.11,26211.93,525179.78,59393.91,485185.19,37665.37,37665.37,28320.38,28320.38,38018.24,37147.42,870.82,0,170549.29,1623.2,0,0,168926.09,196024.69,6519.99,139050.57,50454.13,46.92,46.92,11716.26,11716.26,50187657.8,50187657.8,544014149.33,651180793.97,,,,,,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,unmapped
19,RJ,202403,2024,3,559888996.6,110751147.2,942452.88,555653854.5,1227236451.18,52380671.36,6489783.08,1427873.45,60298327.89,610261.46,503622.27,58426.37,48212.82,210621266.38,0,141901687.2,825957.88,3838774.9,64054846.4,826631468.51,25291383.62,154468886.5,58494.72,2307436.59,10507175.15,1632665.09,389349.89,6344360.29,983360.16,327157002.6,61990452.41,19302885.67,48146865.24,31724624.68,30542794.01,19957339.94,1263653.93,2076940.83,19072463.66,29820819.06,911103.9,2639700.97,13254521.34,16787188.26,578734609.2,578734609.2,3071340.19,161657.13,1785.08,2904535.93,3362.05,5475652.81,253796.08,1625827.48,3596029.25,1019688462.01,30407259.61,636686519,352594683.4,161687891.8,100704797.8,11353582.64,3742124.32,45444351.09,443035.95,46591693.29,43132528.98,3459164.31,129948119.67,244696.75,409510.6,900541.91,127033187.3,448341.7,911841.41,343961.57,332424.23,4006.25,7531.09,157521.79,157521.79,11182872.15,28976.52,1648695.41,7521345.04,583736.08,409947.45,881385.26,108786.39,12253081.75,7356571.13,158938.21,104654.06,1897569.36,451200.65,2284148.34,7108.67,7108.67,356108.35,356108.35,315896.08,280790.58,1446.83,33658.67,894584.13,31443.19,10088.5,189.04,852863.4,2056303.2,219228.11,1481483.22,355591.87,183.73,183.73,0,0,660872859.2,660872859.2,3671501245.9400005,4898737697.120001,,,,,,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,unmapped
20,RN,202403,2024,3,42006044.2,2925226.66,0,0,44931270.86,0,0,0,0,2482295.24,1217152.73,12014.32,1253128.19,21587638.2,0,6961175.27,280218.54,13681950.36,664294.03,168461847.05,21445443.4,29555997.07,0,776647.04,2436002.31,45944.99,202987.77,364607.04,247302.46,84189385.76,3162828.23,296975.52,3249687.49,3892118.12,222109.06,1056821.81,792327.68,3222711.43,1036472,9101534.77,785378.67,828354.52,704616.17,845593.74,61665696.43,61665696.43,368760.43,21307.46,85.91,347367.06,0,2145303.58,423366.46,1054116.51,667820.61,290041274.2,22616475.9,154269479.32,113155318.98,7611963.59,5168473.32,1850424.39,7868.22,539262.37,45935.29,7193282.84,6534330.12,658952.72,21672436.6,12479.64,89001.95,14114.63,21279734.79,259735.29,17370.3,116563.6,115926.74,0,636.86,11146.14,11146.14,911006.6,3425.86,35505.99,328768.96,11834.34,44395.66,439020.62,48055.17,1856508.7,366020.11,4502.84,7872.45,385703.24,125484.4,966925.66,2418.96,2418.96,69275.27,69275.27,28779.66,23677.17,1394.85,3707.64,109187.29,13357.91,1311.23,0,94518.15,605245.55,76959.29,414817.87,113468.39,169.65,169.65,0,0,25001807.46,25001807.46,611942607.0400001,656873877.9000001,,,,,,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,unmapped
21,RS,202403,2024,3,406795786.7,75712232.68,16191152.1,8019.75,498707191.23,96612210.9,12086363.99,2163729.88,110862304.77,30273730.12,28496370.08,1646407.16,130952.88,9878503.07,901886.58,0,59525.42,8801634.02,115457.05,1945489335.87,199716365.9,259810786.7,1821649.81,9969919.55,12254665.51,48549957.05,11617736.75,44432373.39,4007539.04,690582569.7,154451254.5,4682355.49,81867487.45,48738520.13,32450672.21,70743774.79,14046006.24,18052461.62,77865930.01,107478052.4,2462677.2,32063450.15,14251812.89,3571317.39,332008325,332008325,6855958.15,65979.64,749.59,6789228.92,0,2967144.99,273336.79,1664831.85,1028976.35,1281224556.14,98035524.84,659766162.6,523422868.7,72670938.33,67512343.83,1339731.91,211294.2,3445529.85,162038.54,34610403.67,33759338.62,851065.05,79950470.93,1355941.86,278223.83,139276.69,77265720.02,124116.73,787191.8,11996.85,8825.18,457.01,2714.66,4142.04,4142.04,1110026.94,452.83,56326.86,846711.52,4731.72,56609.59,52958.6,92235.82,1887960.32,289512.42,644.4,113200,983405.49,72912.69,428285.32,0,0,129611.47,129611.47,204608.91,204188.92,0,419.99,318127.47,103742.07,10738.52,0,203646.88,1142540.43,232164.08,783721.82,126654.53,0,0,0,0,109706121.2,109706121.2,3910444501.899999,4409151693.129999,MA,Maranhao,Northeast,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
22,RO,202403,2024,3,56247387.83,2579463.35,74260.05,51954416.01,110855527.24,10248106.97,3770859.54,3645.23,14022611.74,1657451.63,1621543.25,30518.8,5389.58,11743507.53,0,8244733.7,2140445.42,1358328.41,0,108706144.54,23206429.55,33799712.92,0,54496.17,168756.98,2826642.06,380246.1,114326.46,124094.4,17859805.65,6282050.37,172238.6,1319734.92,7858182.68,899269.09,1545478.34,711645.37,42976.67,319770.33,8366409.22,1022718.54,657826.34,799719.42,173614.36,47912563.61,47912563.61,111447.07,40159.12,79.43,71208.52,0,869852.49,191007.04,180960.89,497884.56,241617541.72,34745591.92,105130386.9,101741562.9,6003711.09,3633445.91,1351260.84,8183.99,990364.36,20455.99,1931155.84,1820794.72,110361.12,9556946.85,4703.37,42175.74,16949.82,9455046.7,32755.98,5315.24,131645.94,53178.17,64746.64,13721.13,8381.82,8381.82,488834.12,10.28,57502.97,89682.31,3704.02,79433.32,246916.86,11584.36,1283383.98,217663.61,0,8704.11,559953.87,20377.51,476684.88,0,0,83488.05,83488.05,27950.95,26859.11,1091.84,0,66689.31,1434.67,0,0,65254.64,396663.97,34338.43,242448.68,119876.86,0,0,0,0,65548889.87,65548889.87,498146250.38000005,609001777.62,PI,Piaui,Northeast,TRUE,TRUE,202403,2024-03-01,confaz_boletim_tributos_estaduais,planilha1,confaz_boletim_tributos_estaduais_20260330.xls,20260330,mapped
