outcome,is_main,status,skip_reason,donor_count,rmspe_pre,att_mean_w3m,att_mean_w6m,att_mean_w12m,att_mean_w24m,n_periods_w3m,n_periods_w6m,n_periods_w12m,n_periods_w24m,sign_consistent_w3m,sign_consistent_w6m,sign_consistent_w12m,sign_consistent_w24m,loo_frac_w3m,loo_frac_w6m,loo_frac_w12m,loo_frac_w24m
retail_ma6_log,TRUE,estimated,,23,0.006963218479538247,0.10770136060218179,0.17925742615152984,0.2635362012529736,0.3108989755896947,3,6,12,19,TRUE,TRUE,TRUE,TRUE,0,0.8695652173913043,1,1
icms_conf6m_pc_log,TRUE,estimated,,23,0.01778388756348672,-0.034646030944696093,-0.04785863836465909,-0.09734061820547095,-0.049808643578133804,3,6,12,19,TRUE,TRUE,TRUE,TRUE,1,1,1,1
