dropped_donor,period_date,analysis_period,loo_gap
AC,2015-03-01,pre,1.4210854715202004e-14
AC,2015-04-01,pre,-0.36307808798794383
AC,2015-05-01,pre,2.8922631368792793
AC,2015-06-01,pre,1.7808304820533323
AC,2015-07-01,pre,2.695241587553596
AC,2015-08-01,pre,0.4891767122032178
AC,2015-09-01,pre,0.05004986355677943
AC,2015-10-01,pre,-2.494444440053485
AC,2015-11-01,pre,1.408076276998628
AC,2015-12-01,pre,-0.32410702033587313
AC,2016-01-01,pre,2.1031898906791895
AC,2016-02-01,pre,-1.5776561540195786
AC,2016-03-01,pre,-0.5226775391941771
AC,2016-04-01,pre,-1.4619901183415749
AC,2016-05-01,pre,-0.5851794378256443
AC,2016-06-01,pre,-2.2651253456802323
AC,2016-07-01,pre,-0.4780222095762525
AC,2016-08-01,pre,0.031783432160892744
AC,2016-09-01,pre,-2.5130127217063176
AC,2016-10-01,pre,-2.7821725023947863
AC,2016-11-01,pre,2.8502262433888603
AC,2016-12-01,pre,4.632286379212687
AC,2017-01-01,pre,-0.06385124330405745
AC,2017-02-01,pre,-6.577952243564937
AC,2017-03-01,pre,3.6619957596277146
AC,2017-04-01,pre,-2.4050472737895774
AC,2017-05-01,pre,-2.2798281932202826
AC,2017-06-01,pre,-0.21005512339350219
AC,2017-07-01,pre,-3.5885451124141383
AC,2017-08-01,pre,1.739187483140384
AC,2017-09-01,pre,2.5601710466675343
AC,2017-10-01,pre,3.3956236633245567
AC,2017-11-01,pre,2.603001682780132
AC,2017-12-01,pre,0.9295004781369158
AC,2018-01-01,pre,-1.3345167127548194
AC,2018-02-01,pre,4.966670379208296
AC,2018-03-01,post,3.4490967787348694
AC,2018-04-01,post,3.0578863992174092
AC,2018-05-01,post,0.9746288703341577
AC,2018-06-01,post,2.4872267638748866
AC,2018-07-01,post,4.8891275291510965
AC,2018-08-01,post,2.02224811431563
AC,2018-09-01,post,4.122218652075546
AC,2018-10-01,post,4.777409948829188
AC,2018-11-01,post,4.617358905326924
AC,2018-12-01,post,2.6517474992745633
AC,2019-01-01,post,-5.171149784510732
AC,2019-02-01,post,6.690546295542234
AC,2019-03-01,post,7.389697957498001
AC,2019-04-01,post,9.237844857129389
AC,2019-05-01,post,10.898175643554254
AC,2019-06-01,post,10.051548653306284
AC,2019-07-01,post,9.32014870069763
AC,2019-08-01,post,13.688288963599547
AC,2019-09-01,post,13.00965267849827
AC,2019-10-01,post,14.729504896951141
AC,2019-11-01,post,12.167789140776776
AC,2019-12-01,post,14.574298858609836
AC,2020-01-01,post,-0.543905341339098
AC,2020-02-01,post,17.528459515066018
AL,2015-03-01,pre,0
AL,2015-04-01,pre,-0.30168516962480396
AL,2015-05-01,pre,2.8831102844922043
AL,2015-06-01,pre,1.8125927936039403
AL,2015-07-01,pre,2.635999555147194
AL,2015-08-01,pre,0.452586377910734
AL,2015-09-01,pre,0.015342534413150588
AL,2015-10-01,pre,-2.5621768769157995
AL,2015-11-01,pre,1.3585971152632226
AL,2015-12-01,pre,-0.3916182499893637
AL,2016-01-01,pre,2.065353625515286
AL,2016-02-01,pre,-1.6210713174270097
AL,2016-03-01,pre,-0.5669230132655088
AL,2016-04-01,pre,-1.4816682193890927
AL,2016-05-01,pre,-0.5482385122170825
AL,2016-06-01,pre,-2.2727732330285164
AL,2016-07-01,pre,-0.49281561245838645
AL,2016-08-01,pre,0.057922320437555186
AL,2016-09-01,pre,-2.4580736144357473
AL,2016-10-01,pre,-2.7446812519664547
AL,2016-11-01,pre,2.8678863692088896
AL,2016-12-01,pre,4.701156565267652
AL,2017-01-01,pre,-0.0725471932192221
AL,2017-02-01,pre,-6.5608731368437105
AL,2017-03-01,pre,3.6856263290806055
AL,2017-04-01,pre,-2.397761293165132
AL,2017-05-01,pre,-2.2866928131599167
AL,2017-06-01,pre,-0.21745761175834843
AL,2017-07-01,pre,-3.6054501570569215
AL,2017-08-01,pre,1.701309014425675
AL,2017-09-01,pre,2.514725447031978
AL,2017-10-01,pre,3.378962114583345
AL,2017-11-01,pre,2.6395024736061714
AL,2017-12-01,pre,0.9146501181584341
AL,2018-01-01,pre,-1.348415176009894
AL,2018-02-01,pre,4.929425602108751
AL,2018-03-01,post,3.3555559389039615
AL,2018-04-01,post,3.020644545865636
AL,2018-05-01,post,0.9395771611215622
AL,2018-06-01,post,2.4214344021626033
AL,2018-07-01,post,4.809586550672222
AL,2018-08-01,post,1.983738618339416
AL,2018-09-01,post,4.040653351544762
AL,2018-10-01,post,4.737682893455158
AL,2018-11-01,post,4.5639116230799175
AL,2018-12-01,post,2.5767560920143495
AL,2019-01-01,post,-5.240825671397928
AL,2019-02-01,post,6.619483515762525
AL,2019-03-01,post,7.330599846000197
AL,2019-04-01,post,9.16603705743421
AL,2019-05-01,post,10.815368344831143
AL,2019-06-01,post,10.000883006176096
AL,2019-07-01,post,9.282486691974668
AL,2019-08-01,post,13.659598790532016
AL,2019-09-01,post,12.988266255790208
AL,2019-10-01,post,14.687147938202372
AL,2019-11-01,post,12.145284533345631
AL,2019-12-01,post,14.605325869171978
AL,2020-01-01,post,-0.6168703463130356
AL,2020-02-01,post,17.497107457383052
AP,2015-03-01,pre,0
AP,2015-04-01,pre,-0.4399724659744777
AP,2015-05-01,pre,2.9070723125603024
AP,2015-06-01,pre,1.7474365717991418
AP,2015-07-01,pre,2.7436458360887173
AP,2015-08-01,pre,0.5327968836238881
AP,2015-09-01,pre,0.0783276173620493
AP,2015-10-01,pre,-2.395817413939511
AP,2015-11-01,pre,1.4633632084755561
AP,2015-12-01,pre,-0.2675758559666548
AP,2016-01-01,pre,2.139608515663781
AP,2016-02-01,pre,-1.5390810568573556
AP,2016-03-01,pre,-0.44100592093948876
AP,2016-04-01,pre,-1.3855682955647808
AP,2016-05-01,pre,-0.6385727640923591
AP,2016-06-01,pre,-2.2586010276371695
AP,2016-07-01,pre,-0.44352603395640244
AP,2016-08-01,pre,0.024741087836716247
AP,2016-09-01,pre,-2.540686259837983
AP,2016-10-01,pre,-2.78211619437333
AP,2016-11-01,pre,2.8650350016550163
AP,2016-12-01,pre,4.604177361422174
AP,2017-01-01,pre,-0.08925179422766405
