spec_id,outcome,pre_rmspe,post_rmspe,post_pre_rmspe_ratio,treated_pre_sd,pre_rmspe_over_treated_sd,pre_correlation,pre_mean_gap,post_mean_gap
moving_average_6m,formal_hiring_balance_ma6,573.4270060032215,1866.1968936062108,3.2544628593856744,97.00280948552934,5.9114474007968205,0.0033093652694751964,75.73198489456732,-753.9449466951195
six_month_sum,formal_hiring_balance_6m_sum,3382.1520673746018,11098.110755322998,3.2813754480110986,563.6117920172007,6.000853983678508,-0.006399174206059059,439.04511147211826,-4460.025862365978
moving_average_3m,formal_hiring_balance_ma3,979.3700301954907,2414.9872293420253,2.465857801325586,155.22640718746493,6.30930038220055,0.3407448297746143,160.75403732579207,-815.9816957680504
baseline_monthly_lags,formal_hiring_balance,1685.1407805859913,3103.560836294783,1.8417219926370483,239.0262107212611,7.05002508093603,0.39089556555890836,319.637866701659,-638.8377541210957
cumulative_since_2016,formal_hiring_balance_cumulative,5714.500636464948,15669.500504343856,2.742059455616262,677.4804000389788,8.434931307438804,0.09527947740177807,3652.725036961159,-14958.547355226006
level_semester_predictors,formal_hiring_balance,2460.6051045984786,3690.161545973592,1.4996967774622871,239.0262107212611,10.294289890525427,0.37405156237478154,143.54468557488596,-850.3565861161344
