scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,scm_rmspe_event,augmented_rmspe_event,scm_mean_gap_event,augmented_mean_gap_event,n_periods_event,outcome,donor_count,family,specification,status,skip_reason
51.37439572905877,37.66158763484914,41.96008847859944,53.805071223389234,57.89913514278717,26.441809444093572,-2.9318835990086867,10.98084893768954,-19.91014805915584,-5.315355957840354,2.9441488015630695,-6.054723399055525,0,32,20,,,,,0,formal_hiring_balance_per_100k_wap,24,monthly,raw,estimated,
18.837464770483876,8.027015475495487,13.625127728929016,21.380946390594534,9.701135130220246,7.376691477540565,11.496106258313672,1.610527295649409,1.20753571554284,14.072488905656993,2.6110737187736857,-1.9241357211587817,0,32,20,,,,,0,formal_hiring_balance_construction_per_100k_wap,24,monthly,raw,estimated,
3.3252693307627386,11.053367637570263,1.9082038541846327,11.928783014314503,11.934868404822556,0.7467639468189081,-0.18574160549474072,9.775881069257727,-0.22595678221319132,3.083973353043193,10.703299727777576,0.13641902064690825,0,32,20,,,,,0,retail_volume_index,24,monthly,raw,estimated,
6.747641476426336,5.626005561974691,4.580193932371615,5.076123061326947,4.949358698225589,1.2764058807808247,-5.032247504440392,-1.407686599496364,-2.434950062461759,-2.0322130313007687,-0.15639558680453525,-0.14986555550141317,0,32,20,,,,,0,services_volume_index,24,monthly,raw,estimated,
23.96511763217383,21.59023473026982,16.95034428114599,29.08720701189425,36.26775485991522,0.053460371324334156,12.629751580889119,13.090051389320772,-12.123881512230058,10.130334619497125,10.44152378110422,-0.0038087347022888627,0,27,15,,,,,0,formal_hiring_balance_per_100k_wap_ma6_v5,24,monthly,ma6_v5,estimated,
15.588541139616932,4.56395286631398,4.226735699261064,18.740422592267986,4.913076096147776,0.06573235652849371,14.132769123269577,0.5497818608229308,0.6754769466756717,17.029111721744375,0.9829859301680622,0.0020963037997082583,0,27,15,,,,,0,formal_hiring_balance_construction_per_100k_wap_ma6_v5,24,monthly,ma6_v5,estimated,
1.942478014868332,9.080531226396474,0.7832793897419051,2.100626989276356,9.62813496331126,0.018422632459137504,-1.087364376746609,8.132790153071888,-0.2168281785231064,-0.7553337433962342,8.70292437444896,2.476220408169638e-4,0,27,15,,,,,0,retail_volume_index_ma6_v5,24,monthly,ma6_v5,estimated,
4.787024555232417,2.7409863062295456,2.9258353748130346,1.4004458441712364,3.9100038110882864,0.007944032199219193,-4.1388599042253835,-1.7964527658025238,-1.92343072401149,0.145446359120979,2.6839909264310444,3.776970522343011e-5,0,27,15,,,,,0,services_volume_index_ma6_v5,24,monthly,ma6_v5,estimated,
23.96511763217383,21.59023473026982,16.95034428114599,29.08720701189425,36.26775485991522,0.053460371324334156,12.629751580889119,13.090051389320772,-12.123881512230058,10.130334619497125,10.44152378110422,-0.0038087347022888627,0,27,15,,,,,0,formal_hiring_balance_per_100k_wap_ma6_v5,24,monthly,ma6_v5_instability,estimated,
15.588541139616932,4.56395286631398,4.226735699261064,18.740422592267986,4.913076096147776,0.06573235652849371,14.132769123269577,0.5497818608229308,0.6754769466756717,17.029111721744375,0.9829859301680622,0.0020963037997082583,0,27,15,,,,,0,formal_hiring_balance_construction_per_100k_wap_ma6_v5,24,monthly,ma6_v5_instability,estimated,
1.942478014868332,9.080531226396474,0.7832793897419051,2.100626989276356,9.62813496331126,0.018422632459137504,-1.087364376746609,8.132790153071888,-0.2168281785231064,-0.7553337433962342,8.70292437444896,2.476220408169638e-4,0,27,15,,,,,0,retail_volume_index_ma6_v5,24,monthly,ma6_v5_instability,estimated,
4.787024555232417,2.7409863062295456,2.9258353748130346,1.4004458441712364,3.9100038110882864,0.007944032199219193,-4.1388599042253835,-1.7964527658025238,-1.92343072401149,0.145446359120979,2.6839909264310444,3.776970522343011e-5,0,27,15,,,,,0,services_volume_index_ma6_v5,24,monthly,ma6_v5_instability,estimated,
45.291888649618926,34.975598326566754,24.917200440662995,44.454289951044636,36.42817486521649,0.019069648024868782,-41.40568136299758,21.152310927159572,8.544851595214046,-40.43393865543463,19.910619443264036,6.506090856817082e-4,0,16,6,,,,,0,state_tax_revenue_real_pc,24,bimonthly_fiscal,raw,estimated,
46.50851005545201,92.93389281477897,30.35778598693922,45.717572922843004,92.45664488578969,0.04510915354970525,43.08000071579428,91.05082364734741,21.31060870989678,41.614560088952175,90.52724773971045,0.0017288220215713561,0,16,6,,,,,0,icms_revenue_real_pc,24,bimonthly_fiscal,raw,estimated,
9.54137225722114,21.702230317581378,7.091405400070353,9.281856719973527,21.693481809839525,0.0014361881358430605,-0.5565616848590089,2.9678722867555636,-1.591405246446519,-0.570742298177559,3.0101146102286296,-8.303600638690511e-4,0,16,6,,,,,0,public_investment_liquidated_real_pc,24,bimonthly_fiscal,raw,estimated,
79.61407590508755,98.90308108151763,102.58160505176264,104.74027936167195,121.30003289803535,0.03314159324105461,-2.8246326525355414,66.70078009109983,-8.705918690992442,42.50396742853559,80.30877361861641,-0.004987102329134056,0,16,6,,,,,0,liquidated_expenditure_total_real_pc,24,bimonthly_fiscal,raw,estimated,
,,,,,,,,,,,,,,,,,,,,state_tax_revenue_real_pc_ma4_v5,,bimonthly_fiscal,ma4_v5,skipped,Treated state has incomplete pre-treatment data for outcome: state_tax_revenue_real_pc_ma4_v5
,,,,,,,,,,,,,,,,,,,,icms_revenue_real_pc_ma4_v5,,bimonthly_fiscal,ma4_v5,skipped,Treated state has incomplete pre-treatment data for outcome: icms_revenue_real_pc_ma4_v5
,,,,,,,,,,,,,,,,,,,,public_investment_liquidated_real_pc_ma4_v5,,bimonthly_fiscal,ma4_v5,skipped,Treated state has incomplete pre-treatment data for outcome: public_investment_liquidated_real_pc_ma4_v5
,,,,,,,,,,,,,,,,,,,,liquidated_expenditure_total_real_pc_ma4_v5,,bimonthly_fiscal,ma4_v5,skipped,Treated state has incomplete pre-treatment data for outcome: liquidated_expenditure_total_real_pc_ma4_v5
