donor_state,scm_weight
TO,0.4925768104636825
AP,0.2677708087561905
PB,0.1909228029410684
AC,0.04872957782443808
RS,7.499295642373056e-12
CE,3.0352269099520325e-12
RN,1.3249100599483448e-12
GO,1.1815260259166238e-12
PE,8.559391463232728e-13
BA,7.119113969741273e-13
RJ,1.0564566904918738e-14
SE,7.539571156472827e-16
SC,1.818513430439359e-16
AM,8.390923971423403e-17
MS,1.038481891628308e-17
RO,6.497557593239929e-18
AL,0
DF,0
ES,0
MA,0
MG,0
MT,0
PA,0
PR,0
SP,0
