donor_state,scm_weight
RR,0.4241978070763556
PA,0.22123015909485916
MG,0.160452020624774
AL,0.09324301531506012
MS,0.06590509200333404
AM,0.034971905877214125
GO,3.81569968282127e-12
PE,2.562109482315289e-12
SP,1.8946190591718357e-12
MT,1.304108312596961e-13
PR,1.5800213725652678e-17
AC,0
AP,0
BA,0
CE,0
ES,0
PI,0
RJ,0
RN,0
RO,0
RS,0
SC,0
SE,0
