state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2006-02-01,2006,2,37.3905479269573,,,,4.036665183440061,4.23324686004783,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-03-01,2006,3,35.8556372244876,,,,3.796731636650318,4.05005066767135,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-04-01,2006,4,37.4628049116049,,,,4.055608006755774,4.15400132023752,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-05-01,2006,5,39.4391910318188,,,,3.7657953766888608,4.03023834881215,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-06-01,2006,6,38.4046168159229,,,,3.7351569577030834,4.0389541867217,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-07-01,2006,7,39.500331348916,,,,3.6897234572135322,3.97173103270136,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-08-01,2006,8,42.7831782187668,,,,3.8588358193214685,4.10555703107108,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-09-01,2006,9,44.6618603716769,,,,3.8412730518081455,4.0523788485645,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-10-01,2006,10,43.5777636430039,,,,4.234281612835135,4.27105731534789,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-11-01,2006,11,43.5500478906288,,,,3.91859285435507,4.13982448494349,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2006-12-01,2006,12,43.7711852388531,,,,3.9635584722369637,4.10320830245885,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-01-01,2007,1,45.8554750690781,,3.76379711401565,9.63635488804452,4.00787976273535,4.30541552307146,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-02-01,2007,2,42.5499643546523,,-2.1182325726788,-7.49619580441575,3.8885347901029315,4.19341489044713,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-03-01,2007,3,41.8461016215218,,49.8771421961109,4.48755451317449,3.9365161877131953,4.1954937832501,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-04-01,2007,4,41.0753440473832,,9.9794197354189,-27.6302805912146,4.088538225834503,4.1810162602742,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-05-01,2007,5,41.9928974103063,,-26.3860195512327,-17.6059287801492,3.8790512311776753,4.12777310348883,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-06-01,2007,6,42.0267554972099,,-2.02476977131063,-29.0959154128413,3.926406407527968,4.19499476285585,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-07-01,2007,7,41.9949400794975,,-28.2092700648071,-26.466028555903,4.010882093465098,4.25612179935346,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-08-01,2007,8,41.8560694471492,,-48.4410709376844,-21.8284940553624,4.016647299595314,4.23906099718483,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-09-01,2007,9,41.7847056771433,,-3.14429648068039,-12.9885301437995,3.957446370254356,4.16576319659902,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-10-01,2007,10,40.4797728840828,,-14.4973370336425,2.31097646486606,4.095088156338484,4.19028362208221,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-11-01,2007,11,42.5239455932107,,18.6830836392081,42.7091253052206,4.070475768111223,4.29107838410062,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2007-12-01,2007,12,41.8549189064676,,32.2119255048366,74.224901793559,4.051430649440333,4.29031898387711,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2008-01-01,2008,1,42.2798603449533,,-7.08330435565107,43.0595002161539,3.8981269235635145,4.27971592454581,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
AC,2008-02-01,2008,2,42.6792354594032,,10.9210687115663,-24.9907783080465,3.908608216289855,4.22725482212047,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,
