period_date,period,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2016-01-01,2016Q1,pre,3286,3348.650240762043,-65.7719288539159,1e-4,8.919103054847388e-4,3282.8783119081268,-62.65024076204281,3.1216880918732386,labor_income_real_pnadc_ma2_post_clean
2016-04-01,2016Q2,pre,3201,3218.70490130523,-11.836477081667155,1e-4,0.0016931312478801542,3206.868424223563,-17.704901305230123,-5.8684242235631245,labor_income_real_pnadc_ma2_post_clean
2016-07-01,2016Q3,pre,3209,3099.9579677116058,104.7758031164931,1e-4,0.0013961145682830662,3204.733770828099,109.04203228839424,4.266229171901159,labor_income_real_pnadc_ma2_post_clean
2016-10-01,2016Q4,pre,3245.5,3142.9662448801473,104.90976934511221,1e-4,0.001313796881888558,3247.8760142252595,102.53375511985269,-2.376014225259496,labor_income_real_pnadc_ma2_post_clean
2017-01-01,2017Q1,pre,3294,3273.459203892443,18.68799359741703,1e-4,0.0011891132579513026,3292.14719748986,20.54079610755707,1.852802510140009,labor_income_real_pnadc_ma2_post_clean
2017-04-01,2017Q2,pre,3225.5,3240.117829708686,-12.843869326225077,1e-4,0.0010834189837111267,3227.2739603824607,-14.617829708685804,-1.7739603824607002,labor_income_real_pnadc_ma2_post_clean
2017-07-01,2017Q3,pre,3132.5,3131.320688721685,0.9101189644172252,1e-4,7.066908669061593e-4,3132.2308076861023,1.179311278314799,0.2691923138977472,labor_income_real_pnadc_ma2_post_clean
2017-10-01,2017Q4,pre,3189,3202.861969239218,-13.814648491510654,1e-4,8.555182077484073e-4,3189.0473207477075,-13.86196923921807,-0.0473207477075448,labor_income_real_pnadc_ma2_post_clean
2018-01-01,2018Q1,pre,3304,3368.7001417266742,-64.54768111951991,1e-4,7.937701561100957e-4,3304.1524606071544,-64.70014172667425,-0.15246060715435306,labor_income_real_pnadc_ma2_post_clean
2018-04-01,2018Q2,pre,3295,3338.0132391390775,-42.48096830111066,1e-4,5.079629658966473e-4,3295.5322708379667,-43.01323913907754,-0.5322708379667347,labor_income_real_pnadc_ma2_post_clean
2018-07-01,2018Q3,pre,3219.5,3231.235257678098,-11.596963486287612,1e-4,2.3804248222037986e-4,3219.6382941918105,-11.73525767809815,-0.13829419181047342,labor_income_real_pnadc_ma2_post_clean
2019-01-01,2019Q1,post_partial_window_ma2,3315,3529.6957894193442,-28.970422542470217,0.22695105366946708,0.19987797516287173,3500.725366876874,-214.69578941934424,-185.72536687687398,labor_income_real_pnadc_ma2_post_clean
2019-04-01,2019Q2,post,3275.5,3359.735944894508,-29.35730583973964,0.07912342618981327,0.1388032376304656,3330.3786390547684,-84.23594489450807,-54.87863905476843,labor_income_real_pnadc_ma2_post_clean
2019-07-01,2019Q3,post,3307,3212.292143947923,-19.928572507108,0.009617248711152965,0.0798675860774946,3192.3635714408147,94.7078560520772,114.63642855918533,labor_income_real_pnadc_ma2_post_clean
2019-10-01,2019Q4,post,3247.5,3271.563019239396,-13.707536470726211,0.019414919457438815,0.13360836218807287,3257.85548276867,-24.063019239396,-10.355482768669845,labor_income_real_pnadc_ma2_post_clean
2020-01-01,2020Q1,post,3239,3385.784970221048,-25.61534236560864,0.019414919457438815,0.16470499181220113,3360.169627855439,-146.78497022104784,-121.1696278554391,labor_income_real_pnadc_ma2_post_clean
2020-04-01,2020Q2,post,3303,3278.259255767411,-132.92237485893514,0.0023598334667821936,0.19969251915319214,3145.336880908476,24.740744232588895,157.6631190915241,labor_income_real_pnadc_ma2_post_clean
2020-07-01,2020Q3,post,3292,3102.899419920982,-0.6031248909719534,7.609496685459884,0.21245273415820196,3102.29629503001,189.10058007901807,189.7037049699902,labor_income_real_pnadc_ma2_post_clean
2020-10-01,2020Q4,post,3320,3202.8981991087066,-0.16676404643177176,7.609496685459884,0.21156687315184144,3202.731435062275,117.10180089129335,117.26856493772493,labor_income_real_pnadc_ma2_post_clean
