scm_rmspe_post,scm_rmspe_post_partial_window_ma4,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_post_partial_window_ma4,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_post_partial_window_ma4,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_post_partial_window_ma4,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
39.24748587779597,178.7004263979754,39.16316262276699,45.490111665071304,178.53109660853133,2.3566527834001367,-31.11138630390269,-136.49271877753245,-0.4149701095158724,-11.154645135139253,-146.65690660940405,-0.12249423043766167,labor_income_real_pnadc_ma4_post_clean,1.0021531268003354,19.302848508484555
