state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method,original_liquidated_expenditure_total_missing,liquidated_expenditure_total_recovered_from_raw,liquidated_expenditure_total_flow_is_derived,liquidated_expenditure_total_negative_flow_flag,liquidated_expenditure_total_imputed_adjacent_mean,liquidated_expenditure_total_imputation_method,quarter,icms_revenue_cumulative_nominal,icms_revenue_nominal,icms_revenue_flow_is_derived,icms_revenue_negative_flow_flag,icms_rs_2018_seasonal_imputed,icms_revenue_negative_flow_imputed,resident_population_annual,pnadc_population,fiscal_deflator_factor,icms_revenue_real,icms_revenue_real_pc,state_tax_revenue_real_pc,public_investment_liquidated_real_pc,liquidated_expenditure_total_real_pc,liquidated_expenditure_health_real_pc,liquidated_expenditure_education_real_pc,liquidated_expenditure_public_security_real_pc,original_liquidated_expenditure_health_real_pc_missing,liquidated_expenditure_health_real_pc_imputed_adjacent_mean,original_liquidated_expenditure_education_real_pc_missing,liquidated_expenditure_education_real_pc_imputed_adjacent_mean,original_liquidated_expenditure_public_security_real_pc_missing,liquidated_expenditure_public_security_real_pc_imputed_adjacent_mean,icms_revenue_real_pc_sa,state_tax_revenue_real_pc_sa,public_investment_liquidated_real_pc_sa,liquidated_expenditure_total_real_pc_sa,liquidated_expenditure_health_real_pc_sa,liquidated_expenditure_education_real_pc_sa,liquidated_expenditure_public_security_real_pc_sa,transfer_dependency_ratio_sa,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,pre_instability_clean,instability_start_date,removal_date
AC,2015B1,2015-02-01,2015,1,12,Acre,North,816467799.02,1490734623.4821749,186453327.33,340432814.4329886,,,0,0,0,0.2283658064087751,549535893.16,1003361288.4220386,80867425.4,147650490.4422922,101184913.86,184746850.57538745,65328459,119278918.0993164,24439497.69,24439497.69,44622464.51204279,TRUE,FALSE,201502,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,145024367.43,145024367.43,TRUE,FALSE,FALSE,FALSE,803513,568000,1.8258339462640072,264790413.08915827,329.5409197973876,423.68053090987775,55.53421601398209,1248.7181768335279,183.7561936674232,229.92390985010505,148.44678069840364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,320.71648037048357,439.41356256391134,119.87752131075788,1782.491191719807,268.16540846074355,363.41823307449033,178.82649827134813,-0.041563467999226354,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AC,2015B2,2015-04-01,2015,2,12,Acre,North,835031264.38,1494155181.9928613,181348808.6,324494750.887092,,,0,0,0,0.21717607032911415,672801209.33,1203870389.3534849,124294390.42,222404975.071895,133623478.17,239097888.73816141,63620826.94,113839316.33464336,54984647.7,30545150.01,54655671.133556075,TRUE,FALSE,201504,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,280562339.68,135537972.25,TRUE,FALSE,FALSE,FALSE,803513,567000,1.789340406436461,242523570.3533888,301.82905609914064,403.8450540154198,68.0208921741852,1498.258757921135,276.7907614088322,297.56567564950586,141.677006264545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,312.83300688302467,428.8490129876247,102.57450739191135,1758.2143044318434,293.014589246323,348.740675771461,160.8304820761707,9.835427032156934e-4,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AC,2015B3,2015-06-01,2015,3,12,Acre,North,755050416.24,1330606027.8296168,158758329.62,279775741.8802442,,,0,0,0,0.21026189272311735,716541243.03,1262742297.2788432,120741340.22,212779374.26352137,160472027.98,282795748.6488689,66322470.96,116878393.47125116,92832610.33,37847962.629999995,66698496.06511631,TRUE,FALSE,201506,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,395585748.81,115023409.13,TRUE,FALSE,FALSE,FALSE,803513,567000,1.7622744113641688,202702810.61767071,252.27072943147243,348.190685004778,83.00860852919158,1571.5269040810083,264.8113649231828,351.94918893517456,145.45924393413816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,285.6814558053523,370.1752453252693,92.07080336719494,1654.1496565829925,269.1199419443446,362.5127262884072,152.1729474013139,-0.021839993587153335,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AC,2015B4,2015-08-01,2015,4,12,Acre,North,695472488.93,1215389235.0284204,176414778.85,308297778.16817474,,,0,0,0,0.25366176471109314,742423641.1300001,1297439820.5862403,122199661.14,213552879.57138088,163148498.78,285113979.7540106,66977748.46,117048532.84702504,176787328.22,83954717.89,146717033.3514431,TRUE,FALSE,201508,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,525518696.31,129932947.5,TRUE,FALSE,FALSE,FALSE,803513,572000,1.7475734186097343,227067365.2526141,282.5932688738255,383.6873556098965,182.5944737066396,1614.7091840284354,265.77401930196635,354.83430853515824,145.6709883312716,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,287.96938658630086,390.7147997810945,160.93677982685114,1552.0801370157346,248.4622054947922,324.6534878143305,144.5642107849183,0.026670946020690152,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AC,2015B5,2015-10-01,2015,5,12,Acre,North,672868876.72,1160061404.637825,171855527.01,296287985.6025127,,,0,0,0,0.25540715725734775,862130560.3199997,1486358521.5313716,123513856.49,212944397.94939208,152126286.64,262273735.44485015,68059625.13,117338380.56576714,256700336.73,79913008.50999999,137774238.2035034,TRUE,FALSE,201510,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,654819892.25,129301195.94,TRUE,FALSE,FALSE,FALSE,803513,575000,1.7240527014605251,222922076.16243368,277.4343117814319,368.7407491882679,171.4648527198731,1849.8251074112945,265.01674266551015,326.4088265464904,146.03171394335516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276.8191708602717,377.80146303325176,165.60044074434816,1908.859729047595,269.1879269030439,343.9954408779161,156.03206947343958,0.02965097592056762,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AC,2015B6,2015-12-01,2015,6,12,Acre,North,866025450.25,1464090444.4722817,223198263.51,377335844.7300404,,,0,0,0,0.2577271412122683,1270157522.8800006,2147310441.8425171,169972251.26,287352697.1099632,239330178.2,404608232.789598,92480533.86,156346289.69048744,362537770.08,105837433.35,178927276.08695006,TRUE,FALSE,201512,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,817890500.51,163070608.26,TRUE,FALSE,FALSE,FALSE,803513,575000,1.6905859337616869,275684876.5343183,343.09946016345515,469.6076413574396,222.68124608680887,2672.402863229988,357.6204704963867,503.54908108468436,194.5784196279182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,302.7482710453503,390.7979022519375,142.24426333589884,1799.6458688807897,265.81944162847816,320.9104028191347,129.43789750897523,0.006098003610806784,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AC,2016B1,2016-02-01,2016,1,12,Acre,North,806219976.99,1333887912.2608936,179559474.74,297080473.96916837,,,0,0,0,0.22271771956132907,570513513.65,943912457.342476,87155301.16,144198117.16997904,110429045.8,182704439.92849812,58318092.44,96487064.06687596,10169268.83,10169268.83,16825016.938319713,TRUE,FALSE,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,134352291.12,134352291.12,TRUE,FALSE,FALSE,FALSE,816687,574000,1.6544962297274335,222285359.11328256,272.17937730523755,363.7629519867077,20.601548620609503,1155.7823956331813,176.56472696391523,223.71415233559262,118.14448383147517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,263.35493787833354,379.4959836407413,84.9448539173853,1689.55541051946,260.9739417572356,357.2084755599779,148.52420140441964,-0.041563467999226354,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2016B2,2016-04-01,2016,2,12,Acre,North,738998185.4,1210053076.8444154,190524208.01,311968836.555476,,,0,0,0,0.2578141756963508,736223956.8100001,1205510489.450399,115628164.05,189332285.8470084,144341564.36,236348285.45054537,66484929.23,108863992.85946706,40035651.6,29866382.770000003,48903920.3059612,TRUE,FALSE,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,275362799.36,141010508.24,TRUE,FALSE,FALSE,FALSE,816687,582000,1.637423610437482,230893935.51196513,282.72022881711734,381.99314615694385,59.88086048383432,1476.0985413633362,231.8296799716518,289.39885837603066,133.2995295131024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,293.72417960100137,406.99710512914874,94.43447570156047,1736.0540878740446,248.05350780914256,340.5738584979858,152.4530053247281,9.835427032156934e-4,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2016B3,2016-06-01,2016,3,12,Acre,North,821849230.22,1330644987.9852755,177577958.89,287514074.7048953,,,0,0,0,0.21607121155599832,785362104.3199999,1271569175.269814,121663517.09,196983757.2192323,160408067.55,259714535.54890335,70723961.36,114508210.5740447,76819804.4,36784152.8,59556724.95732832,TRUE,FALSE,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,403978085.82,128615286.45999998,TRUE,FALSE,FALSE,FALSE,816687,582000,1.6190864930652507,208239273.10910398,254.98051653706253,352.0492853503182,72.92478631021226,1556.984714180358,241.19859532382944,318.0098808342772,140.2106444378871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,288.39124291094237,374.0338456708095,81.98698114821562,1639.6074666823422,245.5071723449912,328.57341818750984,146.92434790506286,-0.021839993587153335,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2016B4,2016-08-01,2016,4,12,Acre,North,722930064.77,1159329377.525207,186874593.3,299682108.24748605,,,0,0,0,0.25849608752881803,714258789.51,1145423656.0184886,126840689.35,203408523.9984972,164604614.99,263968778.07930964,64604670.9,103603510.97522368,133785460.48,56965656.08,91353177.60584858,TRUE,FALSE,201608,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,536877276.88,132899191.06,TRUE,FALSE,FALSE,FALSE,816687,588000,1.6036535676435693,213124261.88031334,260.9619865141888,366.9485472983971,111.85824876096788,1402.5246587964405,249.06546081729866,323.2190277049955,126.85828349811332,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,266.3381042266642,373.9759914695951,90.2005548811794,1339.8956117837397,231.7536470101245,293.03820698416774,125.75150595176002,0.026670946020690152,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2016B5,2016-10-01,2016,5,12,Acre,North,688336946.67,1100110122.5852478,182147140.13,291110209.36238223,,,0,0,0,0.26461915347008724,791836747.75,1265525010.460291,124739217.23,199360031.7721605,153704041.63,245652035.52918175,68675542.98,109758251.93145774,174858388.77,41072928.29000001,65643351.55135775,TRUE,FALSE,201610,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,673074534.1,136197257.22000003,TRUE,FALSE,FALSE,FALSE,816687,593000,1.5982145487138275,217672437.98392344,266.53104308495597,356.4526059094638,80.37761290599428,1549.5838803119077,244.10824682180626,300.79092177196617,134.39451335879932,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,265.91590216379575,365.51331975444765,74.51320093046934,1608.6185019482082,248.27943105934,318.3775361033919,144.39486888888374,0.02965097592056762,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2016B6,2016-12-01,2016,6,12,Acre,North,1311851767.17,2086593397.8437436,232278482.66,369455422.1054085,,,0,0,0,0.17706153124379603,1316655447.87,2094233993.134164,187737532.32,298609877.4798728,258699239.48,411479512.11793727,105307026.46,167498304.04391846,269456474.35,94598085.58,150464973.07062468,TRUE,FALSE,201612,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,844675125.44,171600591.34000003,TRUE,FALSE,FALSE,FALSE,816687,593000,1.590571015767322,272942926.873937,334.2075077403424,452.3831309980549,184.23823701200666,2564.3043089141424,365.6356443531889,503.83991923213824,205.09485769201476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,293.85631862223755,373.5733918925528,103.80125426109662,1691.5473145649444,273.8346154852804,321.20124096658856,139.95433557307177,0.006098003610806784,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2017B1,2017-02-01,2017,1,12,Acre,North,912879839.64,1441744947.385373,197653476.99,312161458.0686345,,,0,0,0,0.2165164224329304,614345740.63,970258985.947505,115590616.95,182556543.2779641,108523293.52,171394857.58364645,66947514.57,105732689.75834753,15140347.86,15140347.86,23911712.233036235,TRUE,FALSE,201702,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,152458276.82,152458276.82,TRUE,FALSE,FALSE,FALSE,829619,598000,1.5793370439136158,240783004.23306254,290.23323264421686,376.2708641781764,28.82252242660334,1169.523583654069,220.048652788767,206.5946628315485,127.44728575207117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,281.40879321731285,392.00389583221,93.16582772337914,1703.296598540348,304.4578675820874,340.0889860559338,157.82700332501565,-0.041563467999226354,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2017B2,2017-04-01,2017,2,12,Acre,North,776019084.45,1220831325.8940363,190069245.76,299016472.61332405,,,0,0,0,0.2449285714341815,743934416.34,1170355804.4867723,130733734.6,205669991.5620188,153535485.44,241541650.22158912,82464345.34,129732706.42147788,54743423.44,39603075.58,62303461.65272473,TRUE,FALSE,201704,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,289446406.15,136988129.32999998,TRUE,FALSE,FALSE,FALSE,829619,597000,1.5731975544896488,215509390.0560677,259.76911094860134,360.42625905786156,75.09888473229847,1410.7148034058673,247.9089697343224,291.14768372179174,156.37624791799354,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,270.77306173248536,385.43021803006644,109.65249995002462,1670.6703499165758,264.13279757181317,342.32268384374686,175.52972372961923,9.835427032156934e-4,FALSE,TRUE,FALSE,,crisis,FALSE,2016-01-25,2017-05-04
AC,2017B3,2017-06-01,2017,3,12,Acre,North,938052622.71,1474572436.3169284,214360113.07,336963520.5172509,,,0,0,0,0.2285160852178222,966236710.39,1518876431.4548595,134005038.68,210649308.5582472,185682705.09,291884050.2097561,85851727.77,134954679.8495157,91772328.4,37028904.96000001,58207611.46989023,TRUE,FALSE,201706,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,436235066.78,146788660.63,TRUE,FALSE,FALSE,FALSE,829619,597000,1.5719506567306873,230744531.4779465,278.1331327729313,406.1665903471966,70.16185920270658,1830.8120130503996,253.91090194203267,351.8290326158828,162.67067153659175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,311.54385914681114,428.1511506676879,79.22405404070994,1913.4347655523839,258.21947896319443,362.3925699691154,169.3843750037675,-0.021839993587153335,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2017B4,2017-08-01,2017,4,12,Acre,North,765325620.01,1197897885.029839,217950270.04,341138674.43662333,,,0,0,0,0.28478109753747977,864075456.1299996,1352462447.8020158,138746590.06,217168016.3873312,185771285.46,290771697.86750484,79765825.11,124850535.1169095,141481588.31,49709259.91,77805597.71644585,TRUE,FALSE,201708,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,595299658.25,159064591.47000003,TRUE,FALSE,FALSE,FALSE,829619,597000,1.5652133597908129,248970023.6385118,300.1016414022724,411.1992064268337,93.7847345786992,1630.2211591128166,261.7683736598742,350.4882335957889,150.49141246392563,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,305.47775911474776,418.2266505980317,72.12704069891072,1567.5921121001159,244.45655985270005,320.3074128749612,149.38463491757233,0.026670946020690152,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2017B5,2017-10-01,2017,5,12,Acre,North,772394220.9,1201982282.7014148,223487001.28,347785377.8341604,,,0,0,0,0.2893431815421808,860062317.5700002,1338409376.6699724,126901493.91,197481212.57358503,193354543.21,300893933.3433135,79096035.75,123087448.13320716,190243422.43,48761834.120000005,75882054.91228494,TRUE,FALSE,201710,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,763115486.5,167815828.25,TRUE,FALSE,FALSE,FALSE,829619,596000,1.5561772087067864,261151167.1829025,314.7844579052583,419.2109604941068,91.46614881323227,1613.281972411399,238.03844002317334,362.68929875438425,148.36623574581483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,314.1693169840981,428.2716743390907,85.60173683770734,1672.3165940476995,242.20962426070707,380.27591308581,158.36659127589925,0.02965097592056762,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2017B6,2017-12-01,2017,6,12,Acre,North,1079970400.35,1668589261.052593,242009543.6,373912586.30081886,,,0,0,0,0.22408905236807308,1304955076.2500005,2016197875.128012,162250564.13,250682378.72010583,303618150.04,469099879.45337576,112267786.09,173457367.13822305,279496146.42,89252723.99000001,137898350.47436553,TRUE,FALSE,201712,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,938974808.77,175859322.26999998,TRUE,FALSE,FALSE,FALSE,829619,596000,1.5450324013619554,271708350.9887041,327.50979785745517,450.7039813466409,166.2188914120404,2430.269648028808,302.16566727631096,565.4401351142823,209.0807553084284,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,287.1586087393503,371.8942422411388,85.78190866113034,1557.5126536796101,210.3646384084024,382.8014568487325,143.9402331894854,0.006098003610806784,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2018B1,2018-02-01,2018,1,12,Acre,North,1143809492.16,1756490416.5170636,271756471.52,417322675.78052294,657218188.11,21025547.15,678243735.26,1041544618.4112267,0.5929691438206083,0.23758892838597437,698818965.17,1073140958.8877356,113264158.95,173934043.29495713,136665921.26,209870946.6944048,75323747.02,115670870.61581962,19016344.28,19016344.28,29202438.61758116,TRUE,FALSE,201802,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,173411132.02,173411132.02,TRUE,FALSE,FALSE,FALSE,869265,603000,1.5356494491054282,266298709.3552617,306.3492828484544,480.0868271246662,33.594402877811895,1234.5383270783198,200.09323197754094,241.43494411302055,133.0674427427995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,297.5248434215504,495.81985877869977,97.9377081745877,1768.3113419645988,284.5024467708613,374.9292673374058,163.447160315744,0.5514056758213819,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2018B2,2018-04-01,2018,2,12,Acre,North,884616014.85,1354260287.3615303,235720445.35,360864864.18721306,449248060.93,28035642.21,477283703.14,730674500.7063353,0.5395377148139587,0.26646640055456144,836863935.6899999,1281156541.374863,134963644.4,206616091.93170196,181174964.38,277361086.85029626,85899694.6,131504000.76465867,58535764.42,39519420.14,60500353.12127206,TRUE,FALSE,201804,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,342726338.83,169315206.80999997,TRUE,FALSE,FALSE,FALSE,869265,603000,1.5309018428647436,259204962.13045415,298.18865608353514,415.13792018223796,69.59943529449829,1473.8388654493888,237.69056839019396,319.0754106633722,151.28183093148658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,309.19260686741916,440.14187915444285,104.15305051222444,1733.7944119600972,253.9143962276847,370.25041078532735,170.43530674311228,0.5405212575171744,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2018B3,2018-06-01,2018,3,12,Acre,North,1050289427.85,1581555413.2646718,226438489.69,340977457.8744429,519380100.96,5145644.5,524525745.46,789845646.47777,0.4994106686703806,0.2155962763078859,843154440.3,1269645712.8054194,144327652.08,217332645.05781937,213094929.18,320884348.4921887,89333738.08,134521259.8557838,100156651.87,41620887.45,62673905.0265183,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,505815346.82,163089007.99,TRUE,FALSE,FALSE,FALSE,869265,603000,1.5058281758602508,245584023.40443957,282.51916665739395,392.2595041494169,72.09988326519336,1460.5968407855135,250.0188608281932,369.14444788664986,154.7528772650271,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,315.9298930312738,414.2440644699082,81.16207810319673,1543.2195932874977,254.32743784935496,379.7079852398825,161.46658073220286,0.47757067508322726,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2018B4,2018-08-01,2018,4,12,Acre,North,926019017.04,1391088762.9430623,260333183.78,391078973.44823754,403269545.35,6334073.96,409603619.31,615316728.4882406,0.4423274379604959,0.2811315739628647,1007856295.19,1514026754.4199624,150423640.48,225970128.153077,212179020.92,318740594.2024227,97721227.5,146799254.63170117,172413612.88,72256961.00999999,108546201.1641216,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,697597466.44,191782119.62000006,TRUE,FALSE,FALSE,FALSE,869265,610000,1.5022248326925813,288099862.55958325,331.4292678982626,449.8961461099176,124.87124313543235,1741.7321005906856,259.95539697684484,366.6782790086138,168.87744776529732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,336.80538561073797,456.9235902811156,103.21354925564387,1679.1030535779848,242.64358316967068,336.49745828778606,167.77067021894402,0.46899838398118604,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AC,2018B5,2018-10-01,2018,5,12,Acre,North,786402761.69,1170444551.6960852,259022380.02,385516618.4948776,359610232.15,3113629.1,362723861.25,539860981.9958721,0.4612443889063881,0.3293762339584797,1010867230.0700002,1504526814.454332,152729015.28,227314618.5756296,206575498.02,307457168.1968815,97800944.6,145562284.7913204,264786777.17,92373164.29,137483834.1536469,TRUE,FALSE,201810,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,889480671.54,191883205.0999999,TRUE,FALSE,FALSE,FALSE,869265,620000,1.4883525449233788,285589856.6386395,328.54176417851806,443.4972286873135,158.16101436690408,1730.803396495122,261.50209496025906,353.69785761175416,167.45444115582754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,327.92662325735785,452.5579425322974,152.29660239137914,1789.8380181314224,265.6732791977928,371.2844719431799,177.45479668591196,0.4908953648269557,FALSE,TRUE,FALSE,,post,FALSE,2016-01-25,2017-05-04
AL,2015B1,2015-02-01,2015,1,27,Alagoas,Northeast,1371131230.2,2503457944.881889,547927339.26,1000424336.1070232,,,0,0,0,0.3996169930285058,767255185.02,1400880562.2565875,78684510.99,143664851.21072534,100758353.87,183968022.86552745,139772893.55,255202093.81113553,5940,5940,10845.453640808202,TRUE,FALSE,201502,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,493551286.75,493551286.75,TRUE,FALSE,FALSE,FALSE,3340932,2389000,1.8258339462640072,901142693.5704311,269.7279362676137,299.44468672425035,0.0032462359727190504,419.3083134456456,43.00142930497398,55.06488095702859,76.38649748367686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,251.44676839716067,287.5687192018465,48.88203636047822,652.41981704146,68.99369914934893,86.97241648151574,91.73085825939421,-0.02076441143057314,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
AL,2015B2,2015-04-01,2015,2,27,Alagoas,Northeast,1288043232.72,2304747801.542938,541724372.32,969329308.5436058,,,0,0,0,0.4205793396981126,1312182281.77,2347940777.381055,207229265.52,370803698.1910862,172000334.66,307767148.72773176,163315246.39,292226569.3527534,40080309.74,40074369.74,71706689.03825663,TRUE,FALSE,201504,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,908952612.73,415401325.98,TRUE,FALSE,FALSE,FALSE,3340932,2398000,1.7893404064364613,743294377.4632982,222.48114522034516,290.13739535662677,21.463079475504628,702.780175526187,110.98810098232654,92.12014753001012,87.46857743670131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,235.36728028573273,292.69914731973205,41.29886483981915,743.9394565669173,110.09859271301394,100.19838691805298,90.30891123483293,0.006044996348299165,FALSE,TRUE,FALSE,,pre,TRUE,2016-01-25,2017-05-04
