state_abbrev,period_date,unemployment_rate_pnadc,formalization_rate_pnadc,labor_income_real_pnadc,unemployment_rate_pnadc_sa,formalization_rate_pnadc_sa,labor_income_real_pnadc_sa,year,quarter,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,instability_start_date,removal_date
PA,2014-04-01,0.071,,2227,0.0717524461969735,,2282.22161210685,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2014-07-01,0.07200000000000001,,2240,0.0747871606565262,,2261.90402210088,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2014-10-01,0.071,,2185,0.0774520328480452,,2207.76516102109,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2015-01-01,0.093,,2241,0.0862486402425752,,2130.47611587945,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2015-04-01,0.091,,2016,0.0887975520386325,,2080.22605490528,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2015-07-01,0.085,,2050,0.0876618224254721,,2075.907104368,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2015-10-01,0.087,0.391,2082,0.0934185500204584,0.393952268350082,2113.88933089445,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PA,2016-01-01,0.101,0.393,2234,0.0949816997891441,0.392383187999257,2098.87969169192,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PA,2016-04-01,0.109,0.393,2061,0.106233652671405,0.391149162080311,2136.52069005324,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PA,2016-07-01,0.111,0.393,2083,0.113341506223892,0.392450662391137,2115.16372190353,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PA,2016-10-01,0.129,0.385,2074,0.135582675271323,0.388114316930121,2109.40434384399,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PA,2017-01-01,0.139,0.381,2329,0.12735022339588,0.380376253643668,2177.77393820971,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PA,2017-04-01,0.115,0.375,2028,0.11804430993447,0.372854678656538,2106.60390078504,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PA,2017-07-01,0.111,0.385,2130,0.11278671042553,0.384614329647468,2174.10518910841,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PA,2017-10-01,0.107,0.384,2112,0.114090014789713,0.387248827396765,2142.59136295646,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PA,2018-01-01,0.122,0.386,2454,0.11506543769531,0.385336873128107,2298.54455733633,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PA,2018-04-01,0.113,0.393,2132,0.111095503857939,0.39081649087991,2208.67423041874,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PB,2012-01-01,0.1,,2024,0.096680110089597,,1962.80541734425,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2012-04-01,0.094,,1937,0.0948025497677558,,1946.48952278104,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2012-07-01,0.086,,1880,0.0843520024087573,,1913.72074410794,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2012-10-01,0.091,,1909,0.095041046323899,,1929.39535278593,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2013-01-01,0.096,,1993,0.092849220492173,,1925.9877647186,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2013-04-01,0.09,,2012,0.0909241022009297,,2026.26546470885,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2013-07-01,0.086,,2064,0.0840029556013746,,2098.10665065194,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2013-10-01,0.085,,2084,0.0892545375268684,,2106.24304822483,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2014-01-01,0.093,,2266,0.0897863511644923,,2186.50962851434,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2014-04-01,0.08900000000000001,,2200,0.0901188237182448,,2224.92503430705,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2014-07-01,0.093,,2195,0.0906175268730667,,2232.47327801743,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2014-10-01,0.08199999999999999,,2239,0.086696989618594,,2260.37001339202,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2015-01-01,0.093,,2288,0.0894007685181365,,2191.29945202296,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2015-04-01,0.093,,2217,0.0943255199297729,,2256.98277625619,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2015-07-01,0.105,,2215,0.102521433154995,,2258.74957374393,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2015-10-01,0.097,0.481,2200,0.101984728788067,0.478148090341007,2214.63135272499,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PB,2016-01-01,0.103,0.475,2353,0.099121962793805,0.477858340530974,2242.20008236833,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PB,2016-04-01,0.11,0.485,2084,0.110963005605333,0.48260243013951,2138.80711332573,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PB,2016-07-01,0.13,0.482,2240,0.128238046129694,0.484237608515441,2290.98986645711,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PB,2016-10-01,0.121,0.487,2307,0.125829632019427,0.484340295356931,2311.29713540376,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PB,2017-01-01,0.134,0.483,2569,0.129998013817655,0.485973659239562,2444.75421529954,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PB,2017-04-01,0.115,0.483,2289,0.115309651041751,0.48049430912425,2365.88019167743,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PB,2017-07-01,0.109,0.478,2305,0.108351831764093,0.479731343774892,2357.66461129104,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PB,2017-10-01,0.102,0.482,2470,0.106479468755815,0.479776967729806,2457.58192405354,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PB,2018-01-01,0.119,0.474,2597,0.114971403420704,0.477660235574376,2468.90133036017,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PB,2018-04-01,0.111,0.479,2420,0.110336537154638,0.476017119708945,2519.42688770341,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PE,2012-01-01,0.096,,2647,0.0905212834232431,,2562.47430216833,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2012-04-01,0.083,,2657,0.0839233978959934,,2662.42687127555,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2012-07-01,0.094,,2609,0.0916499179820604,,2664.30159601242,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2012-10-01,0.092,,2686,0.0987188700972311,,2712.78036943825,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2013-01-01,0.107,,2810,0.101889760016861,,2720.0654940727,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2013-04-01,0.097,,2730,0.0977442533538233,,2737.94725769818,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2013-07-01,0.085,,2823,0.082522564845465,,2878.61966271937,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2013-10-01,0.07400000000000001,,2904,0.0807179280330666,,2935.15689504731,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2014-01-01,0.08800000000000001,,3061,0.0832693924067199,,2959.86157180864,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2014-04-01,0.08,,2962,0.080535373255098,,2977.38705036186,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2014-07-01,0.085,,2714,0.0823059668331151,,2767.82644336924,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2014-10-01,0.077,,2872,0.0837190525784514,,2911.61514131851,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2015-01-01,0.08199999999999999,,2754,0.0776525059712274,,2637.65229825232,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2015-04-01,0.092,,2572,0.0925231783539324,,2594.20659463073,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2015-07-01,0.113,,2443,0.109854683193855,,2497.5599193256,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2015-10-01,0.111,0.536,2431,0.117758639200379,0.536106347371455,2479.78508328038,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PE,2016-01-01,0.134,0.525,2619,0.130211600224506,0.52552747538679,2484.83688202746,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PE,2016-04-01,0.142,0.522,2393,0.142232410874206,0.521087326174209,2421.83706802705,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PE,2016-07-01,0.155,0.5289999999999999,2420,0.151607396421612,0.529048437652022,2478.33148391241,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PE,2016-10-01,0.159,0.5189999999999999,2441,0.16581911428562,0.519449442316275,2496.84827570043,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PE,2017-01-01,0.173,0.515,2675,0.169526103899499,0.515735946928515,2522.47230832441,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PE,2017-04-01,0.19,0.518,2486,0.190154456579915,0.516518956075042,2523.27687304054,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PE,2017-07-01,0.181,0.506,2550,0.17729396811054501,0.505887181439586,2613.06456441757,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PE,2017-10-01,0.17,0.516,2440,0.177031959060087,0.517134201574227,2496.98174256074,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PE,2018-01-01,0.179,0.5189999999999999,2676,0.175749019263353,0.520053968948086,2511.32027046118,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PE,2018-04-01,0.171,0.516,2508,0.170725896801964,0.513403261806806,2552.42071906946,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PI,2012-01-01,0.077,,1929,0.0708836803895554,,1847.89532254866,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2012-04-01,0.071,,1780,0.0684504794355146,,1823.992204959,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2012-07-01,0.062,,1861,0.0653797760066307,,1930.68348695048,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2012-10-01,0.07,,1805,0.0754473330170367,,1808.52218055561,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2013-01-01,0.084,,1949,0.0777778569705714,,1865.77274433488,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2013-04-01,0.075,,1892,0.0722500893026253,,1934.31448079448,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2013-07-01,0.075,,2060,0.0783030332290045,,2080.44191362848,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2013-10-01,0.07,,2091,0.0760299958954573,,2095.72219500521,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2014-01-01,0.071,,2143,0.064582360127716,,2053.15373166272,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2014-04-01,0.071,,1997,0.0678085735326798,,2039.14007637974,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2014-07-01,0.062,,1967,0.0652438483048094,,1994.77374856649,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2014-10-01,0.06,,1993,0.0666410027595175,,1997.40205454887,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2015-01-01,0.079,,2090,0.0727507757953453,,1992.57165764279,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2015-04-01,0.077,,1996,0.0729015624896013,,2038.30339065111,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2015-07-01,0.077,,1974,0.0805418996491552,,2009.42778971458,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2015-10-01,0.073,0.4179999999999999,2072,0.0799515442151799,0.418261839763283,2077.87652402302,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PI,2016-01-01,0.096,0.405,2226,0.0899073225121659,0.40432454354569,2116.71000768816,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PI,2016-04-01,0.101,0.409,2056,0.0963531989710938,0.40472778721608,2101.90299932456,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PI,2016-07-01,0.096,0.41,1994,0.0998214203079107,0.414332069316851,2034.25548757317,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PI,2016-10-01,0.08900000000000001,0.409,2019,0.0957374781523807,0.409836776371238,2081.78074377054,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PI,2017-01-01,0.128,0.414,2289,0.122212402548708,0.41314670191889,2114.03202572874,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PI,2017-04-01,0.136,0.421,2050,0.131234484648091,0.416777464206245,2103.38766871182,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PI,2017-07-01,0.122,0.406,2033,0.125985884108644,0.409865402456408,2128.18685056024,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PI,2017-10-01,0.134,0.4179999999999999,2042,0.140463398640881,0.419432845148087,2106.87492870468,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PI,2018-01-01,0.133,0.4179999999999999,2195,0.126926020158701,0.416876731607677,2008.93838717755,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PI,2018-04-01,0.135,0.415,1986,0.130962306247366,0.411030761475952,2051.5926178944,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PR,2012-01-01,0.05599999999999999,,3618,0.0529944845763346,,3489.39128776271,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2012-04-01,0.053,,3372,0.050048456195715,,3434.65913692174,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2012-07-01,0.047,,3438,0.0473142780976855,,3474.74029482632,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2012-10-01,0.045,,3393,0.0508221060104222,,3422.53399973094,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2013-01-01,0.049,,3577,0.0457264023823847,,3446.96154833479,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2013-04-01,0.046,,3440,0.0430854979688785,,3500.78324699095,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2013-07-01,0.042,,3508,0.0423656850301213,,3554.06857232521,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2013-10-01,0.038,,3511,0.0440921831860542,,3536.45114964956,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2014-01-01,0.042,,3669,0.0382336559968816,,3527.63890583486,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2014-04-01,0.042,,3536,0.0392133446473743,,3602.02727694883,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2014-07-01,0.042,,3518,0.0424605920777252,,3581.77835810997,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2014-10-01,0.037,,3634,0.0434482691277987,,3650.11295151125,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2015-01-01,0.054,,3693,0.0495846498584692,,3527.52548604932,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2015-04-01,0.062,,3524,0.0594693151596939,,3609.62959978754,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2015-07-01,0.062,,3513,0.0624458430641369,,3592.52042307726,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2015-10-01,0.059,0.683,3476,0.0657958500534801,0.684600707749217,3483.08343366081,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
PR,2016-01-01,0.081,0.6799999999999999,3664,0.0761353202164153,0.680760887016416,3468.28623558323,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PR,2016-04-01,0.08199999999999999,0.6799999999999999,3321,0.0796016909211378,0.678384990296284,3428.69873177053,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PR,2016-07-01,0.086,0.6759999999999999,3388,0.0863490118097432,0.675337722832119,3487.44107697488,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PR,2016-10-01,0.08199999999999999,0.669,3579,0.0890014976501903,0.670528615771832,3574.95665651949,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PR,2017-01-01,0.104,0.663,3810,0.099046940408955,0.663608937598032,3583.38433862066,2017,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
PR,2017-04-01,0.08900000000000001,0.6599999999999999,3425,0.0867889624363709,0.658517967938978,3555.60531287028,2017,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PR,2017-07-01,0.085,0.655,3463,0.0850608728059423,0.654595751758874,3577.04165311299,2017,3,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PR,2017-10-01,0.083,0.6439999999999999,3604,0.0897988817413323,0.645336595707314,3594.43860623709,2017,4,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PR,2018-01-01,0.097,0.645,3802,0.0925303314746251,0.645126770046885,3547.53489742527,2018,1,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
PR,2018-04-01,0.091,0.653,3489,0.0888695919572005,0.651841468518726,3636.97781354115,2018,2,FALSE,TRUE,FALSE,,post,2016-01-25,2017-05-04
RJ,2012-01-01,0.085,,3606,0.0828280178622953,,3491.7941067493002,2012,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2012-04-01,0.075,,3380,0.074267972124131,,3422.38832734051,2012,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2012-07-01,0.075,,3315,0.0738870871247287,,3353.23109746808,2012,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2012-10-01,0.069,,3287,0.0729597969710336,,3325.54866946616,2012,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2013-01-01,0.073,,3462,0.0709485352158275,,3339.51162844166,2013,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2013-04-01,0.07,,3376,0.0691103013163942,,3419.07998052144,2013,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2013-07-01,0.069,,3507,0.0680783375948393,,3551.43489521441,2013,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2013-10-01,0.062,,3545,0.0657300734060906,,3586.87693660053,2013,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2014-01-01,0.067,,3658,0.0652946080040107,,3519.20660257582,2014,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2014-04-01,0.065,,3486,0.0636652426824822,,3535.24035543085,2014,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2014-07-01,0.062,,3453,0.0614956145099848,,3506.60829828324,2014,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2014-10-01,0.05799999999999999,,3501,0.0613467163278133,,3545.61761784652,2014,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2015-01-01,0.066,,3503,0.0648056921960958,,3343.75811877639,2015,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2015-04-01,0.073,,3489,0.0709646352542165,,3545.13864574107,2015,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2015-07-01,0.083,,3516,0.0831968363605278,,3582.08512410149,2015,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2015-10-01,0.087,0.687,3597,0.0898052304476272,0.685827392912692,3645.77402553159,2015,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,pre,2016-01-25,2017-05-04
RJ,2016-01-01,0.102,0.683,3918,0.101309150515427,0.681108575291686,3730.29806646281,2016,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,crisis,2016-01-25,2017-05-04
RJ,2016-04-01,0.115,0.6739999999999999,3603,0.112425543178404,0.67155189213616,3672.39669078144,2016,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,crisis,2016-01-25,2017-05-04
RJ,2016-07-01,0.122,0.6639999999999999,3515,0.122617448570334,0.669279133329434,3593.24938223008,2016,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,crisis,2016-01-25,2017-05-04
RJ,2016-10-01,0.136,0.662,3529,0.138464131372952,0.660974632191837,3580.90364328761,2016,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,crisis,2016-01-25,2017-05-04
RJ,2017-01-01,0.146,0.652,3770,0.145672445031325,0.650793383366226,3552.47805071602,2017,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,crisis,2016-01-25,2017-05-04
RJ,2017-04-01,0.158,0.6479999999999999,3405,0.155193530086428,0.644786569572417,3490.7682915223,2017,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,post,2016-01-25,2017-05-04
RJ,2017-07-01,0.146,0.63,3455,0.146738290051097,0.634939571310977,3541.53912980023,2017,3,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,post,2016-01-25,2017-05-04
RJ,2017-10-01,0.152,0.635,3519,0.154297108295825,0.634291107797937,3576.59944566114,2017,4,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,post,2016-01-25,2017-05-04
RJ,2018-01-01,0.151,0.635,3808,0.150742662401518,0.635190326096863,3562.43557855206,2018,1,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,post,2016-01-25,2017-05-04
RJ,2018-04-01,0.155,0.632,3661,0.152368480759578,0.627084530204156,3759.33255112073,2018,2,FALSE,FALSE,TRUE,coded_rupture_in_main_estimation_window:RJ_2014_01,post,2016-01-25,2017-05-04
RN,2012-01-01,0.116,,2277,0.106983264329993,,2152.80981311675,2012,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2012-04-01,0.114,,2128,0.112693188763453,,2161.14705530313,2012,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2012-07-01,0.114,,2126,0.120319810763377,,2186.36612473464,2012,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2012-10-01,0.116,,2122,0.121710025870124,,2153.86490162529,2012,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2013-01-01,0.122,,2256,0.114848755131917,,2160.03633627578,2013,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2013-04-01,0.109,,2215,0.107795939489572,,2218.82627713403,2013,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2013-07-01,0.102,,2157,0.103457044099255,,2221.75618436271,2013,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2013-10-01,0.098,,2231,0.103580080420339,,2258.88754665494,2013,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2014-01-01,0.118,,2437,0.110795331553204,,2265.26832488699,2014,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2014-04-01,0.117,,2264,0.11607354909719,,2343.51425676412,2014,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2014-07-01,0.107,,2274,0.108259913621506,,2344.45301787082,2014,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2014-10-01,0.105,,2253,0.110587491339771,,2276.13127030814,2014,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2015-01-01,0.116,,2520,0.108610704729622,,2389.09943251824,2015,1,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2015-04-01,0.118,,2352,0.117666032445568,,2388.96548969815,2015,2,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2015-07-01,0.128,,2403,0.128695935919625,,2480.11991335507,2015,3,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2015-10-01,0.123,0.554,2518,0.128698821126884,0.555956496517421,2538.41561940714,2015,4,FALSE,TRUE,FALSE,,pre,2016-01-25,2017-05-04
RN,2016-01-01,0.145,0.55,2543,0.135629355455101,0.55092657326124,2416.81864498369,2016,1,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
RN,2016-04-01,0.136,0.552,2393,0.136150025673137,0.546968726903181,2421.3763297408,2016,2,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
RN,2016-07-01,0.14300000000000002,0.548,2347,0.143010038765761,0.549697622799538,2431.65756019653,2016,3,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
RN,2016-10-01,0.147,0.5489999999999999,2514,0.157987215514068,0.551503033579343,2528.66355750792,2016,4,FALSE,TRUE,FALSE,,crisis,2016-01-25,2017-05-04
