state_abbrev,period_date,formal_hiring_balance,formal_hiring_balance_sa,formal_hiring_balance_construction_sa,retail_volume_index_sa,services_volume_index_sa,state_name,macroregion,uf,year,month,quarter,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,pre_instability_clean,formal_hiring_balance_sa_per_100k_wap,formal_hiring_balance_construction_sa_per_100k_wap,instability_start_date,removal_date
AC,2013-01-01,-503,-191.039741445798,-165.554525222515,100,100,Acre,North,12,2013,1,1,540000,FALSE,TRUE,FALSE,,pre,TRUE,-35.37772989737,-30.65824541157685,2016-01-25,2017-05-04
AC,2013-02-01,-107,-35.3662546909784,-41.1092881992968,99.55856493263256,98.67321514577482,Acre,North,12,2013,2,1,540000,FALSE,TRUE,FALSE,,pre,TRUE,-6.54930642425526,-7.612831148017926,2016-01-25,2017-05-04
AC,2013-03-01,-328,16.3952329223857,-38.2609769673762,100.92915986690112,99.41782482309085,Acre,North,12,2013,3,1,540000,FALSE,TRUE,FALSE,,pre,TRUE,3.0361542448862404,-7.085366105069666,2016-01-25,2017-05-04
AC,2013-04-01,420,134.779082498045,52.5398898906316,102.1592716091015,100.6698525923749,Acre,North,12,2013,4,2,546000,FALSE,TRUE,FALSE,,pre,TRUE,24.684813644330585,9.622690456159633,2016-01-25,2017-05-04
AC,2013-05-01,571,104.424298557374,173.059236877979,103.75217766034804,99.17699232786886,Acre,North,12,2013,5,2,546000,FALSE,TRUE,FALSE,,pre,TRUE,19.125329406112453,31.695830930032784,2016-01-25,2017-05-04
AC,2013-06-01,199,-233.191295812747,-55.4493633431946,103.06261649121889,106.53561204789902,Acre,North,12,2013,6,2,546000,FALSE,TRUE,FALSE,,pre,TRUE,-42.70902853713315,-10.155561051867144,2016-01-25,2017-05-04
AC,2013-07-01,105,-216.169017150057,-101.364315974895,104.31636944340488,106.38791928982413,Acre,North,12,2013,7,3,553000,FALSE,TRUE,FALSE,,pre,TRUE,-39.09023818265045,-18.329894389673598,2016-01-25,2017-05-04
AC,2013-08-01,-47,-338.684724161285,-69.1214195656024,102.70126110357641,98.46823589223268,Acre,North,12,2013,8,3,553000,FALSE,TRUE,FALSE,,pre,TRUE,-61.24497724435534,-12.49935254350857,2016-01-25,2017-05-04
AC,2013-09-01,268,148.610937787534,21.1665168816254,102.72650320504009,103.71607945933341,Acre,North,12,2013,9,3,553000,FALSE,TRUE,FALSE,,pre,TRUE,26.873587303351538,3.8275799062613745,2016-01-25,2017-05-04
AC,2013-10-01,-9,211.148646208453,83.8741888779838,109.50026539509297,106.0594320356336,Acre,North,12,2013,10,4,556000,FALSE,TRUE,FALSE,,pre,TRUE,37.97637521734766,15.085285769421548,2016-01-25,2017-05-04
AC,2013-11-01,16,325.673004994123,449.598424807118,112.06312279904506,107.31963704918927,Acre,North,12,2013,11,4,556000,FALSE,TRUE,FALSE,,pre,TRUE,58.574281473763136,80.86302604444569,2016-01-25,2017-05-04
AC,2013-12-01,-690,-3.50337274453769,85.4883494713841,115.74139693121502,111.67875788790492,Acre,North,12,2013,12,4,556000,FALSE,TRUE,FALSE,,pre,TRUE,-0.6301030116074982,15.37560242291081,2016-01-25,2017-05-04
AC,2014-01-01,-72,165.87785048694,111.934280387896,113.17149999775857,111.68053035838652,Acre,North,12,2014,1,1,554000,FALSE,TRUE,FALSE,,pre,TRUE,29.94185026840072,20.204743752327797,2016-01-25,2017-05-04
AC,2014-02-01,308,426.369014253107,2.22427687192067,114.13927739443793,115.53714379064367,Acre,North,12,2014,2,1,554000,FALSE,TRUE,FALSE,,pre,TRUE,76.96191593016373,0.401494020202287,2016-01-25,2017-05-04
AC,2014-03-01,-872,-562.039961575309,-178.995180678329,107.83252014881145,113.96260442465288,Acre,North,12,2014,3,1,554000,FALSE,TRUE,FALSE,,pre,TRUE,-101.45125660204134,-32.3095994004204,2016-01-25,2017-05-04
AC,2014-04-01,-113,-313.230828342584,-246.763735850283,103.17762522036973,112.99279619825523,Acre,North,12,2014,4,2,555000,FALSE,TRUE,FALSE,,pre,TRUE,-56.43798708875387,-44.46193438743838,2016-01-25,2017-05-04
AC,2014-05-01,322,-182.015292742382,-11.6607807330914,122.56757069323977,110.79695871895639,Acre,North,12,2014,5,2,555000,FALSE,TRUE,FALSE,,pre,TRUE,-32.79554824187063,-2.101041573529982,2016-01-25,2017-05-04
AC,2014-06-01,369,-11.1537030239054,-22.112721369168,117.92631414447456,103.12827602839424,Acre,North,12,2014,6,2,555000,FALSE,TRUE,FALSE,,pre,TRUE,-2.0096762205234957,-3.9842741205708108,2016-01-25,2017-05-04
AC,2014-07-01,412,105.352476415367,178.215478178651,118.45080670203427,108.83409951199899,Acre,North,12,2014,7,3,562000,FALSE,TRUE,FALSE,,pre,TRUE,18.745992244727223,31.710939177695906,2016-01-25,2017-05-04
AC,2014-08-01,267,-54.7165397484584,-57.7377864494144,121.87696023940806,108.64534024364787,Acre,North,12,2014,8,3,562000,FALSE,TRUE,FALSE,,pre,TRUE,-9.736039101149183,-10.273627482102206,2016-01-25,2017-05-04
AC,2014-09-01,-90,-185.480723436398,-152.537478508444,123.05320312942958,107.61175735228865,Acre,North,12,2014,9,3,562000,FALSE,TRUE,FALSE,,pre,TRUE,-33.00368744419893,-27.14190009047046,2016-01-25,2017-05-04
AC,2014-10-01,-385,-143.321139526043,-276.16066002198,121.15683540978449,109.72530872093975,Acre,North,12,2014,10,4,566000,FALSE,TRUE,FALSE,,pre,TRUE,-25.321756100007597,-48.79163604628622,2016-01-25,2017-05-04
AC,2014-11-01,-525,-272.53363848948,-294.274014923114,122.51540196786432,108.36378879756391,Acre,North,12,2014,11,4,566000,FALSE,TRUE,FALSE,,pre,TRUE,-48.15081952110954,-51.99187542811201,2016-01-25,2017-05-04
AC,2014-12-01,-685,-24.7255670109267,-172.317511953521,129.26392238544994,106.89119426793222,Acre,North,12,2014,12,4,566000,FALSE,TRUE,FALSE,,pre,TRUE,-4.3684747369128445,-30.44479009779523,2016-01-25,2017-05-04
AC,2015-01-01,-466,-351.219917173628,-252.926740574131,122.26535949424625,107.40342873167857,Acre,North,12,2015,1,1,568000,FALSE,TRUE,FALSE,,pre,TRUE,-61.834492460145775,-44.52935573488222,2016-01-25,2017-05-04
AC,2015-02-01,-577,-418.536463318651,-233.989649946245,119.30948258873612,104.98107248084403,Acre,North,12,2015,2,1,568000,FALSE,TRUE,FALSE,,pre,TRUE,-73.68599706314278,-41.195360906029045,2016-01-25,2017-05-04
AC,2015-03-01,-500,-187.194221801283,-135.600354778082,122.30025162010826,106.81128386447124,Acre,North,12,2015,3,1,568000,FALSE,TRUE,FALSE,,pre,TRUE,-32.95672919036672,-23.87330189754965,2016-01-25,2017-05-04
AC,2015-04-01,95,7.50170464073722,-152.994491331291,118.72274045765153,107.14527525114111,Acre,North,12,2015,4,2,567000,FALSE,TRUE,FALSE,,pre,TRUE,1.3230519648566526,-26.98315543761746,2016-01-25,2017-05-04
AC,2015-05-01,193,-298.472816450792,-195.674949866213,120.06281802340686,107.48258602678774,Acre,North,12,2015,5,2,567000,FALSE,TRUE,FALSE,,pre,TRUE,-52.64070836874638,-34.51057316864427,2016-01-25,2017-05-04
AC,2015-06-01,95,-244.606373562898,-163.566150043287,115.546287157552,99.39439679955198,Acre,North,12,2015,6,2,567000,FALSE,TRUE,FALSE,,pre,TRUE,-43.140453891163666,-28.847645510279893,2016-01-25,2017-05-04
AC,2015-07-01,-83,-395.776620651787,-197.814000063133,112.77920337488557,102.3395430643246,Acre,North,12,2015,7,3,572000,FALSE,TRUE,FALSE,,pre,TRUE,-69.19171689716556,-34.582867143904366,2016-01-25,2017-05-04
AC,2015-08-01,1179,872.510178529478,-133.032555552467,113.78910436623835,103.95341074186435,Acre,North,12,2015,8,3,572000,FALSE,TRUE,FALSE,,pre,TRUE,152.5367444981605,-23.257439781899823,2016-01-25,2017-05-04
AC,2015-09-01,-122,-256.718891438588,-99.9329345751751,110.94458546805085,105.50258824863741,Acre,North,12,2015,9,3,572000,FALSE,TRUE,FALSE,,pre,TRUE,-44.88092507667623,-17.470792757897744,2016-01-25,2017-05-04
AC,2015-10-01,-733,-562.111460250276,-64.0287920237568,110.06165568604216,102.99638788175773,Acre,North,12,2015,10,4,575000,FALSE,TRUE,FALSE,,pre,TRUE,-97.75851482613494,-11.135442091088137,2016-01-25,2017-05-04
AC,2015-11-01,-754,-433.365611729691,-36.2656042795007,105.89068488982373,101.16999347150312,Acre,North,12,2015,11,4,575000,FALSE,TRUE,FALSE,,pre,TRUE,-75.36793247472887,-6.307061613826209,2016-01-25,2017-05-04
AC,2015-12-01,-973,-371.84548073694,-164.957507396884,109.93779813166684,97.24003420749791,Acre,North,12,2015,12,4,575000,FALSE,TRUE,FALSE,,pre,TRUE,-64.66877925859826,-28.688262155979828,2016-01-25,2017-05-04
AC,2016-01-01,-286,-243.778733695695,-139.036293187089,109.57465285115057,102.2565512860966,Acre,North,12,2016,1,1,574000,FALSE,TRUE,FALSE,,crisis,FALSE,-42.47016266475522,-24.222350729458014,2016-01-25,2017-05-04
AC,2016-02-01,-531,-462.636321415554,-47.8996441459727,110.36913992779942,92.96498066720278,Acre,North,12,2016,2,1,574000,FALSE,TRUE,FALSE,,crisis,FALSE,-80.59866226751812,-8.3448857397165,2016-01-25,2017-05-04
AC,2016-03-01,-638,-308.073910048014,-42.5950469691959,107.7838944658427,102.41958233936157,Acre,North,12,2016,3,1,574000,FALSE,TRUE,FALSE,,crisis,FALSE,-53.67141290035087,-7.420739890103816,2016-01-25,2017-05-04
AC,2016-04-01,-463,-565.625056753781,-83.0836764250875,109.83843725259067,102.96762856427358,Acre,North,12,2016,4,2,582000,FALSE,TRUE,FALSE,,crisis,FALSE,-97.18643586834725,-14.275545777506444,2016-01-25,2017-05-04
AC,2016-05-01,147,-213.983400435796,-101.444731814235,105.23719351260831,99.82254312729097,Acre,North,12,2016,5,2,582000,FALSE,TRUE,FALSE,,crisis,FALSE,-36.76690729137388,-17.43036629110567,2016-01-25,2017-05-04
AC,2016-06-01,191,-142.782151511703,19.1399138585638,106.76431495662648,111.53754357833083,Acre,North,12,2016,6,2,582000,FALSE,TRUE,FALSE,,crisis,FALSE,-24.53301572366031,3.2886449928803785,2016-01-25,2017-05-04
AC,2016-07-01,765,348.743240899474,-60.5519844340978,105.64017139168648,100.42382460365437,Acre,North,12,2016,7,3,588000,FALSE,TRUE,FALSE,,crisis,FALSE,59.31007498290374,-10.29795653641119,2016-01-25,2017-05-04
AC,2016-08-01,-29,-195.80372032253,-225.230905543558,100.64244287772824,100.32034166810173,Acre,North,12,2016,8,3,588000,FALSE,TRUE,FALSE,,crisis,FALSE,-33.29995243580442,-38.304575772713946,2016-01-25,2017-05-04
AC,2016-09-01,-65,-256.387267420762,-14.7968940719767,98.9203310251138,98.59713773063729,Acre,North,12,2016,9,3,588000,FALSE,TRUE,FALSE,,crisis,FALSE,-43.60327677223844,-2.5164785836695067,2016-01-25,2017-05-04
AC,2016-10-01,-336,-229.586966301709,-41.899208901045,101.27480870981616,101.89613528094546,Acre,North,12,2016,10,4,593000,FALSE,TRUE,FALSE,,crisis,FALSE,-38.716183187472005,-7.065633878759697,2016-01-25,2017-05-04
AC,2016-11-01,-1007,-637.671322523319,58.3959233748359,98.79517155207603,97.33892808197031,Acre,North,12,2016,11,4,593000,FALSE,TRUE,FALSE,,crisis,FALSE,-107.53310666497791,9.8475418844579945,2016-01-25,2017-05-04
AC,2016-12-01,-642,-126.299117786952,21.8747762098989,101.89590717907282,91.27644620115213,Acre,North,12,2016,12,4,593000,FALSE,TRUE,FALSE,,crisis,FALSE,-21.2983335222516,3.688832413136408,2016-01-25,2017-05-04
AC,2017-01-01,25,113.799988064741,30.0314205377145,107.63109448733827,99.02147579375826,Acre,North,12,2017,1,1,598000,FALSE,TRUE,FALSE,,crisis,FALSE,19.030098338585454,5.021976678547575,2016-01-25,2017-05-04
AC,2017-02-01,-244,-88.8406541196224,-0.659338379645689,105.6236584810807,98.08370584589869,Acre,North,12,2017,2,1,598000,FALSE,TRUE,FALSE,,crisis,FALSE,-14.856296675522138,-0.11025725412135268,2016-01-25,2017-05-04
AC,2017-03-01,-545,-259.625508359037,-9.82640414505791,102.87322745725176,98.27368476049615,Acre,North,12,2017,3,1,598000,FALSE,TRUE,FALSE,,crisis,FALSE,-43.41563684933728,-1.643211395494634,2016-01-25,2017-05-04
AC,2017-04-01,-329,-458.074646873421,-24.2108689084338,108.73102645218282,100.55514270457543,Acre,North,12,2017,4,2,597000,FALSE,TRUE,FALSE,,crisis,FALSE,-76.72942158683769,-4.055421927710854,2016-01-25,2017-05-04
AC,2017-05-01,200,-16.4443585480908,2.27632467147204,108.90327340650707,96.15575766196939,Acre,North,12,2017,5,2,597000,FALSE,TRUE,FALSE,,post,FALSE,-2.754498919278191,0.3812939148194372,2016-01-25,2017-05-04
AC,2017-06-01,251,-39.056541423926,9.79816334765863,110.05402313446615,98.09100407187802,Acre,North,12,2017,6,2,597000,FALSE,TRUE,FALSE,,post,FALSE,-6.542134241863652,1.6412333915676096,2016-01-25,2017-05-04
AC,2017-07-01,239,-167.909158323166,-44.8671886955632,111.4456800794376,95.09740845439602,Acre,North,12,2017,7,3,597000,FALSE,TRUE,FALSE,,post,FALSE,-28.125487156309212,-7.515441992556649,2016-01-25,2017-05-04
AC,2017-08-01,141,-22.8357664874871,9.17148768269988,113.69587137500744,96.08801482869791,Acre,North,12,2017,8,3,597000,FALSE,TRUE,FALSE,,post,FALSE,-3.8250865138169345,1.5362625934170653,2016-01-25,2017-05-04
AC,2017-09-01,217,-63.7224369274502,-16.9449515417692,113.871037930153,93.97188443750241,Acre,North,12,2017,9,3,597000,FALSE,TRUE,FALSE,,post,FALSE,-10.67377502972365,-2.8383503420048912,2016-01-25,2017-05-04
AC,2017-10-01,-216,-103.343246668803,96.9129980748008,110.97467523928285,89.41261103477784,Acre,North,12,2017,10,4,596000,FALSE,TRUE,FALSE,,post,FALSE,-17.339470917584396,16.260570146778658,2016-01-25,2017-05-04
AC,2017-11-01,-343,1.20404293140923,8.64991238672729,108.24791715849125,95.85483283650291,Acre,North,12,2017,11,4,596000,FALSE,TRUE,FALSE,,post,FALSE,0.2020206260753742,1.4513275816656528,2016-01-25,2017-05-04
AC,2017-12-01,-392,99.0688468141389,184.703472492084,113.26667149881908,92.81853969445919,Acre,North,12,2017,12,4,596000,FALSE,TRUE,FALSE,,post,FALSE,16.62228973391592,30.99051551880604,2016-01-25,2017-05-04
AC,2018-01-01,-369,-203.334051498034,-13.3324420538157,112.05517680881565,92.08755125352239,Acre,North,12,2018,1,1,603000,FALSE,TRUE,FALSE,,post,FALSE,-33.720406550254395,-2.2110185827223385,2016-01-25,2017-05-04
AC,2018-02-01,-428,-350.255126393217,-167.182963546888,115.56306802276438,96.39246812058215,Acre,North,12,2018,2,1,603000,FALSE,TRUE,FALSE,,post,FALSE,-58.08542726255671,-27.725201251556882,2016-01-25,2017-05-04
AC,2018-03-01,-157,37.7707662097816,-34.5446514093058,121.76970133087923,91.29414383096126,Acre,North,12,2018,3,1,603000,FALSE,TRUE,FALSE,,post,FALSE,6.263808658338574,-5.728797911991012,2016-01-25,2017-05-04
AC,2018-04-01,230,181.462856729673,8.91141429219488,118.49485500379349,88.02594882536964,Acre,North,12,2018,4,2,603000,FALSE,TRUE,FALSE,,post,FALSE,30.093342741239304,1.477846482951058,2016-01-25,2017-05-04
AL,2013-01-01,-2093,-460.013599974865,-454.606293806442,100,99.99999999999999,Alagoas,Northeast,27,2013,1,1,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-19.500364560189272,-19.271144290226452,2016-01-25,2017-05-04
AL,2013-02-01,-7773,-3652.94671561555,-109.574723213535,98.30900685878365,105.53186640317857,Alagoas,Northeast,27,2013,2,1,2359000,FALSE,TRUE,FALSE,,pre,TRUE,-154.85149281965028,-4.6449649518242895,2016-01-25,2017-05-04
