rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,lambda,cv_rmse,post_pre_rmspe_ratio
352.3496726243932,102.68044812700168,193.78153515847086,2.005340338229189e-16,formal_hiring_balance,3.605471154250506,0.8018080582949044,3.4315167011015064
