rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,lambda,cv_rmse,post_pre_rmspe_ratio
267.3258002761177,15.537223737943897,210.96164284767175,1.634243335895442e-14,formal_hiring_balance_ma6,0.19549661430912615,0.3621720439246977,17.205506259350166
