rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,lambda,cv_rmse,post_pre_rmspe_ratio
1363.5659626704637,56.03888322130254,983.9950163926828,-3.1263285611109786e-14,formal_hiring_balance_6m_sum,0.045522682755073096,0.2502273353427365,24.33249708573992
