state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log
AC,1998-11-01,1998,11,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-36,8569504,,,,,,
AC,1998-12-01,1998,12,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-35,8303737,,,,,,
AC,1999-01-01,1999,1,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-34,6566954,527937,,,12.438897065369542,,
AC,1999-02-01,1999,2,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-33,4780587,527937,,,9.055222498138983,,
AC,1999-03-01,1999,3,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-32,3781207,527937,,,7.162231478377155,,
AC,1999-04-01,1999,4,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-31,5613519,527937,,,10.632933475016905,,
AC,1999-05-01,1999,5,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-30,6824781,527937,,,12.927264048551248,,
AC,1999-06-01,1999,6,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-29,6246438,527937,,,11.831786747282345,64.04833531273619,4.159638037571515
AC,1999-07-01,1999,7,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-28,6566533,527937,,,12.43809962173517,64.0475378691018,4.15962558684044
AC,1999-08-01,1999,8,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-27,7032612,527937,,,13.320930338279,68.31324570924183,4.224103682023443
AC,1999-09-01,1999,9,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-26,7383015,527937,,,13.984651577745073,75.13566580860974,4.319295356935862
AC,1999-10-01,1999,10,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-25,6759694,527937,,,12.803978505011015,77.30671083860385,4.347780767331
AC,1999-11-01,1999,11,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-24,7412549,527937,,,14.040593858736933,78.42004064878954,4.362079515211279
AC,1999-12-01,1999,12,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-23,9335624,527937,,,17.68321598978666,84.27146989129385,4.434043372272391
AC,2000-01-01,2000,1,26.4114763915826,,,,2.878118843085979,3.40718582380521,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-22,8793696,557226,,,15.781201882180659,87.61457215173934,4.472947332872072
AC,2000-02-01,2000,2,26.4400588961142,,,,2.823773247033301,3.40974970064098,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,,-21,8339389,557226,,,14.96590072968598,89.25954254314632,4.491548334195232
