donor_state,scm_weight
PE,0.3466222080458308
PB,0.27784482931110316
AP,0.245723209329705
CE,0.07572608182709413
MG,0.05408367148082698
AM,2.6864032012697305e-12
PA,1.3292082412435916e-12
SE,1.065582851220585e-12
MT,2.0370672119635642e-13
PR,1.5086957261032845e-13
GO,3.595299588194668e-15
PI,2.232196846633349e-16
MS,1.4177725147721599e-16
RO,7.002891441264429e-17
RN,2.4199595353854686e-17
AC,0
BA,0
DF,0
ES,0
MA,0
RS,0
SP,0
