state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method,original_liquidated_expenditure_total_missing,liquidated_expenditure_total_recovered_from_raw,liquidated_expenditure_total_flow_is_derived,liquidated_expenditure_total_negative_flow_flag,liquidated_expenditure_total_imputed_adjacent_mean,liquidated_expenditure_total_imputation_method,quarter,icms_revenue_cumulative_nominal,icms_revenue_nominal,icms_revenue_flow_is_derived,icms_revenue_negative_flow_flag,resident_population_annual,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,fiscal_deflator_factor,fiscal_population_denominator,fiscal_population_source,icms_revenue_real,icms_revenue_real_pc,state_tax_revenue_real_pc,public_investment_liquidated_real_pc,liquidated_expenditure_total_real_pc,liquidated_expenditure_health_real_pc,liquidated_expenditure_education_real_pc,liquidated_expenditure_public_security_real_pc,instability_start_date,removal_date,icms_revenue_real_pc_ma4_v4,state_tax_revenue_real_pc_ma4_v4,public_investment_liquidated_real_pc_ma4_v4,liquidated_expenditure_total_real_pc_ma4_v4
DF,2015B2,2015-04-01,2015,2,53,Distrito Federal,Center-West,4761541259.18,8520018171.965121,2292823126.22,4102641064.557412,,,0,0,0,0.4815296143448422,4367693330.63,7815290159.419306,1016339405.86,1818577165.558924,954212071.57,1707410215.9696417,119509751.64,213843627.57263815,38645612.42,31044055.58,55548383.0289533,TRUE,FALSE,201504,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,2097428188.72,995579728.3800001,TRUE,FALSE,2914830,2224000,FALSE,TRUE,FALSE,,pre,1.7893404064364613,2914830,resident_population_annual,1781431035.8193712,611.1612120841941,1407.506120273708,19.057160461829096,2681.21645496283,623.9050529735607,585.7666539625438,73.36401353514206,2018-11-07,2018-12-10,,,,
DF,2015B3,2015-06-01,2015,3,53,Distrito Federal,Center-West,4518958479.16,7963644893.840808,2403261960.53,4235207056.846904,,,0,0,0,0.5318176680784036,4305705218.299999,7587834129.087261,1099428581.5,1937494856.2998557,1155009537.47,2035443752.7649453,98546664.14,173666264.53922096,138895175.74,100249563.32,176667240.189268,TRUE,FALSE,201506,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,3206744040.5,1109315851.78,TRUE,FALSE,2914830,2224000,FALSE,TRUE,FALSE,,pre,1.7622744113641686,2914830,resident_population_annual,1954918939.7125409,670.680259127476,1452.9859569329615,60.60979205966317,2603.182391112779,664.7025234061183,698.3061628859814,59.580237797477366,2018-11-07,2018-12-10,,,,
DF,2015B4,2015-08-01,2015,4,53,Distrito Federal,Center-West,3940087196.57,6885591651.730279,2090522815.22,3653342102.875661,,,0,0,0,0.53057780473485,4244426178.6100006,7417446366.990129,1039148534.77,1815988357.351305,1092119647.29,1908559265.545442,92917668.22,162380447.10047042,243702805.84,104807630.1,183159028.43024147,TRUE,FALSE,201508,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,4263444158.18,1056700117.6799998,TRUE,FALSE,2914830,2244000,FALSE,TRUE,FALSE,,pre,1.747573418609734,2914830,resident_population_annual,1846661037.0993454,633.5398761160498,1253.3636962964088,62.836950501484296,2544.7269195768295,623.0169023069287,654.775498243617,55.70837650925454,2018-11-07,2018-12-10,651.393334702089,1339.0279508404565,36.81636940845522,2455.7754097164675
DF,2015B5,2015-10-01,2015,5,53,Distrito Federal,Center-West,3979489578.29,6860849757.88488,2115064318.53,3646482352.1244106,,,0,0,0,0.5314913576024115,4201543039.979999,7243681628.380185,964485953.9,1662824614.3420265,1058358679.02,1824666139.678624,103861335.7,179062416.3908835,345061865.12,101359059.28,174748359.9691815,TRUE,FALSE,201510,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,5369345998.5,1105901840.3200002,TRUE,FALSE,2914830,2235000,FALSE,TRUE,FALSE,,pre,1.724052701460525,2914830,resident_population_annual,1906633055.3538623,654.1146671860322,1251.0102997857202,59.95147571871482,2485.1128979666687,570.4705297880241,625.9940166934689,61.431512778063734,2018-11-07,2018-12-10,642.374003628438,1341.2165183221996,50.61384468542285,2578.559665904777
DF,2015B6,2015-12-01,2015,6,53,Distrito Federal,Center-West,4562029246.47,7712502473.4916115,2270605169.21,3838653160.1930017,,,0,0,0,0.4977182404007921,6347570866.970001,10731114021.25496,1415926423.77,2393745295.2670517,1533160993.32,2591940409.498888,137701466.42,232796162.1880093,496986001.83,151924136.70999998,256840808.52081352,TRUE,FALSE,201512,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,6481462214.58,1112116216.08,TRUE,FALSE,2914830,2235000,FALSE,TRUE,FALSE,,pre,1.6905859337616873,2914830,resident_population_annual,1880128031.613121,645.0215043803998,1316.9389501936655,88.11519317449509,3681.5574223042026,821.2298128079688,889.2252410942964,79.86611987251719,2018-11-07,2018-12-10,650.8390767024895,1318.574725802189,67.87835286358934,2828.64490774012
DF,2016B1,2016-02-01,2016,1,53,Distrito Federal,Center-West,3971382693.83,6570637693.746514,2012094886.51,3329003403.584644,,,0,0,0,0.5066484500816355,2132541471.99,3528281825.144847,358151611.79,592560491.3773586,452426737.5,748538331.4216334,40714631.57,67362204.42730655,2036362.93,2036362.93,3369154.79004171,TRUE,FALSE,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1188232459.16,1188232459.16,TRUE,FALSE,2977216,2246000,FALSE,TRUE,FALSE,,pre,1.654496229727434,2977216,resident_population_annual,1965926123.7199771,660.3236458893064,1118.1598525550862,1.1316460713773235,1185.0943381819952,199.0317435407302,251.42224528607713,22.625904343959775,2018-11-07,2018-12-10,648.249923392947,1234.8681997077201,53.008816366517884,2474.122894507424
DF,2016B2,2016-04-01,2016,2,53,Distrito Federal,Center-West,4546326746.76,7444262755.908251,2573559964.66,4214007849.0109353,,,0,0,0,0.566074571409563,5011690621.64,8206260552.081437,1296337176.92,2122653100.5766792,1420819514.26,2326483418.8196383,117512844.71,192418306.4578273,57119118.63,55082755.7,90193804.71113978,TRUE,FALSE,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,2379411800.28,1191179341.1200001,TRUE,FALSE,2977216,2243000,FALSE,TRUE,FALSE,,pre,1.637423610437482,2977216,resident_population_annual,1950465177.4152515,655.1305573445969,1415.4189178786273,30.294679563437715,2756.3537721419734,712.9657709002905,781.4291669867548,64.63028092614957,2018-11-07,2018-12-10,653.6475937000838,1275.3820051032749,44.87324863200624,2527.02960764871
DF,2016B3,2016-06-01,2016,3,53,Distrito Federal,Center-West,4569616019.79,7398603576.13658,2583255332.48,4182513816.957152,,,0,0,0,0.5653112474423432,4245745723.7,6874229554.232218,874107312.24,1415255342.7373538,979264415.91,1585513788.9393132,127204367.14,205954872.69528723,143710594.71,86591476.08000001,140199089.33571076,TRUE,FALSE,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,3634176317.53,1254764517.25,TRUE,FALSE,2977216,2243000,FALSE,TRUE,FALSE,,pre,1.6190864930652509,2977216,resident_population_annual,2031572281.857015,682.3731572909103,1404.8405681539907,47.090667702884424,2308.9455230094886,475.3619968243331,532.5491294347851,69.17700049149515,2018-11-07,2018-12-10,660.7122162263033,1313.8395721953425,41.65804662804864,2482.9877639094148
DF,2016B4,2016-08-01,2016,4,53,Distrito Federal,Center-West,4289082722.52,6878202809.887591,2382958767.24,3821440328.631947,,,0,0,0,0.5555870383959208,4424725469.860001,7095726785.584358,1083718205.72,1737908566.9231656,1076370664.48,1726125656.2002313,128662825.87,206330599.72952884,237480341.73,93769747.01999998,150374189.34565791,TRUE,FALSE,201608,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,4859676056.05,1225499738.52,TRUE,FALSE,2977216,2245000,FALSE,TRUE,FALSE,,pre,1.603653567643569,2977216,resident_population_annual,1965277027.823859,660.1056247930479,1283.5616658757533,50.50832366400621,2383.3429571735333,583.7361370230328,579.7784427465899,69.30320128923425,2018-11-07,2018-12-10,664.4832463294654,1305.4952511158644,32.25632925042642,2158.4341476267477
DF,2016B5,2016-10-01,2016,5,53,Distrito Federal,Center-West,4198427467.62,6709987860.470035,2348545357.83,3753479359.198227,,,0,0,0,0.5593869075845536,3877752017.83,6197479691.200307,742074266.18,1185993888.435013,989192741.35,1580942230.707684,128675929.24,205651742.18063897,329053314,91572972.27,146353256.5508819,TRUE,FALSE,201610,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,6118140503.21,1258464447.1599998,TRUE,FALSE,2977216,2251000,FALSE,TRUE,FALSE,,pre,1.598214548713827,2977216,resident_population_annual,2011296188.490215,675.5627366271763,1260.7346457892968,49.157755618296385,2081.6358944733292,398.35668236198285,531.0136149703898,69.07518372218844,2018-11-07,2018-12-10,668.2930190139328,1341.138949424417,44.26285663715618,2382.569536699581
DF,2016B6,2016-12-01,2016,6,53,Distrito Federal,Center-West,4685684007.85,7452913171.930673,2454736641.56,3904432953.407354,,,0,0,0,0.5238801074608405,5701155078.549999,9068092024.3363,1212802792.74,1929048969.973907,1017962253.73,1619141255.9281187,165793979.88,263707098.98583856,561278778.16,232225464.15999997,369371092.41600907,TRUE,FALSE,201612,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,7375552480.35,1257411977.1400003,TRUE,FALSE,2977216,2251000,FALSE,TRUE,FALSE,,pre,1.590571015767322,2977216,resident_population_annual,2000003045.7175672,671.7695476974352,1311.437582428468,124.0659369075032,3045.8294004655017,647.9371903059459,543.8440663788314,88.57506441784491,2018-11-07,2018-12-10,672.4527666021424,1315.1436155618771,67.70567097317256,2454.9384437804633
DF,2017B1,2017-02-01,2017,1,53,Distrito Federal,Center-West,3714983824.35,5867211571.335828,2466086953.92,3894782479.8379455,,,0,0,0,0.6638217205027761,1871139346.74,2955159684.6308055,247566527.48,390990987.6822221,489376304.9,772890126.7421342,90215667.92,142480946.2874652,1129125.64,1129125.64,1783269.950484669,TRUE,FALSE,201702,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1242077011.94,1242077011.94,TRUE,FALSE,3039444,2277000,FALSE,TRUE,FALSE,,pre,1.5793370439136154,3039444,resident_population_annual,1961658236.3503761,645.4003549170098,1281.412810973963,0.5867092634326111,972.2698245569932,128.63898386751725,254.2866809660366,46.877305943937515,2018-11-07,2018-12-10,663.2095660086673,1284.2866762668702,56.079681363309604,2120.7695191673392
DF,2017B2,2017-04-01,2017,2,53,Distrito Federal,Center-West,3264718762.17,5136047572.742318,2271338414.5,3573264039.1097965,,,0,0,0,0.6957225353740063,2714997523.4400005,4271227464.3212624,350840613.85,551941595.7244673,679487598.95,1068968228.9741836,119363668.8,187782631.8510724,60158809.09,59029683.45,92865353.64583813,TRUE,FALSE,201704,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,2449697288.71,1207620276.77,TRUE,FALSE,3039444,2287000,FALSE,TRUE,FALSE,,pre,1.5731975544896488,3039444,resident_population_annual,1899825266.1666768,625.0568413718682,1175.6308190280185,30.55340175566259,1405.2660500806273,181.5929478300858,351.6986096714345,61.781902167328106,2018-11-07,2018-12-10,654.4473701533724,1257.3039645549366,51.090950886223695,1876.2502923941129
DF,2017B3,2017-06-01,2017,3,53,Distrito Federal,Center-West,3735729071.14,5872381766.746445,2687200667.18,4224146853.5407424,,,0,0,0,0.7193242914588478,3472783861.21,5459044871.312794,694741465.88,1092099303.5481064,784178455.91,1232689838.761781,131267979.27,206346786.2211868,138811162.45,78652353.35999998,123637618.5176661,TRUE,FALSE,201706,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,3679703361.31,1230006072.6,TRUE,FALSE,3039444,2287000,FALSE,TRUE,FALSE,,pre,1.5719506567306876,3039444,resident_population_annual,1933508853.6063037,636.1389956868111,1389.776174043918,40.67770898811299,1796.066935700343,359.30890766472635,405.5642541075871,67.88964896908342,2018-11-07,2018-12-10,644.591434918281,1289.5643466185918,48.97093922867785,1804.8580527008662
DF,2017B4,2017-08-01,2017,4,53,Distrito Federal,Center-West,3508383948.67,5491369427.733931,2366544120.72,3704146474.2853465,,,0,0,0,0.6745396613780363,2939700185.0099993,4601258003.357176,507730161,794706031.1659404,492259421.61,770491023.1868703,137728237.08,215574076.69805244,318251013.93,179439851.48000002,280861652.8153753,TRUE,FALSE,201708,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,4930364106.42,1250660745.1100001,TRUE,FALSE,3039444,2302000,FALSE,TRUE,FALSE,,pre,1.565213359790813,3039444,resident_population_annual,1957550906.812105,644.0490125207456,1218.692127338206,92.40560208228062,1513.8485865695093,261.46427806070466,253.4973578019106,70.92549712975546,2018-11-07,2018-12-10,637.6613011241087,1266.3779828460265,41.055855522372205,1421.862849226868
DF,2017B5,2017-10-01,2017,5,53,Distrito Federal,Center-West,3530161820.62,5493557368.295698,2494339509.42,3881634295.33627,,,0,0,0,0.7065793683593578,3447514024.26,5364942751.250427,549437216.71,855021674.2593935,834285496.21,1298296074.756634,121405213.8,188928026.7337346,456241965.33,137990951.39999998,214738373.57644576,TRUE,FALSE,201710,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,6212963174.74,1282599068.3199997,TRUE,FALSE,3039444,2314000,FALSE,TRUE,FALSE,,pre,1.556177208706786,3039444,resident_population_annual,1995951438.0281415,656.6830769141137,1277.0869591070834,70.65054449973276,1765.1066284657416,281.30857954921805,427.1492005632063,62.15874572248563,2018-11-07,2018-12-10,640.4819816233846,1265.2965198793065,58.57181433144724,1620.0720502040554
DF,2017B6,2017-12-01,2017,6,53,Distrito Federal,Center-West,3902397512.86,6029330600.3630085,2494224412.61,3853657533.7504416,,,0,0,0,0.6391518045997384,4582377341.920002,7079921468.533275,579890182.26,895949120.8233899,913959164.79,1412096523.1222608,145528868.32,224846816.8879374,685691693.78,229449728.45,354507264.9389521,TRUE,FALSE,201712,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,7557718627.23,1344755452.4899998,TRUE,FALSE,3039444,2314000,FALSE,TRUE,FALSE,,pre,1.5450324013619556,3039444,resident_population_annual,2077690746.0052075,683.5759257302348,1267.8823935398848,116.6355639185825,2329.3475611109384,294.77401815048734,464.5904063776996,73.97629858880025,2018-11-07,2018-12-10,655.1117527129763,1288.359413507273,80.09235487217722,1851.0924279616331
DF,2018B1,2018-02-01,2018,1,53,Distrito Federal,Center-West,3522662622.97,5409574916.348163,2637817502.52,4050762994.5854945,,,0,0,0,0.7488135495348753,1921869161.68,2951317319.3866034,218056595.63,334858490.9530146,275855399.59,423617192.4131412,91875056.82,141087880.3921629,4709669.61,4709669.61,7232401.542065077,TRUE,FALSE,201802,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1338680278.99,1338680278.99,TRUE,FALSE,2974703,2337000,FALSE,TRUE,FALSE,,pre,1.5356494491054282,2974703,resident_population_annual,2055743632.9592946,691.075254557949,1361.7369514151478,2.431302063454764,992.1384821901895,112.56871390287185,142.4065503054057,47.429232562767744,2018-11-07,2018-12-10,668.8458174307608,1281.3496078500805,70.53075314101267,1650.1103145840948
DF,2018B2,2018-04-01,2018,2,53,Distrito Federal,Center-West,3626205570.61,5551364790.653249,2457624992.1,3762382629.476341,,,0,0,0,0.6777401182157962,3814582111.69,5839750784.545106,481193890.63,736660613.940723,868815722.98,1330071591.419947,110679169.92,169438945.1972681,68554567.26,63844897.650000006,97740271.46989594,TRUE,FALSE,201804,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,2598536442.92,1259856163.93,TRUE,FALSE,2974703,2337000,FALSE,TRUE,FALSE,,pre,1.5309018428647436,2974703,resident_population_annual,1928716123.1049438,648.372668836164,1264.7926967755573,32.85715295607526,1963.1374239865647,247.6417356424231,447.12752547731554,56.959953715469446,2018-11-07,2018-12-10,669.9267315096154,1292.8747502094184,55.64364085946132,1762.4325239383586
DF,2018B3,2018-06-01,2018,3,53,Distrito Federal,Center-West,3821562505.72,5754616496.924275,2725921656.73,4104769635.891688,,14067430,14067430,21183132.455941767,0.00368106762062488,0.7133002934401629,3664832490.910001,5518608024.620384,515852494.88,776785221.3781097,698143269.42,1051283805.87983,137017287.76,206324492.48895985,202908845.64,134354278.38,202314457.9319757,TRUE,FALSE,201806,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,3838587512.53,1240051069.6100001,TRUE,FALSE,2974703,2337000,FALSE,TRUE,FALSE,,pre,1.5058281758602505,2974703,resident_population_annual,1867303840.1243792,627.7278236262172,1379.8922567704028,68.01164954349247,1855.1795001451856,261.1303452405533,353.40798926139183,69.35969489692243,2018-11-07,2018-12-10,662.6879181876412,1318.576074625248,54.98391712040125,1784.9507418582195
DF,2018B4,2018-08-01,2018,4,53,Distrito Federal,Center-West,3970427893.54,5964475378.0910845,2638847578.62,3964142362.293653,329488108.27,190000,329678108.27,495250641.0383074,0.08303339516791017,0.6646254885810874,4113279693.01,6179070898.64974,698704655.98,1049611484.9310832,708036932.95,1063630663.1409824,139933503.2,210211583.43270677,413038438.41,210129592.77000004,315661892.34267354,TRUE,FALSE,201808,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,5198412499.46,1359824986.9299998,TRUE,FALSE,2974703,2354000,FALSE,TRUE,FALSE,,pre,1.5022248326925816,2974703,resident_population_annual,2042762863.482111,686.7115350615207,1332.6178654788907,106.115431470864,2077.205992883908,352.84580844914035,357.5586077470532,70.6664105400461,2018-11-07,2018-12-10,663.4718205204628,1334.7599426099996,52.353884008471624,1721.915349801462
DF,2018B5,2018-10-01,2018,5,53,Distrito Federal,Center-West,3703523190.17,5512148165.272271,2554873364.56,3802552274.099832,308688756.93,1092981.25,309781738.18,461064438.3909909,0.08364514606044099,0.6898494307639871,3715825004.200001,5530457601.490996,588941898.84,876553173.9505213,645490547.78,960717499.5123488,151629550.2,225678226.9257573,603801635.14,190763196.72999996,283922889.33081466,TRUE,FALSE,201810,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,6564229146.2,1365816646.7399998,TRUE,FALSE,2974703,2350000,FALSE,TRUE,FALSE,,pre,1.4883525449233792,2974703,resident_population_annual,2032816682.0741947,683.3679470099014,1278.2964464351003,95.44579385935828,1859.1629488695162,294.66913972605715,322.9624939069039,75.865801367651585,2018-11-07,2018-12-10,661.5449936334509,1313.8998163649878,75.6075069574475,1938.6714664712936
DF,2018B6,2018-12-01,2018,6,53,Distrito Federal,Center-West,4164304321.74,6201695564.908118,2796147478.34,4164166226.930444,386485297.28,12499477.91,398984775.19,594188589.3987205,0.0958106671280185,0.6714560854120447,4601102617.329998,6852197988.176753,605930202.88,902382333.6414154,1094129629.75,1629433957.7516568,157924066.33,235188618.8139556,849477960.83,245676325.6900001,365873783.8828204,TRUE,FALSE,201812,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,7988958099.72,1424728953.5200005,TRUE,FALSE,2974703,2350000,FALSE,TRUE,FALSE,,crisis,1.4892512856305422,2974703,resident_population_annual,2121779425.7047176,713.2743758636468,1399.8594908232667,122.99506333332116,2303.489789796411,303.3520770448059,547.7635776585618,79.0628909218687,2018-11-07,2018-12-10,713.2743758636468,1399.8594908232667,122.99506333332116,2303.489789796411
DF,2019B1,2019-02-01,2019,1,53,Distrito Federal,Center-West,3818720553.47,5644627385.274352,2719032740.81,4019127992.041034,379820161.37,2362121.09,382182282.46,564921299.5646138,0.10008123849563123,0.7120271574570352,2191608837.22,3239518337.926079,279229136.82,412741495.58507967,219663472.33,324694733.2482034,100500812.61,148554897.15927145,2767728.3,2767728.3,4091107.14922114,TRUE,FALSE,201902,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,1,1340721904.25,1340721904.25,TRUE,FALSE,3015268,2357000,FALSE,TRUE,FALSE,,post,1.4781462288842229,3015268,resident_population_annual,1981783026.7496116,657.2493810664961,1332.925627851665,1.3567971899085387,1074.3716107245123,136.8838509827583,107.68354031820833,49.267560017640704,2018-11-07,2018-12-10,657.2493810664961,1332.925627851665,1.3567971899085387,1074.3716107245123
DF,2019B2,2019-04-01,2019,2,53,Distrito Federal,Center-West,3567975348.19,5205063561.341234,2640988973.93,3852749565.963367,327205278.16,7339954.12,334545232.28000003,488044066.51644254,0.09376332503241976,0.7401926067874175,3402088330.15,4963062877.861855,466956579.59,681209492.7688992,742651123.26,1083400506.7974246,129417369.01,188797725.85321456,58143022.11,55375293.81,80783048.05418937,TRUE,FALSE,201904,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,2607875229.2,1267153324.9499998,TRUE,FALSE,3015268,2353000,FALSE,TRUE,FALSE,,post,1.458828341956374,3015268,resident_population_annual,1848559184.0413146,613.0662959449425,1277.7469750494374,26.791332662366784,1645.977365150247,225.9200484895204,359.3048799633812,62.61391221384453,2018-11-07,2018-12-10,635.1578385057193,1305.3363014505512,14.07406492613766,1360.1744879373796
DF,2019B3,2019-06-01,2019,3,53,Distrito Federal,Center-West,3994180791.87,5818677738.459226,2980454147.57,4341892143.255912,344188892.95,979803.65,345168696.59999996,502837882.3030441,0.08641789507940588,0.7461991088727378,3877963840.5999994,5649374188.514068,604847837.02,881135538.8787408,781658848.51,1138711835.5164435,134267363.24,195599187.46703404,138930872.12,80787850.01,117690832.96079049,TRUE,FALSE,201906,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,2,3980310287.42,1372435058.2200003,TRUE,FALSE,3015268,2353000,FALSE,TRUE,FALSE,,post,1.4567887738839762,3015268,resident_population_annual,1999347985.6996977,663.0747202901028,1439.9688993667933,39.031632664423356,1873.5894084751562,292.22461780469956,377.6486320673464,64.86958620826873,2018-11-07,2018-12-10,644.4634657671804,1350.2138340892986,22.393254172232893,1531.3127947833052
DF,2019B4,2019-08-01,2019,4,53,Distrito Federal,Center-West,3897029091.29,5660149124.377774,2673436511.03,3882970584.132077,381411609.28,8588809.98,390000419.26,566447024.0972046,0.1000763428047445,0.6860191310876347,3883219365.42,5640091509.728277,536451556.43,779156566.7766794,900646761.72,1308123408.9621992,133298071.17,193605678.36160815,256181811.37,117250939.25,170298395.41399837,TRUE,FALSE,201908,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,3,5314598500.07,1334288212.6499996,TRUE,FALSE,3015268,2353000,FALSE,TRUE,FALSE,,post,1.4524267055199591,3015268,resident_population_annual,1937955832.9133537,642.7142903759645,1287.7696390941294,56.47869291021507,1870.5108500233735,258.40375275984735,433.8332144811669,64.20844792622353,2018-11-07,2018-12-10,644.0261719193765,1334.6027853405062,30.914613856728437,1616.1123085933223
DF,2019B5,2019-10-01,2019,5,53,Distrito Federal,Center-West,3777872292.38,5483790192.26282,2690314531.05,3905140062.365609,432801042.01,5320901.22,438121943.23,635958187.4024179,0.11597055414331917,0.7121242654169087,3719698341.51,5399347491.044587,484676590.86,703534828.5166714,832088390.76,1207822235.1637049,146431498.22,212553403.5115066,398234208.78,142052397.40999997,206196896.9347107,TRUE,FALSE,201910,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,6708646868.82,1394048368.75,TRUE,FALSE,3015268,2356000,FALSE,TRUE,FALSE,,post,1.451555205644106,3015268,resident_population_annual,2023538166.5787365,671.0972844134374,1295.1220463207944,68.38426864036985,1790.6691846444785,233.3241451561425,400.56878365827015,70.49237530843249,2018-11-07,2018-12-10,647.4881477561119,1325.1518899577886,47.67148171934377,1795.1867020733139
DF,2019B6,2019-12-01,2019,6,53,Distrito Federal,Center-West,4086246996.83,5834218307.438634,2877390885.9,4108250577.4119887,482210965.8,13237421.89,495448387.69,707386033.221772,0.12124778264122445,0.7041646988378828,4827541341.530001,6892615668.245406,531403952.16,758722286.9156628,1200283213.32,1713727609.3920245,181361634.04,258942586.2910396,664737465.97,266503257.1900001,380505188.0848433,TRUE,FALSE,201912,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,4,8173794511.64,1465147642.8200006,TRUE,FALSE,3015268,2356000,FALSE,TRUE,FALSE,,post,1.42776937174005,3015268,resident_population_annual,2091892929.4955275,693.7668324989777,1362.4827303616091,126.19282534250463,2285.904824461841,251.62681622849536,568.3500137938069,85.87713804910197,2018-11-07,2018-12-10,667.6632818946206,1346.3358287858316,72.52185488937823,1955.1685669012122
