donor_state,scm_weight
MG,0.4742173243390906
GO,0.28507535286766045
AL,0.223013595536064
PR,0.01769372725718122
CE,1.06004993009681e-15
PB,9.823850562798445e-16
PI,7.267619306868601e-16
RO,4.901620980261213e-16
BA,2.1783741859622382e-16
MS,2.1600552882814587e-16
MA,8.954467734473927e-17
RS,1.4585826622958512e-17
AP,6.71340827765257e-18
DF,4.515058538469553e-18
AC,0
ES,0
MT,0
PA,0
PE,0
RN,0
SE,0
SP,0
