iteration,step,a_star,b_star,cv_mspe
1,a,0,0,1.7503825281633665
1,a,0.1,0,1.9614423572063633
1,a,0.2,0,3.041096629961103
1,a,0.30000000000000004,0,4.351980445572045
1,a,0.4,0,6.350665704491792
1,a,0.5,0,7.5075931066701544
1,a,0.6000000000000001,0,9.1104632676795
1,a,0.7000000000000001,0,12.338780616852569
1,a,0.8,0,13.922724158530604
1,a,0.9,0,17.884168323029087
1,a,1,0,21.015117213146674
1,b,0,0,1.7503825281633665
1,b,0,0.1,1.7501194250131453
1,b,0,0.2,1.7999347156856482
1,b,0,0.30000000000000004,1.9220002793857098
1,b,0,0.4,2.2991627586429986
1,b,0,0.5,2.635706894996379
1,b,0,0.6000000000000001,3.1262515470061127
1,b,0,0.7000000000000001,4.147313393474857
1,b,0,0.8,5.306627112257335
1,b,0,0.9,7.7391261445296555
1,b,0,1,46.8999080909607
2,a,0,0.1,1.7501194250131453
2,a,0.1,0.1,1.7577802356050234
2,a,0.2,0.1,1.7711966079364436
2,a,0.30000000000000004,0.1,1.7913696318580454
2,a,0.4,0.1,2.0224319718813373
2,a,0.5,0.1,4.5083190428381
2,a,0.6000000000000001,0.1,6.6714759188389285
2,a,0.7000000000000001,0.1,8.335525360382142
2,a,0.8,0.1,12.10077853517708
2,a,0.9,0.1,16.88808985032287
2,a,1,0.1,21.01511721314668
2,b,0,0,1.7503825281633665
2,b,0,0.1,1.7501194250131453
2,b,0,0.2,1.7999347156856482
2,b,0,0.30000000000000004,1.9220002793857098
2,b,0,0.4,2.2991627586429986
2,b,0,0.5,2.635706894996379
2,b,0,0.6000000000000001,3.1262515470061127
2,b,0,0.7000000000000001,4.147313393474857
2,b,0,0.8,5.306627112257335
2,b,0,0.9,7.7391261445296555
2,b,0,1,46.8999080909607
