rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
607.9504917077456,296.4442094658487,-87.46341935232003,22.466009664059165,formal_hiring_balance,0,0.2,2.050809131347811,-87.46341935232003,1501.2014956036571,-3029.7642842731516,2854.837445568511,0.9535397139896383,0.35894000551479766,2.3879030103752608
